,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility
1969-12-31 08:40:32,1555023600,0.0,0.0,59.8,59.8,0.41,1013.3,20.36,28.96,297.0,0.71,2.0,10.0
1969-12-31 08:40:33,1555027200,0.0,0.0,57.99,57.99,0.44,1012.7,21.3,31.77,300.0,0.62,1.0,10.0
1969-12-31 08:40:34,1555030800,0.0007,0.01,57.18,57.18,0.45,1011.7,22.04,33.94,301.0,0.5,0.0,10.0
1969-12-31 08:40:35,1555034400,0.0014,0.01,54.81,54.81,0.49,1011.2,18.85,32.5,299.0,0.35,0.0,10.0
1969-12-31 08:40:36,1555038000,0.0019,0.01,52.3,52.3,0.55,1010.7,15.23,32.37,292.0,0.21,0.0,10.0
1969-12-31 08:40:37,1555041600,0.0016,0.01,51.11,51.11,0.59,1010.6,18.59,35.0,300.0,0.19,0.0,10.0
1969-12-31 08:40:38,1555045200,0.0008,0.01,50.5,50.5,0.62,1010.7,19.37,35.96,303.0,0.18,0.0,10.0
1969-12-31 08:40:39,1555048800,0.0012,0.01,49.86,43.39,0.66,1010.7,20.16,37.71,304.0,0.17,0.0,10.0
1969-12-31 08:40:40,1555052400,0.0003,0.01,49.35,42.63,0.67,1010.9,20.59,35.45,309.0,0.13,0.0,10.0
1969-12-31 08:40:41,1555056000,0.0008,0.01,48.53,41.86,0.69,1011.1,19.06,33.97,309.0,0.22,0.0,10.0
1969-12-31 08:40:42,1555059600,0.0014,0.02,47.83,41.21,0.71,1011.1,17.77,31.21,310.0,0.29,0.0,10.0
1969-12-31 08:40:43,1555063200,0.0013,0.02,46.82,40.16,0.74,1011.1,16.66,30.51,307.0,0.33,0.0,10.0
1969-12-31 08:40:44,1555066800,0.001,0.02,45.62,38.79,0.75,1011.4,15.92,29.58,305.0,0.28,0.0,10.0
1969-12-31 08:40:45,1555070400,0.0014,0.02,44.69,37.79,0.77,1011.2,15.17,26.41,306.0,0.2,0.0,10.0
1969-12-31 08:40:46,1555074000,0.0002,0.02,44.28,37.75,0.76,1011.4,13.49,23.95,303.0,0.19,0.0,10.0
1969-12-31 08:40:47,1555077600,0.0005,0.02,44.78,38.58,0.77,1011.9,12.85,23.39,302.0,0.16,0.0,10.0
1969-12-31 08:40:48,1555081200,0.0008,0.02,47.54,42.19,0.74,1012.0,12.48,21.67,306.0,0.19,1.0,10.0
1969-12-31 08:40:49,1555084800,0.0019,0.02,50.41,50.41,0.69,1012.1,12.01,19.1,314.0,0.16,2.0,10.0
1969-12-31 08:40:50,1555088400,0.0,0.0,53.32,53.32,0.62,1012.3,10.52,16.02,321.0,0.14,4.0,10.0
1969-12-31 08:40:51,1555092000,0.0,0.0,56.64,56.64,0.55,1012.0,8.93,13.79,322.0,0.08,6.0,10.0
1969-12-31 08:40:52,1555095600,0.0,0.0,59.09,59.09,0.48,1011.6,9.18,14.33,326.0,0.1,7.0,10.0
1969-12-31 08:40:53,1555099200,0.0013,0.01,61.34,61.34,0.41,1010.8,8.74,13.99,333.0,0.15,7.0,10.0
1969-12-31 08:40:54,1555102800,0.0,0.0,63.08,63.08,0.37,1011.1,8.72,14.11,337.0,0.19,7.0,10.0
1969-12-31 08:40:55,1555106400,0.0009,0.01,63.85,63.85,0.36,1010.0,9.82,14.24,328.0,0.2,5.0,10.0
1969-12-31 08:40:56,1555110000,0.0005,0.01,64.4,64.4,0.37,1009.8,10.18,13.45,325.0,0.27,3.0,10.0
1969-12-31 08:40:57,1555113600,0.0,0.0,63.48,63.48,0.37,1009.4,10.7,13.18,311.0,0.25,2.0,10.0
1969-12-31 08:40:58,1555117200,0.0,0.0,61.75,61.75,0.4,1009.4,11.08,14.8,308.0,0.17,0.0,10.0
1969-12-31 08:40:59,1555120800,0.0,0.0,58.36,58.36,0.45,1010.4,12.16,17.85,304.0,0.09,0.0,10.0
1969-12-31 08:41:00,1555124400,0.0,0.0,54.46,54.46,0.51,1010.9,11.41,19.69,302.0,0.12,0.0,10.0
1969-12-31 08:41:01,1555128000,0.0,0.0,52.24,52.24,0.56,1011.4,11.42,18.91,301.0,0.11,0.0,10.0
1969-12-31 08:41:02,1555131600,0.0,0.0,50.33,50.33,0.6,1012.4,10.51,16.78,300.0,0.1,0.0,10.0
1969-12-31 08:41:03,1555135200,0.0,0.0,48.27,43.93,0.6,1012.7,9.9,14.17,296.0,0.06,0.0,10.0
1969-12-31 08:41:04,1555138800,0.0,0.0,46.95,42.71,0.63,1013.5,8.82,12.68,300.0,0.03,0.0,10.0
1969-12-31 08:41:05,1555142400,0.0,0.0,45.82,41.52,0.65,1013.7,8.34,11.85,300.0,0.02,0.0,10.0
1969-12-31 08:41:06,1555146000,0.0,0.0,43.98,40.34,0.66,1014.4,6.26,9.55,303.0,0.0,0.0,10.0
1969-12-31 08:41:07,1555149600,0.0,0.0,42.69,39.66,0.68,1014.5,4.95,7.81,310.0,0.0,0.0,10.0
1969-12-31 08:41:08,1555153200,0.0,0.0,41.27,38.26,0.71,1014.6,4.62,6.47,317.0,0.0,0.0,10.0
1969-12-31 08:41:09,1555156800,0.0,0.0,41.53,38.5,0.67,1014.7,4.7,6.01,334.0,0.0,0.0,10.0
1969-12-31 08:41:10,1555160400,0.0,0.0,41.76,38.67,0.66,1015.1,4.82,6.47,8.0,0.0,0.0,10.0
1969-12-31 08:41:11,1555164000,0.0,0.0,42.93,40.13,0.63,1015.6,4.71,7.42,23.0,0.0,0.0,10.0
1969-12-31 08:41:12,1555167600,0.0,0.0,48.24,46.65,0.55,1016.2,4.25,8.39,57.0,0.0,1.0,10.0
1969-12-31 08:41:13,1555171200,0.0,0.0,54.31,54.31,0.45,1016.4,5.26,11.46,70.0,0.0,2.0,10.0
1969-12-31 08:41:14,1555174800,0.0,0.0,59.68,59.68,0.36,1016.6,6.88,12.2,78.0,0.0,4.0,10.0
1969-12-31 08:41:15,1555178400,0.0,0.0,63.74,63.74,0.29,1016.4,7.8,10.49,85.0,0.0,6.0,10.0
1969-12-31 08:41:16,1555182000,0.0,0.0,66.71,66.71,0.25,1016.2,6.99,8.68,98.0,0.02,8.0,10.0
1969-12-31 08:41:17,1555185600,0.0,0.0,68.96,68.96,0.22,1015.6,5.1,7.02,116.0,0.04,8.0,10.0
1969-12-31 08:41:18,1555189200,0.0,0.0,72.27,72.27,0.2,1014.9,3.88,5.94,137.0,0.07,8.0,10.0
1969-12-31 08:41:19,1555192800,0.0,0.0,74.78,74.78,0.19,1014.4,4.81,7.21,172.0,0.08,6.0,10.0
1969-12-31 08:41:20,1555196400,0.0,0.0,76.35,76.35,0.19,1014.2,7.04,9.43,236.0,0.09,4.0,10.0
1969-12-31 08:41:21,1555200000,0.0,0.0,73.94,73.94,0.23,1013.3,10.01,12.83,248.0,0.1,2.0,10.0
1969-12-31 08:41:22,1555203600,0.0,0.0,71.46,71.46,0.28,1013.3,10.97,15.31,252.0,0.15,1.0,10.0
1969-12-31 08:41:23,1555207200,0.0,0.0,67.16,67.16,0.32,1013.9,9.83,14.72,255.0,0.18,0.0,10.0
1969-12-31 08:41:24,1555210800,0.0,0.0,62.32,62.32,0.38,1014.5,9.0,15.12,257.0,0.22,0.0,10.0
1969-12-31 08:41:25,1555214400,0.0,0.0,59.36,59.36,0.42,1014.6,8.65,13.06,239.0,0.27,0.0,10.0
1969-12-31 08:41:26,1555218000,0.0,0.0,56.86,56.86,0.46,1014.9,8.89,13.0,290.0,0.32,0.0,10.0
1969-12-31 08:41:27,1555221600,0.0,0.0,55.3,55.3,0.5,1014.8,9.62,13.3,271.0,0.3,0.0,10.0
1969-12-31 08:41:28,1555225200,0.0,0.0,54.16,54.16,0.53,1015.0,9.92,14.42,271.0,0.32,0.0,10.0
1969-12-31 08:41:29,1555228800,0.0,0.0,53.26,53.26,0.56,1015.0,10.69,16.15,271.0,0.34,0.0,10.0
1969-12-31 08:41:30,1555232400,0.0,0.0,51.73,51.73,0.6,1015.0,10.1,16.42,277.0,0.33,0.0,10.0
1969-12-31 08:41:31,1555236000,0.0,0.0,50.75,50.75,0.62,1014.8,9.6,14.61,275.0,0.36,0.0,10.0
1969-12-31 08:41:32,1555239600,0.0,0.0,49.93,46.04,0.65,1014.5,9.72,14.9,274.0,0.39,0.0,10.0
1969-12-31 08:41:33,1555243200,0.0,0.0,49.84,46.11,0.65,1013.8,9.21,12.9,279.0,0.35,0.0,10.0
1969-12-31 08:41:34,1555246800,0.0,0.0,50.46,50.46,0.63,1013.7,8.16,11.48,302.0,0.32,0.0,10.0
1969-12-31 08:41:35,1555250400,0.0,0.0,51.9,51.9,0.6,1013.5,7.83,11.26,236.0,0.27,0.0,10.0
1969-12-31 08:41:36,1555254000,0.0,0.0,56.49,56.49,0.54,1013.4,7.34,11.43,260.0,0.22,1.0,10.0
1969-12-31 08:41:37,1555257600,0.0,0.0,61.46,61.46,0.44,1013.3,8.36,12.75,262.0,0.22,2.0,10.0
1969-12-31 08:41:38,1555261200,0.0,0.0,65.91,65.91,0.37,1013.2,10.23,13.77,254.0,0.24,4.0,10.0
1969-12-31 08:41:39,1555264800,0.0,0.0,69.38,69.38,0.32,1012.9,11.9,15.45,252.0,0.22,6.0,10.0
1969-12-31 08:41:40,1555268400,0.0,0.0,71.34,71.34,0.32,1012.6,12.53,16.3,249.0,0.19,8.0,10.0
1969-12-31 08:41:41,1555272000,0.0,0.0,73.36,73.36,0.3,1011.8,13.77,17.71,240.0,0.15,8.0,10.0
1969-12-31 08:41:42,1555275600,0.0,0.0,73.53,73.53,0.29,1011.1,14.33,19.23,240.0,0.11,8.0,10.0
1969-12-31 08:41:43,1555279200,0.0,0.0,73.68,73.68,0.29,1011.2,15.25,20.05,239.0,0.09,6.0,10.0
1969-12-31 08:41:44,1555282800,0.0,0.0,73.0,73.0,0.3,1010.9,15.84,20.41,234.0,0.09,4.0,10.0
1969-12-31 08:41:45,1555286400,0.0,0.0,72.23,72.23,0.31,1009.9,15.93,20.78,241.0,0.07,2.0,10.0
1969-12-31 08:41:46,1555290000,0.0,0.0,70.02,70.02,0.33,1010.3,15.17,20.85,239.0,0.11,1.0,10.0
1969-12-31 08:41:47,1555293600,0.0,0.0,66.41,66.41,0.37,1010.0,14.02,20.8,231.0,0.15,0.0,10.0
1969-12-31 08:41:48,1555297200,0.0,0.0,62.43,62.43,0.4,1010.7,12.33,20.99,234.0,0.19,0.0,10.0
1969-12-31 08:41:49,1555300800,0.0,0.0,59.77,59.77,0.44,1010.6,10.97,19.16,237.0,0.22,0.0,10.0
1969-12-31 08:41:50,1555304400,0.0,0.0,57.35,57.35,0.49,1011.0,9.39,15.76,250.0,0.26,0.0,10.0
1969-12-31 08:41:51,1555308000,0.0,0.0,55.51,55.51,0.51,1011.4,9.54,14.06,252.0,0.28,0.0,10.0
1969-12-31 08:41:52,1555311600,0.0,0.0,53.96,53.96,0.53,1011.1,9.14,12.93,245.0,0.31,0.0,10.0
1969-12-31 08:41:53,1555315200,0.0,0.0,52.37,52.37,0.57,1010.7,9.15,12.81,281.0,0.35,0.0,10.0
1969-12-31 08:41:54,1555318800,0.0,0.0,50.66,50.66,0.58,1010.1,8.54,13.29,264.0,0.36,0.0,10.0
1969-12-31 08:41:55,1555322400,0.0,0.0,49.82,46.16,0.61,1009.8,8.98,14.27,252.0,0.39,0.0,10.0
1969-12-31 08:41:56,1555326000,0.002,0.01,48.9,45.01,0.64,1009.8,9.04,13.65,263.0,0.36,0.0,10.0
1969-12-31 08:41:57,1555329600,0.0,0.0,48.97,45.0,0.65,1009.7,9.32,12.87,270.0,0.37,0.0,10.0
1969-12-31 08:41:58,1555333200,0.0,0.0,49.41,45.34,0.64,1009.8,9.92,13.81,275.0,0.39,0.0,10.0
1969-12-31 08:41:59,1555336800,0.0006,0.01,50.54,50.54,0.62,1009.9,9.76,14.03,261.0,0.4,0.0,10.0
1969-12-31 08:42:00,1555340400,0.0,0.0,54.32,54.32,0.55,1010.0,9.58,15.57,266.0,0.41,1.0,10.0
1969-12-31 08:42:01,1555344000,0.0,0.0,58.52,58.52,0.48,1010.0,10.63,16.42,289.0,0.43,2.0,10.0
1969-12-31 08:42:02,1555347600,0.0,0.0,62.67,62.67,0.42,1009.7,11.4,16.17,233.0,0.45,4.0,10.0
1969-12-31 08:42:03,1555351200,0.0,0.0,65.8,65.8,0.37,1009.7,11.26,15.84,253.0,0.34,5.0,10.0
1969-12-31 08:42:04,1555354800,0.0,0.0,68.46,68.46,0.34,1009.6,13.21,17.54,248.0,0.36,6.0,10.0
1969-12-31 08:42:05,1555358400,0.0014,0.01,70.21,70.21,0.32,1008.9,15.07,19.72,242.0,0.35,7.0,10.0
1969-12-31 08:42:06,1555362000,0.0,0.0,69.06,69.06,0.33,1008.9,16.08,21.64,234.0,0.33,6.0,10.0
1969-12-31 08:42:07,1555365600,0.0002,0.01,68.57,68.57,0.35,1008.5,16.91,22.37,233.0,0.32,5.0,10.0
1969-12-31 08:42:08,1555369200,0.0013,0.01,67.38,67.38,0.38,1008.0,17.26,22.93,237.0,0.23,4.0,10.0
1969-12-31 08:42:09,1555372800,0.0,0.0,67.33,67.33,0.36,1008.6,17.27,23.34,239.0,0.15,2.0,10.0
1969-12-31 08:42:10,1555376400,0.0015,0.01,65.25,65.25,0.41,1008.2,16.14,22.98,239.0,0.18,1.0,10.0
1969-12-31 08:42:11,1555380000,0.0,0.0,61.82,61.82,0.46,1009.3,14.94,22.26,241.0,0.23,0.0,10.0
1969-12-31 08:42:12,1555383600,0.0,0.0,58.72,58.72,0.53,1009.9,12.84,21.22,243.0,0.29,0.0,10.0
1969-12-31 08:42:13,1555387200,0.0019,0.01,56.67,56.67,0.59,1010.0,11.16,18.85,251.0,0.28,0.0,10.0
1969-12-31 08:42:14,1555390800,0.0012,0.01,55.19,55.19,0.63,1010.7,10.99,17.54,256.0,0.24,0.0,10.0
1969-12-31 08:42:15,1555394400,0.0019,0.01,53.84,53.84,0.64,1011.2,11.61,19.87,258.0,0.21,0.0,10.0
1969-12-31 08:42:16,1555398000,0.0017,0.01,52.38,52.38,0.64,1011.6,12.42,20.62,255.0,0.29,0.0,10.0
1969-12-31 08:42:17,1555401600,0.0012,0.01,51.03,51.03,0.65,1011.9,12.59,20.85,271.0,0.5,0.0,10.0
1969-12-31 08:42:18,1555405200,0.0017,0.02,49.43,44.69,0.69,1012.1,12.04,21.0,266.0,0.47,0.0,10.0
1969-12-31 08:42:19,1555408800,0.0009,0.02,48.33,43.31,0.73,1012.1,12.02,20.06,267.0,0.45,0.0,10.0
1969-12-31 08:42:20,1555412400,0.003,0.06,47.4,42.32,0.77,1012.3,11.46,19.43,264.0,0.47,0.0,9.769
1969-12-31 08:42:21,1555416000,0.0009,0.05,47.28,42.31,0.79,1012.7,11.0,17.54,263.0,0.49,0.0,7.964
1969-12-31 08:42:22,1555419600,0.0012,0.07,47.66,42.78,0.81,1013.0,11.04,18.28,272.0,0.48,0.0,9.85
1969-12-31 08:42:23,1555423200,0.0019,0.08,48.65,43.96,0.82,1013.4,11.22,19.5,249.0,0.5,0.0,8.04
1969-12-31 08:42:24,1555426800,0.0019,0.07,50.19,50.19,0.81,1013.8,11.97,20.79,264.0,0.52,1.0,9.293
1969-12-31 08:42:25,1555430400,0.0017,0.05,52.24,52.24,0.76,1013.9,13.11,21.46,257.0,0.52,2.0,10.0
1969-12-31 08:42:26,1555434000,0.0015,0.04,54.61,54.61,0.7,1013.9,14.8,23.53,293.0,0.46,3.0,10.0
1969-12-31 08:42:27,1555437600,0.0008,0.03,56.59,56.59,0.64,1014.4,15.97,24.13,279.0,0.48,5.0,10.0
1969-12-31 08:42:28,1555441200,0.0025,0.03,58.61,58.61,0.56,1014.2,16.97,23.7,268.0,0.39,6.0,10.0
1969-12-31 08:42:29,1555444800,0.0005,0.02,60.4,60.4,0.5,1013.9,17.9,25.09,299.0,0.34,6.0,10.0
1969-12-31 08:42:30,1555448400,0.0022,0.02,61.11,61.11,0.46,1013.5,17.87,23.88,286.0,0.24,6.0,10.0
1969-12-31 08:42:31,1555452000,0.0006,0.01,62.3,62.3,0.43,1013.4,18.56,24.53,283.0,0.2,5.0,10.0
1969-12-31 08:42:32,1555455600,0.0004,0.01,60.93,60.93,0.45,1013.3,19.2,26.99,295.0,0.14,3.0,10.0
1969-12-31 08:42:33,1555459200,0.0,0.0,58.77,58.77,0.51,1013.9,20.84,29.35,299.0,0.17,2.0,10.0
1969-12-31 08:42:34,1555462800,0.0,0.0,57.63,57.63,0.55,1014.6,19.9,29.25,304.0,0.14,1.0,10.0
1969-12-31 08:42:35,1555466400,0.0,0.0,55.28,55.28,0.6,1015.2,16.52,26.15,305.0,0.13,0.0,10.0
1969-12-31 08:42:36,1555470000,0.0004,0.01,52.89,52.89,0.65,1016.1,12.32,23.8,307.0,0.1,0.0,10.0
1969-12-31 08:42:37,1555473600,0.0009,0.01,51.36,51.36,0.7,1016.9,11.92,20.68,306.0,0.11,0.0,10.0
1969-12-31 08:42:38,1555477200,0.0016,0.01,50.23,50.23,0.73,1017.6,12.31,20.22,305.0,0.11,0.0,10.0
1969-12-31 08:42:39,1555480800,0.0,0.0,49.0,43.98,0.75,1018.9,12.65,18.41,297.0,0.09,0.0,10.0
1969-12-31 08:42:40,1555484400,0.0,0.0,47.94,42.64,0.77,1019.3,12.65,18.29,296.0,0.09,0.0,10.0
1969-12-31 08:42:41,1555488000,0.0003,0.01,46.96,41.48,0.79,1019.9,12.35,17.9,296.0,0.1,0.0,10.0
1969-12-31 08:42:42,1555491600,0.0006,0.01,46.3,41.07,0.79,1020.4,11.07,18.18,298.0,0.09,0.0,10.0
1969-12-31 08:42:43,1555495200,0.0,0.0,45.14,39.8,0.8,1020.3,10.57,16.18,300.0,0.12,0.0,10.0
1969-12-31 08:42:44,1555498800,0.0,0.0,44.42,38.97,0.81,1020.3,10.39,14.56,301.0,0.14,0.0,10.0
1969-12-31 08:42:45,1555502400,0.002,0.01,43.54,38.16,0.81,1020.5,9.67,11.6,305.0,0.07,0.0,10.0
1969-12-31 08:42:46,1555506000,0.0,0.0,44.19,39.07,0.82,1020.7,9.43,11.44,309.0,0.06,0.0,10.0
1969-12-31 08:42:47,1555509600,0.0014,0.01,45.6,41.19,0.81,1021.3,8.5,10.98,306.0,0.04,0.0,10.0
1969-12-31 08:42:48,1555513200,0.0,0.0,50.25,50.25,0.73,1021.8,6.9,10.45,319.0,0.01,1.0,10.0
1969-12-31 08:42:49,1555516800,0.0,0.0,55.27,55.27,0.61,1021.3,6.02,10.14,343.0,0.0,3.0,10.0
1969-12-31 08:42:50,1555520400,0.0,0.0,60.67,60.67,0.48,1021.1,5.86,9.7,16.0,0.0,5.0,10.0
1969-12-31 08:42:51,1555524000,0.0,0.0,64.59,64.59,0.4,1020.7,5.81,9.04,40.0,0.01,7.0,10.0
1969-12-31 08:42:52,1555527600,0.0,0.0,64.69,64.69,0.36,1020.3,5.86,8.53,59.0,0.03,9.0,10.0
1969-12-31 08:42:53,1555531200,0.0,0.0,69.97,69.97,0.27,1020.0,5.71,8.96,75.0,0.05,9.0,10.0
1969-12-31 08:42:54,1555534800,0.0,0.0,73.08,73.08,0.21,1019.8,5.39,7.91,83.0,0.07,8.0,10.0
1969-12-31 08:42:55,1555538400,0.0,0.0,75.73,75.73,0.18,1019.0,5.34,7.61,100.0,0.09,7.0,10.0
1969-12-31 08:42:56,1555542000,0.0,0.0,77.83,77.83,0.16,1018.3,5.18,7.35,77.0,0.09,4.0,10.0
1969-12-31 08:42:57,1555545600,0.0,0.0,74.87,74.87,0.17,1017.8,4.52,7.49,72.0,0.08,2.0,10.0
1969-12-31 08:42:58,1555549200,0.0,0.0,73.66,73.66,0.2,1018.0,4.43,7.36,34.0,0.07,1.0,10.0
1969-12-31 08:42:59,1555552800,0.0,0.0,69.47,69.47,0.29,1018.9,5.76,7.84,326.0,0.04,0.0,10.0
1969-12-31 08:43:00,1555556400,0.0,0.0,63.58,63.58,0.39,1019.2,5.88,9.58,296.0,0.02,0.0,10.0
1969-12-31 08:43:01,1555560000,0.0,0.0,59.89,59.89,0.47,1020.2,7.63,12.14,302.0,0.01,0.0,10.0
1969-12-31 08:43:02,1555563600,0.0,0.0,57.05,57.05,0.54,1020.2,8.58,12.26,310.0,0.01,0.0,10.0
1969-12-31 08:43:03,1555567200,0.0,0.0,54.34,54.34,0.58,1020.3,7.89,9.84,310.0,0.01,0.0,10.0
1969-12-31 08:43:04,1555570800,0.0,0.0,53.05,53.05,0.58,1020.4,7.26,8.58,315.0,0.02,0.0,10.0
1969-12-31 08:43:05,1555574400,0.0,0.0,51.77,51.77,0.59,1019.8,6.02,7.81,315.0,0.04,0.0,10.0
1969-12-31 08:43:06,1555578000,0.0,0.0,49.66,47.89,0.6,1020.3,4.89,7.57,321.0,0.05,0.0,10.0
1969-12-31 08:43:07,1555581600,0.0,0.0,49.33,47.3,0.61,1019.4,5.23,7.76,337.0,0.07,0.0,10.0
1969-12-31 08:43:08,1555585200,0.0,0.0,48.16,46.08,0.59,1019.8,4.96,7.04,338.0,0.09,0.0,10.0
1969-12-31 08:43:09,1555588800,0.0,0.0,47.77,45.63,0.63,1019.9,4.94,6.91,337.0,0.1,0.0,10.0
1969-12-31 08:43:10,1555592400,0.0,0.0,48.78,46.8,0.61,1020.1,4.98,7.04,357.0,0.1,0.0,10.0
1969-12-31 08:43:11,1555596000,0.0,0.0,50.51,50.51,0.58,1020.8,5.52,8.08,16.0,0.09,0.0,10.0
1969-12-31 08:43:12,1555599600,0.0,0.0,55.58,55.58,0.53,1021.1,5.17,9.21,58.0,0.08,1.0,10.0
1969-12-31 08:43:13,1555603200,0.0,0.0,62.15,62.15,0.43,1021.0,6.95,12.29,72.0,0.08,3.0,10.0
1969-12-31 08:43:14,1555606800,0.0,0.0,68.53,68.53,0.33,1020.8,9.55,15.36,72.0,0.08,5.0,10.0
1969-12-31 08:43:15,1555610400,0.0,0.0,73.83,73.83,0.25,1020.5,10.9,15.98,77.0,0.08,7.0,10.0
1969-12-31 08:43:16,1555614000,0.0,0.0,77.27,77.27,0.21,1020.0,12.22,17.64,82.0,0.11,9.0,10.0
1969-12-31 08:43:17,1555617600,0.0,0.0,79.71,79.71,0.19,1019.4,12.63,17.35,84.0,0.15,9.0,10.0
1969-12-31 08:43:18,1555621200,0.0,0.0,82.35,82.35,0.16,1018.6,12.01,16.87,85.0,0.18,8.0,10.0
1969-12-31 08:43:19,1555624800,0.0,0.0,84.48,84.48,0.15,1017.8,11.06,15.01,87.0,0.24,6.0,10.0
1969-12-31 08:43:20,1555628400,0.0,0.0,85.76,85.76,0.14,1017.2,9.67,13.1,88.0,0.31,4.0,10.0
1969-12-31 08:43:21,1555632000,0.0,0.0,83.78,83.78,0.14,1016.4,8.37,11.18,88.0,0.29,2.0,10.0
1969-12-31 08:43:22,1555635600,0.0,0.0,82.17,82.17,0.16,1016.3,6.99,9.53,108.0,0.25,1.0,10.0
1969-12-31 08:43:23,1555639200,0.0,0.0,77.58,77.58,0.22,1016.2,5.5,7.88,32.0,0.18,0.0,10.0
1969-12-31 08:43:24,1555642800,0.0,0.0,71.03,71.03,0.29,1016.6,4.61,7.15,275.0,0.11,0.0,10.0
1969-12-31 08:43:25,1555646400,0.0,0.0,67.05,67.05,0.35,1017.0,5.13,7.59,281.0,0.09,0.0,10.0
1969-12-31 08:43:26,1555650000,0.0,0.0,64.33,64.33,0.4,1017.3,6.06,9.6,308.0,0.07,0.0,10.0
1969-12-31 08:43:27,1555653600,0.0,0.0,61.73,61.73,0.45,1017.3,7.2,10.53,297.0,0.06,0.0,10.0
1969-12-31 08:43:28,1555657200,0.0,0.0,60.46,60.46,0.5,1017.2,7.03,9.89,288.0,0.11,0.0,10.0
1969-12-31 08:43:29,1555660800,0.0,0.0,58.76,58.76,0.54,1017.1,6.4,8.0,293.0,0.18,0.0,10.0
1969-12-31 08:43:30,1555664400,0.0,0.0,55.96,55.96,0.55,1016.7,5.92,8.5,301.0,0.22,0.0,10.0
1969-12-31 08:43:31,1555668000,0.0,0.0,54.73,54.73,0.57,1016.1,5.1,7.1,300.0,0.25,0.0,10.0
1969-12-31 08:43:32,1555671600,0.0,0.0,53.91,53.91,0.58,1015.6,4.96,6.72,312.0,0.25,0.0,10.0
1969-12-31 08:43:33,1555675200,0.0,0.0,53.77,53.77,0.59,1015.1,4.24,5.37,314.0,0.23,0.0,10.0
1969-12-31 08:43:34,1555678800,0.0,0.0,54.17,54.17,0.58,1014.9,3.56,4.75,336.0,0.2,0.0,10.0
1969-12-31 08:43:35,1555682400,0.0,0.0,55.91,55.91,0.54,1015.0,4.11,5.31,6.0,0.15,0.0,10.0
1969-12-31 08:43:36,1555686000,0.0,0.0,61.76,61.76,0.48,1015.0,3.56,4.92,25.0,0.11,1.0,10.0
1969-12-31 08:43:37,1555689600,0.0,0.0,67.26,67.26,0.39,1014.8,4.2,5.33,62.0,0.13,3.0,10.0
1969-12-31 08:43:38,1555693200,0.0,0.0,73.13,73.13,0.28,1014.6,5.85,8.05,76.0,0.17,5.0,10.0
1969-12-31 08:43:39,1555696800,0.0,0.0,77.35,77.35,0.23,1014.1,7.95,11.18,89.0,0.2,7.0,10.0
1969-12-31 08:43:40,1555700400,0.0,0.0,80.19,80.19,0.2,1013.3,8.31,11.3,106.0,0.27,9.0,10.0
1969-12-31 08:43:41,1555704000,0.0,0.0,82.34,82.34,0.19,1012.5,7.09,10.49,125.0,0.37,8.0,10.0
1969-12-31 08:43:42,1555707600,0.0,0.0,84.16,84.16,0.17,1011.7,7.13,10.98,163.0,0.45,7.0,10.0
1969-12-31 08:43:43,1555711200,0.0,0.0,85.05,85.05,0.18,1011.1,10.68,14.61,197.0,0.42,6.0,10.0
1969-12-31 08:43:44,1555714800,0.0,0.0,83.75,83.75,0.2,1010.4,14.3,18.74,212.0,0.37,4.0,10.0
1969-12-31 08:43:45,1555718400,0.0008,0.01,80.65,80.65,0.24,1009.9,13.6,17.87,227.0,0.13,2.0,10.0
1969-12-31 08:43:46,1555722000,0.0,0.0,78.03,78.03,0.29,1010.0,13.41,19.31,232.0,0.09,1.0,10.0
1969-12-31 08:43:47,1555725600,0.0,0.0,73.63,73.63,0.36,1010.8,11.21,17.74,243.0,0.06,0.0,10.0
1969-12-31 08:43:48,1555729200,0.0,0.0,69.55,69.55,0.4,1011.0,10.16,17.62,246.0,0.04,0.0,10.0
1969-12-31 08:43:49,1555732800,0.0,0.0,66.78,66.78,0.44,1011.4,10.09,16.97,240.0,0.07,0.0,10.0
1969-12-31 08:43:50,1555736400,0.0,0.0,64.59,64.59,0.48,1011.4,10.03,15.97,247.0,0.21,0.0,10.0
1969-12-31 08:43:51,1555740000,0.0,0.0,61.7,61.7,0.49,1011.6,8.68,12.06,247.0,0.23,0.0,10.0
1969-12-31 08:43:52,1555743600,0.0,0.0,59.25,59.25,0.52,1011.7,8.41,11.58,246.0,0.18,0.0,10.0
1969-12-31 08:43:53,1555747200,0.0,0.0,56.72,56.72,0.6,1011.4,8.31,12.48,240.0,0.18,0.0,10.0
1969-12-31 08:43:54,1555750800,0.0,0.0,54.73,54.73,0.65,1011.3,8.97,13.35,249.0,0.17,0.0,10.0
1969-12-31 08:43:55,1555754400,0.0,0.0,53.52,53.52,0.68,1011.2,8.58,13.4,240.0,0.17,0.0,10.0
1969-12-31 08:43:56,1555758000,0.0,0.0,52.96,52.96,0.66,1011.3,9.48,14.18,259.0,0.15,0.0,10.0
1969-12-31 08:43:57,1555761600,0.0,0.0,52.29,52.29,0.65,1011.0,8.66,12.74,253.0,0.08,0.0,10.0
1969-12-31 08:43:58,1555765200,0.0,0.0,52.78,52.78,0.63,1011.1,8.99,13.68,252.0,0.1,0.0,10.0
