,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility
1969-12-31 08:00:00,1546243200,0.0,0.0,42.98,37.52,0.53,1012.1,9.55,14.54,276.0,0.02,0.0,9.736
1969-12-31 08:00:01,1546246800,0.0,0.0,42.2,36.94,0.59,1011.3,8.69,12.7,259.0,0.03,0.0,9.997
1969-12-31 08:00:02,1546250400,0.0,0.0,41.43,36.3,0.64,1010.6,8.05,12.8,241.0,0.02,0.0,9.997
1969-12-31 08:00:03,1546254000,0.0,0.0,41.27,35.41,0.72,1010.8,9.55,13.46,227.0,0.11,0.0,9.997
1969-12-31 08:00:04,1546257600,0.0,0.0,40.52,35.32,0.73,1010.7,7.81,12.82,247.0,0.26,0.0,9.867
1969-12-31 08:00:05,1546261200,0.0,0.0,40.53,35.11,0.75,1010.5,8.26,13.77,242.0,0.3,0.0,10.0
1969-12-31 08:00:06,1546264800,0.0,0.0,40.28,35.25,0.77,1010.0,7.41,11.36,264.0,0.35,0.0,9.997
1969-12-31 08:00:07,1546268400,0.0,0.0,40.01,35.73,0.77,1010.7,6.07,10.88,263.0,0.35,0.0,10.0
1969-12-31 08:00:08,1546272000,0.0,0.0,41.04,36.66,0.73,1012.8,6.54,11.34,306.0,0.29,0.0,10.0
1969-12-31 08:00:09,1546275600,0.0,0.0,43.16,38.63,0.65,1013.7,7.6,12.56,316.0,0.29,1.0,10.0
1969-12-31 08:00:10,1546279200,0.0006,0.05,45.39,40.43,0.52,1013.4,9.7,16.26,11.0,0.21,2.0,10.0
1969-12-31 08:00:11,1546282800,0.0,0.0,46.33,40.39,0.4,1012.8,13.37,20.58,57.0,0.66,2.0,10.0
1969-12-31 08:00:12,1546286400,0.0,0.0,46.46,40.01,0.33,1012.2,15.41,21.51,65.0,0.72,2.0,10.0
1969-12-31 08:00:13,1546290000,0.0,0.0,47.17,41.31,0.29,1011.6,13.89,22.78,68.0,0.69,2.0,9.997
1969-12-31 08:00:14,1546293600,0.0,0.0,47.48,41.68,0.25,1010.8,13.98,21.65,64.0,0.31,2.0,9.997
1969-12-31 08:00:15,1546297200,0.0,0.0,47.28,41.71,0.22,1011.6,13.01,21.27,68.0,0.05,1.0,9.997
1969-12-31 08:00:16,1546300800,0.0,0.0,46.04,40.16,0.2,1012.3,12.89,18.59,73.0,0.05,0.0,9.997
1969-12-31 08:00:17,1546304400,0.0,0.0,42.94,37.38,0.21,1011.5,9.76,18.4,73.0,0.0,0.0,9.997
1969-12-31 08:00:18,1546308000,0.0,0.0,40.45,34.54,0.22,1012.4,9.23,15.67,73.0,0.0,0.0,9.997
1969-12-31 08:00:19,1546311600,0.0,0.0,39.62,33.31,0.21,1014.7,9.69,17.51,74.0,0.0,0.0,9.997
1969-12-31 08:00:20,1546315200,0.0,0.0,38.52,31.32,0.23,1013.7,11.14,18.41,68.0,0.06,0.0,9.997
1969-12-31 08:00:21,1546318800,0.0,0.0,37.68,30.79,0.25,1014.8,9.96,18.72,59.0,0.11,0.0,9.997
1969-12-31 08:00:22,1546322400,0.0,0.0,36.7,28.55,0.25,1015.0,12.36,20.88,51.0,0.06,0.0,9.997
1969-12-31 08:00:23,1546326000,0.0,0.0,36.27,27.92,0.27,1018.1,12.6,22.36,48.0,0.02,0.0,9.997
1969-12-31 08:00:24,1546329600,0.0,0.0,35.84,27.7,0.27,1018.8,11.79,23.11,53.0,0.03,0.0,9.997
1969-12-31 08:00:25,1546333200,0.0,0.0,35.02,26.79,0.27,1016.3,11.49,21.88,63.0,0.02,0.0,9.997
1969-12-31 08:00:26,1546336800,0.0,0.0,35.17,27.0,0.26,1019.7,11.45,21.54,65.0,0.03,0.0,9.997
1969-12-31 08:00:27,1546340400,0.0,0.0,34.47,26.33,0.27,1019.7,10.98,21.38,71.0,0.07,0.0,9.997
1969-12-31 08:00:28,1546344000,0.0,0.0,32.34,24.33,0.29,1016.8,9.66,19.39,65.0,0.08,0.0,9.997
1969-12-31 08:00:29,1546347600,0.0,0.0,31.9,24.72,0.3,1018.8,8.0,16.04,68.0,0.07,0.0,9.997
1969-12-31 08:00:30,1546351200,0.0,0.0,32.15,24.59,0.3,1020.0,8.72,16.48,54.0,0.07,0.0,9.997
1969-12-31 08:00:31,1546354800,0.0,0.0,30.39,22.58,0.33,1021.4,8.48,15.66,44.0,0.03,0.0,9.997
1969-12-31 08:00:32,1546358400,0.0,0.0,33.1,26.11,0.3,1021.7,8.12,14.94,34.0,0.0,0.0,9.997
1969-12-31 08:00:33,1546362000,0.0,0.0,36.19,28.95,0.26,1022.4,9.94,17.57,55.0,0.0,1.0,9.997
1969-12-31 08:00:34,1546365600,0.0,0.0,38.67,31.21,0.24,1022.4,11.89,19.87,60.0,0.0,2.0,9.997
1969-12-31 08:00:35,1546369200,0.0,0.0,41.1,33.69,0.22,1024.4,13.56,20.85,60.0,0.0,3.0,9.997
1969-12-31 08:00:36,1546372800,0.0,0.0,42.94,35.68,0.19,1023.1,14.71,22.21,65.0,0.0,3.0,9.997
1969-12-31 08:00:37,1546376400,0.0,0.0,43.72,37.07,0.18,1021.5,13.4,21.99,60.0,0.0,3.0,9.997
1969-12-31 08:00:38,1546380000,0.0,0.0,44.46,38.37,0.17,1020.2,12.24,20.39,61.0,0.0,2.0,9.867
1969-12-31 08:00:39,1546383600,0.0,0.0,44.84,39.71,0.17,1021.3,9.82,17.96,62.0,0.0,1.0,9.997
1969-12-31 08:00:40,1546387200,0.0,0.0,44.51,40.5,0.17,1021.7,7.15,14.13,52.0,0.0,0.0,9.997
1969-12-31 08:00:41,1546390800,0.0,0.0,41.71,38.4,0.19,1021.1,5.11,10.58,40.0,0.0,0.0,9.997
1969-12-31 08:00:42,1546394400,0.0,0.0,38.22,34.18,0.23,1021.9,5.25,8.9,15.0,0.0,0.0,9.997
1969-12-31 08:00:43,1546398000,0.0,0.0,36.05,32.22,0.24,1023.4,4.56,8.26,39.0,0.06,0.0,9.997
1969-12-31 08:00:44,1546401600,0.0,0.0,34.22,29.71,0.25,1022.6,4.97,7.52,27.0,0.06,0.0,9.997
1969-12-31 08:00:45,1546405200,0.0,0.0,33.24,27.76,0.27,1022.6,5.93,9.06,29.0,0.07,0.0,9.997
1969-12-31 08:00:46,1546408800,0.0,0.0,34.06,29.06,0.26,1022.4,5.51,9.31,351.0,0.06,0.0,9.997
1969-12-31 08:00:47,1546412400,0.0,0.0,33.15,27.83,0.28,1022.3,5.71,9.4,342.0,0.07,0.0,9.997
1969-12-31 08:00:48,1546416000,0.0,0.0,33.0,27.1,0.27,1022.2,6.43,9.64,9.0,0.02,0.0,9.997
1969-12-31 08:00:49,1546419600,0.0,0.0,33.65,28.41,0.26,1022.1,5.72,9.97,20.0,0.03,0.0,9.997
1969-12-31 08:00:50,1546423200,0.0,0.0,31.9,25.57,0.29,1022.0,6.72,10.03,1.0,0.06,0.0,9.997
1969-12-31 08:00:51,1546426800,0.0,0.0,32.49,26.45,0.27,1022.1,6.48,9.96,6.0,0.06,0.0,9.997
1969-12-31 08:00:52,1546430400,0.0,0.0,31.29,24.9,0.28,1021.8,6.63,10.05,5.0,0.02,0.0,9.997
1969-12-31 08:00:53,1546434000,0.0,0.0,31.43,25.22,0.28,1020.9,6.44,10.51,4.0,0.03,0.0,9.997
1969-12-31 08:00:54,1546437600,0.0,0.0,30.68,24.7,0.29,1022.4,5.95,10.06,9.0,0.0,0.0,10.0
1969-12-31 08:00:55,1546441200,0.0,0.0,30.81,24.94,0.29,1024.2,5.85,10.33,37.0,0.04,0.0,10.0
1969-12-31 08:00:56,1546444800,0.0,0.0,33.74,27.85,0.27,1024.1,6.63,9.47,41.0,0.0,0.0,10.0
1969-12-31 08:00:57,1546448400,0.0,0.0,39.57,34.81,0.21,1025.5,6.69,10.37,34.0,0.0,1.0,10.0
1969-12-31 08:00:58,1546452000,0.0,0.0,42.01,37.15,0.19,1024.7,7.79,14.15,51.0,0.0,2.0,10.0
1969-12-31 08:00:59,1546455600,0.0,0.0,44.48,39.22,0.18,1024.1,9.96,15.9,48.0,0.0,3.0,10.0
1969-12-31 08:01:00,1546459200,0.0,0.0,46.17,41.06,0.17,1022.6,10.61,17.68,58.0,0.0,3.0,10.0
1969-12-31 08:01:01,1546462800,0.0,0.0,47.92,43.09,0.17,1021.8,11.09,18.88,54.0,0.0,3.0,10.0
1969-12-31 08:01:02,1546466400,0.0,0.0,48.59,44.22,0.17,1022.3,10.21,17.46,54.0,0.0,2.0,10.0
1969-12-31 08:01:03,1546470000,0.0,0.0,48.74,44.08,0.17,1022.5,11.19,17.29,58.0,0.0,1.0,10.0
1969-12-31 08:01:04,1546473600,0.0,0.0,47.94,43.79,0.18,1023.0,9.15,14.83,44.0,0.0,0.0,10.0
1969-12-31 08:01:05,1546477200,0.0,0.0,45.01,40.47,0.21,1023.6,8.5,13.12,35.0,0.0,0.0,10.0
1969-12-31 08:01:06,1546480800,0.0,0.0,43.22,38.69,0.22,1024.3,7.64,11.12,21.0,0.03,0.0,10.0
1969-12-31 08:01:07,1546484400,0.0,0.0,40.38,35.54,0.26,1024.9,7.11,10.5,7.0,0.03,0.0,10.0
1969-12-31 08:01:08,1546488000,0.0,0.0,39.38,34.45,0.27,1025.8,6.91,11.08,11.0,0.02,0.0,10.0
1969-12-31 08:01:09,1546491600,0.0,0.0,38.56,33.31,0.28,1025.6,7.17,11.99,12.0,0.02,0.0,10.0
1969-12-31 08:01:10,1546495200,0.0,0.0,38.29,33.58,0.29,1025.2,6.2,11.06,28.0,0.02,0.0,10.0
1969-12-31 08:01:11,1546498800,0.0,0.0,37.21,31.79,0.31,1024.7,6.97,11.06,12.0,0.02,0.0,9.997
1969-12-31 08:01:12,1546502400,0.0,0.0,37.25,31.73,0.32,1024.7,7.15,10.7,9.0,0.06,0.0,9.997
1969-12-31 08:01:13,1546506000,0.0,0.0,35.8,30.03,0.34,1024.7,7.08,10.5,18.0,0.0,0.0,9.997
1969-12-31 08:01:14,1546509600,0.0,0.0,36.16,30.4,0.34,1025.0,7.19,10.68,21.0,0.02,0.0,9.997
1969-12-31 08:01:15,1546513200,0.0,0.0,35.38,30.27,0.35,1024.9,5.99,12.27,42.0,0.02,0.0,9.997
1969-12-31 08:01:16,1546516800,0.0,0.0,34.13,28.69,0.37,1024.7,6.1,10.8,6.0,0.03,0.0,9.846
1969-12-31 08:01:17,1546520400,0.0,0.0,34.28,28.24,0.36,1024.5,6.99,12.01,25.0,0.02,0.0,9.997
1969-12-31 08:01:18,1546524000,0.0,0.0,34.09,27.75,0.35,1024.9,7.4,12.17,46.0,0.02,0.0,10.0
1969-12-31 08:01:19,1546527600,0.0,0.0,35.06,28.65,0.35,1025.1,7.87,11.5,51.0,0.0,0.0,10.0
1969-12-31 08:01:20,1546531200,0.0,0.0,36.67,31.96,0.35,1025.6,5.76,10.6,35.0,0.01,0.0,10.0
1969-12-31 08:01:21,1546534800,0.0,0.0,42.15,37.88,0.28,1025.8,6.72,12.69,60.0,0.01,1.0,10.0
1969-12-31 08:01:22,1546538400,0.0,0.0,45.01,41.08,0.25,1025.6,7.18,13.95,67.0,0.01,2.0,10.0
1969-12-31 08:01:23,1546542000,0.0,0.0,47.43,43.5,0.23,1024.6,8.34,14.74,63.0,0.01,3.0,10.0
1969-12-31 08:01:24,1546545600,0.0,0.0,49.49,45.96,0.22,1023.2,8.45,15.37,64.0,0.01,3.0,10.0
1969-12-31 08:01:25,1546549200,0.0,0.0,51.39,51.39,0.22,1022.2,7.97,14.21,66.0,0.01,3.0,10.0
1969-12-31 08:01:26,1546552800,0.0,0.0,52.36,52.36,0.22,1021.3,7.31,13.68,56.0,0.01,2.0,10.0
1969-12-31 08:01:27,1546556400,0.0,0.0,53.09,53.09,0.22,1021.0,7.19,12.08,58.0,0.01,1.0,10.0
1969-12-31 08:01:28,1546560000,0.0,0.0,52.32,52.32,0.23,1020.8,7.05,10.71,51.0,0.01,0.0,10.0
1969-12-31 08:01:29,1546563600,0.0,0.0,48.05,45.16,0.27,1020.3,6.34,9.99,46.0,0.01,0.0,10.0
1969-12-31 08:01:30,1546567200,0.0,0.0,46.22,43.16,0.29,1020.9,6.01,8.96,26.0,0.0,0.0,10.0
1969-12-31 08:01:31,1546570800,0.0,0.0,43.14,39.38,0.32,1021.5,6.19,8.9,15.0,0.03,0.0,10.0
1969-12-31 08:01:32,1546574400,0.0,0.0,40.31,36.03,0.36,1023.7,6.15,8.48,348.0,0.03,0.0,9.997
1969-12-31 08:01:33,1546578000,0.0,0.0,40.21,36.38,0.36,1021.5,5.46,8.68,1.0,0.03,0.0,9.997
1969-12-31 08:01:34,1546581600,0.0,0.0,39.77,35.41,0.37,1021.1,6.11,7.97,16.0,0.03,0.0,9.997
1969-12-31 08:01:35,1546585200,0.0,0.0,37.68,33.17,0.39,1022.6,5.74,9.01,21.0,0.02,0.0,9.997
1969-12-31 08:01:36,1546588800,0.0,0.0,38.38,33.44,0.39,1020.8,6.58,9.1,23.0,0.02,0.0,9.997
1969-12-31 08:01:37,1546592400,0.0,0.0,37.03,33.05,0.41,1020.3,4.92,7.73,12.0,0.03,0.0,9.997
1969-12-31 08:01:38,1546596000,0.0,0.0,35.8,31.31,0.43,1019.7,5.28,8.74,20.0,0.03,0.0,9.997
1969-12-31 08:01:39,1546599600,0.0,0.0,35.9,31.79,0.42,1019.3,4.84,6.87,3.0,0.02,0.0,9.997
1969-12-31 08:01:40,1546603200,0.0,0.0,35.16,30.85,0.43,1018.9,4.93,8.22,27.0,0.02,0.0,9.997
1969-12-31 08:01:41,1546606800,0.0,0.0,35.12,30.37,0.44,1018.5,5.45,7.6,18.0,0.02,0.0,9.866
1969-12-31 08:01:42,1546610400,0.0,0.0,34.19,28.96,0.45,1018.8,5.83,8.37,36.0,0.02,0.0,10.0
1969-12-31 08:01:43,1546614000,0.0,0.0,33.84,28.68,0.46,1019.8,5.67,8.45,12.0,0.02,0.0,10.0
1969-12-31 08:01:44,1546617600,0.0,0.0,36.47,32.02,0.43,1020.2,5.38,9.65,40.0,0.0,0.0,10.0
1969-12-31 08:01:45,1546621200,0.0,0.0,43.25,40.83,0.35,1020.5,4.29,8.37,64.0,0.0,1.0,10.0
1969-12-31 08:01:46,1546624800,0.0,0.0,46.55,46.55,0.3,1019.9,4.29,8.37,64.0,0.0,1.0,10.0
1969-12-31 08:01:47,1546628400,0.0,0.0,49.52,47.01,0.27,1019.2,6.17,10.77,81.0,0.0,3.0,10.0
1969-12-31 08:01:48,1546632000,0.0,0.0,51.36,51.36,0.26,1018.0,5.65,11.05,78.0,0.0,3.0,10.0
1969-12-31 08:01:49,1546635600,0.0,0.0,53.52,53.52,0.23,1017.1,5.42,9.48,77.0,0.0,3.0,10.0
1969-12-31 08:01:50,1546639200,0.0,0.0,55.13,55.13,0.22,1016.5,5.25,9.51,82.0,0.0,2.0,10.0
1969-12-31 08:01:51,1546642800,0.0,0.0,55.45,55.45,0.22,1017.3,4.7,9.65,96.0,0.0,1.0,10.0
1969-12-31 08:01:52,1546646400,0.0,0.0,54.84,54.84,0.22,1018.0,4.14,7.42,130.0,0.01,0.0,10.0
1969-12-31 08:01:53,1546650000,0.0,0.0,50.59,50.59,0.26,1017.3,3.58,6.78,140.0,0.01,0.0,10.0
1969-12-31 08:01:54,1546653600,0.0,0.0,48.0,46.68,0.28,1017.2,3.85,6.52,28.0,0.01,0.0,10.0
1969-12-31 08:01:55,1546657200,0.0,0.0,43.43,40.67,0.33,1016.8,4.76,6.29,340.0,0.04,0.0,10.0
1969-12-31 08:01:56,1546660800,0.0,0.0,41.94,39.06,0.35,1016.4,4.6,6.23,332.0,0.05,0.0,10.0
1969-12-31 08:01:57,1546664400,0.0,0.0,43.39,40.4,0.33,1016.2,5.08,8.11,27.0,0.07,0.0,10.0
1969-12-31 08:01:58,1546668000,0.0,0.0,41.88,38.94,0.35,1015.9,4.65,8.81,54.0,0.15,0.0,10.0
1969-12-31 08:01:59,1546671600,0.0,0.0,41.69,38.5,0.36,1015.2,4.95,8.67,82.0,0.11,0.0,9.997
1969-12-31 08:02:00,1546675200,0.0,0.0,41.48,37.86,0.35,1015.1,5.48,9.53,109.0,0.11,0.0,9.997
1969-12-31 08:02:01,1546678800,0.0,0.0,41.83,38.86,0.34,1014.6,4.68,8.32,108.0,0.11,0.0,9.997
1969-12-31 08:02:02,1546682400,0.0,0.0,40.95,37.89,0.36,1014.2,4.62,8.91,121.0,0.07,0.0,9.997
1969-12-31 08:02:03,1546686000,0.0,0.0,41.19,38.18,0.35,1013.7,4.59,8.92,94.0,0.02,0.0,9.997
1969-12-31 08:02:04,1546689600,0.0,0.0,40.84,37.29,0.37,1012.7,5.23,8.23,110.0,0.05,0.0,9.997
1969-12-31 08:02:05,1546693200,0.0,0.0,39.32,35.78,0.39,1012.7,4.87,8.31,129.0,0.06,0.0,9.997
1969-12-31 08:02:06,1546696800,0.0,0.0,39.89,36.08,0.39,1012.8,5.35,8.42,121.0,0.11,0.0,10.0
1969-12-31 08:02:07,1546700400,0.0,0.0,40.79,37.09,0.38,1013.4,5.42,10.07,133.0,0.1,0.0,10.0
1969-12-31 08:02:08,1546704000,0.0,0.0,40.42,36.59,0.4,1014.2,5.5,10.61,128.0,0.05,0.0,10.0
1969-12-31 08:02:09,1546707600,0.0,0.0,43.41,40.68,0.38,1014.7,4.72,9.5,159.0,0.11,1.0,10.0
1969-12-31 08:02:10,1546711200,0.0,0.0,45.44,42.66,0.37,1014.2,5.31,12.76,184.0,0.23,2.0,10.0
1969-12-31 08:02:11,1546714800,0.0,0.0,47.32,43.76,0.45,1015.3,7.42,15.33,165.0,0.19,3.0,10.0
1969-12-31 08:02:12,1546718400,0.0,0.0,48.3,45.31,0.42,1014.0,6.64,14.41,174.0,0.33,3.0,10.0
1969-12-31 08:02:13,1546722000,0.0,0.0,48.89,45.61,0.43,1014.0,7.54,17.05,190.0,0.44,2.0,10.0
1969-12-31 08:02:14,1546725600,0.0,0.0,48.65,45.02,0.42,1013.2,8.23,18.37,167.0,0.45,2.0,10.0
1969-12-31 08:02:15,1546729200,0.0044,0.17,47.52,43.34,0.5,1013.2,9.0,18.65,169.0,0.84,1.0,10.0
1969-12-31 08:02:16,1546732800,0.0087,0.18,46.23,42.41,0.59,1011.6,7.5,18.01,178.0,0.87,0.0,10.0
1969-12-31 08:02:17,1546736400,0.0071,0.62,45.69,41.59,0.66,1013.7,7.85,17.49,204.0,0.85,0.0,10.0
1969-12-31 08:02:18,1546740000,0.0013,0.13,45.24,41.04,0.73,1013.9,7.85,15.11,198.0,1.0,0.0,10.0
1969-12-31 08:02:19,1546743600,0.0038,0.18,44.71,41.39,0.77,1013.9,5.97,13.33,186.0,0.98,0.0,7.863
1969-12-31 08:02:20,1546747200,0.0237,0.67,43.47,40.74,0.82,1014.5,4.74,8.93,233.0,0.96,0.0,7.04
1969-12-31 08:02:21,1546750800,0.0957,0.8,41.83,37.67,0.86,1015.4,6.43,10.98,245.0,0.96,0.0,5.96
1969-12-31 08:02:22,1546754400,0.0733,0.85,40.53,36.77,0.86,1016.8,5.44,11.91,154.0,0.95,0.0,5.12
1969-12-31 08:02:23,1546758000,0.0084,0.36,40.28,36.31,0.86,1013.3,5.68,10.39,124.0,0.95,0.0,9.997
1969-12-31 08:02:24,1546761600,0.002,0.11,40.58,37.26,0.88,1014.1,4.86,7.4,217.0,0.96,0.0,8.411
1969-12-31 08:02:25,1546765200,0.006,0.43,40.33,36.13,0.9,1014.1,6.03,8.83,245.0,0.95,0.0,8.385
1969-12-31 08:02:26,1546768800,0.0043,0.21,40.31,35.96,0.9,1014.8,6.27,9.88,255.0,0.97,0.0,8.14
1969-12-31 08:02:27,1546772400,0.0177,0.8,41.25,36.66,0.89,1014.8,6.96,10.33,230.0,0.88,0.0,7.526
1969-12-31 08:02:28,1546776000,0.0017,0.11,40.16,36.15,0.91,1014.7,5.7,8.14,247.0,0.86,0.0,9.084
1969-12-31 08:02:29,1546779600,0.0087,0.23,40.14,35.86,0.89,1014.7,6.09,7.69,253.0,0.73,0.0,9.019
1969-12-31 08:02:30,1546783200,0.0047,0.23,40.01,35.15,0.88,1015.0,7.01,7.84,255.0,0.29,0.0,9.084
1969-12-31 08:02:31,1546786800,0.0022,0.13,40.18,35.99,0.84,1016.1,5.98,7.64,248.0,0.19,0.0,9.997
1969-12-31 08:02:32,1546790400,0.0,0.0,40.03,35.55,0.86,1017.1,6.38,7.96,238.0,0.1,0.0,9.867
1969-12-31 08:02:33,1546794000,0.0,0.0,42.28,36.84,0.84,1018.5,9.13,11.28,230.0,0.29,1.0,10.0
1969-12-31 08:02:34,1546797600,0.0,0.0,43.77,38.34,0.81,1019.0,9.94,12.55,234.0,0.29,2.0,10.0
1969-12-31 08:02:35,1546801200,0.0031,0.06,45.54,40.1,0.76,1018.6,11.12,14.62,235.0,0.29,2.0,10.0
1969-12-31 08:02:36,1546804800,0.0087,0.06,46.85,41.86,0.7,1018.0,10.77,14.85,226.0,0.21,3.0,10.0
1969-12-31 08:02:37,1546808400,0.0133,0.12,48.36,43.4,0.64,1017.1,11.86,15.51,225.0,0.14,3.0,10.0
1969-12-31 08:02:38,1546812000,0.0072,0.12,48.92,43.99,0.63,1017.1,12.25,18.16,232.0,0.22,2.0,10.0
1969-12-31 08:02:39,1546815600,0.0042,0.12,49.14,44.07,0.62,1017.4,12.94,18.88,223.0,0.19,1.0,10.0
1969-12-31 08:02:40,1546819200,0.0024,0.06,47.78,42.88,0.65,1017.5,11.21,19.33,219.0,0.21,0.0,10.0
1969-12-31 08:02:41,1546822800,0.0,0.0,46.49,41.81,0.68,1017.8,9.65,16.84,223.0,0.54,0.0,8.515
1969-12-31 08:02:42,1546826400,0.0,0.0,45.1,39.27,0.71,1017.7,11.98,19.94,219.0,0.78,0.0,8.515
1969-12-31 08:02:43,1546830000,0.0011,0.11,44.81,39.13,0.74,1019.5,11.31,20.28,225.0,0.85,0.0,8.515
1969-12-31 08:02:44,1546833600,0.0059,0.19,44.73,38.94,0.78,1019.5,11.56,22.09,217.0,0.98,0.0,8.515
1969-12-31 08:02:45,1546837200,0.0082,0.18,44.68,39.87,0.79,1019.6,8.93,23.01,216.0,0.95,0.0,8.293
1969-12-31 08:02:46,1546840800,0.017,0.62,45.17,40.16,0.81,1020.0,9.69,22.18,221.0,0.9,0.0,8.293
1969-12-31 08:02:47,1546844400,0.0103,0.31,45.48,39.88,0.81,1019.9,11.57,21.55,221.0,0.84,0.0,8.515
1969-12-31 08:02:48,1546848000,0.0086,0.25,45.49,39.44,0.83,1019.5,12.98,24.27,228.0,0.83,0.0,8.293
1969-12-31 08:02:49,1546851600,0.0058,0.25,46.13,40.74,0.82,1019.8,11.43,21.25,235.0,0.73,0.0,8.515
1969-12-31 08:02:50,1546855200,0.0043,0.21,46.06,38.47,0.83,1018.0,19.79,29.25,237.0,0.53,0.0,8.174
1969-12-31 08:02:51,1546858800,0.006,0.22,46.4,39.69,0.83,1019.0,16.33,29.06,233.0,0.66,0.0,8.515
1969-12-31 08:02:52,1546862400,0.0121,0.54,46.43,40.14,0.82,1019.3,14.74,25.79,231.0,0.74,0.0,8.515
1969-12-31 08:02:53,1546866000,0.011,0.21,47.02,41.62,0.83,1019.8,12.18,22.39,238.0,0.91,0.0,7.472
1969-12-31 08:02:54,1546869600,0.0083,0.25,46.72,41.51,0.85,1020.3,11.33,21.92,236.0,0.87,0.0,9.056
1969-12-31 08:02:55,1546873200,0.0066,0.17,46.89,42.64,0.85,1021.3,8.79,18.21,251.0,0.79,0.0,9.949
1969-12-31 08:02:56,1546876800,0.0067,0.22,47.05,42.98,0.86,1022.3,8.43,14.95,252.0,0.78,0.0,10.0
1969-12-31 08:02:57,1546880400,0.0035,0.08,48.49,44.98,0.84,1023.2,7.89,13.84,236.0,0.6,1.0,9.949
1969-12-31 08:02:58,1546884000,0.0042,0.21,49.82,46.7,0.81,1023.8,7.62,12.75,244.0,0.69,2.0,10.0
1969-12-31 08:02:59,1546887600,0.0005,0.03,51.63,51.63,0.78,1023.0,9.11,13.18,235.0,0.56,2.0,10.0
1969-12-31 08:03:00,1546891200,0.0005,0.05,53.18,53.18,0.76,1021.6,10.35,14.46,230.0,0.28,3.0,10.0
1969-12-31 08:03:01,1546894800,0.0,0.0,54.34,54.34,0.72,1020.9,10.44,14.75,227.0,0.2,3.0,10.0
1969-12-31 08:03:02,1546898400,0.0,0.0,55.04,55.04,0.68,1020.4,10.69,15.25,224.0,0.16,2.0,10.0
1969-12-31 08:03:03,1546902000,0.0,0.0,54.88,54.88,0.67,1020.6,11.53,16.12,230.0,0.16,1.0,10.0
1969-12-31 08:03:04,1546905600,0.0,0.0,53.88,53.88,0.69,1020.9,11.54,15.2,224.0,0.16,0.0,10.0
1969-12-31 08:03:05,1546909200,0.0,0.0,51.76,51.76,0.75,1021.4,9.95,14.95,233.0,0.25,0.0,10.0
1969-12-31 08:03:06,1546912800,0.0,0.0,50.1,50.1,0.8,1022.0,8.81,12.97,232.0,0.26,0.0,10.0
1969-12-31 08:03:07,1546916400,0.0,0.0,49.26,46.79,0.8,1022.3,5.99,12.15,228.0,0.31,0.0,10.0
1969-12-31 08:03:08,1546920000,0.0,0.0,48.31,46.48,0.8,1022.8,4.63,8.4,249.0,0.21,0.0,10.0
1969-12-31 08:03:09,1546923600,0.0,0.0,46.75,44.28,0.82,1023.4,5.19,7.5,9.0,0.19,0.0,10.0
1969-12-31 08:03:10,1546927200,0.0,0.0,46.35,43.93,0.79,1023.5,5.0,8.99,46.0,0.06,0.0,10.0
1969-12-31 08:03:11,1546930800,0.0,0.0,45.31,42.02,0.8,1022.9,6.11,10.54,36.0,0.09,0.0,10.0
1969-12-31 08:03:12,1546934400,0.0,0.0,45.24,41.6,0.81,1022.9,6.72,10.79,30.0,0.26,0.0,10.0
1969-12-31 08:03:13,1546938000,0.0,0.0,45.07,40.63,0.78,1023.7,8.27,12.95,42.0,0.29,0.0,10.0
1969-12-31 08:03:14,1546941600,0.0,0.0,44.9,40.51,0.77,1022.8,8.11,13.21,46.0,0.15,0.0,10.0
1969-12-31 08:03:15,1546945200,0.0,0.0,44.07,39.81,0.78,1022.9,7.45,15.73,56.0,0.18,0.0,10.0
1969-12-31 08:03:16,1546948800,0.0,0.0,44.15,39.6,0.77,1022.0,8.08,17.1,52.0,0.18,0.0,10.0
1969-12-31 08:03:17,1546952400,0.0,0.0,43.67,38.95,0.79,1022.0,8.24,17.65,64.0,0.18,0.0,10.0
1969-12-31 08:03:18,1546956000,0.0,0.0,43.48,38.77,0.78,1022.0,8.13,16.3,59.0,0.24,0.0,10.0
1969-12-31 08:03:19,1546959600,0.0,0.0,42.78,38.17,0.81,1022.3,7.6,15.46,61.0,0.43,0.0,10.0
1969-12-31 08:03:20,1546963200,0.0011,0.11,44.46,40.75,0.79,1022.6,6.55,14.68,55.0,0.31,0.0,10.0
1969-12-31 08:03:21,1546966800,0.0,0.0,46.32,42.71,0.76,1023.2,7.1,14.5,65.0,0.28,1.0,10.0
1969-12-31 08:03:22,1546970400,0.0,0.0,48.97,45.27,0.7,1022.1,8.61,17.47,64.0,0.15,2.0,10.0
1969-12-31 08:03:23,1546974000,0.0,0.0,50.7,50.7,0.67,1022.0,9.2,16.46,72.0,0.16,3.0,10.0
1969-12-31 08:03:24,1546977600,0.0,0.0,52.06,52.06,0.64,1020.3,9.36,15.76,68.0,0.34,3.0,10.0
1969-12-31 08:03:25,1546981200,0.0,0.0,53.55,53.55,0.61,1019.5,8.44,14.01,79.0,0.18,3.0,10.0
1969-12-31 08:03:26,1546984800,0.0,0.0,54.04,54.04,0.59,1019.3,7.67,13.59,76.0,0.1,2.0,10.0
