,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone
1969-12-31 16:00:00,1546243200,0.0,0.0,44.23,40.89,0.84,5.85,9.49,333.0,0.08,0.0,5.133,
1969-12-31 16:00:01,1546246800,0.0,0.0,43.39,40.24,0.85,5.3,8.63,340.0,0.03,0.0,4.746,
1969-12-31 16:00:02,1546250400,0.0,0.0,42.84,40.3,0.83,4.36,7.61,332.0,0.04,0.0,5.573,
1969-12-31 16:00:03,1546254000,0.0,0.0,43.09,40.09,0.75,5.03,9.21,330.0,0.03,0.0,4.996,
1969-12-31 16:00:04,1546257600,0.0,0.0,45.21,40.99,0.6,7.89,14.66,322.0,0.0,0.0,5.569,
1969-12-31 16:00:05,1546261200,0.0,0.0,45.68,40.35,0.55,10.93,23.64,327.0,0.0,0.0,4.501,
1969-12-31 16:00:06,1546264800,0.0,0.0,45.88,39.64,0.5,14.02,25.32,331.0,0.02,0.0,6.027,
1969-12-31 16:00:07,1546268400,0.0,0.0,46.05,39.82,0.47,14.1,26.35,328.0,0.0,0.0,6.447,
1969-12-31 16:00:08,1546272000,0.0,0.0,45.96,39.31,0.44,15.59,25.55,332.0,0.0,0.0,6.447,
1969-12-31 16:00:09,1546275600,0.0,0.0,46.2,39.32,0.43,16.83,28.38,336.0,0.0,0.0,6.519,
1969-12-31 16:00:10,1546279200,0.0,0.0,47.84,41.13,0.4,18.22,30.31,342.0,0.0,1.0,6.005,
1969-12-31 16:00:11,1546282800,0.0,0.0,49.95,43.71,0.36,19.05,30.15,350.0,0.0,2.0,6.519,
1969-12-31 16:00:12,1546286400,0.0,0.0,51.15,51.15,0.33,18.25,31.07,343.0,0.0,2.0,6.492,
1969-12-31 16:00:13,1546290000,0.0,0.0,52.3,52.3,0.32,18.99,31.16,348.0,0.0,2.0,6.231,
1969-12-31 16:00:14,1546293600,0.0,0.0,52.94,52.94,0.3,19.23,32.74,347.0,0.0,1.0,6.228,
1969-12-31 16:00:15,1546297200,0.0,0.0,53.3,53.3,0.29,17.96,31.13,346.0,0.0,1.0,6.519,
1969-12-31 16:00:16,1546300800,0.0,0.0,53.09,53.09,0.29,16.94,27.54,343.0,0.0,0.0,6.519,
1969-12-31 16:00:17,1546304400,0.0,0.0,51.57,51.57,0.31,15.95,24.34,348.0,0.0,0.0,6.415,
1969-12-31 16:00:18,1546308000,0.0,0.0,49.93,44.49,0.33,15.26,24.45,346.0,0.0,0.0,6.415,
1969-12-31 16:00:19,1546311600,0.0,0.0,48.87,43.31,0.34,14.52,25.51,340.0,0.0,0.0,6.519,
1969-12-31 16:00:20,1546315200,0.0,0.0,47.95,42.47,0.35,13.25,20.71,347.0,0.0,0.0,6.519,
1969-12-31 16:00:21,1546318800,0.0,0.0,46.39,40.78,0.37,12.3,19.63,351.0,0.0,0.0,6.519,
1969-12-31 16:00:22,1546322400,0.0,0.0,45.19,39.47,0.38,11.72,19.36,352.0,0.0,0.0,6.519,
1969-12-31 16:00:23,1546326000,0.0,0.0,44.23,38.23,0.38,11.79,20.4,351.0,0.0,0.0,6.519,
1969-12-31 16:00:24,1546329600,0.0,0.0,43.48,37.13,0.38,12.26,21.95,350.0,0.0,0.0,6.415,
1969-12-31 16:00:25,1546333200,0.0,0.0,43.13,36.84,0.39,11.83,20.94,355.0,0.0,0.0,5.876,
1969-12-31 16:00:26,1546336800,0.0,0.0,42.68,36.06,0.39,12.45,22.14,354.0,0.0,0.0,5.876,
1969-12-31 16:00:27,1546340400,0.0,0.0,42.2,35.16,0.38,13.36,24.44,352.0,0.0,0.0,6.519,
1969-12-31 16:00:28,1546344000,0.0,0.0,42.02,35.11,0.37,12.79,24.06,345.0,0.0,0.0,6.519,
1969-12-31 16:00:29,1546347600,0.0,0.0,41.93,35.11,0.36,12.44,22.82,353.0,0.0,0.0,6.519,
1969-12-31 16:00:30,1546351200,0.0,0.0,41.91,34.99,0.35,12.72,24.13,347.0,0.0,0.0,6.519,
1969-12-31 16:00:31,1546354800,0.0,0.0,41.38,34.96,0.36,10.95,21.19,347.0,0.0,0.0,6.519,
1969-12-31 16:00:32,1546358400,0.0,0.0,41.57,34.91,0.35,11.75,20.82,351.0,0.0,0.0,6.519,
1969-12-31 16:00:33,1546362000,0.0,0.0,43.45,38.11,0.34,9.54,18.56,347.0,0.0,0.0,6.212,
1969-12-31 16:00:34,1546365600,0.0,0.0,45.92,40.78,0.31,10.56,18.05,359.0,0.0,1.0,5.622,
1969-12-31 16:00:35,1546369200,0.0,0.0,48.23,43.47,0.29,11.11,20.42,4.0,0.0,2.0,6.109,
1969-12-31 16:00:36,1546372800,0.0,0.0,50.01,50.01,0.27,13.05,19.76,352.0,0.0,2.0,6.519,
1969-12-31 16:00:37,1546376400,0.0,0.0,51.82,51.82,0.25,12.31,19.96,353.0,0.0,2.0,6.154,
1969-12-31 16:00:38,1546380000,0.0,0.0,53.35,53.35,0.23,10.21,15.14,359.0,0.0,1.0,6.505,
1969-12-31 16:00:39,1546383600,0.0,0.0,54.17,54.17,0.22,9.46,14.47,8.0,0.0,1.0,6.519,
1969-12-31 16:00:40,1546387200,0.0,0.0,54.07,54.07,0.23,6.69,10.02,13.0,0.0,0.0,6.519,
1969-12-31 16:00:41,1546390800,0.0,0.0,51.1,51.1,0.28,5.07,7.14,40.0,0.0,0.0,5.622,
1969-12-31 16:00:42,1546394400,0.0,0.0,48.6,47.35,0.31,3.88,6.65,32.0,0.0,0.0,7.118,
1969-12-31 16:00:43,1546398000,0.0,0.0,45.37,44.27,0.39,3.17,6.05,40.0,0.0,0.0,5.622,
1969-12-31 16:00:44,1546401600,0.0,0.0,42.9,41.0,0.44,3.64,6.11,215.0,0.0,0.0,5.607,
1969-12-31 16:00:45,1546405200,0.0,0.0,41.62,40.11,0.46,3.08,5.64,148.0,0.0,0.0,5.438,
1969-12-31 16:00:46,1546408800,0.0,0.0,40.46,38.58,0.5,3.27,5.58,153.0,0.0,0.0,6.115,
1969-12-31 16:00:47,1546412400,0.0,0.0,39.65,37.76,0.54,3.18,5.91,154.0,0.0,0.0,6.864,
1969-12-31 16:00:48,1546416000,0.0,0.0,38.67,38.67,0.55,2.82,5.23,207.0,0.0,0.0,6.5,
1969-12-31 16:00:49,1546419600,0.0,0.0,37.73,35.49,0.55,3.26,5.09,232.0,0.0,0.0,5.73,
1969-12-31 16:00:50,1546423200,0.0,0.0,37.22,34.35,0.58,3.76,5.9,124.0,0.0,0.0,5.876,
1969-12-31 16:00:51,1546426800,0.0,0.0,35.49,35.49,0.63,2.95,5.0,113.0,0.0,0.0,6.519,
1969-12-31 16:00:52,1546430400,0.0,0.0,35.76,35.76,0.62,2.76,4.49,351.0,0.0,0.0,5.876,
1969-12-31 16:00:53,1546434000,0.0,0.0,34.12,31.41,0.67,3.23,5.43,349.0,0.0,0.0,6.415,
1969-12-31 16:00:54,1546437600,0.0,0.0,34.89,32.21,0.65,3.3,5.09,21.0,0.0,0.0,5.189,
1969-12-31 16:00:55,1546441200,0.0,0.0,33.36,29.7,0.71,3.95,6.66,351.0,0.0,0.0,6.366,
1969-12-31 16:00:56,1546444800,0.0,0.0,33.53,29.35,0.69,4.48,7.17,356.0,0.08,0.0,4.635,
1969-12-31 16:00:57,1546448400,0.0,0.0,36.81,34.39,0.67,3.3,5.63,355.0,0.13,0.0,4.94,
1969-12-31 16:00:58,1546452000,0.0,0.0,41.75,39.74,0.58,3.57,6.32,33.0,0.0,1.0,4.455,
1969-12-31 16:00:59,1546455600,0.0,0.0,44.47,42.28,0.54,4.24,7.09,40.0,0.0,2.0,4.589,
1969-12-31 16:01:00,1546459200,0.0,0.0,47.77,45.7,0.49,4.83,7.81,64.0,0.0,2.0,5.342,
1969-12-31 16:01:01,1546462800,0.0,0.0,49.4,47.89,0.46,4.4,7.86,63.0,0.0,2.0,5.342,
1969-12-31 16:01:02,1546466400,0.0,0.0,51.21,51.21,0.43,4.9,8.23,76.0,0.0,1.0,6.186,
1969-12-31 16:01:03,1546470000,0.0,0.0,51.93,51.93,0.41,5.0,8.08,84.0,0.0,1.0,6.136,
1969-12-31 16:01:04,1546473600,0.0,0.0,52.06,52.06,0.39,4.55,7.08,84.0,0.0,0.0,6.231,
1969-12-31 16:01:05,1546477200,0.0,0.0,50.3,50.3,0.44,3.33,4.72,73.0,0.0,0.0,6.127,
1969-12-31 16:01:06,1546480800,0.0,0.0,47.31,46.42,0.5,3.22,4.43,58.0,0.0,0.0,5.314,
1969-12-31 16:01:07,1546484400,0.0,0.0,45.14,44.13,0.52,3.06,4.22,28.0,0.0,0.0,5.044,
1969-12-31 16:01:08,1546488000,0.0,0.0,43.16,43.16,0.58,2.63,4.04,43.0,0.0,0.0,6.236,
1969-12-31 16:01:09,1546491600,0.0,0.0,40.94,40.94,0.63,2.71,4.01,65.0,0.0,0.0,5.314,
1969-12-31 16:01:10,1546495200,0.0,0.0,39.66,39.66,0.66,2.03,3.38,335.0,0.0,0.0,5.602,
1969-12-31 16:01:11,1546498800,0.0,0.0,39.01,39.01,0.7,2.7,3.49,339.0,0.0,0.0,4.93,
1969-12-31 16:01:12,1546502400,0.0,0.0,37.32,37.32,0.71,2.22,3.22,351.0,0.0,0.0,5.457,
1969-12-31 16:01:13,1546506000,0.0,0.0,36.9,36.9,0.72,2.33,3.62,49.0,0.0,0.0,5.852,
1969-12-31 16:01:14,1546509600,0.0,0.0,36.23,36.23,0.76,2.29,3.74,41.0,0.0,0.0,4.479,
1969-12-31 16:01:15,1546513200,0.0,0.0,34.72,31.79,0.76,3.48,4.51,2.0,0.0,0.0,5.675,
1969-12-31 16:01:16,1546516800,0.0,0.0,33.78,31.28,0.78,3.04,5.27,351.0,0.0,0.0,4.946,
1969-12-31 16:01:17,1546520400,0.0,0.0,34.32,30.98,0.78,3.79,5.69,10.0,0.0,0.0,3.989,
1969-12-31 16:01:18,1546524000,0.0,0.0,33.58,30.22,0.79,3.71,6.3,6.0,0.0,0.0,5.332,
1969-12-31 16:01:19,1546527600,0.0,0.0,33.79,30.11,0.8,4.04,5.95,17.0,0.0,0.0,5.366,
1969-12-31 16:01:20,1546531200,0.0,0.0,34.02,30.41,0.79,4.0,6.84,8.0,0.0,0.0,4.593,
1969-12-31 16:01:21,1546534800,0.0,0.0,36.96,33.97,0.77,3.84,6.97,30.0,0.0,0.0,4.516,
1969-12-31 16:01:22,1546538400,0.0,0.0,41.16,37.75,0.73,5.11,8.74,27.0,0.0,1.0,5.048,
1969-12-31 16:01:23,1546542000,0.0,0.0,44.89,42.25,0.67,4.96,8.26,43.0,0.0,2.0,4.511,
1969-12-31 16:01:24,1546545600,0.0,0.0,47.14,44.81,0.64,5.08,8.9,50.0,0.0,2.0,4.776,
1969-12-31 16:01:25,1546549200,0.0,0.0,49.45,47.94,0.58,4.41,7.45,40.0,0.0,2.0,4.671,
1969-12-31 16:01:26,1546552800,0.0,0.0,51.33,51.33,0.55,4.9,7.35,43.0,0.0,1.0,6.008,
1969-12-31 16:01:27,1546556400,0.0,0.0,51.63,51.63,0.54,5.14,7.5,39.0,0.0,1.0,6.055,
1969-12-31 16:01:28,1546560000,0.0,0.0,51.54,51.54,0.54,4.63,5.98,29.0,0.0,0.0,6.107,
1969-12-31 16:01:29,1546563600,0.0,0.0,49.91,48.31,0.58,4.67,6.18,57.0,0.0,0.0,5.172,
1969-12-31 16:01:30,1546567200,0.0,0.0,47.69,46.23,0.63,3.97,5.61,53.0,0.0,0.0,5.108,
1969-12-31 16:01:31,1546570800,0.0,0.0,44.96,43.42,0.67,3.56,5.33,56.0,0.0,0.0,5.525,
1969-12-31 16:01:32,1546574400,0.0,0.0,43.56,42.14,0.69,3.24,5.08,74.0,0.0,0.0,3.459,
1969-12-31 16:01:33,1546578000,0.0,0.0,42.21,42.21,0.73,2.88,4.43,84.0,0.0,0.0,5.274,
1969-12-31 16:01:34,1546581600,0.0,0.0,41.42,41.42,0.75,2.86,4.23,103.0,0.0,0.0,4.754,
1969-12-31 16:01:35,1546585200,0.0,0.0,40.34,40.34,0.76,2.29,3.59,355.0,0.0,0.0,5.408,
1969-12-31 16:01:36,1546588800,0.0,0.0,39.55,39.55,0.77,2.36,4.24,82.0,0.0,0.0,5.211,
1969-12-31 16:01:37,1546592400,0.0,0.0,38.47,38.47,0.77,2.44,3.48,179.0,0.0,0.0,5.014,
1969-12-31 16:01:38,1546596000,0.0,0.0,37.75,37.75,0.79,2.54,3.49,150.0,0.0,0.0,5.394,
1969-12-31 16:01:39,1546599600,0.0,0.0,37.83,37.83,0.8,2.31,3.46,49.0,0.0,0.0,5.087,
1969-12-31 16:01:40,1546603200,0.0,0.0,37.28,37.28,0.81,2.52,3.95,48.0,0.0,0.0,5.351,
1969-12-31 16:01:41,1546606800,0.0,0.0,36.29,36.29,0.81,2.44,4.09,79.0,0.0,0.0,5.587,
1969-12-31 16:01:42,1546610400,0.0,0.0,36.03,36.03,0.82,2.92,4.35,76.0,0.0,0.0,4.561,
1969-12-31 16:01:43,1546614000,0.0,0.0,35.92,33.48,0.82,3.21,5.33,68.0,0.0,0.0,3.649,
1969-12-31 16:01:44,1546617600,0.0,0.0,35.33,35.33,0.83,2.7,3.75,359.0,0.08,0.0,3.993,
1969-12-31 16:01:45,1546621200,0.0,0.0,37.02,34.44,0.83,3.47,5.71,61.0,0.2,0.0,3.225,
1969-12-31 16:01:46,1546624800,0.0,0.0,41.32,41.32,0.75,3.47,5.71,61.0,0.2,0.0,3.225,
1969-12-31 16:01:47,1546628400,0.0,0.0,45.43,42.97,0.71,4.83,8.19,66.0,0.0,2.0,3.005,
1969-12-31 16:01:48,1546632000,0.0,0.0,47.79,45.76,0.68,4.78,8.46,69.0,0.0,2.0,3.67,
1969-12-31 16:01:49,1546635600,0.0,0.0,49.74,48.02,0.65,4.82,8.56,66.0,0.0,2.0,3.491,
1969-12-31 16:01:50,1546639200,0.0,0.0,51.89,51.89,0.58,4.61,7.45,66.0,0.0,1.0,4.74,
1969-12-31 16:01:51,1546642800,0.0,0.0,52.93,52.93,0.55,4.97,8.36,92.0,0.0,1.0,5.696,
1969-12-31 16:01:52,1546646400,0.0,0.0,52.92,52.92,0.54,4.75,6.87,94.0,0.0,0.0,5.575,
1969-12-31 16:01:53,1546650000,0.0,0.0,50.98,50.98,0.58,3.19,4.16,97.0,0.0,0.0,4.796,
1969-12-31 16:01:54,1546653600,0.0,0.0,47.93,47.28,0.65,3.05,3.67,173.0,0.0,0.0,4.208,
1969-12-31 16:01:55,1546657200,0.0,0.0,45.53,45.53,0.72,2.5,3.58,242.0,0.0,0.0,3.775,
1969-12-31 16:01:56,1546660800,0.0,0.0,43.36,43.36,0.77,2.69,4.15,246.0,0.0,0.0,3.41,
1969-12-31 16:01:57,1546664400,0.0,0.0,42.51,42.51,0.8,2.66,4.26,236.0,0.0,0.0,3.026,
1969-12-31 16:01:58,1546668000,0.0,0.0,41.04,41.04,0.85,2.82,4.16,215.0,0.0,0.0,2.657,
1969-12-31 16:01:59,1546671600,0.0,0.0,40.89,40.89,0.86,2.66,5.19,191.0,0.0,0.0,3.14,
1969-12-31 16:02:00,1546675200,0.0,0.0,40.0,38.13,0.88,3.21,5.27,199.0,0.0,0.0,3.336,
1969-12-31 16:02:01,1546678800,0.0,0.0,40.56,38.9,0.87,3.08,6.09,215.0,0.0,0.0,2.833,
1969-12-31 16:02:02,1546682400,0.0,0.0,40.34,38.35,0.87,3.36,6.47,146.0,0.02,0.0,3.997,
1969-12-31 16:02:03,1546686000,0.0,0.0,40.24,37.73,0.83,3.85,7.86,154.0,0.05,0.0,3.747,
1969-12-31 16:02:04,1546689600,0.0,0.0,40.31,37.07,0.83,4.7,8.6,123.0,0.1,0.0,3.444,
1969-12-31 16:02:05,1546693200,0.0,0.0,40.06,36.65,0.83,4.87,9.02,127.0,0.19,0.0,3.759,
1969-12-31 16:02:06,1546696800,0.0,0.0,40.83,38.07,0.82,4.24,10.28,108.0,0.07,0.0,3.357,
1969-12-31 16:02:07,1546700400,0.0,0.0,41.39,37.61,0.82,5.71,12.55,113.0,0.4,0.0,3.248,
1969-12-31 16:02:08,1546704000,0.001,0.06,41.92,37.95,0.86,6.14,11.91,103.0,0.72,0.0,2.318,
1969-12-31 16:02:09,1546707600,0.0035,0.3,42.78,38.54,0.87,6.9,14.56,113.0,0.76,0.0,2.04,
1969-12-31 16:02:10,1546711200,0.0039,0.23,44.16,39.93,0.87,7.43,16.29,118.0,0.8,1.0,2.441,
1969-12-31 16:02:11,1546714800,0.0018,0.09,47.15,42.34,0.79,10.47,20.93,124.0,0.66,2.0,4.302,
1969-12-31 16:02:12,1546718400,0.0,0.0,49.44,45.02,0.74,10.99,20.5,148.0,0.61,2.0,6.424,
1969-12-31 16:02:13,1546722000,0.0003,0.03,52.15,52.15,0.7,12.34,22.66,151.0,0.52,2.0,5.274,
1969-12-31 16:02:14,1546725600,0.0007,0.05,53.05,53.05,0.72,13.24,24.97,155.0,0.8,1.0,5.368,
1969-12-31 16:02:15,1546729200,0.0127,0.34,52.15,52.15,0.79,14.31,24.09,157.0,0.89,1.0,5.433,
1969-12-31 16:02:16,1546732800,0.0388,0.69,51.6,51.6,0.82,15.36,25.32,171.0,0.89,0.0,5.736,
1969-12-31 16:02:17,1546736400,0.0193,0.64,50.83,50.83,0.86,13.09,20.52,180.0,0.88,0.0,4.631,
1969-12-31 16:02:18,1546740000,0.0201,0.53,50.62,50.62,0.85,11.4,18.36,189.0,0.89,0.0,6.449,
1969-12-31 16:02:19,1546743600,0.017,0.54,50.31,50.31,0.87,9.46,16.39,193.0,0.74,0.0,6.397,
1969-12-31 16:02:20,1546747200,0.008,0.34,49.42,46.21,0.88,7.62,11.96,178.0,0.41,0.0,6.377,
1969-12-31 16:02:21,1546750800,0.0126,0.31,48.93,45.91,0.89,6.97,10.92,184.0,0.45,0.0,5.967,
1969-12-31 16:02:22,1546754400,0.0063,0.33,48.29,45.61,0.9,6.03,9.57,177.0,0.55,0.0,6.446,
1969-12-31 16:02:23,1546758000,0.0057,0.42,47.95,45.22,0.91,6.01,8.88,165.0,0.78,0.0,4.092,
1969-12-31 16:02:24,1546761600,0.014,0.33,47.2,44.75,0.91,5.28,7.64,168.0,0.59,0.0,6.519,
1969-12-31 16:02:25,1546765200,0.0007,0.07,46.99,44.73,0.91,4.93,7.47,172.0,0.24,0.0,4.616,
1969-12-31 16:02:26,1546768800,0.0073,0.18,45.66,43.57,0.93,4.37,7.79,162.0,0.49,0.0,4.767,
1969-12-31 16:02:27,1546772400,0.0034,0.13,44.94,41.73,0.92,5.85,9.41,147.0,0.62,0.0,5.062,
1969-12-31 16:02:28,1546776000,0.0016,0.07,44.1,40.25,0.93,6.68,9.2,142.0,0.62,0.0,3.69,
1969-12-31 16:02:29,1546779600,0.0,0.0,43.45,39.38,0.93,6.84,9.34,140.0,0.74,0.0,1.953,
1969-12-31 16:02:30,1546783200,0.0,0.0,43.93,39.88,0.92,6.99,10.41,145.0,0.92,0.0,1.959,
1969-12-31 16:02:31,1546786800,0.0016,0.21,43.68,39.04,0.93,8.05,12.41,137.0,0.88,0.0,2.351,
1969-12-31 16:02:32,1546790400,0.0035,0.18,44.31,39.61,0.92,8.49,13.18,139.0,0.93,0.0,3.654,
1969-12-31 16:02:33,1546794000,0.0212,0.46,44.97,40.54,0.93,8.23,13.18,141.0,0.76,0.0,4.143,
1969-12-31 16:02:34,1546797600,0.0362,0.78,46.81,41.62,0.92,11.32,18.11,144.0,0.76,1.0,4.589,
1969-12-31 16:02:35,1546801200,0.0539,1.0,47.25,42.26,0.93,11.06,18.8,138.0,0.77,2.0,3.572,
1969-12-31 16:02:36,1546804800,0.0588,0.92,47.75,42.35,0.91,12.81,21.85,137.0,0.9,2.0,3.229,
1969-12-31 16:02:37,1546808400,0.0792,0.92,48.47,42.65,0.9,15.15,26.06,148.0,0.77,2.0,4.03,
1969-12-31 16:02:38,1546812000,0.0625,0.77,48.6,42.97,0.91,14.5,24.6,147.0,0.59,1.0,5.131,
1969-12-31 16:02:39,1546815600,0.1,1.0,48.73,42.89,0.91,15.52,25.95,142.0,0.67,1.0,2.547,
1969-12-31 16:02:40,1546819200,0.1668,1.0,48.95,43.07,0.92,15.97,29.2,145.0,0.9,0.0,1.956,
1969-12-31 16:02:41,1546822800,0.1788,1.0,49.1,43.06,0.92,16.86,30.45,151.0,0.9,0.0,1.423,
1969-12-31 16:02:42,1546826400,0.2292,1.0,49.7,43.89,0.94,16.6,29.64,158.0,1.0,0.0,2.107,
1969-12-31 16:02:43,1546830000,0.1403,0.96,51.81,51.81,0.93,16.9,29.44,171.0,1.0,0.0,3.169,
1969-12-31 16:02:44,1546833600,0.0309,0.68,52.83,52.83,0.94,16.28,26.55,164.0,1.0,0.0,4.284,
1969-12-31 16:02:45,1546837200,0.0458,0.71,52.36,52.36,0.95,14.02,23.81,161.0,1.0,0.0,2.346,
1969-12-31 16:02:46,1546840800,0.1147,0.96,52.49,52.49,0.94,12.58,22.12,161.0,1.0,0.0,4.072,
1969-12-31 16:02:47,1546844400,0.0503,0.56,51.64,51.64,0.94,11.28,18.33,157.0,1.0,0.0,4.663,
1969-12-31 16:02:48,1546848000,0.0294,0.62,50.38,50.38,0.93,9.83,16.46,181.0,0.99,0.0,4.951,
1969-12-31 16:02:49,1546851600,0.004,0.33,50.32,50.32,0.9,7.85,13.97,202.0,0.99,0.0,6.852,
1969-12-31 16:02:50,1546855200,0.0,0.0,50.04,50.04,0.88,6.94,10.77,195.0,0.83,0.0,6.496,
1969-12-31 16:02:51,1546858800,0.0006,0.06,49.41,47.1,0.88,5.74,9.33,187.0,0.74,0.0,6.519,
1969-12-31 16:02:52,1546862400,0.0,0.0,48.92,46.91,0.88,5.07,7.4,185.0,0.51,0.0,6.519,
1969-12-31 16:02:53,1546866000,0.0,0.0,48.61,47.06,0.88,4.27,6.02,195.0,0.64,0.0,6.519,
1969-12-31 16:02:54,1546869600,0.0,0.0,48.25,46.8,0.88,4.06,5.72,188.0,0.24,0.0,6.519,
1969-12-31 16:02:55,1546873200,0.0023,0.2,48.31,46.93,0.89,3.98,5.38,186.0,0.41,0.0,6.519,
1969-12-31 16:02:56,1546876800,0.003,0.27,48.04,46.53,0.89,4.1,5.75,167.0,0.62,0.0,6.519,
1969-12-31 16:02:57,1546880400,0.0023,0.14,48.46,47.48,0.89,3.5,5.15,160.0,0.8,0.0,6.327,
1969-12-31 16:02:58,1546884000,0.0,0.0,49.7,49.7,0.88,2.97,4.13,172.0,0.15,1.0,5.91,
1969-12-31 16:02:59,1546887600,0.0,0.0,51.24,51.24,0.9,4.01,5.93,128.0,0.13,2.0,5.135,
1969-12-31 16:03:00,1546891200,0.0,0.0,53.77,53.77,0.84,4.11,7.24,124.0,0.1,2.0,6.146,
1969-12-31 16:03:01,1546894800,0.0,0.0,55.06,55.06,0.81,4.74,8.09,102.0,0.28,2.0,6.231,
1969-12-31 16:03:02,1546898400,0.0,0.0,55.82,55.82,0.77,4.41,7.09,86.0,0.55,1.0,5.964,
1969-12-31 16:03:03,1546902000,0.0,0.0,56.06,56.06,0.78,4.13,6.53,68.0,0.6,1.0,6.231,
1969-12-31 16:03:04,1546905600,0.0,0.0,55.66,55.66,0.8,4.42,6.1,49.0,0.33,0.0,6.231,
1969-12-31 16:03:05,1546909200,0.0,0.0,55.01,55.01,0.84,4.58,6.09,17.0,0.52,0.0,6.231,
1969-12-31 16:03:06,1546912800,0.0,0.0,53.79,53.79,0.86,6.24,8.89,17.0,0.62,0.0,6.231,
1969-12-31 16:03:07,1546916400,0.0,0.0,52.66,52.66,0.89,6.2,9.31,11.0,0.67,0.0,6.519,
1969-12-31 16:03:08,1546920000,0.0,0.0,51.49,51.49,0.9,6.59,9.13,11.0,0.62,0.0,6.519,
1969-12-31 16:03:09,1546923600,0.0,0.0,50.46,50.46,0.91,7.5,10.53,19.0,0.58,0.0,6.519,
1969-12-31 16:03:10,1546927200,0.0,0.0,49.97,47.43,0.91,6.42,9.39,356.0,0.62,0.0,6.499,
1969-12-31 16:03:11,1546930800,0.0,0.0,49.67,47.01,0.92,6.52,9.25,1.0,0.63,0.0,6.438,
1969-12-31 16:03:12,1546934400,0.0,0.0,49.43,47.05,0.91,5.88,8.53,8.0,0.56,0.0,6.397,
1969-12-31 16:03:13,1546938000,0.0,0.0,49.1,46.34,0.92,6.51,8.88,43.0,0.45,0.0,6.377,
1969-12-31 16:03:14,1546941600,0.0,0.0,48.93,46.67,0.92,5.51,6.95,4.0,0.34,0.0,6.377,
1969-12-31 16:03:15,1546945200,0.0,0.0,48.49,46.34,0.93,5.17,7.32,354.0,0.81,0.0,6.377,
1969-12-31 16:03:16,1546948800,0.0,0.0,48.62,46.32,0.92,5.48,7.88,353.0,0.69,0.0,6.367,
1969-12-31 16:03:17,1546952400,0.0,0.0,48.54,46.34,0.92,5.26,7.36,26.0,0.83,0.0,6.387,
1969-12-31 16:03:18,1546956000,0.0,0.0,48.88,46.92,0.91,4.96,7.6,39.0,0.94,0.0,6.377,
1969-12-31 16:03:19,1546959600,0.0,0.0,48.92,47.2,0.92,4.6,7.31,68.0,0.99,0.0,6.417,
1969-12-31 16:03:20,1546963200,0.0007,0.07,48.78,47.48,0.93,3.97,6.16,102.0,1.0,0.0,6.269,
1969-12-31 16:03:21,1546966800,0.0,0.0,48.86,47.02,0.95,4.78,7.57,99.0,0.99,0.0,6.057,
1969-12-31 16:03:22,1546970400,0.0,0.0,49.43,47.45,0.94,5.16,8.21,104.0,0.98,1.0,5.215,
1969-12-31 16:03:23,1546974000,0.005,0.36,50.19,50.19,0.94,5.0,8.47,116.0,1.0,2.0,3.569,
1969-12-31 16:03:24,1546977600,0.0005,0.05,50.43,50.43,0.96,4.53,7.06,113.0,0.9,2.0,4.036,
1969-12-31 16:03:25,1546981200,0.0005,0.05,51.25,51.25,0.94,4.21,6.66,95.0,0.77,2.0,4.552,
1969-12-31 16:03:26,1546984800,0.0,0.0,52.06,52.06,0.93,5.99,9.66,118.0,0.76,1.0,4.382,
1969-12-31 16:03:27,1546988400,0.0,0.0,52.45,52.45,0.93,5.1,8.85,116.0,0.67,1.0,4.679,
1969-12-31 16:03:28,1546992000,0.0029,0.22,52.99,52.99,0.93,4.55,7.98,183.0,0.67,0.0,4.843,
1969-12-31 16:03:29,1546995600,0.0028,0.08,52.99,52.99,0.94,4.48,6.4,185.0,0.67,0.0,4.287,
1969-12-31 16:03:30,1546999200,0.0022,0.14,53.17,53.17,0.94,4.38,7.22,208.0,0.67,0.0,4.456,
1969-12-31 16:03:31,1547002800,0.0073,0.44,53.0,53.0,0.94,4.45,7.46,206.0,0.67,0.0,4.205,
1969-12-31 16:03:32,1547006400,0.0052,0.28,53.12,53.12,0.92,4.35,8.03,200.0,0.67,0.0,3.889,
1969-12-31 16:03:33,1547010000,0.0315,0.45,53.56,53.56,0.9,5.79,10.95,139.0,0.74,0.0,4.227,
1969-12-31 16:03:34,1547013600,0.0058,0.19,53.39,53.39,0.9,5.75,10.14,125.0,0.75,0.0,5.583,
1969-12-31 16:03:35,1547017200,0.0,0.0,53.5,53.5,0.89,6.05,12.01,131.0,0.72,0.0,5.836,
1969-12-31 16:03:36,1547020800,0.0,0.0,55.15,55.15,0.85,8.34,15.46,142.0,0.62,0.0,6.061,
1969-12-31 16:03:37,1547024400,0.0014,0.06,55.74,55.74,0.82,10.88,18.02,153.0,0.77,0.0,6.218,
1969-12-31 16:03:38,1547028000,0.0094,0.49,55.7,55.7,0.83,12.33,19.61,166.0,0.77,0.0,5.947,
1969-12-31 16:03:39,1547031600,0.0094,0.43,55.51,55.51,0.84,10.33,17.06,169.0,0.66,0.0,6.473,
