time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,windSpeed,windGust,windBearing,uvIndex,pressure,cloudCover,visibility,ozone
2018-12-30 16:00:00,0.0,0.0,43.65,39.69,0.34,6.7,12.11,227.0,0.0,,,,
2018-12-30 17:00:00,0.0,0.0,44.01,40.33,0.34,6.35,10.07,219.0,0.0,,,,
2018-12-30 18:00:00,0.0,0.0,42.84,40.14,0.38,4.56,9.59,319.0,0.0,,,,
2018-12-30 19:00:00,0.0,0.0,41.3,36.4,0.4,7.55,7.55,225.0,0.0,,,,
2018-12-30 20:00:00,0.0,0.0,39.22,33.42,0.41,8.42,14.72,19.0,0.0,,,,
2018-12-30 21:00:00,0.0,0.0,36.61,30.13,0.47,8.61,15.25,9.0,0.0,,,,
2018-12-30 22:00:00,0.0,0.0,37.42,31.35,0.53,8.17,11.75,340.0,0.0,,,,
2018-12-30 23:00:00,0.0,0.0,39.18,34.53,0.43,6.39,11.44,2.0,0.0,,,,
2018-12-31 00:00:00,0.0,0.0,36.82,31.94,0.52,6.05,11.76,9.0,0.0,,,,
2018-12-31 01:00:00,0.0,0.0,38.66,33.19,0.61,7.56,16.3,347.0,0.0,,,,
2018-12-31 02:00:00,0.0,0.0,37.73,32.05,0.51,7.59,18.21,333.0,0.0,,,,
2018-12-31 03:00:00,0.0032,0.31,40.44,36.2,0.54,6.14,6.93,8.0,0.0,,,,
2018-12-31 04:00:00,0.0,0.0,43.78,38.89,0.38,8.67,12.3,27.0,0.0,,,,
2018-12-31 05:00:00,0.0,0.0,44.77,39.73,0.28,9.54,15.37,1.0,0.0,,,,
2018-12-31 06:00:00,0.0,0.0,44.78,39.1,0.23,11.26,12.75,21.0,0.0,,,,
2018-12-31 07:00:00,0.0,0.0,44.06,37.84,0.22,12.3,22.74,15.0,0.0,,,,
2018-12-31 08:00:00,0.0,0.0,45.34,39.7,0.18,11.57,18.69,4.0,0.0,,,,
2018-12-31 09:00:00,0.0,0.0,41.63,35.99,0.21,9.24,18.72,7.0,0.0,,,,
2018-12-31 10:00:00,0.0,0.0,41.36,36.25,0.24,7.99,14.62,13.0,0.0,,,,
2018-12-31 11:00:00,0.0032,0.31,39.04,33.73,0.26,7.43,12.9,12.0,0.0,,,,
2018-12-31 12:00:00,0.0,0.0,37.32,31.87,0.28,7.06,11.93,11.0,0.0,,,,
2018-12-31 13:00:00,0.0,0.0,35.45,29.92,0.32,6.59,10.61,8.0,0.0,,,,
2018-12-31 14:00:00,0.0,0.0,35.47,29.01,0.28,8.11,13.01,7.0,0.0,,,,
2018-12-31 15:00:00,0.0,0.0,33.01,26.16,0.33,7.86,13.3,357.0,0.0,,,,
2018-12-31 16:00:00,0.0,0.0,32.52,25.37,0.36,8.18,10.5,7.0,0.0,,,,
2018-12-31 17:00:00,0.0,0.0,32.38,23.08,0.32,12.41,16.94,19.0,0.0,,,,
2018-12-31 18:00:00,0.0,0.0,30.66,23.41,0.36,7.69,8.9,17.0,0.0,,,,
2018-12-31 19:00:00,0.0,0.0,30.65,21.02,0.34,12.15,19.25,26.0,0.0,,,,
2018-12-31 20:00:00,0.0,0.0,29.95,23.94,0.32,5.82,12.25,20.0,0.0,,,,
2018-12-31 21:00:00,0.0,0.0,27.61,19.46,0.33,8.07,11.87,2.0,0.0,,,,
2018-12-31 22:00:00,0.0,0.0,29.74,24.23,0.31,5.2,7.74,6.0,0.0,,,,
2018-12-31 23:00:00,0.0,0.0,28.64,22.24,0.3,5.99,9.12,357.0,0.0,,,,
2019-01-01 00:00:00,0.0,0.0,32.51,27.45,0.27,5.25,10.27,19.0,0.0,,,,
2019-01-01 01:00:00,0.0,0.0,35.06,26.89,0.25,11.37,17.12,25.0,0.0,,,,
2019-01-01 02:00:00,0.0,0.0,38.25,29.25,0.2,16.08,20.11,11.0,0.0,,,,
2019-01-01 03:00:00,0.0,0.0,35.99,26.1,0.21,16.88,23.4,13.0,0.0,,,,
2019-01-01 04:00:00,0.0,0.0,37.96,29.5,0.21,14.15,19.92,17.0,0.0,,,,
2019-01-01 05:00:00,0.0,0.0,40.25,32.35,0.18,14.35,21.22,17.0,0.0,,,,
2019-01-01 06:00:00,0.0,0.0,39.74,32.27,0.18,12.68,22.09,16.0,0.0,,,,
2019-01-01 07:00:00,0.0,0.0,40.98,34.44,0.17,11.05,19.32,15.0,0.0,,,,
2019-01-01 08:00:00,0.0,0.0,38.84,32.43,0.18,9.49,14.76,16.0,0.0,,,,
2019-01-01 09:00:00,0.0,0.0,37.62,32.37,0.19,6.84,10.33,18.0,0.0,,,,
2019-01-01 10:00:00,0.0,0.0,34.77,29.74,0.23,5.72,7.5,10.0,0.0,,,,
2019-01-01 11:00:00,0.0,0.0,32.69,27.24,0.23,5.76,7.05,348.0,0.0,,,,
2019-01-01 12:00:00,0.0,0.0,28.2,21.61,0.3,6.11,12.55,7.0,0.0,,,,
2019-01-01 13:00:00,0.0,0.0,30.14,22.7,0.27,7.81,8.89,22.0,0.0,,,,
2019-01-01 14:00:00,0.0,0.0,32.51,25.26,0.25,8.36,9.13,346.0,0.0,,,,
2019-01-01 15:00:00,0.0,0.0,31.49,24.54,0.26,7.5,9.17,359.0,0.0,,,,
2019-01-01 16:00:00,0.0,0.0,30.12,21.45,0.28,9.89,12.75,5.0,0.0,,,,
2019-01-01 17:00:00,0.0,0.0,27.19,18.01,0.3,9.55,10.63,357.0,0.0,,,,
2019-01-01 18:00:00,0.0,0.0,27.26,18.74,0.31,8.51,11.85,358.0,0.0,,,,
2019-01-01 19:00:00,0.0,0.0,26.57,18.78,0.32,7.23,9.25,9.0,0.0,,,,
2019-01-01 20:00:00,0.0,0.0,28.44,21.95,0.24,6.04,9.82,30.0,0.0,,,,
2019-01-01 21:00:00,0.0,0.0,29.57,22.69,0.23,6.83,9.38,347.0,0.0,,,,
2019-01-01 22:00:00,0.0,0.0,28.44,20.78,0.28,7.6,12.41,354.0,0.0,,,,
2019-01-01 23:00:00,0.0,0.0,22.13,11.61,0.3,9.81,11.07,349.0,0.0,,,,
2019-01-02 00:00:00,0.0,0.0,30.75,22.66,0.24,9.1,11.91,16.0,0.0,,,,
2019-01-02 01:00:00,0.0,0.0,34.25,26.19,0.23,10.69,13.91,11.0,0.0,,,,
2019-01-02 02:00:00,0.0,0.0,34.98,27.02,0.19,10.87,13.12,11.0,0.0,,,,
2019-01-02 03:00:00,0.0,0.0,38.09,31.15,0.17,10.28,16.07,10.0,0.0,,,,
2019-01-02 04:00:00,0.0,0.0,40.66,33.74,0.18,11.81,16.91,12.0,0.0,,,,
2019-01-02 05:00:00,0.0,0.0,42.74,36.76,0.15,10.71,17.4,10.0,0.0,,,,
2019-01-02 06:00:00,0.0,0.0,42.65,37.63,0.17,8.38,14.95,17.0,0.0,,,,
2019-01-02 07:00:00,0.0,0.0,43.74,38.67,0.17,9.03,14.34,0.0,0.0,,,,
2019-01-02 08:00:00,0.0,0.0,41.68,36.79,0.18,7.68,13.66,11.0,0.0,,,,
2019-01-02 09:00:00,0.0,0.0,40.44,36.23,0.2,6.09,10.9,3.0,0.0,,,,
2019-01-02 10:00:00,0.0,0.0,36.1,29.82,0.24,8.03,8.35,348.0,0.0,,,,
2019-01-02 11:00:00,0.0,0.0,35.77,31.93,0.24,4.52,11.82,15.0,0.0,,,,
2019-01-02 12:00:00,0.0,0.0,34.61,30.45,0.26,4.65,10.17,62.0,0.0,,,,
2019-01-02 13:00:00,0.0,0.0,31.44,25.65,0.3,5.89,6.88,7.0,0.0,,,,
2019-01-02 14:00:00,0.0,0.0,29.93,23.81,0.33,5.95,6.77,299.0,0.0,,,,
2019-01-02 15:00:00,0.0,0.0,29.2,24.76,0.35,4.06,5.09,80.0,0.0,,,,
2019-01-02 16:00:00,0.0,0.0,28.67,22.62,0.35,5.59,7.87,102.0,0.0,,,,
2019-01-02 17:00:00,0.0,0.0,26.88,26.88,0.38,2.63,4.22,186.0,0.0,,,,
2019-01-02 18:00:00,0.0,0.0,27.85,27.85,0.39,2.99,3.61,241.0,0.0,,,,
2019-01-02 19:00:00,0.0,0.0,24.14,17.29,0.42,5.54,5.54,125.0,0.0,,,,
2019-01-02 20:00:00,0.0,0.0,24.8,18.3,0.42,5.31,6.73,112.0,0.0,,,,
2019-01-02 21:00:00,0.0,0.0,24.48,19.06,0.43,4.27,4.27,155.0,0.0,,,,
2019-01-02 22:00:00,0.0,0.0,23.96,17.41,0.42,5.21,5.59,165.0,0.0,,,,
2019-01-02 23:00:00,0.0,0.0,21.96,14.93,0.58,5.32,6.08,118.0,0.0,,,,
2019-01-03 00:00:00,0.0,0.0,26.19,26.19,0.47,2.63,2.91,230.0,0.0,,,,
2019-01-03 01:00:00,0.0,0.0,31.87,28.49,0.41,3.52,5.44,241.0,0.0,,,,
2019-01-03 02:00:00,0.0,0.0,38.37,35.47,0.27,3.97,3.97,65.0,0.0,,,,
2019-01-03 03:00:00,0.0,0.0,43.49,39.98,0.23,5.9,7.33,356.0,0.0,,,,
2019-01-03 04:00:00,0.0,0.0,47.95,45.47,0.37,5.56,7.81,48.0,0.0,,,,
2019-01-03 05:00:00,0.0,0.0,50.38,50.38,0.19,4.35,6.89,323.0,0.0,,,,
2019-01-03 06:00:00,0.0,0.0,51.99,51.99,0.18,4.26,8.71,333.0,0.0,,,,
2019-01-03 07:00:00,0.0,0.0,50.89,50.89,0.21,4.51,6.17,287.0,0.0,,,,
2019-01-03 08:00:00,0.0,0.0,52.05,52.05,0.19,4.24,7.35,13.0,0.0,,,,
2019-01-03 09:00:00,0.0,0.0,45.96,43.68,0.23,4.7,5.2,355.0,0.0,,,,
2019-01-03 10:00:00,0.0,0.0,39.75,37.65,0.3,3.38,3.38,206.0,0.0,,,,
2019-01-03 11:00:00,0.0,0.0,40.2,36.91,0.27,4.74,6.05,125.0,0.0,,,,
2019-01-03 12:00:00,0.0,0.0,38.16,33.94,0.29,5.49,5.49,130.0,0.0,,,,
2019-01-03 13:00:00,0.0,0.0,34.63,29.09,0.38,6.37,6.37,93.0,0.0,,,,
2019-01-03 14:00:00,0.0,0.0,33.4,30.02,0.37,3.71,4.48,344.0,0.0,,,,
2019-01-03 15:00:00,0.0,0.0,32.68,28.88,0.39,3.98,3.98,149.0,0.0,,,,
2019-01-03 16:00:00,0.0,0.0,31.78,26.98,0.41,4.83,6.52,134.0,0.0,,,,
2019-01-03 17:00:00,0.0,0.0,29.77,26.1,0.45,3.51,3.72,163.0,0.0,,,,
2019-01-03 18:00:00,0.0,0.0,31.06,27.54,0.43,3.54,3.54,114.0,0.0,,,,
2019-01-03 19:00:00,0.0,0.0,28.36,28.36,0.47,2.94,2.94,107.0,0.0,,,,
2019-01-03 20:00:00,0.0,0.0,25.76,19.36,0.52,5.38,6.46,124.0,0.0,,,,
2019-01-03 21:00:00,0.0,0.0,25.71,20.17,0.49,4.54,4.54,146.0,0.0,,,,
2019-01-03 22:00:00,0.0,0.0,24.29,17.28,0.53,5.74,9.19,157.0,0.0,,,,
2019-01-03 23:00:00,0.0,0.0,27.69,22.34,0.53,4.68,4.68,109.0,0.0,,,,
2019-01-04 00:00:00,0.0,0.0,31.58,25.99,0.44,5.69,6.77,219.0,0.0,,,,
2019-01-04 01:00:00,0.0,0.0,37.53,33.75,0.32,4.79,4.79,59.0,0.0,,,,
2019-01-04 02:00:00,0.0,0.0,40.53,40.53,0.31,4.79,4.79,59.0,0.0,,,,
2019-01-04 03:00:00,0.0,0.0,45.97,45.97,0.27,2.65,2.93,25.0,0.0,,,,
2019-01-04 04:00:00,0.0,0.0,50.7,50.7,0.23,5.61,9.86,59.0,0.0,,,,
2019-01-04 05:00:00,0.0,0.0,54.07,54.07,0.19,3.38,5.09,129.0,0.0,,,,
2019-01-04 06:00:00,0.0,0.0,56.07,56.07,0.18,4.82,7.76,354.0,0.0,,,,
2019-01-04 07:00:00,0.0,0.0,57.74,57.74,0.16,3.31,5.2,12.0,0.0,,,,
2019-01-04 08:00:00,0.0,0.0,56.22,56.22,0.18,3.35,5.82,278.0,0.0,,,,
2019-01-04 09:00:00,0.0,0.0,50.62,50.62,0.22,3.73,4.96,341.0,0.0,,,,
2019-01-04 10:00:00,0.0,0.0,46.08,44.94,0.24,3.31,6.6,113.0,0.0,,,,
2019-01-04 11:00:00,0.0,0.0,42.52,39.7,0.29,4.65,5.14,7.0,0.0,,,,
2019-01-04 12:00:00,0.0,0.0,41.08,38.74,0.33,3.81,7.15,30.0,0.0,,,,
2019-01-04 13:00:00,0.0,0.0,36.06,32.08,0.37,4.73,5.31,272.0,0.0,,,,
2019-01-04 14:00:00,0.0,0.0,36.25,32.14,0.35,4.92,7.22,129.0,0.0,,,,
2019-01-04 15:00:00,0.0,0.0,36.71,34.31,0.3,3.27,3.71,78.0,0.0,,,,
2019-01-04 16:00:00,0.0,0.0,33.45,30.74,0.4,3.16,3.6,77.0,0.0,,,,
2019-01-04 17:00:00,0.0,0.0,32.26,29.37,0.36,3.18,4.08,116.0,0.0,,,,
2019-01-04 18:00:00,0.0,0.0,32.1,28.28,0.29,3.93,4.95,151.0,0.0,,,,
2019-01-04 19:00:00,0.0,0.0,32.38,28.52,0.41,4.0,4.53,227.0,0.0,,,,
2019-01-04 20:00:00,0.0,0.0,31.48,27.85,0.42,3.67,4.57,72.0,0.0,,,,
2019-01-04 21:00:00,0.0,0.0,30.81,27.38,0.35,3.43,4.35,86.0,0.0,,,,
2019-01-04 22:00:00,0.0,0.0,30.49,25.39,0.46,4.91,7.14,122.0,0.0,,,,
2019-01-04 23:00:00,0.0,0.0,34.76,29.65,0.39,5.82,7.99,177.0,0.0,,,,
2019-01-05 00:00:00,0.0,0.0,36.25,33.34,0.34,3.66,3.99,85.0,0.0,,,,
2019-01-05 01:00:00,0.0,0.0,35.14,30.81,0.4,4.94,8.85,131.0,0.0,,,,
2019-01-05 02:00:00,0.0,0.0,37.13,34.36,0.36,3.66,4.86,131.0,0.0,,,,
2019-01-05 03:00:00,0.0,0.0,41.24,38.18,0.3,4.68,12.46,149.0,0.0,,,,
2019-01-05 04:00:00,0.0,0.0,43.17,40.5,0.31,4.6,7.22,180.0,0.0,,,,
2019-01-05 05:00:00,0.0,0.0,45.39,42.46,0.27,5.53,7.81,179.0,0.0,,,,
2019-01-05 06:00:00,0.0,0.0,45.6,42.8,0.29,5.39,9.05,178.0,0.0,,,,
2019-01-05 07:00:00,0.0,0.0,45.17,42.64,0.3,4.87,4.87,175.0,0.0,,,,
2019-01-05 08:00:00,0.0,0.0,47.91,45.67,0.31,5.15,7.34,162.0,0.0,,,,
2019-01-05 09:00:00,0.0,0.0,46.07,42.05,0.35,7.85,15.66,189.0,0.0,,,,
2019-01-05 10:00:00,0.0035,0.34,43.75,40.55,0.55,5.48,11.2,176.0,0.0,,,,
2019-01-05 11:00:00,0.0205,0.34,43.34,39.87,0.8,5.78,8.56,219.0,0.0,,,,
2019-01-05 12:00:00,0.0205,0.34,40.79,37.96,0.84,4.31,4.31,188.0,0.0,,,,
2019-01-05 13:00:00,0.0274,0.34,40.41,38.09,0.95,3.69,5.95,302.0,0.0,,,,
2019-01-05 14:00:00,0.0274,0.34,40.9,37.7,0.83,4.78,7.35,237.0,0.0,,,,
2019-01-05 15:00:00,0.024,0.34,38.67,35.44,0.93,4.37,5.12,89.0,0.0,,,,
2019-01-05 16:00:00,0.0241,0.69,40.1,36.48,0.97,5.14,8.32,234.0,0.0,,,,
2019-01-05 17:00:00,0.0275,0.34,38.99,34.12,1.0,6.67,6.67,240.0,0.0,,,,
2019-01-05 18:00:00,0.0241,0.69,40.95,37.88,0.93,4.63,8.44,157.0,0.0,,,,
2019-01-05 19:00:00,0.0138,0.69,39.18,34.38,0.93,6.61,7.87,265.0,0.0,,,,
2019-01-05 20:00:00,0.0101,1.0,38.68,36.16,1.0,3.63,6.82,213.0,0.0,,,,
2019-01-05 21:00:00,0.0101,1.0,40.28,35.79,0.96,6.47,6.47,219.0,0.0,,,,
2019-01-05 22:00:00,0.0101,1.0,39.06,35.69,1.0,4.6,7.46,235.0,0.0,,,,
2019-01-05 23:00:00,0.0101,1.0,44.48,40.88,0.96,6.36,8.74,189.0,0.0,,,,
2019-01-06 00:00:00,0.0101,1.0,44.78,40.05,0.77,8.8,13.27,207.0,0.0,,,,
2019-01-06 01:00:00,0.0101,1.0,45.93,42.5,0.77,6.58,10.5,212.0,0.0,,,,
2019-01-06 02:00:00,0.0035,0.34,47.71,43.13,0.68,10.17,18.8,223.0,0.0,,,,
2019-01-06 03:00:00,0.0219,0.31,50.37,50.37,0.59,11.04,19.27,221.0,0.0,,,,
2019-01-06 04:00:00,0.025,0.31,49.07,46.02,0.57,7.11,17.34,235.0,0.0,,,,
2019-01-06 05:00:00,0.0219,0.31,49.37,46.63,0.54,6.58,16.28,265.0,0.0,,,,
2019-01-06 06:00:00,0.0062,0.31,51.06,51.06,0.47,7.64,17.2,245.0,0.0,,,,
2019-01-06 07:00:00,0.0,0.0,50.21,50.21,0.51,7.01,13.04,250.0,0.0,,,,
2019-01-06 08:00:00,0.0,0.0,50.99,50.99,0.5,6.65,12.46,235.0,0.0,,,,
2019-01-06 09:00:00,0.0,0.0,48.33,45.03,0.57,7.32,11.18,201.0,0.0,,,,
2019-01-06 10:00:00,0.0,0.0,46.53,43.75,0.63,5.63,9.0,191.0,0.0,,,,
2019-01-06 11:00:00,0.0,0.0,47.5,43.96,0.51,7.48,13.15,208.0,0.0,,,,
2019-01-06 12:00:00,0.0,0.0,45.93,42.33,0.51,6.92,12.45,197.0,0.0,,,,
2019-01-06 13:00:00,0.0,0.0,45.12,40.38,0.64,9.01,18.6,198.0,0.0,,,,
2019-01-06 14:00:00,0.0,0.0,47.62,44.02,0.54,7.66,16.5,189.0,0.0,,,,
2019-01-06 15:00:00,0.0,0.0,43.74,38.31,0.63,9.93,18.82,196.0,0.0,,,,
2019-01-06 16:00:00,0.0032,0.31,45.31,40.3,0.59,9.8,17.69,184.0,0.0,,,,
2019-01-06 17:00:00,0.0,0.0,46.08,41.97,0.58,8.05,16.23,206.0,0.0,,,,
2019-01-06 18:00:00,0.0,0.0,47.83,43.91,0.56,8.53,12.97,192.0,0.0,,,,
2019-01-06 19:00:00,0.0,0.0,47.9,45.31,0.58,5.74,11.55,199.0,0.0,,,,
2019-01-06 20:00:00,0.0,0.0,49.35,45.27,0.51,9.88,19.41,195.0,0.0,,,,
2019-01-06 21:00:00,0.0,0.0,47.68,43.2,0.58,9.86,12.98,199.0,0.0,,,,
2019-01-06 22:00:00,0.0,0.0,50.78,50.78,0.57,6.77,12.35,221.0,0.0,,,,
2019-01-06 23:00:00,0.0,0.0,48.81,45.23,0.59,8.23,16.97,196.0,0.0,,,,
2019-01-07 00:00:00,0.0,0.0,46.4,42.05,0.64,8.78,17.04,203.0,0.0,,,,
2019-01-07 01:00:00,0.0,0.0,52.37,52.37,0.6,9.91,16.24,213.0,0.0,,,,
2019-01-07 02:00:00,0.0,0.0,53.05,53.05,0.57,8.31,14.04,163.0,0.0,,,,
2019-01-07 03:00:00,0.0,0.0,52.39,52.39,0.59,8.02,13.72,212.0,0.0,,,,
2019-01-07 04:00:00,0.0,0.0,55.75,55.75,0.55,7.17,10.82,213.0,0.0,,,,
2019-01-07 05:00:00,0.0,0.0,56.48,56.48,0.52,5.72,14.0,208.0,0.0,,,,
2019-01-07 06:00:00,0.0,0.0,55.38,55.38,0.57,6.48,9.62,45.0,0.0,,,,
2019-01-07 07:00:00,0.0,0.0,54.54,54.54,0.64,11.24,13.71,20.0,0.0,,,,
2019-01-07 08:00:00,0.0,0.0,53.71,53.71,0.62,10.94,12.59,5.0,0.0,,,,
2019-01-07 09:00:00,0.0,0.0,49.3,45.54,0.72,8.96,13.55,2.0,0.0,,,,
2019-01-07 10:00:00,0.0,0.0,47.92,43.71,0.8,9.31,14.07,6.0,0.0,,,,
2019-01-07 11:00:00,0.0,0.0,47.72,43.59,0.81,8.96,14.1,9.0,0.0,,,,
2019-01-07 12:00:00,0.0,0.0,45.61,41.53,0.83,7.75,10.92,350.0,0.0,,,,
2019-01-07 13:00:00,0.0,0.0,46.37,42.39,0.82,7.91,9.49,8.0,0.0,,,,
2019-01-07 14:00:00,0.0,0.0,46.94,43.82,0.78,6.37,9.3,5.0,0.0,,,,
2019-01-07 15:00:00,0.0,0.0,44.13,41.23,0.83,5.13,6.49,6.0,0.0,,,,
2019-01-07 16:00:00,0.0,0.0,45.53,43.76,0.83,3.94,6.3,8.0,0.0,,,,
2019-01-07 17:00:00,0.0,0.0,44.34,41.01,0.84,5.87,8.18,20.0,0.0,,,,
2019-01-07 18:00:00,0.0,0.0,43.86,41.25,0.85,4.67,7.28,16.0,0.0,,,,
2019-01-07 19:00:00,0.0,0.0,45.02,43.39,0.84,3.68,9.51,47.0,0.0,,,,
2019-01-07 20:00:00,0.0,0.0,41.89,38.37,0.84,5.46,7.23,358.0,0.0,,,,
2019-01-07 21:00:00,0.0,0.0,39.65,35.6,0.89,5.61,8.91,4.0,0.0,,,,
2019-01-07 22:00:00,0.0,0.0,43.7,39.54,0.83,7.11,11.49,9.0,0.0,,,,
2019-01-07 23:00:00,0.0,0.0,41.83,36.72,0.81,8.19,10.42,0.0,0.0,,,,
2019-01-08 00:00:00,0.0,0.0,41.84,36.95,0.82,7.76,10.35,6.0,0.0,,,,
2019-01-08 01:00:00,0.0,0.0,48.36,45.18,0.71,7.06,11.3,14.0,0.0,,,,
2019-01-08 02:00:00,0.0,0.0,50.69,50.69,0.6,10.07,12.95,15.0,0.0,,,,
2019-01-08 03:00:00,0.0,0.0,51.67,51.67,0.59,10.38,15.53,13.0,0.0,,,,
2019-01-08 04:00:00,0.0,0.0,54.17,54.17,0.51,9.03,14.23,20.0,0.0,,,,
2019-01-08 05:00:00,0.0,0.0,55.36,55.36,0.48,9.16,13.05,13.0,0.0,,,,
2019-01-08 06:00:00,0.0,0.0,55.33,55.33,0.46,8.2,12.48,17.0,0.0,,,,
2019-01-08 07:00:00,0.0,0.0,54.2,54.2,0.51,8.59,12.53,16.0,0.0,,,,
2019-01-08 08:00:00,0.0,0.0,54.32,54.32,0.49,8.13,11.13,10.0,0.0,,,,
2019-01-08 09:00:00,0.0,0.0,51.73,51.73,0.57,6.42,8.72,11.0,0.0,,,,
2019-01-08 10:00:00,0.0,0.0,49.59,47.68,0.6,5.1,7.85,7.0,0.0,,,,
2019-01-08 11:00:00,0.0,0.0,48.94,46.95,0.6,5.04,6.47,350.0,0.0,,,,
2019-01-08 12:00:00,0.0,0.0,48.71,48.71,0.6,2.8,6.37,28.0,0.0,,,,
2019-01-08 13:00:00,0.0,0.0,45.17,42.35,0.71,5.29,6.21,318.0,0.0,,,,
2019-01-08 14:00:00,0.0,0.0,45.32,43.56,0.73,3.89,4.44,132.0,0.0,,,,
2019-01-08 15:00:00,0.0,0.0,44.3,42.43,0.72,3.83,4.48,20.0,0.0,,,,
2019-01-08 16:00:00,0.0,0.0,43.24,39.9,0.8,5.56,5.8,342.0,0.0,,,,
2019-01-08 17:00:00,0.0,0.0,40.2,40.2,0.81,2.7,4.5,74.0,0.0,,,,
2019-01-08 18:00:00,0.0,0.0,41.22,38.67,0.77,4.07,5.04,144.0,0.0,,,,
2019-01-08 19:00:00,0.0,0.0,40.89,40.89,0.83,2.59,3.77,117.0,0.0,,,,
2019-01-08 20:00:00,0.0,0.0,38.59,38.59,0.85,2.96,3.42,175.0,0.0,,,,
2019-01-08 21:00:00,0.0,0.0,41.25,36.68,0.71,6.94,7.27,42.0,0.0,,,,
2019-01-08 22:00:00,0.0,0.0,37.78,34.1,0.86,4.71,4.71,324.0,0.0,,,,
2019-01-08 23:00:00,0.0,0.0,39.94,35.59,0.87,6.16,6.78,186.0,0.0,,,,
2019-01-09 00:00:00,0.0,0.0,38.22,34.25,0.71,5.17,6.38,112.0,0.0,,,,
2019-01-09 01:00:00,0.0,0.0,47.07,46.27,0.64,3.09,4.14,194.0,0.0,,,,
2019-01-09 02:00:00,0.0,0.0,52.26,52.26,0.54,2.27,2.95,78.0,0.0,,,,
2019-01-09 03:00:00,0.0,0.0,55.0,55.0,0.49,2.64,4.09,125.0,0.0,,,,
2019-01-09 04:00:00,0.0,0.0,57.8,57.8,0.43,5.65,7.07,335.0,0.0,,,,
2019-01-09 05:00:00,0.0,0.0,59.8,59.8,0.4,6.32,9.48,15.0,0.0,,,,
2019-01-09 06:00:00,0.0,0.0,60.48,60.48,0.37,5.36,8.38,20.0,0.0,,,,
2019-01-09 07:00:00,0.0,0.0,61.89,61.89,0.39,6.7,11.64,20.0,0.0,,,,
2019-01-09 08:00:00,0.0,0.0,58.75,58.75,0.42,7.23,10.08,19.0,0.0,,,,
2019-01-09 09:00:00,0.0,0.0,56.61,56.61,0.46,6.22,7.88,20.0,0.0,,,,
2019-01-09 10:00:00,0.0,0.0,53.62,53.62,0.54,3.67,5.92,12.0,0.0,,,,
2019-01-09 11:00:00,0.0,0.0,51.87,51.87,0.56,3.21,7.19,344.0,0.0,,,,
2019-01-09 12:00:00,0.0,0.0,48.54,46.45,0.66,5.07,6.79,233.0,0.0,,,,
2019-01-09 13:00:00,0.0,0.0,46.72,43.6,0.7,6.3,6.3,268.0,0.0,,,,
2019-01-09 14:00:00,0.0,0.0,45.2,43.04,0.74,4.36,4.36,231.0,0.0,,,,
2019-01-09 15:00:00,0.0,0.0,44.53,40.76,0.74,6.69,7.51,218.0,0.0,,,,
2019-01-09 16:00:00,0.0,0.0,41.5,38.35,0.8,4.84,6.38,254.0,0.0,,,,
2019-01-09 17:00:00,0.0,0.0,42.01,39.93,0.74,3.68,5.17,188.0,0.0,,,,
2019-01-09 18:00:00,0.0,0.0,39.55,35.08,0.76,6.23,9.06,213.0,0.0,,,,
2019-01-09 19:00:00,0.0,0.0,39.54,34.7,0.81,6.8,7.01,313.0,0.0,,,,
2019-01-09 20:00:00,0.0,0.0,39.03,33.95,0.82,7.03,7.78,219.0,0.0,,,,
2019-01-09 21:00:00,0.0,0.0,38.58,34.03,0.72,6.05,6.05,165.0,0.0,,,,
2019-01-09 22:00:00,0.0,0.0,39.16,33.81,0.84,7.55,7.98,225.0,0.0,,,,
2019-01-09 23:00:00,0.0,0.0,35.5,30.77,0.85,5.51,5.51,238.0,0.0,,,,
2019-01-10 00:00:00,0.0,0.0,40.7,37.23,0.75,5.09,5.28,229.0,0.0,,,,
2019-01-10 01:00:00,0.0,0.0,46.28,43.67,0.67,5.28,5.28,288.0,0.0,,,,
2019-01-10 02:00:00,0.0,0.0,52.26,52.26,0.54,3.74,5.57,255.0,0.0,,,,
2019-01-10 03:00:00,0.0,0.0,53.58,53.58,0.53,4.71,7.52,271.0,0.0,,,,
2019-01-10 04:00:00,0.0,0.0,59.43,59.43,0.42,4.25,6.21,238.0,0.0,,,,
2019-01-10 05:00:00,0.0,0.0,60.98,60.98,0.38,4.42,4.75,253.0,0.0,,,,
2019-01-10 06:00:00,0.0,0.0,61.66,61.66,0.38,3.62,5.8,296.0,0.0,,,,
2019-01-10 07:00:00,0.0,0.0,61.06,61.06,0.37,3.23,4.26,317.0,0.0,,,,
2019-01-10 08:00:00,0.0,0.0,60.73,60.73,0.36,3.8,4.32,258.0,0.0,,,,
2019-01-10 09:00:00,0.0,0.0,58.34,58.34,0.44,3.88,3.88,232.0,0.0,,,,
2019-01-10 10:00:00,0.0,0.0,52.32,52.32,0.55,3.21,5.13,145.0,0.0,,,,
2019-01-10 11:00:00,0.0,0.0,50.6,50.6,0.55,4.63,4.72,248.0,0.0,,,,
2019-01-10 12:00:00,0.0,0.0,48.04,47.13,0.63,3.35,3.97,228.0,0.0,,,,
2019-01-10 13:00:00,0.0,0.0,47.84,44.51,0.62,7.18,7.66,171.0,0.0,,,,
