,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,precipAccumulation,ozone
1969-12-31 17:15:01,1562490000,0.0,0.0,65.97,65.97,0.39,9.67,15.38,288.0,0.53,0.0,10.0,0.0539,310.8
1969-12-31 17:15:02,1562493600,0.0,0.0,64.99,64.99,0.4,9.02,13.52,290.0,0.64,0.0,10.0,0.0539,311.2
1969-12-31 17:15:03,1562497200,0.0,0.0,63.86,63.86,0.41,8.44,12.41,276.0,0.88,0.0,10.0,0.0539,312.5
1969-12-31 17:15:04,1562500800,0.0,0.0,63.5,63.5,0.42,8.14,10.79,279.0,0.89,0.0,10.0,0.0539,314.8
1969-12-31 17:15:05,1562504400,0.0004,0.01,63.78,63.78,0.44,8.72,12.21,286.0,0.73,0.0,10.0,0.0539,322.9
1969-12-31 17:15:06,1562508000,0.0009,0.01,66.31,66.31,0.4,8.71,12.47,285.0,0.52,0.0,10.0,0.0539,328.6
1969-12-31 17:15:07,1562511600,0.0006,0.01,69.64,69.64,0.38,8.58,13.79,271.0,0.43,1.0,10.0,0.0539,332.0
1969-12-31 17:15:08,1562515200,0.0008,0.01,72.87,72.87,0.35,8.72,12.77,281.0,0.34,3.0,10.0,0.0539,330.9
1969-12-31 17:15:09,1562518800,0.0017,0.01,76.13,76.13,0.32,9.48,12.86,265.0,0.23,5.0,10.0,0.0539,327.5
1969-12-31 17:15:10,1562522400,0.0,0.0,78.81,78.81,0.3,10.59,13.9,266.0,0.06,8.0,10.0,0.0539,325.2
1969-12-31 17:15:11,1562526000,0.0,0.0,81.24,81.24,0.28,11.69,14.64,267.0,0.06,10.0,10.0,0.0539,326.7
1969-12-31 17:15:12,1562529600,0.0,0.0,82.71,82.71,0.26,12.41,15.78,253.0,0.07,10.0,10.0,0.0539,326.9
1969-12-31 17:15:13,1562533200,0.0,0.0,81.85,81.85,0.27,13.47,17.05,260.0,0.09,9.0,10.0,0.0539,328.0
1969-12-31 17:15:14,1562536800,0.002,0.01,81.42,81.42,0.27,13.65,17.88,251.0,0.26,7.0,10.0,0.0539,330.5
1969-12-31 17:15:15,1562540400,0.0009,0.01,80.3,80.3,0.28,14.42,18.85,273.0,0.47,4.0,10.0,0.0539,334.0
1969-12-31 17:15:16,1562544000,0.0,0.0,79.19,79.19,0.29,14.93,19.98,272.0,0.34,3.0,10.0,0.0539,337.0
1969-12-31 17:15:17,1562547600,0.0,0.0,78.05,78.05,0.32,14.16,19.66,270.0,0.29,1.0,10.0,0.0539,338.3
1969-12-31 17:15:18,1562551200,0.0,0.0,75.46,75.46,0.36,13.31,19.21,267.0,0.19,0.0,10.0,0.0539,337.5
1969-12-31 17:15:19,1562554800,0.0,0.0,72.2,72.2,0.4,11.59,18.64,261.0,0.11,0.0,10.0,0.0539,336.1
1969-12-31 17:15:20,1562558400,0.0,0.0,69.36,69.36,0.45,11.39,19.02,273.0,0.1,0.0,10.0,0.0539,334.0
1969-12-31 17:15:21,1562562000,0.0,0.0,67.22,67.22,0.49,11.58,19.62,265.0,0.08,0.0,10.0,0.0539,331.2
1969-12-31 17:15:22,1562565600,0.0,0.0,65.02,65.02,0.5,10.6,16.53,269.0,0.05,0.0,10.0,0.0539,328.9
1969-12-31 17:15:23,1562569200,0.0,0.0,63.31,63.31,0.53,11.4,18.06,277.0,0.04,0.0,10.0,0.0539,329.9
1969-12-31 17:15:24,1562572800,0.0,0.0,62.03,62.03,0.54,10.18,16.34,288.0,0.02,0.0,10.0,0.0539,328.3
1969-12-31 17:15:25,1562576400,0.0,0.0,60.96,60.96,0.55,10.52,17.01,276.0,0.0,0.0,10.0,0.0539,326.8
1969-12-31 17:15:26,1562580000,0.0007,0.01,60.59,60.59,0.54,10.89,17.52,272.0,0.01,0.0,10.0,0.0539,325.5
1969-12-31 17:15:27,1562583600,0.0005,0.01,59.6,59.6,0.55,11.44,18.18,281.0,0.02,0.0,10.0,0.0539,324.4
1969-12-31 17:15:28,1562587200,0.0,0.0,59.1,59.1,0.56,12.75,18.74,289.0,0.02,0.0,10.0,0.0539,322.8
1969-12-31 17:15:29,1562590800,0.0,0.0,59.87,59.87,0.56,12.58,18.69,290.0,0.02,0.0,10.0,0.0539,322.2
1969-12-31 17:15:30,1562594400,0.0,0.0,61.47,61.47,0.54,12.64,19.74,284.0,0.02,0.0,10.0,0.0539,321.8
1969-12-31 17:15:31,1562598000,0.0002,0.01,65.4,65.4,0.47,12.04,19.55,287.0,0.03,1.0,10.0,0.0539,321.3
1969-12-31 17:15:32,1562601600,0.0,0.0,68.89,68.89,0.41,12.05,18.43,281.0,0.01,3.0,10.0,0.0539,317.4
1969-12-31 17:15:33,1562605200,0.0008,0.01,71.71,71.71,0.39,13.29,18.68,289.0,0.02,6.0,10.0,0.0539,319.3
1969-12-31 17:15:34,1562608800,0.002,0.01,74.49,74.49,0.36,13.49,18.59,287.0,0.01,8.0,10.0,0.0539,319.5
1969-12-31 17:15:35,1562612400,0.0009,0.01,77.05,77.05,0.33,14.11,18.37,291.0,0.01,10.0,10.0,0.0539,317.8
1969-12-31 17:15:36,1562616000,0.0,0.0,79.52,79.52,0.3,14.18,17.94,276.0,0.0,11.0,10.0,0.0539,316.0
1969-12-31 17:15:37,1562619600,0.0002,0.01,81.39,81.39,0.28,13.78,16.78,277.0,0.0,10.0,10.0,0.0539,314.5
1969-12-31 17:15:38,1562623200,0.0,0.0,82.1,82.1,0.27,14.37,19.15,275.0,0.0,8.0,10.0,0.0539,313.9
1969-12-31 17:15:39,1562626800,0.0018,0.01,81.67,81.67,0.27,14.89,19.54,282.0,0.0,6.0,10.0,0.0539,313.7
1969-12-31 17:15:40,1562630400,0.0,0.0,79.19,79.19,0.3,14.65,18.69,277.0,0.0,3.0,10.0,0.0539,317.0
1969-12-31 17:15:41,1562634000,0.0018,0.01,77.34,77.34,0.32,14.6,19.17,281.0,0.01,1.0,10.0,0.0539,317.0
1969-12-31 17:15:42,1562637600,0.0012,0.01,74.69,74.69,0.36,13.98,19.13,278.0,0.01,0.0,10.0,0.0539,316.6
1969-12-31 17:15:43,1562641200,0.0,0.0,70.72,70.72,0.39,11.76,19.0,275.0,0.01,0.0,10.0,0.0539,315.8
1969-12-31 17:15:44,1562644800,0.0014,0.01,68.25,68.25,0.43,11.58,19.76,279.0,0.01,0.0,10.0,0.0539,314.6
1969-12-31 17:15:45,1562648400,0.0003,0.01,66.26,66.26,0.45,11.83,19.46,286.0,0.0,0.0,10.0,0.0539,313.0
1969-12-31 17:15:46,1562652000,0.0014,0.01,64.67,64.67,0.44,12.02,19.3,282.0,0.0,0.0,10.0,0.0539,313.6
1969-12-31 17:15:47,1562655600,0.0008,0.01,63.5,63.5,0.46,12.09,19.85,276.0,0.0,0.0,10.0,0.0539,313.9
1969-12-31 17:15:48,1562659200,0.0004,0.01,62.1,62.1,0.5,12.28,19.59,293.0,0.0,0.0,10.0,0.0539,314.7
1969-12-31 17:15:49,1562662800,0.0009,0.01,60.93,60.93,0.51,11.34,19.47,287.0,0.01,0.0,10.0,0.0539,314.9
1969-12-31 17:15:50,1562666400,0.0,0.0,60.13,60.13,0.51,11.58,18.91,279.0,0.03,0.0,10.0,0.0539,314.0
1969-12-31 17:15:51,1562670000,0.0,0.0,58.8,58.8,0.52,11.97,17.85,299.0,0.06,0.0,10.0,0.0539,312.4
1969-12-31 17:15:52,1562673600,0.0,0.0,58.85,58.85,0.52,11.68,16.06,298.0,0.08,0.0,10.0,0.0539,313.1
1969-12-31 17:15:53,1562677200,0.0,0.0,59.52,59.52,0.5,10.86,15.3,301.0,0.1,0.0,10.0,0.0539,312.1
1969-12-31 17:15:54,1562680800,0.0017,0.01,62.23,62.23,0.46,9.42,13.12,295.0,0.11,0.0,10.0,0.0539,310.9
1969-12-31 17:15:55,1562684400,0.0015,0.01,67.08,67.08,0.39,7.59,12.08,295.0,0.13,1.0,10.0,0.0539,310.0
1969-12-31 17:15:56,1562688000,0.0019,0.01,70.06,70.06,0.36,7.63,10.63,295.0,0.19,3.0,10.0,0.0539,309.2
1969-12-31 17:15:57,1562691600,0.0,0.0,72.73,72.73,0.34,7.67,10.31,278.0,0.27,5.0,10.0,0.0539,308.6
1969-12-31 17:15:58,1562695200,0.0011,0.01,75.25,75.25,0.32,7.99,10.09,276.0,0.29,7.0,10.0,0.0539,307.9
1969-12-31 17:15:59,1562698800,0.0013,0.01,77.94,77.94,0.3,8.29,9.19,319.0,0.26,9.0,10.0,0.0539,307.7
1969-12-31 17:16:00,1562702400,0.0,0.0,80.93,80.93,0.27,8.6,10.26,224.0,0.19,10.0,10.0,0.0539,307.8
1969-12-31 17:16:01,1562706000,0.0,0.0,83.47,83.47,0.24,8.63,10.87,250.0,0.13,10.0,10.0,0.0539,308.1
1969-12-31 17:16:02,1562709600,0.0,0.0,84.52,84.52,0.24,9.27,11.74,228.0,0.14,8.0,10.0,0.0539,309.0
1969-12-31 17:16:03,1562713200,0.0,0.0,84.46,84.46,0.24,10.51,12.01,274.0,0.18,6.0,10.0,0.0539,310.0
1969-12-31 17:16:04,1562716800,0.0,0.0,82.62,82.62,0.26,10.46,11.9,258.0,0.18,3.0,10.0,0.0539,310.3
1969-12-31 17:16:05,1562720400,0.0,0.0,81.11,81.11,0.28,10.42,12.44,256.0,0.14,1.0,10.0,0.0539,310.0
1969-12-31 17:16:06,1562724000,0.0,0.0,78.28,78.28,0.31,10.13,13.38,281.0,0.06,0.0,10.0,0.0539,309.3
1969-12-31 17:16:07,1562727600,0.0,0.0,73.9,73.9,0.35,9.26,14.03,281.0,0.0,0.0,10.0,0.0539,308.8
1969-12-31 17:16:08,1562731200,0.0,0.0,71.16,71.16,0.38,9.17,14.58,275.0,0.0,0.0,10.0,0.0539,308.9
1969-12-31 17:16:09,1562734800,0.0,0.0,69.08,69.08,0.4,9.29,14.82,304.0,0.0,0.0,10.0,0.0539,309.4
1969-12-31 17:16:10,1562738400,0.0,0.0,67.72,67.72,0.4,9.79,14.2,293.0,0.0,0.0,10.0,0.0539,309.8
1969-12-31 17:16:11,1562742000,0.0,0.0,66.54,66.54,0.41,10.52,14.87,293.0,0.0,0.0,10.0,0.0539,309.4
1969-12-31 17:16:12,1562745600,0.0,0.0,65.57,65.57,0.42,10.25,14.1,298.0,0.0,0.0,10.0,0.0539,308.7
1969-12-31 17:16:13,1562749200,0.0,0.0,64.21,64.21,0.45,9.22,14.35,300.0,0.0,0.0,10.0,0.0539,308.0
1969-12-31 17:16:14,1562752800,0.0,0.0,62.8,62.8,0.46,8.89,12.99,303.0,0.0,0.0,10.0,0.0539,307.3
1969-12-31 17:16:15,1562756400,0.0,0.0,61.47,61.47,0.48,9.31,12.84,308.0,0.0,0.0,10.0,0.0539,306.5
1969-12-31 17:16:16,1562760000,0.0,0.0,61.64,61.64,0.48,9.04,11.41,312.0,0.0,0.0,10.0,0.0539,307.2
1969-12-31 17:16:17,1562763600,0.0,0.0,62.77,62.77,0.46,8.86,11.23,308.0,0.0,0.0,10.0,0.0539,307.7
1969-12-31 17:16:18,1562767200,0.0,0.0,65.44,65.44,0.43,7.38,9.18,305.0,0.0,0.0,10.0,0.0539,308.4
1969-12-31 17:16:19,1562770800,0.0,0.0,70.24,70.24,0.37,4.47,6.73,313.0,0.0,1.0,10.0,0.0539,309.3
1969-12-31 17:16:20,1562774400,0.0,0.0,74.26,74.26,0.33,3.96,6.07,336.0,0.0,3.0,10.0,0.0539,310.3
1969-12-31 17:16:21,1562778000,0.0,0.0,78.07,78.07,0.29,3.78,5.76,177.0,0.0,6.0,10.0,0.0539,311.4
1969-12-31 17:16:22,1562781600,0.0,0.0,81.14,81.14,0.26,3.3,5.88,226.0,0.0,9.0,10.0,0.0539,309.1
1969-12-31 17:16:23,1562785200,0.0,0.0,84.31,84.31,0.25,4.57,7.01,241.0,0.0,10.0,10.0,0.0539,309.2
1969-12-31 17:16:24,1562788800,0.0,0.0,86.68,86.68,0.24,6.8,9.05,231.0,0.0,11.0,10.0,0.0539,309.4
1969-12-31 17:16:25,1562792400,0.0,0.0,87.63,87.63,0.24,8.3,10.72,226.0,0.0,10.0,10.0,0.0539,309.6
1969-12-31 17:16:26,1562796000,0.0,0.0,87.78,87.78,0.24,9.77,11.76,218.0,0.0,8.0,10.0,0.0539,309.9
1969-12-31 17:16:27,1562799600,0.0,0.0,86.96,86.96,0.26,10.8,12.87,266.0,0.0,6.0,10.0,0.0539,310.1
1969-12-31 17:16:28,1562803200,0.0,0.0,86.26,86.26,0.27,10.87,12.81,251.0,0.0,3.0,10.0,0.0539,310.0
1969-12-31 17:16:29,1562806800,0.0,0.0,84.09,84.09,0.29,10.41,12.65,240.0,0.0,1.0,10.0,0.0539,314.5
1969-12-31 17:16:30,1562810400,0.0,0.0,81.13,81.13,0.32,10.45,13.76,310.0,0.0,0.0,10.0,0.0539,312.8
1969-12-31 17:16:31,1562814000,0.0,0.0,76.79,76.79,0.36,9.92,14.85,296.0,0.0,0.0,10.0,0.0539,311.7
1969-12-31 17:16:32,1562817600,0.0,0.0,73.94,73.94,0.38,10.21,15.58,291.0,0.0,0.0,10.0,0.0539,311.9
1969-12-31 17:16:33,1562821200,0.0,0.0,71.75,71.75,0.39,10.18,15.25,299.0,0.0,0.0,10.0,0.0539,312.6
1969-12-31 17:16:34,1562824800,0.0,0.0,69.98,69.98,0.39,10.49,14.78,302.0,0.0,0.0,10.0,0.0539,312.7
1969-12-31 17:16:35,1562828400,0.0,0.0,68.88,68.88,0.41,10.81,15.14,304.0,0.0,0.0,10.0,0.0539,312.7
1969-12-31 17:16:36,1562832000,0.0,0.0,67.82,67.82,0.44,11.13,15.39,304.0,0.0,0.0,10.0,0.0539,312.5
1969-12-31 17:16:37,1562835600,0.0,0.0,66.71,66.71,0.48,10.57,15.4,306.0,0.0,0.0,10.0,0.0539,312.2
1969-12-31 17:16:38,1562839200,0.0,0.0,65.29,65.29,0.5,10.17,14.53,307.0,0.0,0.0,10.0,0.0539,311.4
1969-12-31 17:16:39,1562842800,0.0019,0.01,63.39,63.39,0.53,10.17,13.74,307.0,0.0,0.0,10.0,0.0539,310.5
1969-12-31 17:16:40,1562846400,0.0,0.0,63.39,63.39,0.52,10.06,12.85,309.0,0.0,0.0,10.0,0.0539,310.0
1969-12-31 17:16:41,1562850000,0.0,0.0,64.44,64.44,0.51,9.75,12.02,308.0,0.0,0.0,10.0,0.0539,311.1
1969-12-31 17:16:42,1562853600,0.0,0.0,67.7,67.7,0.49,8.46,10.93,304.0,0.0,0.0,10.0,0.0539,312.7
1969-12-31 17:16:43,1562857200,0.0,0.0,72.32,72.32,0.41,6.44,9.82,305.0,0.0,1.0,10.0,0.0539,313.0
1969-12-31 17:16:44,1562860800,0.0,0.0,76.48,76.48,0.36,5.48,7.8,323.0,0.0,3.0,10.0,0.0539,310.9
1969-12-31 17:16:45,1562864400,0.0,0.0,80.6,80.6,0.32,5.83,7.89,269.0,0.0,6.0,10.0,0.0539,307.5
1969-12-31 17:16:46,1562868000,0.0,0.0,83.85,83.85,0.29,5.39,6.74,286.0,0.0,9.0,10.0,0.0539,306.5
1969-12-31 17:16:47,1562871600,0.0,0.0,87.0,87.0,0.27,6.28,7.54,279.0,0.0,11.0,10.0,0.0539,303.8
1969-12-31 17:16:48,1562875200,0.0,0.0,89.52,89.52,0.25,7.98,9.49,251.0,0.0,11.0,10.0,0.0539,301.1
1969-12-31 17:16:49,1562878800,0.0,0.0,92.16,92.16,0.22,9.0,10.56,256.0,0.0,11.0,10.0,0.0539,298.6
1969-12-31 17:16:50,1562882400,0.0,0.0,92.63,92.63,0.21,9.73,11.75,261.0,0.0,9.0,10.0,0.0539,296.7
1969-12-31 17:16:51,1562886000,0.0,0.0,92.05,92.05,0.22,10.84,12.9,283.0,0.0,6.0,10.0,0.0539,295.0
1969-12-31 17:16:52,1562889600,0.0,0.0,89.64,89.64,0.24,11.31,13.7,277.0,0.0,4.0,10.0,0.0539,293.6
1969-12-31 17:16:53,1562893200,0.0,0.0,87.2,87.2,0.28,11.76,15.14,268.0,0.0,1.0,10.0,0.0539,294.5
1969-12-31 17:16:54,1562896800,0.0,0.0,83.77,83.77,0.32,12.72,17.47,316.0,0.0,0.0,10.0,0.0539,293.8
1969-12-31 17:16:55,1562900400,0.0,0.0,79.3,79.3,0.35,12.09,19.0,302.0,0.0,0.0,10.0,0.0539,293.5
1969-12-31 17:16:56,1562904000,0.0,0.0,76.76,76.76,0.37,11.76,19.41,297.0,0.0,0.0,10.0,0.0539,293.7
1969-12-31 17:16:57,1562907600,0.0,0.0,74.81,74.81,0.38,11.98,19.4,301.0,0.0,0.0,10.0,0.0539,294.2
1969-12-31 17:16:58,1562911200,0.0,0.0,73.21,73.21,0.4,12.32,19.45,304.0,0.0,0.0,10.0,0.0539,295.4
1969-12-31 17:16:59,1562914800,0.0,0.0,71.72,71.72,0.44,12.52,19.32,307.0,0.0,0.0,10.0,0.0539,295.5
1969-12-31 17:17:00,1562918400,0.0,0.0,70.47,70.47,0.46,12.71,18.03,305.0,0.0,0.0,10.0,0.0539,295.2
1969-12-31 17:17:01,1562922000,0.0,0.0,68.03,68.03,0.51,11.5,17.43,305.0,0.0,0.0,10.0,0.0539,295.0
1969-12-31 17:17:02,1562925600,0.0,0.0,67.34,67.34,0.51,10.95,16.23,305.0,0.0,0.0,10.0,0.0539,294.9
1969-12-31 17:17:03,1562929200,0.0005,0.01,65.31,65.31,0.54,10.99,16.34,304.0,0.0,0.0,10.0,0.0539,295.0
1969-12-31 17:17:04,1562932800,0.0,0.0,65.2,65.2,0.53,10.44,13.99,307.0,0.0,0.0,10.0,0.0539,295.0
1969-12-31 17:17:05,1562936400,0.0,0.0,66.39,66.39,0.54,10.48,13.84,308.0,0.0,0.0,10.0,0.0539,295.3
1969-12-31 17:17:06,1562940000,0.0,0.0,69.02,69.02,0.5,8.8,12.39,311.0,0.0,0.0,10.0,0.0539,295.3
1969-12-31 17:17:07,1562943600,0.0,0.0,74.69,74.69,0.41,5.55,8.46,314.0,0.0,2.0,10.0,0.0539,295.3
1969-12-31 17:17:08,1562947200,0.0013,0.01,78.82,78.82,0.37,4.73,7.47,331.0,0.0,4.0,10.0,0.0539,295.3
1969-12-31 17:17:09,1562950800,0.0,0.0,83.03,83.03,0.32,4.32,6.44,289.0,0.0,6.0,10.0,0.0539,295.5
1969-12-31 17:17:10,1562954400,0.0,0.0,86.81,86.81,0.26,3.29,6.19,322.0,0.0,9.0,10.0,0.0539,292.1
1969-12-31 17:17:11,1562958000,0.0,0.0,90.01,90.01,0.23,4.08,7.2,340.0,0.0,11.0,10.0,0.0539,290.7
1969-12-31 17:17:12,1562961600,0.0,0.0,93.2,93.2,0.2,5.51,8.48,232.0,0.0,12.0,10.0,0.0539,289.2
1969-12-31 17:17:13,1562965200,0.0,0.0,95.0,95.0,0.17,7.04,9.66,246.0,0.0,11.0,10.0,0.0539,288.2
1969-12-31 17:17:14,1562968800,0.0,0.0,95.85,95.85,0.17,9.07,12.16,243.0,0.0,9.0,10.0,0.0539,288.2
1969-12-31 17:17:15,1562972400,0.0,0.0,95.12,95.12,0.18,10.77,13.48,303.0,0.0,6.0,10.0,0.0539,288.8
1969-12-31 17:17:16,1562976000,0.0,0.0,92.51,92.51,0.21,11.59,13.96,274.0,0.0,4.0,10.0,0.0539,291.6
1969-12-31 17:17:17,1562979600,0.0,0.0,90.44,90.44,0.24,11.92,15.01,262.0,0.0,2.0,10.0,0.0539,291.9
1969-12-31 17:17:18,1562983200,0.0,0.0,86.92,86.92,0.27,11.4,15.17,316.0,0.0,0.0,10.0,0.0539,291.9
1969-12-31 17:17:19,1562986800,0.0,0.0,82.42,82.42,0.31,10.66,16.28,300.0,0.0,0.0,10.0,0.0539,292.1
1969-12-31 17:17:20,1562990400,0.0,0.0,79.57,79.57,0.32,11.06,16.97,297.0,0.0,0.0,10.0,0.0539,292.3
1969-12-31 17:17:21,1562994000,0.0,0.0,76.86,76.86,0.35,10.68,16.19,299.0,0.0,0.0,10.0,0.0539,292.4
1969-12-31 17:17:22,1562997600,0.0,0.0,74.93,74.93,0.36,11.08,15.46,303.0,0.0,0.0,10.0,0.0539,291.2
1969-12-31 17:17:23,1563001200,0.0,0.0,73.36,73.36,0.38,10.75,14.51,304.0,0.0,0.0,10.0,0.0539,291.6
1969-12-31 17:17:24,1563004800,0.0,0.0,72.25,72.25,0.4,10.05,13.55,306.0,0.0,0.0,10.0,0.0539,292.4
1969-12-31 17:17:25,1563008400,0.0,0.0,71.01,71.01,0.41,9.03,12.72,306.0,0.0,0.0,10.0,0.0539,293.0
1969-12-31 17:17:26,1563012000,0.0,0.0,70.37,70.37,0.43,9.02,12.61,305.0,0.0,0.0,10.0,0.0539,293.4
1969-12-31 17:17:27,1563015600,0.0,0.0,68.38,68.38,0.45,8.19,11.44,305.0,0.0,0.0,10.0,0.0539,293.8
1969-12-31 17:17:28,1563019200,0.0,0.0,68.38,68.38,0.44,7.54,9.67,306.0,0.0,0.0,10.0,0.0539,295.8
1969-12-31 17:17:29,1563022800,0.0,0.0,69.9,69.9,0.42,7.17,9.17,303.0,0.0,0.0,10.0,0.0539,296.2
1969-12-31 17:17:30,1563026400,0.0,0.0,72.68,72.68,0.38,5.69,7.16,300.0,0.0,0.0,10.0,0.0539,296.4
1969-12-31 17:17:31,1563030000,0.0,0.0,78.09,78.09,0.34,3.86,6.74,302.0,0.0,1.0,10.0,0.0539,296.4
1969-12-31 17:17:32,1563033600,0.0,0.0,82.87,82.87,0.28,4.39,7.23,359.0,0.0,4.0,10.0,0.0539,296.0
1969-12-31 17:17:33,1563037200,0.0,0.0,87.44,87.44,0.22,4.51,8.43,174.0,0.0,6.0,10.0,0.0539,295.3
1969-12-31 17:17:34,1563040800,0.0,0.0,90.69,90.69,0.19,5.29,9.91,222.0,0.0,9.0,10.0,0.0539,293.1
1969-12-31 17:17:35,1563044400,0.0,0.0,93.54,93.54,0.17,7.55,12.3,229.0,0.0,11.0,10.0,0.0539,292.1
1969-12-31 17:17:36,1563048000,0.0,0.0,95.63,95.63,0.16,10.87,14.97,219.0,0.0,12.0,10.0,0.0539,291.4
1969-12-31 17:17:37,1563051600,0.0,0.0,96.33,96.33,0.16,12.57,16.23,214.0,0.0,11.0,10.0,0.0539,291.1
1969-12-31 17:17:38,1563055200,0.0,0.0,96.66,96.66,0.16,13.52,16.79,216.0,0.0,9.0,10.0,0.0539,291.8
1969-12-31 17:17:39,1563058800,0.0,0.0,95.95,95.95,0.17,13.88,16.94,217.0,0.0,6.0,10.0,0.0539,293.0
1969-12-31 17:17:40,1563062400,0.0,0.0,93.98,93.98,0.18,12.03,16.13,218.0,0.0,4.0,10.0,0.0539,296.7
1969-12-31 17:17:41,1563066000,0.0,0.0,91.85,91.85,0.21,11.01,15.37,222.0,0.0,1.0,10.0,0.0539,297.5
1969-12-31 17:17:42,1563069600,0.0,0.0,88.34,88.34,0.25,9.83,13.6,250.0,0.0,0.0,10.0,0.0539,297.7
1969-12-31 17:17:43,1563073200,0.0,0.0,83.29,83.29,0.3,7.59,12.4,256.0,0.0,0.0,10.0,0.0539,297.5
1969-12-31 17:17:44,1563076800,0.0,0.0,79.72,79.72,0.33,6.99,10.54,278.0,0.0,0.0,10.0,0.0539,296.8
1969-12-31 17:17:45,1563080400,0.0,0.0,76.96,76.96,0.37,7.12,10.26,309.0,0.0,0.0,10.0,0.0539,295.6
1969-12-31 17:17:46,1563084000,0.0,0.0,74.51,74.51,0.38,7.75,11.32,279.0,0.0,0.0,10.0,0.0539,293.0
1969-12-31 17:17:47,1563087600,0.0011,0.01,72.91,72.91,0.42,8.07,11.45,266.0,0.0,0.0,10.0,0.0539,291.7
1969-12-31 17:17:48,1563091200,0.0,0.0,71.93,71.93,0.42,8.13,12.19,306.0,0.0,0.0,10.0,0.0539,290.7
1969-12-31 17:17:49,1563094800,0.0007,0.01,70.42,70.42,0.44,8.17,12.55,294.0,0.0,0.0,10.0,0.0539,289.9
1969-12-31 17:17:50,1563098400,0.0,0.0,69.04,69.04,0.46,7.63,11.34,285.0,0.0,0.0,10.0,0.0539,289.4
1969-12-31 17:17:51,1563102000,0.0,0.0,67.42,67.42,0.46,7.59,10.5,296.0,0.0,0.0,10.0,0.0539,289.2
1969-12-31 17:17:52,1563105600,0.0,0.0,66.9,66.9,0.45,7.77,9.82,302.0,0.01,0.0,10.0,0.0539,290.1
1969-12-31 17:17:53,1563109200,0.0,0.0,67.92,67.92,0.43,7.41,9.25,302.0,0.01,0.0,10.0,0.0539,290.7
1969-12-31 17:17:54,1563112800,0.0,0.0,70.59,70.59,0.41,6.83,8.73,301.0,0.01,0.0,10.0,0.0539,291.3
1969-12-31 17:17:55,1563116400,0.0,0.0,76.71,76.71,0.31,4.87,8.39,300.0,0.0,2.0,10.0,0.0539,291.6
1969-12-31 17:17:56,1563120000,0.0,0.0,81.17,81.17,0.27,5.78,8.99,300.0,0.0,4.0,10.0,0.0539,291.0
1969-12-31 17:17:57,1563123600,0.0,0.0,84.95,84.95,0.23,6.87,10.05,267.0,0.0,6.0,10.0,0.0539,290.0
1969-12-31 17:17:58,1563127200,0.0,0.0,88.33,88.33,0.2,7.21,11.85,273.0,0.0,9.0,10.0,0.0539,287.5
1969-12-31 17:17:59,1563130800,0.0,0.0,91.03,91.03,0.18,8.76,13.83,272.0,0.0,11.0,10.0,0.0539,287.1
1969-12-31 17:18:00,1563134400,0.0,0.0,93.38,93.38,0.17,10.45,17.02,266.0,0.0,12.0,10.0,0.0539,287.1
1969-12-31 17:18:01,1563138000,0.0,0.0,94.04,94.04,0.16,10.98,18.74,256.0,0.0,11.0,10.0,0.0539,287.0
1969-12-31 17:18:02,1563141600,0.0,0.0,94.32,94.32,0.17,12.23,18.61,266.0,0.0,9.0,10.0,0.0539,286.6
1969-12-31 17:18:03,1563145200,0.0,0.0,93.48,93.48,0.18,12.9,17.65,282.0,0.0,6.0,10.0,0.0539,286.2
1969-12-31 17:18:04,1563148800,0.0,0.0,91.48,91.48,0.19,11.84,16.37,282.0,0.0,4.0,10.0,0.0539,288.3
1969-12-31 17:18:05,1563152400,0.0,0.0,89.85,89.85,0.21,11.95,16.29,274.0,0.0,2.0,10.0,0.0539,287.8
1969-12-31 17:18:06,1563156000,0.0,0.0,87.14,87.14,0.24,11.52,16.37,307.0,0.0,0.0,10.0,0.0539,287.0
1969-12-31 17:18:07,1563159600,0.0,0.0,82.71,82.71,0.27,10.29,17.32,295.0,0.0,0.0,10.0,0.0539,286.3
1969-12-31 17:18:08,1563163200,0.0,0.0,79.95,79.95,0.3,10.44,18.44,291.0,0.0,0.0,10.0,0.0539,286.0
1969-12-31 17:18:09,1563166800,0.0,0.0,78.07,78.07,0.33,10.92,19.87,298.0,0.0,0.0,10.0,0.0539,285.9
1969-12-31 17:18:10,1563170400,0.001,0.01,76.18,76.18,0.35,11.36,21.09,298.0,0.0,0.0,10.0,0.0539,284.0
1969-12-31 17:18:11,1563174000,0.0,0.0,74.51,74.51,0.39,12.64,21.96,298.0,0.0,0.0,10.0,0.0539,283.5
1969-12-31 17:18:12,1563177600,0.0,0.0,72.92,72.92,0.41,12.84,21.69,300.0,0.0,0.0,10.0,0.0539,283.4
1969-12-31 17:18:13,1563181200,0.0,0.0,71.29,71.29,0.41,12.7,22.3,302.0,0.0,0.0,10.0,0.0539,283.4
1969-12-31 17:18:14,1563184800,0.0,0.0,69.87,69.87,0.39,12.35,20.81,301.0,0.0,0.0,10.0,0.0539,283.9
1969-12-31 17:18:15,1563188400,0.0,0.0,68.27,68.27,0.39,12.74,19.71,303.0,0.0,0.0,10.0,0.0539,284.6
