,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,precipAccumulation,ozone
1969-12-31 16:39:28,1554811200,0.0012,0.02,52.3,52.3,1.0,16.27,28.82,299.0,0.49,0.0,4.924,0.0539,285.1
1969-12-31 16:39:29,1554814800,0.0029,0.05,51.7,51.7,1.0,17.61,32.07,298.0,0.59,0.0,3.494,0.0539,286.4
1969-12-31 16:39:30,1554818400,0.0088,0.11,51.69,51.69,1.0,18.43,34.57,296.0,0.65,0.0,5.806,0.0539,288.4
1969-12-31 16:39:31,1554822000,0.0117,0.13,51.47,51.47,1.0,19.67,37.39,299.0,0.66,1.0,7.166,0.0539,290.9
1969-12-31 16:39:32,1554825600,0.012,0.13,50.55,50.55,0.97,21.63,38.89,298.0,0.66,2.0,6.984,0.0539,293.5
1969-12-31 16:39:33,1554829200,0.0139,0.13,50.79,50.79,0.89,21.22,36.77,298.0,0.58,4.0,8.722,0.0539,296.4
1969-12-31 16:39:34,1554832800,0.0009,0.05,49.03,41.88,0.88,22.44,35.76,296.0,0.45,6.0,6.793,0.0539,304.9
1969-12-31 16:39:35,1554836400,0.0008,0.03,49.41,42.19,0.79,23.6,34.34,298.0,0.39,7.0,8.264,0.0539,308.6
1969-12-31 16:39:36,1554840000,0.0022,0.04,51.21,51.21,0.7,23.78,36.7,300.0,0.24,8.0,10.0,0.0539,312.0
1969-12-31 16:39:37,1554843600,0.0018,0.04,53.11,53.11,0.66,22.89,35.85,301.0,0.23,7.0,10.0,0.0539,315.7
1969-12-31 16:39:38,1554847200,0.0012,0.03,54.09,54.09,0.59,24.33,37.19,303.0,0.2,6.0,10.0,0.0539,318.9
1969-12-31 16:39:39,1554850800,0.0008,0.01,53.75,53.75,0.54,25.83,39.4,305.0,0.16,4.0,10.0,0.0539,322.6
1969-12-31 16:39:40,1554854400,0.0,0.0,53.02,53.02,0.51,29.06,43.25,308.0,0.1,2.0,10.0,0.0539,328.8
1969-12-31 16:39:41,1554858000,0.0008,0.01,52.05,52.05,0.53,30.26,47.97,310.0,0.08,0.0,10.0,0.0539,347.8
1969-12-31 16:39:42,1554861600,0.0007,0.01,48.93,40.21,0.59,32.87,51.65,312.0,0.08,0.0,10.0,0.0539,372.0
1969-12-31 16:39:43,1554865200,0.0014,0.01,49.03,40.79,0.66,29.53,47.48,312.0,0.1,0.0,10.0,0.0539,389.1
1969-12-31 16:39:44,1554868800,0.0021,0.01,45.01,34.54,0.7,35.11,57.65,318.0,0.17,0.0,10.0,0.0539,393.2
1969-12-31 16:39:45,1554872400,0.0032,0.01,44.02,33.5,0.72,32.84,53.73,322.0,0.22,0.0,10.0,0.0539,390.2
1969-12-31 16:39:46,1554876000,0.0009,0.01,45.45,36.7,0.71,24.82,44.95,320.0,0.14,0.0,10.0,0.0539,371.6
1969-12-31 16:39:47,1554879600,0.0,0.0,44.5,36.28,0.75,20.44,41.71,319.0,0.15,0.0,10.0,0.0539,368.3
1969-12-31 16:39:48,1554883200,0.0002,0.01,43.6,35.69,0.77,17.85,36.83,320.0,0.08,0.0,10.0,0.0539,366.3
1969-12-31 16:39:49,1554886800,0.0005,0.01,42.62,34.68,0.76,16.86,35.2,317.0,0.11,0.0,10.0,0.0539,365.3
1969-12-31 16:39:50,1554890400,0.0007,0.01,42.13,34.02,0.76,16.97,34.7,314.0,0.12,0.0,10.0,0.0539,366.0
1969-12-31 16:39:51,1554894000,0.0012,0.01,41.41,33.21,0.77,16.51,33.47,312.0,0.11,0.0,10.0,0.0539,367.7
1969-12-31 16:39:52,1554897600,0.0,0.0,40.02,31.46,0.84,16.36,32.24,311.0,0.09,0.0,10.0,0.0539,371.9
1969-12-31 16:39:53,1554901200,0.0,0.0,40.17,31.97,0.82,15.26,30.23,313.0,0.1,0.0,10.0,0.0539,374.2
1969-12-31 16:39:54,1554904800,0.0012,0.01,40.6,32.81,0.8,14.35,29.6,315.0,0.1,0.0,10.0,0.0539,376.6
1969-12-31 16:39:55,1554908400,0.0006,0.01,42.2,34.97,0.72,13.94,28.16,315.0,0.13,1.0,10.0,0.0539,378.1
1969-12-31 16:39:56,1554912000,0.0016,0.01,44.51,37.73,0.65,14.56,28.5,313.0,0.13,2.0,10.0,0.0539,378.3
1969-12-31 16:39:57,1554915600,0.0009,0.01,47.07,40.7,0.6,15.75,28.09,313.0,0.13,3.0,10.0,0.0539,377.7
1969-12-31 16:39:58,1554919200,0.0012,0.01,49.9,44.48,0.57,15.13,26.83,311.0,0.02,5.0,10.0,0.0539,373.0
1969-12-31 16:39:59,1554922800,0.0,0.0,52.2,52.2,0.51,17.35,26.34,310.0,0.02,7.0,10.0,0.0539,373.6
1969-12-31 16:40:00,1554926400,0.0012,0.01,55.03,55.03,0.42,17.9,28.36,310.0,0.02,7.0,10.0,0.0539,375.0
1969-12-31 16:40:01,1554930000,0.0,0.0,57.54,57.54,0.37,17.81,28.47,311.0,0.03,7.0,10.0,0.0539,376.4
1969-12-31 16:40:02,1554933600,0.0,0.0,58.8,58.8,0.35,18.9,28.63,310.0,0.02,5.0,10.0,0.0539,377.3
1969-12-31 16:40:03,1554937200,0.0,0.0,58.38,58.38,0.36,19.59,27.61,308.0,0.01,3.0,10.0,0.0539,378.0
1969-12-31 16:40:04,1554940800,0.0,0.0,55.52,55.52,0.38,20.4,29.35,305.0,0.0,2.0,10.0,0.0539,383.9
1969-12-31 16:40:05,1554944400,0.0,0.0,54.25,54.25,0.4,18.93,28.9,305.0,0.0,0.0,10.0,0.0539,384.1
1969-12-31 16:40:06,1554948000,0.0,0.0,51.52,51.52,0.4,17.61,29.3,307.0,0.0,0.0,10.0,0.0539,383.4
1969-12-31 16:40:07,1554951600,0.0,0.0,48.98,42.93,0.44,16.76,30.64,307.0,0.02,0.0,10.0,0.0539,383.1
1969-12-31 16:40:08,1554955200,0.0016,0.01,48.07,41.6,0.48,17.46,32.68,310.0,0.04,0.0,10.0,0.0539,383.3
1969-12-31 16:40:09,1554958800,0.0,0.0,47.27,40.64,0.53,17.09,31.87,313.0,0.03,0.0,10.0,0.0539,384.0
1969-12-31 16:40:10,1554962400,0.0,0.0,46.59,39.93,0.56,16.36,29.08,312.0,0.02,0.0,10.0,0.0539,384.4
1969-12-31 16:40:11,1554966000,0.0,0.0,45.62,38.61,0.58,16.64,27.78,312.0,0.01,0.0,10.0,0.0539,385.4
1969-12-31 16:40:12,1554969600,0.0,0.0,44.59,37.47,0.61,15.88,27.4,311.0,0.01,0.0,10.0,0.0539,386.7
1969-12-31 16:40:13,1554973200,0.0003,0.01,43.66,36.94,0.62,13.56,24.31,309.0,0.01,0.0,10.0,0.0539,387.9
1969-12-31 16:40:14,1554976800,0.0009,0.01,42.81,36.38,0.65,12.01,21.0,309.0,0.01,0.0,10.0,0.0539,389.2
1969-12-31 16:40:15,1554980400,0.0007,0.01,41.97,35.54,0.67,11.42,18.91,307.0,0.03,0.0,10.0,0.0539,390.4
1969-12-31 16:40:16,1554984000,0.0,0.0,41.79,35.36,0.67,11.3,16.89,307.0,0.0,0.0,10.0,0.0539,391.0
1969-12-31 16:40:17,1554987600,0.0,0.0,42.29,36.0,0.65,11.23,17.23,309.0,0.01,0.0,10.0,0.0539,391.6
1969-12-31 16:40:18,1554991200,0.0,0.0,43.31,37.5,0.65,10.64,17.43,310.0,0.02,0.0,10.0,0.0539,392.0
1969-12-31 16:40:19,1554994800,0.0,0.0,46.87,42.08,0.61,10.2,18.73,306.0,0.04,1.0,10.0,0.0539,392.5
1969-12-31 16:40:20,1554998400,0.0,0.0,50.51,50.51,0.56,10.56,18.46,307.0,0.23,2.0,10.0,0.0539,393.3
1969-12-31 16:40:21,1555002000,0.0,0.0,54.28,54.28,0.52,11.56,19.34,305.0,0.35,3.0,10.0,0.0539,394.0
1969-12-31 16:40:22,1555005600,0.0,0.0,57.79,57.79,0.47,14.46,24.37,306.0,0.42,4.0,10.0,0.0539,405.6
1969-12-31 16:40:23,1555009200,0.0009,0.01,59.03,59.03,0.46,15.1,23.33,302.0,0.59,4.0,10.0,0.0539,403.7
1969-12-31 16:40:24,1555012800,0.0016,0.01,58.83,58.83,0.45,18.02,25.64,300.0,0.76,4.0,10.0,0.0539,399.5
1969-12-31 16:40:25,1555016400,0.0015,0.01,56.2,56.2,0.5,18.99,27.56,300.0,0.77,4.0,10.0,0.0539,396.6
1969-12-31 16:40:26,1555020000,0.0014,0.01,55.99,55.99,0.52,20.17,28.72,298.0,0.74,3.0,10.0,0.0539,396.8
1969-12-31 16:40:27,1555023600,0.0,0.0,55.49,55.49,0.52,21.64,31.65,299.0,0.67,2.0,10.0,0.0539,398.4
1969-12-31 16:40:28,1555027200,0.0,0.0,53.4,53.4,0.56,22.38,34.01,302.0,0.54,1.0,10.0,0.0539,394.9
1969-12-31 16:40:29,1555030800,0.0008,0.01,52.47,52.47,0.6,23.04,36.33,304.0,0.43,0.0,10.0,0.0539,398.1
1969-12-31 16:40:30,1555034400,0.0028,0.01,50.39,50.39,0.63,20.24,35.41,304.0,0.34,0.0,10.0,0.0539,402.9
1969-12-31 16:40:31,1555038000,0.0041,0.02,48.31,41.81,0.68,17.93,37.41,304.0,0.25,0.0,10.0,0.0539,406.4
1969-12-31 16:40:32,1555041600,0.0034,0.02,47.34,39.77,0.72,21.78,40.36,308.0,0.26,0.0,10.0,0.0539,407.8
1969-12-31 16:40:33,1555045200,0.002,0.02,46.64,38.76,0.77,22.2,41.16,312.0,0.25,0.0,10.0,0.0539,408.0
1969-12-31 16:40:34,1555048800,0.0014,0.02,46.04,37.91,0.81,22.54,40.05,312.0,0.27,0.0,10.0,0.0539,414.2
1969-12-31 16:40:35,1555052400,0.0004,0.01,45.62,37.48,0.82,21.85,37.14,315.0,0.21,0.0,10.0,0.0539,409.7
1969-12-31 16:40:36,1555056000,0.0014,0.02,44.91,37.01,0.84,19.56,34.4,314.0,0.32,0.0,9.675,0.0539,402.4
1969-12-31 16:40:37,1555059600,0.0024,0.03,44.44,36.69,0.86,18.28,31.78,314.0,0.39,0.0,8.903,0.0539,396.2
1969-12-31 16:40:38,1555063200,0.0023,0.03,43.62,35.8,0.88,17.56,30.58,312.0,0.45,0.0,8.41,0.0539,392.7
1969-12-31 16:40:39,1555066800,0.0016,0.03,43.04,35.19,0.89,17.01,29.31,311.0,0.44,0.0,8.003,0.0539,390.3
1969-12-31 16:40:40,1555070400,0.0014,0.03,42.64,34.95,0.91,15.92,25.54,312.0,0.43,0.0,8.143,0.0539,380.4
1969-12-31 16:40:41,1555074000,0.0003,0.02,42.42,35.11,0.9,14.41,23.68,311.0,0.41,0.0,8.283,0.0539,376.7
1969-12-31 16:40:42,1555077600,0.0009,0.03,42.41,35.41,0.94,13.37,23.6,311.0,0.34,0.0,9.741,0.0539,373.7
1969-12-31 16:40:43,1555081200,0.0014,0.04,43.58,37.18,0.92,12.51,21.86,312.0,0.36,1.0,9.651,0.0539,371.2
1969-12-31 16:40:44,1555084800,0.0023,0.04,46.12,40.6,0.88,11.81,18.81,317.0,0.31,2.0,10.0,0.0539,369.0
1969-12-31 16:40:45,1555088400,0.0,0.0,48.86,44.51,0.81,10.35,15.01,319.0,0.25,4.0,10.0,0.0539,367.3
1969-12-31 16:40:46,1555092000,0.0,0.0,52.55,52.55,0.72,9.12,13.44,317.0,0.14,6.0,10.0,0.0539,357.7
1969-12-31 16:40:47,1555095600,0.0,0.0,54.89,54.89,0.62,9.38,13.66,319.0,0.16,7.0,10.0,0.0539,354.7
1969-12-31 16:40:48,1555099200,0.0013,0.01,57.14,57.14,0.54,9.15,13.95,322.0,0.21,7.0,10.0,0.0539,352.4
1969-12-31 16:40:49,1555102800,0.0,0.0,59.08,59.08,0.49,9.31,14.58,324.0,0.25,7.0,10.0,0.0539,350.5
1969-12-31 16:40:50,1555106400,0.001,0.01,60.03,60.03,0.49,10.49,14.75,318.0,0.26,5.0,10.0,0.0539,348.9
1969-12-31 16:40:51,1555110000,0.0005,0.01,60.21,60.21,0.49,10.64,13.74,316.0,0.35,3.0,10.0,0.0539,347.8
1969-12-31 16:40:52,1555113600,0.0,0.0,58.54,58.54,0.51,10.93,13.32,309.0,0.28,2.0,10.0,0.0539,347.1
1969-12-31 16:40:53,1555117200,0.0006,0.01,57.06,57.06,0.54,11.24,14.48,307.0,0.25,1.0,10.0,0.0539,344.9
1969-12-31 16:40:54,1555120800,0.0,0.0,53.88,53.88,0.59,11.69,16.72,307.0,0.12,0.0,10.0,0.0539,342.2
1969-12-31 16:40:55,1555124400,0.0,0.0,50.55,50.55,0.67,11.09,18.83,309.0,0.15,0.0,10.0,0.0539,340.0
1969-12-31 16:40:56,1555128000,0.0012,0.01,48.95,44.37,0.71,11.11,18.27,310.0,0.13,0.0,10.0,0.0539,338.5
1969-12-31 16:40:57,1555131600,0.0,0.0,47.45,42.82,0.72,10.16,15.82,310.0,0.13,0.0,10.0,0.0539,337.4
1969-12-31 16:40:58,1555135200,0.0,0.0,46.18,41.47,0.68,9.58,13.3,309.0,0.07,0.0,10.0,0.0539,330.2
1969-12-31 16:40:59,1555138800,0.0,0.0,45.4,40.8,0.7,8.81,12.19,314.0,0.04,0.0,10.0,0.0539,329.9
1969-12-31 16:41:00,1555142400,0.0,0.0,44.83,40.29,0.71,8.39,11.8,318.0,0.02,0.0,10.0,0.0539,330.8
1969-12-31 16:41:01,1555146000,0.0,0.0,43.4,39.59,0.68,6.37,10.0,325.0,0.0,0.0,10.0,0.0539,331.7
1969-12-31 16:41:02,1555149600,0.0,0.0,42.6,39.32,0.69,5.3,8.29,335.0,0.0,0.0,10.0,0.0539,331.9
1969-12-31 16:41:03,1555153200,0.0,0.0,41.53,38.54,0.71,4.65,6.73,346.0,0.0,0.0,10.0,0.0539,332.2
1969-12-31 16:41:04,1555156800,0.0,0.0,41.73,38.49,0.66,5.02,6.98,24.0,0.0,0.0,10.0,0.0539,332.8
1969-12-31 16:41:05,1555160400,0.0,0.0,41.98,38.67,0.65,5.18,6.96,55.0,0.0,0.0,10.0,0.0539,333.3
1969-12-31 16:41:06,1555164000,0.0,0.0,43.35,40.0,0.62,5.6,8.76,57.0,0.0,0.0,10.0,0.0539,333.8
1969-12-31 16:41:07,1555167600,0.0,0.0,47.94,45.58,0.55,5.35,10.09,81.0,0.0,1.0,10.0,0.0539,334.5
1969-12-31 16:41:08,1555171200,0.0,0.0,52.57,52.57,0.47,5.95,11.34,87.0,0.0,2.0,10.0,0.0539,335.8
1969-12-31 16:41:09,1555174800,0.0,0.0,56.96,56.96,0.39,6.9,11.38,95.0,0.0,4.0,10.0,0.0539,337.4
1969-12-31 16:41:10,1555178400,0.0,0.0,60.35,60.35,0.33,7.43,10.04,102.0,0.0,7.0,10.0,0.0539,333.9
1969-12-31 16:41:11,1555182000,0.0,0.0,63.31,63.31,0.29,6.93,8.61,117.0,0.03,8.0,10.0,0.0539,333.1
1969-12-31 16:41:12,1555185600,0.0,0.0,65.45,65.45,0.27,5.32,7.46,153.0,0.07,8.0,10.0,0.0539,332.1
1969-12-31 16:41:13,1555189200,0.0,0.0,68.49,68.49,0.24,4.35,6.56,181.0,0.11,8.0,10.0,0.0539,330.8
1969-12-31 16:41:14,1555192800,0.0,0.0,71.0,71.0,0.23,5.47,7.73,177.0,0.12,6.0,10.0,0.0539,328.9
1969-12-31 16:41:15,1555196400,0.0,0.0,72.6,72.6,0.23,7.19,9.43,288.0,0.12,4.0,10.0,0.0539,326.7
1969-12-31 16:41:16,1555200000,0.0,0.0,69.82,69.82,0.27,9.27,11.77,267.0,0.13,2.0,10.0,0.0539,327.5
1969-12-31 16:41:17,1555203600,0.0,0.0,67.59,67.59,0.31,9.89,13.59,269.0,0.19,1.0,10.0,0.0539,327.2
1969-12-31 16:41:18,1555207200,0.0,0.0,63.41,63.41,0.36,9.09,13.64,273.0,0.24,0.0,10.0,0.0539,327.2
1969-12-31 16:41:19,1555210800,0.0,0.0,58.92,58.92,0.41,9.13,14.9,278.0,0.29,0.0,10.0,0.0539,327.2
1969-12-31 16:41:20,1555214400,0.0,0.0,56.58,56.58,0.47,9.37,14.93,269.0,0.32,0.0,10.0,0.0539,327.1
1969-12-31 16:41:21,1555218000,0.0,0.0,54.66,54.66,0.51,9.76,14.91,298.0,0.34,0.0,10.0,0.0539,326.9
1969-12-31 16:41:22,1555221600,0.0,0.0,53.32,53.32,0.55,10.53,15.23,286.0,0.29,0.0,10.0,0.0539,323.9
1969-12-31 16:41:23,1555225200,0.0,0.0,52.28,52.28,0.58,10.75,15.95,294.0,0.31,0.0,10.0,0.0539,323.9
1969-12-31 16:41:24,1555228800,0.0,0.0,51.45,51.45,0.6,11.43,17.5,286.0,0.34,0.0,10.0,0.0539,324.5
1969-12-31 16:41:25,1555232400,0.0,0.0,50.32,50.32,0.64,10.94,17.78,291.0,0.35,0.0,10.0,0.0539,324.9
1969-12-31 16:41:26,1555236000,0.0,0.0,49.72,45.56,0.65,10.38,15.55,290.0,0.38,0.0,10.0,0.0539,324.9
1969-12-31 16:41:27,1555239600,0.0,0.0,49.18,44.9,0.68,10.35,15.55,290.0,0.42,0.0,10.0,0.0539,324.9
1969-12-31 16:41:28,1555243200,0.0,0.0,48.99,44.82,0.67,9.9,13.43,294.0,0.35,0.0,10.0,0.0539,325.9
1969-12-31 16:41:29,1555246800,0.0,0.0,49.71,46.08,0.66,8.85,11.9,314.0,0.33,0.0,10.0,0.0539,326.0
1969-12-31 16:41:30,1555250400,0.0,0.0,50.86,50.86,0.65,8.49,11.87,273.0,0.31,0.0,10.0,0.0539,325.9
1969-12-31 16:41:31,1555254000,0.0,0.0,54.42,54.42,0.59,7.65,11.77,277.0,0.26,1.0,10.0,0.0539,325.8
1969-12-31 16:41:32,1555257600,0.0,0.0,58.26,58.26,0.52,8.27,12.75,278.0,0.25,2.0,10.0,0.0539,325.8
1969-12-31 16:41:33,1555261200,0.0,0.0,62.41,62.41,0.46,9.82,13.61,270.0,0.25,4.0,10.0,0.0539,325.7
1969-12-31 16:41:34,1555264800,0.0,0.0,65.74,65.74,0.4,11.23,14.88,270.0,0.22,6.0,10.0,0.0539,326.5
1969-12-31 16:41:35,1555268400,0.0,0.0,67.79,67.79,0.38,11.8,15.19,265.0,0.19,8.0,10.0,0.0539,326.8
1969-12-31 16:41:36,1555272000,0.0,0.0,69.83,69.83,0.36,12.56,16.07,263.0,0.16,8.0,10.0,0.0539,327.2
1969-12-31 16:41:37,1555275600,0.0,0.0,70.8,70.8,0.34,13.1,17.16,259.0,0.13,8.0,10.0,0.0539,327.2
1969-12-31 16:41:38,1555279200,0.0,0.0,71.55,71.55,0.33,13.76,18.17,257.0,0.11,6.0,10.0,0.0539,326.8
1969-12-31 16:41:39,1555282800,0.0,0.0,70.82,70.82,0.35,13.92,18.47,252.0,0.1,4.0,10.0,0.0539,326.0
1969-12-31 16:41:40,1555286400,0.0,0.0,68.84,68.84,0.38,14.34,19.13,262.0,0.09,2.0,10.0,0.0539,334.4
1969-12-31 16:41:41,1555290000,0.0,0.0,66.89,66.89,0.41,13.35,18.77,279.0,0.14,1.0,10.0,0.0539,335.2
1969-12-31 16:41:42,1555293600,0.0,0.0,63.43,63.43,0.45,12.39,18.99,243.0,0.2,0.0,10.0,0.0539,335.3
1969-12-31 16:41:43,1555297200,0.0,0.0,59.62,59.62,0.49,11.01,18.95,254.0,0.24,0.0,10.0,0.0539,335.5
1969-12-31 16:41:44,1555300800,0.0,0.0,57.32,57.32,0.55,10.34,18.51,252.0,0.27,0.0,10.0,0.0539,336.0
1969-12-31 16:41:45,1555304400,0.0012,0.01,55.38,55.38,0.6,9.42,15.96,297.0,0.31,0.0,10.0,0.0539,336.7
1969-12-31 16:41:46,1555308000,0.0,0.0,53.89,53.89,0.61,9.76,15.34,271.0,0.32,0.0,10.0,0.0539,339.9
1969-12-31 16:41:47,1555311600,0.001,0.01,52.68,52.68,0.63,9.72,15.04,267.0,0.34,0.0,10.0,0.0539,340.6
1969-12-31 16:41:48,1555315200,0.0,0.0,51.35,51.35,0.66,9.88,14.81,294.0,0.36,0.0,10.0,0.0539,340.9
1969-12-31 16:41:49,1555318800,0.0,0.0,49.95,46.25,0.68,9.2,14.9,279.0,0.37,0.0,10.0,0.0539,341.0
1969-12-31 16:41:50,1555322400,0.0,0.0,49.22,45.21,0.71,9.62,15.35,274.0,0.4,0.0,10.0,0.0539,341.1
1969-12-31 16:41:51,1555326000,0.002,0.01,48.59,44.48,0.73,9.48,14.32,281.0,0.38,0.0,10.0,0.0539,341.0
1969-12-31 16:41:52,1555329600,0.0,0.0,48.18,43.8,0.76,9.93,13.96,287.0,0.4,0.0,10.0,0.0539,340.6
1969-12-31 16:41:53,1555333200,0.0,0.0,48.4,43.79,0.75,10.78,15.32,294.0,0.42,0.0,10.0,0.0539,340.4
1969-12-31 16:41:54,1555336800,0.0006,0.01,48.86,44.4,0.75,10.64,15.43,278.0,0.44,0.0,10.0,0.0539,340.2
1969-12-31 16:41:55,1555340400,0.0,0.0,51.34,51.34,0.69,10.46,17.05,283.0,0.45,1.0,10.0,0.0539,340.2
1969-12-31 16:41:56,1555344000,0.0,0.0,54.57,54.57,0.62,11.03,17.5,297.0,0.47,2.0,10.0,0.0539,340.5
1969-12-31 16:41:57,1555347600,0.0,0.0,58.43,58.43,0.55,11.58,17.17,260.0,0.48,4.0,10.0,0.0539,340.9
1969-12-31 16:41:58,1555351200,0.0013,0.01,61.6,61.6,0.5,11.07,15.55,271.0,0.36,5.0,10.0,0.0539,342.4
1969-12-31 16:41:59,1555354800,0.0003,0.01,64.43,64.43,0.45,12.0,16.09,269.0,0.39,6.0,10.0,0.0539,343.1
1969-12-31 16:42:00,1555358400,0.0014,0.01,66.28,66.28,0.42,13.49,17.57,259.0,0.37,7.0,10.0,0.0539,343.7
1969-12-31 16:42:01,1555362000,0.0,0.0,65.27,65.27,0.44,14.18,19.35,252.0,0.36,6.0,10.0,0.0539,343.6
1969-12-31 16:42:02,1555365600,0.0002,0.01,65.29,65.29,0.45,15.13,20.6,246.0,0.35,5.0,10.0,0.0539,342.6
1969-12-31 16:42:03,1555369200,0.0013,0.01,64.08,64.08,0.48,15.47,21.0,261.0,0.26,4.0,10.0,0.0539,340.9
1969-12-31 16:42:04,1555372800,0.0,0.0,63.92,63.92,0.47,15.8,21.47,258.0,0.2,2.0,10.0,0.0539,338.2
1969-12-31 16:42:05,1555376400,0.0015,0.01,62.12,62.12,0.51,15.3,21.63,259.0,0.23,1.0,10.0,0.0539,336.8
1969-12-31 16:42:06,1555380000,0.0,0.0,58.96,58.96,0.57,14.55,21.77,264.0,0.29,0.0,10.0,0.0539,335.6
1969-12-31 16:42:07,1555383600,0.0,0.0,55.92,55.92,0.67,13.05,21.44,266.0,0.36,0.0,10.0,0.0539,335.0
1969-12-31 16:42:08,1555387200,0.002,0.02,53.84,53.84,0.74,12.18,20.48,273.0,0.35,0.0,10.0,0.0539,335.3
1969-12-31 16:42:09,1555390800,0.0019,0.02,52.39,52.39,0.76,12.46,19.97,276.0,0.28,0.0,10.0,0.0539,336.3
1969-12-31 16:42:10,1555394400,0.0031,0.02,50.88,50.88,0.77,13.07,21.71,277.0,0.26,0.0,10.0,0.0539,340.6
1969-12-31 16:42:11,1555398000,0.0029,0.02,49.35,44.2,0.77,13.49,22.12,273.0,0.33,0.0,10.0,0.0539,343.1
1969-12-31 16:42:12,1555401600,0.0022,0.02,47.93,42.39,0.78,13.48,22.04,284.0,0.52,0.0,10.0,0.0539,346.0
1969-12-31 16:42:13,1555405200,0.0028,0.03,46.37,40.67,0.82,12.58,21.65,280.0,0.47,0.0,10.0,0.0539,349.4
1969-12-31 16:42:14,1555408800,0.002,0.04,45.55,39.56,0.87,12.82,21.66,280.0,0.47,0.0,10.0,0.0539,353.4
1969-12-31 16:42:15,1555412400,0.0046,0.09,45.02,38.98,0.91,12.57,21.8,279.0,0.48,0.0,6.808,0.0539,357.8
1969-12-31 16:42:16,1555416000,0.002,0.11,44.64,38.66,0.95,12.09,19.6,278.0,0.55,0.0,5.538,0.0539,359.3
1969-12-31 16:42:17,1555419600,0.0026,0.15,44.76,38.8,0.98,12.09,20.68,280.0,0.57,0.0,6.695,0.0539,364.1
1969-12-31 16:42:18,1555423200,0.0043,0.14,45.29,39.33,1.0,12.52,21.78,277.0,0.57,0.0,5.538,0.0539,369.1
1969-12-31 16:42:19,1555426800,0.0041,0.13,46.21,40.35,1.0,12.99,23.1,281.0,0.6,1.0,7.497,0.0539,372.5
1969-12-31 16:42:20,1555430400,0.0036,0.09,48.34,42.83,0.94,13.78,23.35,273.0,0.6,2.0,8.213,0.0539,373.0
1969-12-31 16:42:21,1555434000,0.003,0.07,50.01,50.01,0.89,15.54,25.08,297.0,0.55,3.0,8.711,0.0539,371.8
1969-12-31 16:42:22,1555437600,0.0011,0.04,51.9,51.9,0.82,16.41,25.43,288.0,0.55,4.0,10.0,0.0539,373.4
1969-12-31 16:42:23,1555441200,0.0028,0.04,53.91,53.91,0.71,17.38,24.94,287.0,0.47,6.0,10.0,0.0539,370.3
1969-12-31 16:42:24,1555444800,0.0008,0.03,55.55,55.55,0.66,18.51,26.27,296.0,0.4,6.0,10.0,0.0539,366.0
1969-12-31 16:42:25,1555448400,0.0026,0.03,55.58,55.58,0.64,18.52,25.78,293.0,0.31,6.0,10.0,0.0539,362.9
1969-12-31 16:42:26,1555452000,0.0009,0.02,56.86,56.86,0.61,19.13,26.28,294.0,0.26,5.0,10.0,0.0539,362.7
1969-12-31 16:42:27,1555455600,0.0007,0.02,55.3,55.3,0.63,20.03,28.84,299.0,0.18,3.0,10.0,0.0539,363.7
1969-12-31 16:42:28,1555459200,0.0,0.0,53.73,53.73,0.69,21.71,31.78,302.0,0.19,2.0,10.0,0.0539,357.6
1969-12-31 16:42:29,1555462800,0.0,0.0,52.99,52.99,0.75,20.31,30.58,308.0,0.2,1.0,10.0,0.0539,350.5
1969-12-31 16:42:30,1555466400,0.0003,0.02,50.92,50.92,0.79,17.1,27.37,310.0,0.22,0.0,10.0,0.0539,341.5
1969-12-31 16:42:31,1555470000,0.0008,0.02,49.33,44.07,0.83,13.9,25.01,314.0,0.16,0.0,10.0,0.0539,334.8
1969-12-31 16:42:32,1555473600,0.0013,0.02,48.2,42.75,0.87,13.39,23.4,314.0,0.19,0.0,10.0,0.0539,332.7
1969-12-31 16:42:33,1555477200,0.002,0.03,47.21,41.45,0.9,13.56,22.71,314.0,0.19,0.0,9.757,0.0539,332.9
1969-12-31 16:42:34,1555480800,0.0,0.0,46.25,40.24,0.92,13.54,20.73,307.0,0.2,0.0,10.0,0.0539,337.3
1969-12-31 16:42:35,1555484400,0.0,0.0,45.72,39.7,0.93,13.1,20.03,306.0,0.2,0.0,10.0,0.0539,335.2
1969-12-31 16:42:36,1555488000,0.0004,0.01,45.2,39.22,0.93,12.51,18.83,307.0,0.21,0.0,10.0,0.0539,331.9
1969-12-31 16:42:37,1555491600,0.0007,0.01,45.18,39.62,0.94,11.22,18.38,310.0,0.17,0.0,10.0,0.0539,329.0
1969-12-31 16:42:38,1555495200,0.0008,0.01,44.31,38.6,0.89,11.03,16.52,314.0,0.21,0.0,9.696,0.0539,326.9
1969-12-31 16:42:39,1555498800,0.0007,0.01,43.92,38.09,0.88,11.1,15.55,316.0,0.24,0.0,9.796,0.0539,325.4
1969-12-31 16:42:40,1555502400,0.002,0.01,43.17,37.43,0.9,10.35,12.6,320.0,0.13,0.0,10.0,0.0539,323.9
1969-12-31 16:42:41,1555506000,0.0,0.0,44.14,38.53,0.91,10.63,13.65,323.0,0.11,0.0,10.0,0.0539,322.8
