,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone
1969-12-31 08:31:11,1553004000,0.0,0.0,56.27,56.27,0.53,1013.7,2.79,4.06,286.0,0.11,0.0,10.0,267.4
1969-12-31 08:31:12,1553007600,0.0012,0.01,59.63,59.63,0.51,1014.0,2.06,3.79,207.0,0.15,0.0,10.0,267.5
1969-12-31 08:31:13,1553011200,0.0014,0.01,66.51,66.51,0.38,1014.2,2.09,4.52,233.0,0.17,2.0,10.0,268.0
1969-12-31 08:31:14,1553014800,0.0004,0.01,72.87,72.87,0.27,1013.9,2.89,4.52,96.0,0.17,4.0,10.0,268.9
1969-12-31 08:31:15,1553018400,0.002,0.01,78.68,78.68,0.24,1014.2,4.3,8.04,101.0,0.07,6.0,10.0,272.0
1969-12-31 08:31:16,1553022000,0.0012,0.01,82.51,82.51,0.19,1013.6,6.24,12.63,105.0,0.08,8.0,10.0,274.9
1969-12-31 08:31:17,1553025600,0.0,0.0,85.57,85.57,0.15,1012.5,9.37,16.64,119.0,0.11,8.0,10.0,278.4
1969-12-31 08:31:18,1553029200,0.0,0.0,87.85,87.85,0.13,1011.4,12.39,18.2,128.0,0.14,7.0,10.0,282.0
1969-12-31 08:31:19,1553032800,0.0008,0.01,88.73,88.73,0.11,1010.6,14.78,19.65,132.0,0.14,5.0,10.0,286.3
1969-12-31 08:31:20,1553036400,0.0,0.0,88.76,88.76,0.1,1009.8,15.96,20.61,136.0,0.13,3.0,10.0,290.8
1969-12-31 08:31:21,1553040000,0.0,0.0,86.77,86.77,0.11,1009.4,15.56,20.83,140.0,0.06,1.0,10.0,294.5
1969-12-31 08:31:22,1553043600,0.0018,0.01,84.09,84.09,0.12,1010.0,15.1,20.6,149.0,0.04,0.0,10.0,296.6
1969-12-31 08:31:23,1553047200,0.0,0.0,79.08,79.08,0.17,1010.2,11.39,18.48,162.0,0.02,0.0,10.0,297.7
1969-12-31 08:31:24,1553050800,0.0,0.0,74.41,74.41,0.24,1010.7,7.29,14.14,187.0,0.0,0.0,10.0,298.5
1969-12-31 08:31:25,1553054400,0.002,0.01,70.9,70.9,0.32,1011.3,6.78,11.09,210.0,0.0,0.0,10.0,299.2
1969-12-31 08:31:26,1553058000,0.0,0.0,68.22,68.22,0.34,1011.1,6.92,11.95,295.0,0.01,0.0,10.0,299.4
1969-12-31 08:31:27,1553061600,0.0,0.0,66.06,66.06,0.36,1011.6,5.56,6.92,287.0,0.04,0.0,10.0,295.2
1969-12-31 08:31:28,1553065200,0.0,0.0,63.81,63.81,0.4,1011.7,5.41,7.12,288.0,0.08,0.0,10.0,295.0
1969-12-31 08:31:29,1553068800,0.0,0.0,61.87,61.87,0.41,1011.7,7.39,10.98,317.0,0.15,0.0,10.0,295.2
1969-12-31 08:31:30,1553072400,0.0,0.0,59.73,59.73,0.44,1011.5,6.39,11.97,308.0,0.21,0.0,10.0,295.3
1969-12-31 08:31:31,1553076000,0.0,0.0,59.05,59.05,0.4,1011.5,7.37,12.14,285.0,0.35,0.0,10.0,294.9
1969-12-31 08:31:32,1553079600,0.0,0.0,58.43,58.43,0.39,1011.9,6.1,10.7,307.0,0.55,0.0,10.0,294.5
1969-12-31 08:31:33,1553083200,0.0,0.0,60.27,60.27,0.34,1012.4,5.5,9.52,305.0,0.73,0.0,10.0,297.0
1969-12-31 08:31:34,1553086800,0.0,0.0,60.78,60.78,0.36,1012.6,6.09,10.45,291.0,0.82,0.0,10.0,299.1
1969-12-31 08:31:35,1553090400,0.0,0.0,61.13,61.13,0.31,1013.7,5.5,10.39,316.0,0.89,0.0,10.0,302.1
1969-12-31 08:31:36,1553094000,0.0002,0.01,61.7,61.7,0.39,1014.4,5.6,13.0,286.0,0.89,0.0,10.0,305.1
1969-12-31 08:31:37,1553097600,0.0009,0.01,63.46,63.46,0.38,1015.0,5.53,12.01,282.0,0.79,1.0,10.0,308.3
1969-12-31 08:31:38,1553101200,0.0,0.0,68.07,68.07,0.34,1014.9,8.71,13.32,280.0,0.93,3.0,10.0,311.7
1969-12-31 08:31:39,1553104800,0.0006,0.01,71.28,71.28,0.33,1015.5,7.58,9.62,283.0,0.99,4.0,10.0,301.2
1969-12-31 08:31:40,1553108400,0.0,0.0,73.52,73.52,0.31,1014.8,7.99,9.81,323.0,0.88,4.0,10.0,305.0
1969-12-31 08:31:41,1553112000,0.0015,0.01,74.88,74.88,0.33,1014.6,10.52,13.56,244.0,0.76,5.0,10.0,311.0
1969-12-31 08:31:42,1553115600,0.0015,0.01,75.6,75.6,0.33,1013.8,11.65,16.08,276.0,0.58,5.0,10.0,318.3
1969-12-31 08:31:43,1553119200,0.0,0.0,76.99,76.99,0.29,1013.3,14.39,19.41,279.0,0.37,4.0,10.0,327.0
1969-12-31 08:31:44,1553122800,0.002,0.01,76.48,76.48,0.29,1013.4,17.67,21.71,259.0,0.28,3.0,10.0,336.8
1969-12-31 08:31:45,1553126400,0.0021,0.01,73.41,73.41,0.32,1013.6,17.22,22.53,266.0,0.32,1.0,10.0,337.0
1969-12-31 08:31:46,1553130000,0.0022,0.01,69.84,69.84,0.4,1014.3,19.81,27.83,273.0,0.24,0.0,10.0,344.2
1969-12-31 08:31:47,1553133600,0.0,0.0,66.57,66.57,0.44,1014.8,17.17,29.18,274.0,0.15,0.0,10.0,351.8
1969-12-31 08:31:48,1553137200,0.0,0.0,63.1,63.1,0.51,1015.0,14.93,29.58,272.0,0.09,0.0,10.0,358.7
1969-12-31 08:31:49,1553140800,0.0014,0.01,61.2,61.2,0.54,1015.9,13.04,28.52,260.0,0.07,0.0,10.0,364.8
1969-12-31 08:31:50,1553144400,0.0,0.0,59.99,59.99,0.56,1015.8,12.09,25.98,290.0,0.06,0.0,10.0,370.1
1969-12-31 08:31:51,1553148000,0.0016,0.01,59.05,59.05,0.58,1016.6,10.32,23.59,278.0,0.03,0.0,10.0,385.2
1969-12-31 08:31:52,1553151600,0.0022,0.01,57.7,57.7,0.63,1016.8,11.07,21.09,286.0,0.02,0.0,10.0,391.0
1969-12-31 08:31:53,1553155200,0.0,0.0,56.55,56.55,0.65,1016.7,10.25,20.75,274.0,0.01,0.0,10.0,394.8
1969-12-31 08:31:54,1553158800,0.0,0.0,54.62,54.62,0.68,1016.5,9.33,18.62,284.0,0.0,0.0,10.0,394.4
1969-12-31 08:31:55,1553162400,0.0,0.0,53.39,53.39,0.71,1016.8,8.7,17.67,264.0,0.01,0.0,10.0,387.4
1969-12-31 08:31:56,1553166000,0.0005,0.01,52.22,52.22,0.75,1017.2,8.28,15.09,329.0,0.0,0.0,10.0,376.2
1969-12-31 08:31:57,1553169600,0.0002,0.01,53.25,53.25,0.75,1017.7,6.76,10.6,293.0,0.02,0.0,10.0,363.5
1969-12-31 08:31:58,1553173200,0.0,0.0,53.1,53.1,0.74,1017.9,6.57,11.29,319.0,0.1,0.0,10.0,356.3
1969-12-31 08:31:59,1553176800,0.0,0.0,53.51,53.51,0.72,1018.2,7.32,13.54,273.0,0.17,0.0,10.0,350.5
1969-12-31 08:32:00,1553180400,0.0,0.0,57.32,57.32,0.64,1018.6,7.56,14.71,274.0,0.29,0.0,10.0,345.4
1969-12-31 08:32:01,1553184000,0.0,0.0,61.85,61.85,0.51,1018.7,10.02,17.85,255.0,0.44,1.0,10.0,340.9
1969-12-31 08:32:02,1553187600,0.0,0.0,65.49,65.49,0.42,1018.9,11.94,17.93,299.0,0.42,3.0,10.0,337.2
1969-12-31 08:32:03,1553191200,0.0,0.0,68.69,68.69,0.36,1018.5,11.6,14.31,274.0,0.36,5.0,10.0,335.2
1969-12-31 08:32:04,1553194800,0.0,0.0,71.52,71.52,0.31,1018.1,11.27,14.27,319.0,0.37,6.0,10.0,331.8
1969-12-31 08:32:05,1553198400,0.0022,0.01,73.34,73.34,0.28,1017.9,11.29,15.05,216.0,0.44,6.0,10.0,328.5
1969-12-31 08:32:06,1553202000,0.0,0.0,73.42,73.42,0.27,1016.6,11.09,16.2,248.0,0.4,5.0,10.0,325.9
1969-12-31 08:32:07,1553205600,0.0,0.0,74.02,74.02,0.26,1016.3,13.1,17.95,246.0,0.35,4.0,10.0,324.0
1969-12-31 08:32:08,1553209200,0.0012,0.01,73.92,73.92,0.28,1016.1,15.47,19.44,296.0,0.28,3.0,10.0,322.9
1969-12-31 08:32:09,1553212800,0.0006,0.01,71.18,71.18,0.34,1016.6,16.67,22.01,273.0,0.19,1.0,10.0,323.4
1969-12-31 08:32:10,1553216400,0.0,0.0,68.81,68.81,0.38,1016.1,16.69,23.68,267.0,0.12,0.0,10.0,322.6
1969-12-31 08:32:11,1553220000,0.0,0.0,64.99,64.99,0.47,1016.5,15.87,25.75,271.0,0.07,0.0,10.0,321.7
1969-12-31 08:32:12,1553223600,0.0,0.0,62.05,62.05,0.53,1016.6,11.8,21.27,275.0,0.02,0.0,10.0,321.4
1969-12-31 08:32:13,1553227200,0.0,0.0,59.68,59.68,0.57,1017.4,11.31,22.87,274.0,0.02,0.0,10.0,322.3
1969-12-31 08:32:14,1553230800,0.0,0.0,57.78,57.78,0.59,1017.4,9.87,18.54,295.0,0.02,0.0,10.0,323.7
1969-12-31 08:32:15,1553234400,0.0,0.0,56.53,56.53,0.58,1018.2,8.96,13.62,283.0,0.02,0.0,10.0,326.2
1969-12-31 08:32:16,1553238000,0.0,0.0,55.44,55.44,0.59,1018.2,9.33,14.66,288.0,0.02,0.0,10.0,326.4
1969-12-31 08:32:17,1553241600,0.0019,0.01,54.15,54.15,0.64,1018.5,9.15,15.09,275.0,0.0,0.0,10.0,325.8
1969-12-31 08:32:18,1553245200,0.0017,0.01,51.99,51.99,0.7,1018.4,7.53,14.16,278.0,0.0,0.0,10.0,325.2
1969-12-31 08:32:19,1553248800,0.0007,0.01,50.74,50.74,0.72,1018.1,7.96,14.17,273.0,0.0,0.0,10.0,324.7
1969-12-31 08:32:20,1553252400,0.0012,0.01,50.0,46.81,0.72,1018.3,7.89,13.15,295.0,0.0,0.0,10.0,324.2
1969-12-31 08:32:21,1553256000,0.0017,0.01,49.73,46.77,0.71,1018.6,7.23,10.31,278.0,0.0,0.0,10.0,320.0
1969-12-31 08:32:22,1553259600,0.0006,0.01,49.17,46.32,0.72,1018.8,6.72,9.02,285.0,0.0,0.0,10.0,318.2
1969-12-31 08:32:23,1553263200,0.0,0.0,49.22,46.37,0.72,1019.3,6.73,9.8,305.0,0.0,0.0,10.0,316.4
1969-12-31 08:32:24,1553266800,0.0,0.0,54.14,54.14,0.64,1019.6,5.98,10.49,288.0,0.01,0.0,10.0,314.1
1969-12-31 08:32:25,1553270400,0.0011,0.01,59.78,59.78,0.53,1020.0,7.6,13.59,271.0,0.0,2.0,10.0,310.9
1969-12-31 08:32:26,1553274000,0.0,0.0,64.28,64.28,0.46,1019.9,7.97,9.37,332.0,0.0,4.0,10.0,307.4
1969-12-31 08:32:27,1553277600,0.0,0.0,67.99,67.99,0.37,1019.7,5.92,5.92,333.0,0.01,6.0,10.0,307.0
1969-12-31 08:32:28,1553281200,0.0008,0.01,70.67,70.67,0.32,1019.7,5.48,5.59,352.0,0.02,8.0,10.0,303.9
1969-12-31 08:32:29,1553284800,0.0015,0.01,72.74,72.74,0.28,1019.0,5.58,6.16,14.0,0.03,8.0,10.0,300.4
1969-12-31 08:32:30,1553288400,0.0,0.0,74.41,74.41,0.24,1018.2,4.72,6.66,20.0,0.05,7.0,10.0,297.2
1969-12-31 08:32:31,1553292000,0.0,0.0,76.0,76.0,0.21,1017.3,4.88,6.85,31.0,0.05,5.0,10.0,294.1
1969-12-31 08:32:32,1553295600,0.0,0.0,77.29,77.29,0.19,1016.5,5.08,6.98,29.0,0.04,3.0,10.0,291.2
1969-12-31 08:32:33,1553299200,0.0,0.0,75.63,75.63,0.21,1016.3,4.35,6.21,18.0,0.03,1.0,10.0,286.8
1969-12-31 08:32:34,1553302800,0.0015,0.01,74.02,74.02,0.24,1016.8,4.19,5.7,18.0,0.02,0.0,10.0,284.7
1969-12-31 08:32:35,1553306400,0.0019,0.01,70.65,70.65,0.29,1017.1,4.08,5.49,16.0,0.03,0.0,10.0,283.2
1969-12-31 08:32:36,1553310000,0.0019,0.01,66.61,66.61,0.34,1017.4,2.6,4.1,61.0,0.03,0.0,10.0,282.0
1969-12-31 08:32:37,1553313600,0.0,0.0,64.03,64.03,0.39,1017.2,3.11,3.57,99.0,0.02,0.0,10.0,281.3
1969-12-31 08:32:38,1553317200,0.0021,0.01,62.15,62.15,0.45,1017.9,4.23,5.05,258.0,0.02,0.0,10.0,281.1
1969-12-31 08:32:39,1553320800,0.0,0.0,60.55,60.55,0.47,1018.3,4.27,5.17,249.0,0.03,0.0,10.0,281.7
1969-12-31 08:32:40,1553324400,0.0,0.0,59.09,59.09,0.53,1017.8,4.85,5.56,254.0,0.1,0.0,10.0,282.1
1969-12-31 08:32:41,1553328000,0.0,0.0,57.64,57.64,0.58,1018.0,5.2,6.05,313.0,0.21,0.0,10.0,282.8
1969-12-31 08:32:42,1553331600,0.0008,0.01,55.51,55.51,0.62,1018.1,4.85,6.11,278.0,0.3,0.0,10.0,283.8
1969-12-31 08:32:43,1553335200,0.0012,0.01,54.43,54.43,0.64,1018.0,4.99,5.76,280.0,0.38,0.0,10.0,285.5
1969-12-31 08:32:44,1553338800,0.0013,0.01,53.96,53.96,0.63,1018.0,5.34,6.15,270.0,0.45,0.0,10.0,287.6
1969-12-31 08:32:45,1553342400,0.0002,0.01,52.75,52.75,0.66,1018.1,4.5,4.76,274.0,0.31,0.0,10.0,287.5
1969-12-31 08:32:46,1553346000,0.0,0.0,52.23,52.23,0.69,1018.1,4.2,4.31,257.0,0.33,0.0,10.0,288.8
1969-12-31 08:32:47,1553349600,0.0017,0.01,52.53,52.53,0.69,1018.7,3.79,4.53,271.0,0.32,0.0,10.0,290.2
1969-12-31 08:32:48,1553353200,0.0,0.0,57.31,57.31,0.62,1018.5,2.59,4.43,236.0,0.28,1.0,10.0,290.8
1969-12-31 08:32:49,1553356800,0.0,0.0,62.97,62.97,0.52,1018.5,2.61,4.87,248.0,0.21,2.0,10.0,290.5
1969-12-31 08:32:50,1553360400,0.0,0.0,68.38,68.38,0.41,1018.4,3.05,5.24,38.0,0.13,4.0,10.0,289.6
1969-12-31 08:32:51,1553364000,0.0017,0.01,73.4,73.4,0.31,1018.4,3.27,6.92,126.0,0.04,6.0,10.0,288.7
1969-12-31 08:32:52,1553367600,0.0,0.0,76.68,76.68,0.24,1018.0,4.42,9.36,109.0,0.04,8.0,10.0,287.6
1969-12-31 08:32:53,1553371200,0.0,0.0,79.13,79.13,0.19,1017.5,5.3,12.77,134.0,0.06,8.0,10.0,286.2
1969-12-31 08:32:54,1553374800,0.0,0.0,81.35,81.35,0.13,1016.5,4.21,14.57,207.0,0.08,7.0,10.0,284.9
1969-12-31 08:32:55,1553378400,0.0,0.0,82.24,82.24,0.11,1015.6,5.56,14.34,76.0,0.1,6.0,10.0,283.6
1969-12-31 08:32:56,1553382000,0.0,0.0,83.97,83.97,0.09,1014.8,10.7,15.15,279.0,0.11,3.0,10.0,282.3
1969-12-31 08:32:57,1553385600,0.0018,0.01,82.61,82.61,0.11,1014.6,14.09,17.72,267.0,0.11,1.0,10.0,279.4
1969-12-31 08:32:58,1553389200,0.0,0.0,78.89,78.89,0.18,1014.9,15.4,20.06,274.0,0.15,0.0,10.0,277.9
1969-12-31 08:32:59,1553392800,0.0007,0.01,74.13,74.13,0.27,1015.9,13.43,20.47,281.0,0.33,0.0,10.0,276.7
1969-12-31 08:33:00,1553396400,0.002,0.01,69.58,69.58,0.38,1016.3,10.65,20.03,283.0,0.34,0.0,10.0,275.8
1969-12-31 08:33:01,1553400000,0.0,0.0,67.32,67.32,0.4,1016.3,9.95,19.53,288.0,0.27,0.0,10.0,275.2
1969-12-31 08:33:02,1553403600,0.0,0.0,65.12,65.12,0.44,1016.0,10.13,17.77,296.0,0.15,0.0,10.0,274.9
1969-12-31 08:33:03,1553407200,0.0,0.0,63.53,63.53,0.45,1016.3,7.93,14.23,290.0,0.1,0.0,10.0,274.9
1969-12-31 08:33:04,1553410800,0.0,0.0,62.09,62.09,0.46,1016.2,8.43,13.89,283.0,0.11,0.0,10.0,275.2
1969-12-31 08:33:05,1553414400,0.0,0.0,59.97,59.97,0.52,1017.0,8.06,12.8,306.0,0.14,0.0,10.0,275.8
1969-12-31 08:33:06,1553418000,0.0,0.0,57.52,57.52,0.56,1016.6,7.38,12.71,290.0,0.16,0.0,10.0,277.0
1969-12-31 08:33:07,1553421600,0.0,0.0,55.19,55.19,0.59,1016.6,6.96,12.46,287.0,0.17,0.0,10.0,279.3
1969-12-31 08:33:08,1553425200,0.0,0.0,53.49,53.49,0.63,1016.4,7.28,12.14,312.0,0.16,0.0,10.0,282.4
1969-12-31 08:33:09,1553428800,0.0,0.0,52.33,52.33,0.65,1016.7,5.78,8.43,283.0,0.08,0.0,10.0,285.5
1969-12-31 08:33:10,1553432400,0.0,0.0,51.5,51.5,0.67,1017.3,6.05,7.88,284.0,0.06,0.0,10.0,285.7
1969-12-31 08:33:11,1553436000,0.0,0.0,51.15,51.15,0.7,1018.5,5.93,7.82,319.0,0.03,0.0,10.0,284.9
1969-12-31 08:33:12,1553439600,0.0,0.0,56.29,56.29,0.6,1019.1,5.02,7.84,297.0,0.02,1.0,10.0,284.0
1969-12-31 08:33:13,1553443200,0.0,0.0,62.25,62.25,0.5,1020.0,6.18,9.53,312.0,0.02,2.0,10.0,283.4
1969-12-31 08:33:14,1553446800,0.0,0.0,66.73,66.73,0.43,1020.4,6.39,7.81,331.0,0.03,4.0,10.0,282.8
1969-12-31 08:33:15,1553450400,0.0,0.0,70.83,70.83,0.34,1020.7,5.14,5.84,359.0,0.03,7.0,10.0,282.8
1969-12-31 08:33:16,1553454000,0.0,0.0,73.93,73.93,0.27,1020.4,5.69,5.81,16.0,0.07,8.0,10.0,283.3
1969-12-31 08:33:17,1553457600,0.0014,0.01,75.64,75.64,0.23,1020.3,5.26,5.3,20.0,0.12,8.0,10.0,284.2
1969-12-31 08:33:18,1553461200,0.0,0.0,77.63,77.63,0.2,1019.3,5.05,5.06,31.0,0.15,7.0,10.0,284.9
1969-12-31 08:33:19,1553464800,0.0014,0.01,79.55,79.55,0.17,1018.9,5.08,5.39,31.0,0.16,5.0,10.0,285.1
1969-12-31 08:33:20,1553468400,0.0,0.0,80.88,80.88,0.15,1018.0,4.6,4.88,26.0,0.14,3.0,10.0,285.2
1969-12-31 08:33:21,1553472000,0.0,0.0,79.52,79.52,0.15,1017.7,3.89,4.5,17.0,0.11,1.0,10.0,284.6
1969-12-31 08:33:22,1553475600,0.0013,0.01,77.99,77.99,0.18,1018.2,3.23,4.62,1.0,0.08,0.0,10.0,284.5
1969-12-31 08:33:23,1553479200,0.0016,0.01,73.8,73.8,0.22,1018.5,2.99,4.33,340.0,0.04,0.0,10.0,284.3
1969-12-31 08:33:24,1553482800,0.0,0.0,69.01,69.01,0.29,1018.5,3.11,3.94,262.0,0.02,0.0,10.0,284.3
1969-12-31 08:33:25,1553486400,0.0,0.0,66.3,66.3,0.31,1018.9,3.3,4.38,223.0,0.01,0.0,10.0,284.4
1969-12-31 08:33:26,1553490000,0.0,0.0,63.94,63.94,0.35,1019.1,2.96,3.93,324.0,0.01,0.0,10.0,284.6
1969-12-31 08:33:27,1553493600,0.0,0.0,61.45,61.45,0.41,1019.4,3.08,3.95,297.0,0.01,0.0,10.0,285.5
1969-12-31 08:33:28,1553497200,0.0,0.0,59.98,59.98,0.42,1019.6,3.11,4.03,266.0,0.01,0.0,10.0,285.7
1969-12-31 08:33:29,1553500800,0.0,0.0,57.89,57.89,0.46,1018.9,4.43,6.02,309.0,0.0,0.0,10.0,285.8
1969-12-31 08:33:30,1553504400,0.0,0.0,55.21,55.21,0.51,1019.4,4.73,6.91,284.0,0.0,0.0,10.0,286.1
1969-12-31 08:33:31,1553508000,0.0,0.0,53.75,53.75,0.52,1017.8,4.72,6.93,287.0,0.0,0.0,10.0,286.5
1969-12-31 08:33:32,1553511600,0.0,0.0,52.7,52.7,0.51,1018.8,4.88,7.0,288.0,0.0,0.0,10.0,286.9
1969-12-31 08:33:33,1553515200,0.0,0.0,53.52,53.52,0.46,1018.4,3.29,4.54,285.0,0.0,0.0,10.0,283.2
1969-12-31 08:33:34,1553518800,0.0,0.0,53.36,53.36,0.43,1018.8,3.44,4.73,273.0,0.0,0.0,10.0,283.8
1969-12-31 08:33:35,1553522400,0.0021,0.01,53.56,53.56,0.42,1019.6,4.05,5.73,297.0,0.0,0.0,10.0,284.9
1969-12-31 08:33:36,1553526000,0.0,0.0,58.25,58.25,0.39,1019.7,3.47,5.23,283.0,0.0,1.0,10.0,285.9
1969-12-31 08:33:37,1553529600,0.0,0.0,64.47,64.47,0.32,1019.9,3.51,5.51,312.0,0.0,2.0,10.0,286.5
1969-12-31 08:33:38,1553533200,0.0,0.0,70.43,70.43,0.25,1019.7,4.68,5.04,349.0,0.0,4.0,10.0,287.0
1969-12-31 08:33:39,1553536800,0.0,0.0,76.22,76.22,0.19,1019.8,4.6,5.12,359.0,0.0,7.0,10.0,288.2
1969-12-31 08:33:40,1553540400,0.0,0.0,79.7,79.7,0.14,1018.9,4.54,5.46,21.0,0.0,8.0,10.0,288.3
1969-12-31 08:33:41,1553544000,0.0,0.0,81.91,81.91,0.11,1018.0,4.39,5.65,48.0,0.0,9.0,10.0,288.1
1969-12-31 08:33:42,1553547600,0.0,0.0,83.98,83.98,0.1,1017.1,5.11,6.04,71.0,0.0,8.0,10.0,287.7
1969-12-31 08:33:43,1553551200,0.0,0.0,85.34,85.34,0.09,1016.3,5.06,6.32,76.0,0.0,6.0,10.0,287.2
1969-12-31 08:33:44,1553554800,0.0,0.0,86.31,86.31,0.08,1015.6,4.64,6.23,68.0,0.01,3.0,10.0,286.5
1969-12-31 08:33:45,1553558400,0.0,0.0,84.9,84.9,0.09,1015.4,3.57,5.76,73.0,0.01,1.0,10.0,284.4
1969-12-31 08:33:46,1553562000,0.0,0.0,83.39,83.39,0.09,1014.7,3.45,5.27,65.0,0.07,0.0,10.0,283.8
1969-12-31 08:33:47,1553565600,0.0,0.0,79.1,79.1,0.13,1014.9,2.81,4.68,46.0,0.14,0.0,10.0,283.6
1969-12-31 08:33:48,1553569200,0.0,0.0,73.53,73.53,0.19,1014.5,2.71,3.58,223.0,0.2,0.0,10.0,283.2
1969-12-31 08:33:49,1553572800,0.0,0.0,70.77,70.77,0.22,1014.4,3.84,5.69,251.0,0.26,0.0,10.0,282.6
1969-12-31 08:33:50,1553576400,0.0,0.0,68.21,68.21,0.27,1015.3,4.08,6.21,277.0,0.32,0.0,10.0,282.0
1969-12-31 08:33:51,1553580000,0.0,0.0,66.04,66.04,0.3,1014.4,3.94,5.49,291.0,0.33,0.0,10.0,281.6
1969-12-31 08:33:52,1553583600,0.0,0.0,63.94,63.94,0.32,1015.0,3.92,5.89,317.0,0.31,0.0,10.0,281.2
1969-12-31 08:33:53,1553587200,0.0,0.0,62.29,62.29,0.31,1014.4,4.44,6.49,319.0,0.27,0.0,10.0,280.8
1969-12-31 08:33:54,1553590800,0.0,0.0,58.73,58.73,0.4,1014.7,4.78,7.08,295.0,0.24,0.0,10.0,280.6
1969-12-31 08:33:55,1553594400,0.0,0.0,57.9,57.9,0.37,1014.3,4.57,6.43,309.0,0.26,0.0,10.0,280.2
1969-12-31 08:33:56,1553598000,0.0,0.0,56.59,56.59,0.37,1013.8,4.22,5.71,271.0,0.3,0.0,10.0,279.8
1969-12-31 08:33:57,1553601600,0.0,0.0,56.9,56.9,0.33,1013.2,3.33,4.25,291.0,0.2,0.0,10.0,280.3
1969-12-31 08:33:58,1553605200,0.0,0.0,56.94,56.94,0.3,1013.5,2.94,3.63,278.0,0.21,0.0,10.0,280.4
1969-12-31 08:33:59,1553608800,0.0,0.0,57.43,57.43,0.29,1014.0,2.64,3.35,338.0,0.23,0.0,10.0,280.8
1969-12-31 08:34:00,1553612400,0.0,0.0,60.92,60.92,0.29,1014.2,2.33,3.55,292.0,0.25,1.0,10.0,280.9
1969-12-31 08:34:01,1553616000,0.0,0.0,66.98,66.98,0.21,1014.2,2.39,3.47,328.0,0.31,2.0,10.0,280.9
1969-12-31 08:34:02,1553619600,0.0,0.0,72.37,72.37,0.17,1014.5,3.19,3.61,5.0,0.39,4.0,10.0,280.8
1969-12-31 08:34:03,1553623200,0.0,0.0,77.79,77.79,0.15,1014.2,3.81,4.24,8.0,0.49,5.0,10.0,282.9
1969-12-31 08:34:04,1553626800,0.0,0.0,81.83,81.83,0.1,1013.9,5.11,6.06,30.0,0.54,6.0,10.0,283.9
1969-12-31 08:34:05,1553630400,0.0,0.0,84.54,84.54,0.09,1013.5,5.52,7.87,36.0,0.55,7.0,10.0,285.1
1969-12-31 08:34:06,1553634000,0.0,0.0,86.87,86.87,0.07,1012.9,4.84,9.14,51.0,0.56,6.0,10.0,286.3
1969-12-31 08:34:07,1553637600,0.0,0.0,87.53,87.53,0.06,1012.2,4.6,9.38,36.0,0.55,5.0,10.0,287.4
1969-12-31 08:34:08,1553641200,0.0,0.0,87.71,87.71,0.06,1011.5,4.39,9.38,28.0,0.66,3.0,10.0,288.6
1969-12-31 08:34:09,1553644800,0.0,0.0,86.64,86.64,0.07,1010.8,5.28,9.32,50.0,0.71,1.0,10.0,284.4
1969-12-31 08:34:10,1553648400,0.0,0.0,84.66,84.66,0.08,1011.3,5.12,6.52,67.0,0.52,0.0,10.0,284.9
1969-12-31 08:34:11,1553652000,0.0,0.0,80.33,80.33,0.12,1011.4,4.01,5.98,62.0,0.51,0.0,10.0,285.8
1969-12-31 08:34:12,1553655600,0.0,0.0,75.14,75.14,0.16,1011.3,3.65,5.03,254.0,0.48,0.0,10.0,286.2
1969-12-31 08:34:13,1553659200,0.0,0.0,73.0,73.0,0.19,1011.9,4.74,7.44,260.0,0.5,0.0,10.0,286.0
1969-12-31 08:34:14,1553662800,0.0,0.0,70.97,70.97,0.26,1011.3,5.87,9.4,292.0,0.54,0.0,10.0,285.4
1969-12-31 08:34:15,1553666400,0.0,0.0,69.37,69.37,0.31,1012.4,5.32,7.94,282.0,0.57,0.0,10.0,287.4
1969-12-31 08:34:16,1553670000,0.0,0.0,67.89,67.89,0.31,1012.0,6.43,8.88,278.0,0.43,0.0,10.0,286.6
1969-12-31 08:34:17,1553673600,0.0,0.0,65.86,65.86,0.29,1011.9,6.95,9.37,293.0,0.38,0.0,10.0,285.1
1969-12-31 08:34:18,1553677200,0.0,0.0,62.83,62.83,0.28,1012.1,4.87,8.3,296.0,0.34,0.0,10.0,283.8
1969-12-31 08:34:19,1553680800,0.0,0.0,60.83,60.83,0.3,1010.7,4.37,6.82,335.0,0.44,0.0,10.0,282.6
1969-12-31 08:34:20,1553684400,0.0,0.0,59.61,59.61,0.3,1011.5,4.79,7.28,343.0,0.51,0.0,10.0,281.4
1969-12-31 08:34:21,1553688000,0.0,0.0,58.66,58.66,0.29,1011.8,4.73,6.64,319.0,0.62,0.0,10.0,280.6
1969-12-31 08:34:22,1553691600,0.0,0.0,57.9,57.9,0.31,1012.5,5.08,7.98,312.0,0.76,0.0,10.0,280.0
1969-12-31 08:34:23,1553695200,0.0,0.0,58.68,58.68,0.32,1013.3,5.38,8.03,357.0,0.8,0.0,10.0,279.6
1969-12-31 08:34:24,1553698800,0.0,0.0,63.21,63.21,0.31,1013.7,3.51,7.26,338.0,0.78,1.0,10.0,279.0
1969-12-31 08:34:25,1553702400,0.0,0.0,68.18,68.18,0.27,1014.5,4.7,8.11,45.0,0.9,2.0,10.0,278.4
