,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone
1969-12-31 08:00:00,1546243200,0.0,0.0,45.76,44.11,0.51,1012.3,3.83,18.36,148.0,0.0,0.0,9.997,
1969-12-31 08:00:01,1546246800,0.0,0.0,44.91,42.68,0.51,1011.0,4.39,11.75,121.0,0.0,0.0,9.997,
1969-12-31 08:00:02,1546250400,0.0,0.0,43.67,41.31,0.59,1010.7,4.29,9.49,104.0,0.0,0.0,9.997,
1969-12-31 08:00:03,1546254000,0.0,0.0,40.63,37.52,0.62,1010.4,4.6,10.36,119.0,0.0,0.0,9.997,
1969-12-31 08:00:04,1546257600,0.0,0.0,42.62,40.69,0.56,1009.5,3.62,10.26,104.0,0.0,0.0,9.997,
1969-12-31 08:00:05,1546261200,0.0,0.0,41.71,38.43,0.59,1009.5,5.06,8.64,152.0,0.0,0.0,9.997,
1969-12-31 08:00:06,1546264800,0.0,0.0,41.66,37.97,0.61,1009.9,5.63,9.75,173.0,0.23,0.0,9.997,
1969-12-31 08:00:07,1546268400,0.0,0.0,42.95,40.24,0.64,1011.7,4.59,9.03,150.0,0.29,0.0,9.997,
1969-12-31 08:00:08,1546272000,0.0007,0.18,43.7,41.57,0.69,1011.5,4.02,14.69,146.0,0.44,0.0,9.997,
1969-12-31 08:00:09,1546275600,0.0,0.0,46.98,44.87,0.7,1011.8,4.7,9.08,162.0,0.75,1.0,9.997,
1969-12-31 08:00:10,1546279200,0.0,0.0,50.59,50.59,0.64,1011.9,4.44,12.01,116.0,0.85,2.0,9.997,
1969-12-31 08:00:11,1546282800,0.0,0.0,52.19,52.19,0.61,1011.2,4.5,5.8,5.0,0.97,2.0,9.997,
1969-12-31 08:00:12,1546286400,0.0014,0.13,52.12,52.12,0.63,1010.5,3.75,6.77,342.0,1.0,2.0,9.52,
1969-12-31 08:00:13,1546290000,0.0014,0.13,51.36,51.36,0.65,1010.4,9.39,9.39,6.0,1.0,2.0,9.788,
1969-12-31 08:00:14,1546293600,0.004,0.13,51.0,51.0,0.59,1011.8,7.32,7.32,352.0,1.0,1.0,9.788,
1969-12-31 08:00:15,1546297200,0.019,0.31,51.45,51.45,0.54,1012.8,6.36,6.36,15.0,1.0,1.0,9.997,
1969-12-31 08:00:16,1546300800,0.0149,0.31,50.98,50.98,0.54,1013.0,7.73,10.72,353.0,1.0,0.0,9.997,
1969-12-31 08:00:17,1546304400,0.0049,0.16,49.35,46.95,0.63,1013.8,5.9,5.9,288.0,1.0,0.0,9.997,
1969-12-31 08:00:18,1546308000,0.0032,0.16,47.95,44.55,0.68,1014.6,7.37,8.52,267.0,1.0,0.0,9.997,
1969-12-31 08:00:19,1546311600,0.0016,0.16,46.92,43.05,0.71,1014.6,7.94,7.94,266.0,0.97,0.0,9.997,
1969-12-31 08:00:20,1546315200,0.0,0.0,47.32,43.74,0.65,1014.6,7.46,7.46,263.0,0.97,0.0,9.997,
1969-12-31 08:00:21,1546318800,0.0,0.0,46.83,43.6,0.67,1014.9,6.54,6.54,266.0,0.97,0.0,9.997,
1969-12-31 08:00:22,1546322400,0.0,0.0,46.87,44.18,0.67,1016.3,5.58,5.86,269.0,0.85,0.0,9.997,
1969-12-31 08:00:23,1546326000,0.0,0.0,46.79,44.87,0.67,1015.6,4.39,4.39,277.0,0.88,0.0,9.997,
1969-12-31 08:00:24,1546329600,0.0,0.0,45.89,44.02,0.68,1016.2,4.14,4.14,301.0,1.0,0.0,9.997,
1969-12-31 08:00:25,1546333200,0.0,0.0,44.63,42.85,0.71,1016.7,3.79,6.79,336.0,0.78,0.0,9.997,
1969-12-31 08:00:26,1546336800,0.0,0.0,43.55,41.43,0.71,1017.1,3.99,7.35,341.0,0.75,0.0,9.997,
1969-12-31 08:00:27,1546340400,0.0,0.0,43.04,43.04,0.7,1017.5,2.94,7.54,20.0,0.45,0.0,9.997,
1969-12-31 08:00:28,1546344000,0.0,0.0,41.25,41.25,0.73,1017.9,2.44,6.39,12.0,0.09,0.0,9.997,
1969-12-31 08:00:29,1546347600,0.0,0.0,39.42,39.42,0.75,1018.6,2.62,6.9,330.0,0.0,0.0,9.997,
1969-12-31 08:00:30,1546351200,0.0,0.0,38.42,36.1,0.72,1019.7,3.41,7.64,292.0,0.0,0.0,9.997,
1969-12-31 08:00:31,1546354800,0.0,0.0,37.45,34.68,0.66,1021.0,3.69,4.58,329.0,0.0,0.0,9.997,
1969-12-31 08:00:32,1546358400,0.0,0.0,39.55,37.66,0.52,1022.2,3.17,3.42,7.0,0.0,0.0,9.997,
1969-12-31 08:00:33,1546362000,0.0,0.0,43.67,40.81,0.42,1023.0,4.96,4.96,6.0,0.0,1.0,9.997,
1969-12-31 08:00:34,1546365600,0.0,0.0,48.61,44.84,0.27,1023.4,8.57,8.96,0.0,0.0,2.0,9.997,
1969-12-31 08:00:35,1546369200,0.0,0.0,51.45,51.45,0.22,1022.3,10.5,10.5,356.0,0.0,3.0,9.997,
1969-12-31 08:00:36,1546372800,0.0,0.0,53.54,53.54,0.19,1021.2,12.4,17.3,354.0,0.0,3.0,9.997,
1969-12-31 08:00:37,1546376400,0.0,0.0,53.87,53.87,0.16,1020.2,14.63,14.63,0.0,0.0,3.0,9.997,
1969-12-31 08:00:38,1546380000,0.0,0.0,54.42,54.42,0.15,1019.8,13.55,14.01,0.0,0.0,2.0,9.997,
1969-12-31 08:00:39,1546383600,0.0,0.0,54.54,54.54,0.15,1019.7,13.48,14.44,3.0,0.0,1.0,9.997,
1969-12-31 08:00:40,1546387200,0.0,0.0,54.17,54.17,0.15,1020.0,11.0,11.0,13.0,0.0,0.0,9.997,
1969-12-31 08:00:41,1546390800,0.0,0.0,51.49,51.49,0.19,1020.5,8.83,8.83,10.0,0.0,0.0,9.997,
1969-12-31 08:00:42,1546394400,0.0,0.0,48.88,46.31,0.23,1021.0,6.04,11.2,4.0,0.0,0.0,9.997,
1969-12-31 08:00:43,1546398000,0.0,0.0,44.53,42.44,0.3,1021.0,4.13,5.26,16.0,0.0,0.0,9.997,
1969-12-31 08:00:44,1546401600,0.0,0.0,42.73,41.32,0.31,1021.3,3.12,3.69,13.0,0.0,0.0,9.997,
1969-12-31 08:00:45,1546405200,0.0,0.0,40.46,37.82,0.31,1021.4,4.03,4.99,277.0,0.0,0.0,9.997,
1969-12-31 08:00:46,1546408800,0.0,0.0,39.42,36.53,0.34,1021.3,4.14,5.14,280.0,0.0,0.0,9.997,
1969-12-31 08:00:47,1546412400,0.0,0.0,38.94,36.46,0.34,1021.4,3.63,4.49,314.0,0.0,0.0,9.997,
1969-12-31 08:00:48,1546416000,0.0,0.0,36.81,33.73,0.41,1021.6,3.9,3.9,256.0,0.0,0.0,9.997,
1969-12-31 08:00:49,1546419600,0.0,0.0,36.62,32.69,0.38,1021.7,4.78,4.78,264.0,0.0,0.0,9.997,
1969-12-31 08:00:50,1546423200,0.0,0.0,37.05,33.24,0.38,1021.6,4.72,4.72,283.0,0.0,0.0,9.997,
1969-12-31 08:00:51,1546426800,0.0,0.0,36.77,33.72,0.38,1021.4,3.87,4.02,280.0,0.0,0.0,9.997,
1969-12-31 08:00:52,1546430400,0.0,0.0,36.1,31.85,0.4,1020.9,5.05,5.05,281.0,0.0,0.0,9.997,
1969-12-31 08:00:53,1546434000,0.0,0.0,35.37,31.31,0.41,1021.3,4.68,4.83,306.0,0.0,0.0,9.997,
1969-12-31 08:00:54,1546437600,0.0,0.0,34.05,31.28,0.45,1022.4,3.27,3.27,277.0,0.0,0.0,9.997,
1969-12-31 08:00:55,1546441200,0.0,0.0,36.36,33.29,0.39,1023.4,3.83,4.67,293.0,0.0,0.0,9.997,
1969-12-31 08:00:56,1546444800,0.0,0.0,38.29,34.67,0.38,1024.5,4.75,5.9,295.0,0.0,0.0,9.997,
1969-12-31 08:00:57,1546448400,0.0,0.0,43.68,40.87,0.28,1025.0,4.9,4.9,336.0,0.0,1.0,9.788,
1969-12-31 08:00:58,1546452000,0.0,0.0,50.08,50.08,0.2,1024.8,8.73,9.81,357.0,0.0,2.0,9.997,
1969-12-31 08:00:59,1546455600,0.0,0.0,54.2,54.2,0.14,1023.7,9.75,12.11,5.0,0.0,3.0,9.997,
1969-12-31 08:01:00,1546459200,0.0,0.0,56.2,56.2,0.11,1023.0,11.52,12.68,8.0,0.0,3.0,9.997,
1969-12-31 08:01:01,1546462800,0.0,0.0,57.76,57.76,0.11,1022.3,10.95,12.81,8.0,0.0,3.0,9.997,
1969-12-31 08:01:02,1546466400,0.0,0.0,58.93,58.93,0.09,1021.7,9.03,10.84,10.0,0.0,2.0,9.997,
1969-12-31 08:01:03,1546470000,0.0,0.0,59.53,59.53,0.1,1021.7,9.27,9.27,1.0,0.0,1.0,9.997,
1969-12-31 08:01:04,1546473600,0.0,0.0,59.21,59.21,0.1,1022.0,6.03,6.03,351.0,0.0,0.0,9.997,
1969-12-31 08:01:05,1546477200,0.0,0.0,56.45,56.45,0.14,1022.4,3.93,3.93,331.0,0.0,0.0,9.997,
1969-12-31 08:01:06,1546480800,0.0,0.0,52.89,52.89,0.17,1023.5,3.45,3.45,166.0,0.0,0.0,9.997,
1969-12-31 08:01:07,1546484400,0.0,0.0,49.08,48.49,0.2,1023.9,3.16,3.16,219.0,0.0,0.0,9.997,
1969-12-31 08:01:08,1546488000,0.0,0.0,45.41,43.95,0.26,1024.6,3.55,4.3,222.0,0.0,0.0,9.997,
1969-12-31 08:01:09,1546491600,0.0,0.0,43.99,42.42,0.28,1024.8,3.45,3.9,222.0,0.0,0.0,9.997,
1969-12-31 08:01:10,1546495200,0.0,0.0,41.11,38.46,0.35,1024.8,4.16,4.16,230.0,0.0,0.0,9.997,
1969-12-31 08:01:11,1546498800,0.0,0.0,39.73,37.16,0.39,1025.2,3.83,4.74,231.0,0.0,0.0,9.997,
1969-12-31 08:01:12,1546502400,0.0,0.0,37.65,34.97,0.33,1025.6,3.64,4.23,227.0,0.0,0.0,9.997,
1969-12-31 08:01:13,1546506000,0.0,0.0,36.74,34.12,0.34,1025.6,3.47,6.13,139.0,0.0,0.0,9.997,
1969-12-31 08:01:14,1546509600,0.0,0.0,36.22,33.24,0.38,1025.6,3.72,7.77,38.0,0.0,0.0,9.997,
1969-12-31 08:01:15,1546513200,0.0,0.0,37.23,37.23,0.36,1025.5,2.78,4.91,24.0,0.0,0.0,9.997,
1969-12-31 08:01:16,1546516800,0.0,0.0,37.34,37.34,0.31,1025.2,2.19,6.28,56.0,0.0,0.0,9.997,
1969-12-31 08:01:17,1546520400,0.0,0.0,34.13,31.66,0.39,1025.2,3.05,3.11,268.0,0.0,0.0,9.997,
1969-12-31 08:01:18,1546524000,0.0,0.0,34.8,31.61,0.42,1025.4,3.73,3.73,252.0,0.0,0.0,9.997,
1969-12-31 08:01:19,1546527600,0.0,0.0,34.65,31.96,0.45,1025.8,3.28,3.28,259.0,0.0,0.0,9.997,
1969-12-31 08:01:20,1546531200,0.0,0.0,35.11,35.11,0.44,1026.4,2.38,3.17,259.0,0.0,0.0,9.997,
1969-12-31 08:01:21,1546534800,0.0,0.0,40.59,38.98,0.38,1026.6,3.05,5.91,286.0,0.0,1.0,9.997,
1969-12-31 08:01:22,1546538400,0.0,0.0,47.3,47.3,0.32,1026.2,2.9,6.23,329.0,0.0,2.0,9.997,
1969-12-31 08:01:23,1546542000,0.0,0.0,53.14,53.14,0.24,1024.8,2.89,6.04,338.0,0.0,3.0,9.997,
1969-12-31 08:01:24,1546545600,0.0,0.0,57.45,57.45,0.16,1023.5,2.9,3.86,11.0,0.0,3.0,9.997,
1969-12-31 08:01:25,1546549200,0.0,0.0,59.08,59.08,0.14,1022.4,3.91,10.95,1.0,0.0,3.0,9.997,
1969-12-31 08:01:26,1546552800,0.0,0.0,59.62,59.62,0.14,1021.7,4.8,9.49,1.0,0.0,2.0,9.997,
1969-12-31 08:01:27,1546556400,0.0,0.0,59.94,59.94,0.12,1021.4,3.68,4.7,337.0,0.0,1.0,9.997,
1969-12-31 08:01:28,1546560000,0.0,0.0,59.94,59.94,0.13,1022.2,3.19,4.61,323.0,0.0,0.0,9.997,
1969-12-31 08:01:29,1546563600,0.0,0.0,57.28,57.28,0.17,1020.8,2.91,4.0,298.0,0.0,0.0,9.997,
1969-12-31 08:01:30,1546567200,0.0,0.0,53.33,53.33,0.21,1022.5,2.72,4.0,272.0,0.0,0.0,9.997,
1969-12-31 08:01:31,1546570800,0.0,0.0,51.89,51.89,0.21,1023.0,2.67,5.06,263.0,0.0,0.0,9.997,
1969-12-31 08:01:32,1546574400,0.0,0.0,43.1,43.1,0.34,1021.9,1.63,6.0,247.0,0.0,0.0,9.997,
1969-12-31 08:01:33,1546578000,0.0,0.0,43.32,43.32,0.32,1021.7,1.82,8.89,244.0,0.0,0.0,9.997,
1969-12-31 08:01:34,1546581600,0.0,0.0,44.91,44.91,0.29,1021.5,2.03,4.71,49.0,0.0,0.0,9.997,
1969-12-31 08:01:35,1546585200,0.0,0.0,43.7,43.7,0.3,1021.2,2.9,3.35,5.0,0.0,0.0,9.997,
1969-12-31 08:01:36,1546588800,0.0,0.0,41.37,41.37,0.36,1020.9,2.21,2.21,283.0,0.0,0.0,9.997,
1969-12-31 08:01:37,1546592400,0.0,0.0,41.53,39.36,0.35,1020.8,3.7,3.7,259.0,0.0,0.0,9.997,
1969-12-31 08:01:38,1546596000,0.0,0.0,39.83,37.56,0.38,1020.5,3.55,3.55,254.0,0.0,0.0,9.997,
1969-12-31 08:01:39,1546599600,0.0,0.0,37.89,35.5,0.43,1020.3,3.41,4.41,274.0,0.0,0.0,9.997,
1969-12-31 08:01:40,1546603200,0.0,0.0,38.72,36.72,0.41,1019.4,3.16,3.84,274.0,0.0,0.0,9.997,
1969-12-31 08:01:41,1546606800,0.0,0.0,36.9,36.9,0.44,1019.0,2.94,3.37,280.0,0.0,0.0,9.997,
1969-12-31 08:01:42,1546610400,0.0,0.0,35.72,35.72,0.46,1019.0,2.9,2.9,257.0,0.0,0.0,9.997,
1969-12-31 08:01:43,1546614000,0.0,0.0,36.41,36.41,0.45,1019.8,2.53,2.93,285.0,0.0,0.0,9.997,
1969-12-31 08:01:44,1546617600,0.0,0.0,38.81,38.81,0.45,1020.6,1.8,3.27,273.0,0.0,0.0,9.997,
1969-12-31 08:01:45,1546621200,0.0,0.0,44.66,44.66,0.39,1021.0,2.71,5.51,279.0,0.09,1.0,9.997,
1969-12-31 08:01:46,1546624800,0.0,0.0,51.64,51.64,0.33,1020.9,2.71,5.51,279.0,0.09,1.0,9.997,
1969-12-31 08:01:47,1546628400,0.0,0.0,55.86,55.86,0.27,1020.9,4.33,5.73,323.0,0.0,3.0,9.997,
1969-12-31 08:01:48,1546632000,0.0,0.0,58.44,58.44,0.23,1020.9,5.35,5.89,330.0,0.0,3.0,9.997,
1969-12-31 08:01:49,1546635600,0.0,0.0,61.99,61.99,0.18,1019.9,4.4,5.63,340.0,0.0,3.0,9.997,
1969-12-31 08:01:50,1546639200,0.0,0.0,63.27,63.27,0.18,1018.1,3.77,5.08,338.0,0.0,2.0,9.997,
1969-12-31 08:01:51,1546642800,0.0,0.0,63.39,63.39,0.15,1017.6,3.78,8.12,335.0,0.0,1.0,9.997,
1969-12-31 08:01:52,1546646400,0.0,0.0,62.83,62.83,0.16,1017.6,3.19,6.78,357.0,0.0,0.0,9.997,
1969-12-31 08:01:53,1546650000,0.0,0.0,59.61,59.61,0.22,1018.1,3.1,3.49,342.0,0.21,0.0,9.997,
1969-12-31 08:01:54,1546653600,0.0,0.0,56.92,56.92,0.22,1018.7,2.54,3.52,300.0,0.36,0.0,9.997,
1969-12-31 08:01:55,1546657200,0.0,0.0,52.02,52.02,0.27,1018.8,1.45,3.19,300.0,0.0,0.0,9.997,
1969-12-31 08:01:56,1546660800,0.0,0.0,50.47,50.47,0.29,1019.3,1.8,4.3,348.0,0.0,0.0,9.997,
1969-12-31 08:01:57,1546664400,0.0,0.0,48.34,48.34,0.34,1019.1,1.22,3.26,339.0,0.0,0.0,9.997,
1969-12-31 08:01:58,1546668000,0.0,0.0,46.76,46.76,0.37,1018.8,2.45,2.45,298.0,0.0,0.0,9.997,
1969-12-31 08:01:59,1546671600,0.0,0.0,44.32,44.32,0.4,1018.3,2.84,5.11,268.0,0.0,0.0,9.997,
1969-12-31 08:02:00,1546675200,0.0,0.0,44.13,42.82,0.38,1018.3,3.2,3.2,269.0,0.0,0.0,9.997,
1969-12-31 08:02:01,1546678800,0.0,0.0,43.28,41.13,0.4,1018.3,3.97,3.97,261.0,0.0,0.0,9.997,
1969-12-31 08:02:02,1546682400,0.0,0.0,43.42,41.45,0.41,1015.5,3.79,3.79,261.0,0.0,0.0,9.997,
1969-12-31 08:02:03,1546686000,0.0,0.0,44.35,42.81,0.37,1014.8,3.47,3.47,270.0,0.0,0.0,9.997,
1969-12-31 08:02:04,1546689600,0.0,0.0,44.41,44.41,0.4,1014.8,2.75,2.84,265.0,0.0,0.0,9.997,
1969-12-31 08:02:05,1546693200,0.0,0.0,44.19,42.77,0.42,1016.7,3.33,4.22,279.0,0.0,0.0,9.997,
1969-12-31 08:02:06,1546696800,0.0,0.0,44.75,44.75,0.41,1016.5,2.72,3.24,283.0,0.08,0.0,9.997,
1969-12-31 08:02:07,1546700400,0.0,0.0,44.1,44.1,0.46,1016.5,1.89,1.89,218.0,0.46,0.0,9.997,
1969-12-31 08:02:08,1546704000,0.0,0.0,45.95,45.95,0.44,1018.2,1.96,2.49,241.0,0.46,0.0,9.997,
1969-12-31 08:02:09,1546707600,0.0,0.0,48.11,48.11,0.41,1019.1,1.15,3.57,230.0,0.46,1.0,9.997,
1969-12-31 08:02:10,1546711200,0.0,0.0,49.34,49.34,0.4,1019.3,2.26,7.03,244.0,0.39,2.0,9.997,
1969-12-31 08:02:11,1546714800,0.0,0.0,49.91,49.91,0.42,1018.5,2.88,3.64,334.0,1.0,2.0,9.997,
1969-12-31 08:02:12,1546718400,0.0009,0.84,51.33,51.33,0.46,1018.5,2.94,4.39,250.0,1.0,2.0,9.997,
1969-12-31 08:02:13,1546722000,0.0015,0.84,51.22,51.22,0.56,1017.7,4.19,8.15,300.0,1.0,2.0,9.997,
1969-12-31 08:02:14,1546725600,0.0006,0.84,50.65,50.65,0.59,1017.5,4.23,6.28,255.0,1.0,1.0,9.997,
1969-12-31 08:02:15,1546729200,0.0073,0.84,50.11,50.11,0.68,1017.5,5.08,7.25,140.0,1.0,1.0,9.788,
1969-12-31 08:02:16,1546732800,0.0025,0.84,49.44,47.55,0.71,1017.5,5.03,5.03,162.0,1.0,0.0,8.114,
1969-12-31 08:02:17,1546736400,0.0124,1.0,48.19,45.7,0.77,1017.5,5.65,5.65,176.0,1.0,0.0,8.683,
1969-12-31 08:02:18,1546740000,0.0183,1.0,47.4,45.54,0.82,1017.5,4.44,4.44,211.0,1.0,0.0,8.788,
1969-12-31 08:02:19,1546743600,0.0107,0.84,46.58,44.77,0.86,1017.5,4.19,4.19,210.0,1.0,0.0,9.684,
1969-12-31 08:02:20,1546747200,0.0085,1.0,46.11,45.01,0.91,1018.7,3.27,3.27,241.0,1.0,0.0,9.578,
1969-12-31 08:02:21,1546750800,0.0078,0.84,46.43,46.43,0.91,1019.0,2.79,3.45,259.0,1.0,0.0,9.684,
1969-12-31 08:02:22,1546754400,0.0081,1.0,46.19,46.19,0.92,1019.4,2.79,2.92,304.0,1.0,0.0,6.048,
1969-12-31 08:02:23,1546758000,0.0144,0.84,46.25,45.14,0.93,1018.7,3.3,3.3,14.0,1.0,0.0,5.0,
1969-12-31 08:02:24,1546761600,0.0,0.0,46.2,44.31,0.95,1018.6,4.22,4.51,41.0,1.0,0.0,5.326,
1969-12-31 08:02:25,1546765200,0.0,0.0,45.92,44.39,0.95,1018.6,3.72,6.79,68.0,1.0,0.0,4.849,
1969-12-31 08:02:26,1546768800,0.0049,0.16,45.64,44.52,0.95,1018.6,3.23,3.23,344.0,1.0,0.0,3.998,
1969-12-31 08:02:27,1546772400,0.0049,0.16,45.91,43.9,0.94,1018.6,4.31,5.32,286.0,1.0,0.0,3.998,
1969-12-31 08:02:28,1546776000,0.0,0.0,45.67,44.15,0.95,1018.9,3.66,5.39,257.0,1.0,0.0,5.468,
1969-12-31 08:02:29,1546779600,0.0,0.0,45.67,43.84,0.95,1018.7,4.04,4.14,205.0,1.0,0.0,8.403,
1969-12-31 08:02:30,1546783200,0.0,0.0,45.31,43.57,0.95,1019.1,3.86,3.86,152.0,0.29,0.0,4.941,
1969-12-31 08:02:31,1546786800,0.0,0.0,45.08,45.08,0.94,1019.1,2.91,4.2,189.0,0.56,0.0,2.582,
1969-12-31 08:02:32,1546790400,0.0,0.0,44.28,44.28,0.96,1019.1,2.35,3.77,220.0,0.79,0.0,0.486,
1969-12-31 08:02:33,1546794000,0.0,0.0,45.87,44.62,0.97,1022.2,3.39,11.04,25.0,0.78,1.0,0.969,
1969-12-31 08:02:34,1546797600,0.0,0.0,48.81,48.81,0.86,1022.9,2.78,8.1,39.0,0.54,2.0,4.36,
1969-12-31 08:02:35,1546801200,0.0,0.0,52.02,52.02,0.76,1022.9,2.63,5.72,268.0,0.54,3.0,5.732,
1969-12-31 08:02:36,1546804800,0.0,0.0,54.72,54.72,0.7,1022.9,2.68,8.48,226.0,0.75,3.0,6.741,
1969-12-31 08:02:37,1546808400,0.0,0.0,55.9,55.9,0.67,1020.8,3.31,5.94,303.0,0.59,2.0,7.637,
1969-12-31 08:02:38,1546812000,0.0,0.0,57.22,57.22,0.67,1020.8,3.12,10.49,300.0,0.17,2.0,8.324,
1969-12-31 08:02:39,1546815600,0.0,0.0,59.22,59.22,0.64,1020.7,3.64,6.08,327.0,0.0,1.0,7.847,
1969-12-31 08:02:40,1546819200,0.0,0.0,58.84,58.84,0.64,1021.2,3.36,4.62,353.0,0.0,0.0,6.418,
1969-12-31 08:02:41,1546822800,0.0,0.0,57.03,57.03,0.68,1021.1,3.25,5.21,5.0,0.0,0.0,6.418,
1969-12-31 08:02:42,1546826400,0.0,0.0,53.61,53.61,0.76,1021.1,3.59,9.98,7.0,0.0,0.0,6.418,
1969-12-31 08:02:43,1546830000,0.0,0.0,51.32,51.32,0.82,1023.1,3.36,9.79,342.0,0.0,0.0,6.418,
1969-12-31 08:02:44,1546833600,0.0,0.0,49.86,49.86,0.83,1023.7,2.81,10.82,308.0,0.0,0.0,5.941,
1969-12-31 08:02:45,1546837200,0.0,0.0,47.99,47.19,0.86,1024.7,3.23,9.64,14.0,0.0,0.0,5.464,
1969-12-31 08:02:46,1546840800,0.0,0.0,46.83,46.83,0.87,1024.6,2.84,10.07,33.0,0.0,0.0,6.361,
1969-12-31 08:02:47,1546844400,0.0,0.0,45.96,45.96,0.88,1023.9,2.87,6.32,125.0,0.0,0.0,5.79,
1969-12-31 08:02:48,1546848000,0.0,0.0,44.91,44.91,0.89,1024.3,2.58,7.04,140.0,0.0,0.0,3.837,
1969-12-31 08:02:49,1546851600,0.0,0.0,44.58,43.0,0.89,1024.7,3.56,11.24,207.0,0.09,0.0,4.416,
1969-12-31 08:02:50,1546855200,0.0,0.0,43.98,43.98,0.88,1025.2,2.31,4.41,202.0,0.0,0.0,3.998,
1969-12-31 08:02:51,1546858800,0.0,0.0,43.92,41.96,0.88,1025.2,3.88,4.59,152.0,0.1,0.0,3.002,
1969-12-31 08:02:52,1546862400,0.0,0.0,44.36,42.78,0.85,1025.0,3.52,4.29,182.0,0.53,0.0,1.301,
1969-12-31 08:02:53,1546866000,0.0,0.0,44.3,44.3,0.84,1024.8,2.03,8.97,138.0,0.75,0.0,0.244,
1969-12-31 08:02:54,1546869600,0.0,0.0,42.74,40.75,0.89,1025.4,3.71,4.96,151.0,1.0,0.0,0.249,
1969-12-31 08:02:55,1546873200,0.0,0.0,42.88,40.59,0.89,1025.4,4.06,4.16,187.0,0.9,0.0,0.172,
1969-12-31 08:02:56,1546876800,0.0,0.0,45.71,44.03,0.87,1026.1,3.86,6.07,175.0,1.0,0.0,0.179,
1969-12-31 08:02:57,1546880400,0.0,0.0,48.23,47.32,0.89,1027.1,3.39,9.56,158.0,1.0,1.0,0.277,
1969-12-31 08:02:58,1546884000,0.0,0.0,50.87,50.87,0.89,1027.2,3.62,9.21,125.0,1.0,2.0,0.428,
1969-12-31 08:02:59,1546887600,0.0,0.0,51.51,51.51,0.93,1026.4,3.34,8.94,118.0,1.0,2.0,4.258,
1969-12-31 08:03:00,1546891200,0.0,0.0,55.59,55.59,0.85,1026.4,2.88,6.67,104.0,0.78,3.0,9.37,
1969-12-31 08:03:01,1546894800,0.0,0.0,59.39,59.39,0.71,1026.4,3.64,4.48,112.0,0.48,2.0,9.788,
1969-12-31 08:03:02,1546898400,0.0,0.0,60.57,60.57,0.67,1026.4,3.48,5.17,122.0,0.29,2.0,9.997,
1969-12-31 08:03:03,1546902000,0.0,0.0,62.06,62.06,0.63,1024.8,3.02,4.66,171.0,0.29,1.0,9.997,
1969-12-31 08:03:04,1546905600,0.0,0.0,63.5,63.5,0.58,1024.7,2.59,5.17,45.0,0.29,0.0,9.997,
1969-12-31 08:03:05,1546909200,0.0,0.0,61.91,61.91,0.63,1024.6,3.06,3.06,8.0,0.21,0.0,9.997,
1969-12-31 08:03:06,1546912800,0.0,0.0,58.79,58.79,0.7,1025.0,2.68,3.04,355.0,0.21,0.0,9.997,
1969-12-31 08:03:07,1546916400,0.0,0.0,55.67,55.67,0.73,1025.4,2.35,3.27,347.0,0.21,0.0,9.997,
1969-12-31 08:03:08,1546920000,0.0,0.0,53.32,53.32,0.77,1025.5,2.82,3.47,349.0,0.21,0.0,6.896,
1969-12-31 08:03:09,1546923600,0.0,0.0,51.19,51.19,0.79,1026.2,2.48,2.6,330.0,0.09,0.0,6.418,
1969-12-31 08:03:10,1546927200,0.0,0.0,50.0,50.0,0.82,1026.5,2.49,3.07,291.0,0.09,0.0,4.989,
1969-12-31 08:03:11,1546930800,0.0,0.0,48.85,47.89,0.86,1025.8,3.55,3.55,279.0,0.27,0.0,6.322,
1969-12-31 08:03:12,1546934400,0.0,0.0,47.79,46.06,0.87,1025.6,4.36,4.36,276.0,0.0,0.0,9.578,
1969-12-31 08:03:13,1546938000,0.0,0.0,46.83,44.71,0.86,1025.4,4.67,4.67,269.0,0.0,0.0,9.997,
1969-12-31 08:03:14,1546941600,0.0,0.0,46.98,44.43,0.79,1025.4,5.37,5.37,278.0,0.0,0.0,9.997,
1969-12-31 08:03:15,1546945200,0.0,0.0,47.1,44.79,0.77,1025.4,5.03,5.03,283.0,0.0,0.0,9.997,
1969-12-31 08:03:16,1546948800,0.0,0.0,46.71,44.46,0.77,1025.4,4.84,4.84,274.0,0.0,0.0,9.997,
1969-12-31 08:03:17,1546952400,0.0,0.0,46.59,44.51,0.77,1025.4,4.55,4.55,280.0,0.0,0.0,9.997,
1969-12-31 08:03:18,1546956000,0.0,0.0,46.05,43.75,0.78,1025.4,4.75,4.75,278.0,0.1,0.0,9.997,
1969-12-31 08:03:19,1546959600,0.0,0.0,45.6,43.67,0.79,1025.4,4.15,4.15,279.0,0.23,0.0,9.997,
1969-12-31 08:03:20,1546963200,0.0,0.0,47.78,46.56,0.8,1025.4,3.68,3.68,279.0,0.23,0.0,9.997,
1969-12-31 08:03:21,1546966800,0.0,0.0,52.03,52.03,0.74,1025.4,4.6,4.6,282.0,0.38,1.0,9.997,
1969-12-31 08:03:22,1546970400,0.0,0.0,57.08,57.08,0.66,1025.5,5.57,6.95,299.0,0.38,2.0,9.997,
1969-12-31 08:03:23,1546974000,0.0,0.0,61.18,61.18,0.55,1024.2,6.47,6.83,308.0,0.38,3.0,9.997,
