,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,windSpeed,windGust,windBearing,uvIndex,visibility,pressure,cloudCover
1969-12-31 17:44:47,1568919600,0.0,0.0,67.38,67.38,0.57,6.01,7.84,20.0,6.0,10.0,1013.7,0.32
1969-12-31 17:44:48,1568923200,0.0014,0.01,69.66,69.66,0.48,6.62,9.66,9.0,7.0,10.0,1013.4,0.22
1969-12-31 17:44:49,1568926800,0.0014,0.01,72.27,72.27,0.41,6.29,10.27,10.0,7.0,10.0,1012.6,0.13
1969-12-31 17:44:50,1568930400,0.0,0.0,74.12,74.12,0.37,6.86,9.91,9.0,5.0,10.0,1011.7,0.1
1969-12-31 17:44:51,1568934000,0.0018,0.01,72.45,72.45,0.39,7.99,11.61,17.0,3.0,10.0,1011.4,0.07
1969-12-31 17:44:52,1568937600,0.0,0.0,72.83,72.83,0.41,8.12,11.52,25.0,1.0,10.0,1010.9,0.0
1969-12-31 17:44:53,1568941200,0.0,0.0,70.83,70.83,0.44,8.06,10.79,23.0,0.0,10.0,1011.1,0.0
1969-12-31 17:44:54,1568944800,0.0,0.0,67.07,67.07,0.49,6.65,9.77,18.0,0.0,10.0,1011.7,0.0
1969-12-31 17:44:55,1568948400,0.0018,0.01,63.86,63.86,0.54,4.16,9.17,8.0,0.0,10.0,1012.2,0.01
1969-12-31 17:44:56,1568952000,0.0015,0.01,61.75,61.75,0.56,4.32,10.36,8.0,0.0,10.0,1012.6,0.01
1969-12-31 17:44:57,1568955600,0.0,0.0,60.56,60.56,0.56,5.3,13.45,16.0,0.0,10.0,1012.7,0.01
1969-12-31 17:44:58,1568959200,0.0,0.0,59.13,59.13,0.59,5.44,12.37,29.0,0.0,10.0,1012.7,0.22
1969-12-31 17:44:59,1568962800,0.0,0.0,57.92,57.92,0.63,5.05,11.16,35.0,0.0,10.0,1012.9,0.19
1969-12-31 17:45:00,1568966400,0.0018,0.01,56.24,56.24,0.66,4.67,10.59,32.0,0.0,10.0,1013.9,0.13
1969-12-31 17:45:01,1568970000,0.0017,0.01,54.68,54.68,0.71,4.39,10.24,29.0,0.0,10.0,1014.0,0.07
1969-12-31 17:45:02,1568973600,0.001,0.01,53.21,53.21,0.75,4.45,9.93,38.0,0.0,10.0,1014.0,0.04
1969-12-31 17:45:03,1568977200,0.0,0.0,52.06,52.06,0.78,4.61,9.55,45.0,0.0,10.0,1013.4,0.02
1969-12-31 17:45:04,1568980800,0.0,0.0,51.46,51.46,0.81,4.69,7.74,104.0,0.0,10.0,1013.4,0.01
1969-12-31 17:45:05,1568984400,0.0016,0.01,51.69,51.69,0.8,4.81,7.96,107.0,0.0,10.0,1014.0,0.0
1969-12-31 17:45:06,1568988000,0.0,0.0,51.87,51.87,0.8,4.95,8.87,110.0,0.0,10.0,1014.0,0.01
1969-12-31 17:45:07,1568991600,0.0,0.0,54.87,54.87,0.75,5.35,9.63,101.0,0.0,10.0,1014.1,0.0
1969-12-31 17:45:08,1568995200,0.0,0.0,59.48,59.48,0.64,5.51,9.74,85.0,2.0,10.0,1014.1,0.0
1969-12-31 17:45:09,1568998800,0.0,0.0,64.46,64.46,0.54,6.29,9.46,56.0,4.0,10.0,1014.0,0.0
1969-12-31 17:45:10,1569002400,0.0,0.0,68.1,68.1,0.46,7.33,10.1,42.0,6.0,10.0,1014.4,0.0
1969-12-31 17:45:11,1569006000,0.0,0.0,70.87,70.87,0.38,7.63,9.96,33.0,7.0,10.0,1013.8,0.0
1969-12-31 17:45:12,1569009600,0.0,0.0,73.26,73.26,0.32,7.97,10.05,32.0,8.0,10.0,1013.4,0.0
1969-12-31 17:45:13,1569013200,0.0,0.0,76.02,76.02,0.27,8.04,10.4,32.0,7.0,10.0,1012.9,0.0
1969-12-31 17:45:14,1569016800,0.0,0.0,77.76,77.76,0.24,7.91,10.14,29.0,5.0,10.0,1012.1,0.0
1969-12-31 17:45:15,1569020400,0.0,0.0,76.34,76.34,0.24,8.46,11.02,25.0,3.0,10.0,1011.9,0.0
1969-12-31 17:45:16,1569024000,0.0,0.0,76.35,76.35,0.25,8.29,11.11,28.0,1.0,10.0,1011.7,0.0
1969-12-31 17:45:17,1569027600,0.0,0.0,74.22,74.22,0.28,7.47,10.71,35.0,0.0,10.0,1011.7,0.0
1969-12-31 17:45:18,1569031200,0.0,0.0,70.28,70.28,0.33,6.38,10.24,44.0,0.0,10.0,1011.8,0.0
1969-12-31 17:45:19,1569034800,0.0,0.0,66.21,66.21,0.37,4.04,8.65,51.0,0.0,10.0,1012.4,0.0
1969-12-31 17:45:20,1569038400,0.0,0.0,63.97,63.97,0.4,3.53,8.19,48.0,0.0,10.0,1012.9,0.0
1969-12-31 17:45:21,1569042000,0.0,0.0,62.24,62.24,0.43,3.58,8.92,43.0,0.0,10.0,1013.5,0.0
1969-12-31 17:45:22,1569045600,0.0,0.0,60.19,60.19,0.49,3.38,7.04,67.0,0.0,10.0,1013.7,0.0
1969-12-31 17:45:23,1569049200,0.0,0.0,58.72,58.72,0.53,4.17,7.08,114.0,0.0,10.0,1013.5,0.0
1969-12-31 17:45:24,1569052800,0.0,0.0,58.61,58.61,0.54,4.35,7.44,102.0,0.0,10.0,1013.7,0.0
1969-12-31 17:45:25,1569056400,0.0007,0.01,56.99,56.99,0.58,4.02,7.16,121.0,0.0,10.0,1014.1,0.0
1969-12-31 17:45:26,1569060000,0.0,0.0,55.88,55.88,0.6,3.83,6.52,112.0,0.0,10.0,1013.6,0.0
1969-12-31 17:45:27,1569063600,0.0,0.0,55.06,55.06,0.61,3.79,5.91,85.0,0.0,10.0,1013.4,0.0
1969-12-31 17:45:28,1569067200,0.0014,0.01,54.29,54.29,0.64,3.9,5.26,60.0,0.0,10.0,1013.6,0.0
1969-12-31 17:45:29,1569070800,0.0,0.0,54.63,54.63,0.63,4.12,5.49,94.0,0.0,10.0,1013.1,0.0
1969-12-31 17:45:30,1569074400,0.0005,0.01,54.37,54.37,0.64,4.03,5.82,76.0,0.0,10.0,1014.2,0.0
1969-12-31 17:45:31,1569078000,0.0,0.0,58.01,58.01,0.59,4.01,6.01,81.0,0.0,10.0,1014.3,0.0
1969-12-31 17:45:32,1569081600,0.0,0.0,63.08,63.08,0.49,5.3,8.31,68.0,2.0,10.0,1014.7,0.0
1969-12-31 17:45:33,1569085200,0.0,0.0,68.29,68.29,0.41,7.57,10.75,55.0,4.0,10.0,1014.0,0.0
1969-12-31 17:45:34,1569088800,0.0,0.0,72.37,72.37,0.36,8.13,10.86,57.0,6.0,10.0,1014.2,0.0
1969-12-31 17:45:35,1569092400,0.0,0.0,75.61,75.61,0.29,8.11,10.24,53.0,7.0,10.0,1013.4,0.0
1969-12-31 17:45:36,1569096000,0.0,0.0,78.08,78.08,0.24,7.57,8.71,46.0,8.0,10.0,1012.5,0.0
1969-12-31 17:45:37,1569099600,0.0,0.0,80.86,80.86,0.2,7.2,8.38,38.0,7.0,10.0,1011.8,0.0
1969-12-31 17:45:38,1569103200,0.0,0.0,82.74,82.74,0.18,7.14,8.26,28.0,5.0,10.0,1011.1,0.0
1969-12-31 17:45:39,1569106800,0.0,0.0,81.91,81.91,0.18,7.1,8.56,17.0,3.0,10.0,1010.3,0.0
1969-12-31 17:45:40,1569110400,0.0,0.0,81.82,81.82,0.18,6.7,7.94,30.0,1.0,10.0,1010.5,0.0
1969-12-31 17:45:41,1569114000,0.0,0.0,78.56,78.56,0.24,6.16,8.16,26.0,0.0,10.0,1011.1,0.0
1969-12-31 17:45:42,1569117600,0.0,0.0,73.68,73.68,0.29,4.34,6.99,17.0,0.0,10.0,1011.8,0.0
1969-12-31 17:45:43,1569121200,0.0,0.0,69.21,69.21,0.34,2.96,5.09,29.0,0.0,10.0,1012.7,0.0
1969-12-31 17:45:44,1569124800,0.0,0.0,66.5,66.5,0.38,2.88,5.25,64.0,0.0,10.0,1012.7,0.0
1969-12-31 17:45:45,1569128400,0.0,0.0,64.91,64.91,0.4,3.33,6.24,98.0,0.0,10.0,1013.3,0.0
1969-12-31 17:45:46,1569132000,0.0,0.0,63.14,63.14,0.45,3.61,5.59,158.0,0.0,10.0,1012.8,0.0
1969-12-31 17:45:47,1569135600,0.0,0.0,62.29,62.29,0.47,3.97,5.85,131.0,0.0,10.0,1013.4,0.0
1969-12-31 17:45:48,1569139200,0.0,0.0,60.31,60.31,0.51,4.22,6.36,104.0,0.0,10.0,1012.8,0.0
1969-12-31 17:45:49,1569142800,0.0,0.0,58.76,58.76,0.57,4.14,7.02,108.0,0.0,10.0,1012.8,0.0
1969-12-31 17:45:50,1569146400,0.0,0.0,58.3,58.3,0.58,4.71,7.19,103.0,0.0,10.0,1012.7,0.0
1969-12-31 17:45:51,1569150000,0.0012,0.01,58.63,58.63,0.57,4.8,7.57,105.0,0.0,10.0,1013.0,0.0
1969-12-31 17:45:52,1569153600,0.0,0.0,58.27,58.27,0.58,5.45,7.59,115.0,0.0,10.0,1012.3,0.01
1969-12-31 17:45:53,1569157200,0.0007,0.01,58.3,58.3,0.58,5.16,7.5,118.0,0.0,10.0,1013.0,0.04
1969-12-31 17:45:54,1569160800,0.0007,0.01,58.76,58.76,0.57,4.91,7.61,116.0,0.0,10.0,1013.5,0.08
1969-12-31 17:45:55,1569164400,0.0,0.0,61.42,61.42,0.54,5.14,7.64,116.0,0.0,10.0,1013.9,0.12
1969-12-31 17:45:56,1569168000,0.0,0.0,67.92,67.92,0.42,5.46,8.78,112.0,2.0,10.0,1013.5,0.14
1969-12-31 17:45:57,1569171600,0.0,0.0,74.63,74.63,0.31,5.71,8.68,101.0,4.0,10.0,1013.9,0.14
1969-12-31 17:45:58,1569175200,0.0,0.0,79.99,79.99,0.26,5.71,8.06,84.0,6.0,10.0,1013.6,0.12
1969-12-31 17:45:59,1569178800,0.0,0.0,83.35,83.35,0.22,5.84,8.4,60.0,7.0,10.0,1013.1,0.11
1969-12-31 17:46:00,1569182400,0.0,0.0,85.55,85.55,0.19,5.78,8.21,24.0,8.0,10.0,1012.3,0.09
1969-12-31 17:46:01,1569186000,0.0,0.0,86.99,86.99,0.17,5.59,8.17,9.0,7.0,10.0,1011.0,0.08
1969-12-31 17:46:02,1569189600,0.0,0.0,87.94,87.94,0.17,6.2,8.68,356.0,5.0,10.0,1010.6,0.06
1969-12-31 17:46:03,1569193200,0.0,0.0,86.68,86.68,0.18,7.25,10.13,237.0,3.0,10.0,1010.6,0.05
1969-12-31 17:46:04,1569196800,0.0,0.0,85.91,85.91,0.2,7.44,10.82,273.0,1.0,10.0,1010.8,0.05
1969-12-31 17:46:05,1569200400,0.0,0.0,82.09,82.09,0.24,7.12,10.14,316.0,0.0,10.0,1011.4,0.03
1969-12-31 17:46:06,1569204000,0.0,0.0,76.95,76.95,0.3,6.04,10.35,211.0,0.0,10.0,1012.2,0.02
1969-12-31 17:46:07,1569207600,0.0,0.0,71.98,71.98,0.35,5.27,8.5,248.0,0.0,10.0,1013.0,0.01
1969-12-31 17:46:08,1569211200,0.0,0.0,69.27,69.27,0.39,4.83,6.51,250.0,0.0,10.0,1012.9,0.01
1969-12-31 17:46:09,1569214800,0.0,0.0,67.71,67.71,0.41,5.15,6.41,230.0,0.0,10.0,1012.9,0.01
1969-12-31 17:46:10,1569218400,0.0,0.0,65.63,65.63,0.42,5.51,6.09,206.0,0.0,10.0,1013.3,0.01
1969-12-31 17:46:11,1569222000,0.0,0.0,64.01,64.01,0.45,5.25,5.72,186.0,0.0,10.0,1013.2,0.01
1969-12-31 17:46:12,1569225600,0.0,0.0,62.75,62.75,0.46,4.99,5.46,198.0,0.0,10.0,1012.5,0.0
1969-12-31 17:46:13,1569229200,0.0,0.0,61.39,61.39,0.46,4.27,5.17,199.0,0.0,10.0,1012.5,0.0
1969-12-31 17:46:14,1569232800,0.0,0.0,60.32,60.32,0.49,3.7,4.41,214.0,0.0,10.0,1012.4,0.0
1969-12-31 17:46:15,1569236400,0.0,0.0,59.36,59.36,0.51,3.56,4.44,239.0,0.0,10.0,1012.3,0.05
1969-12-31 17:46:16,1569240000,0.0013,0.01,57.92,57.92,0.55,3.68,4.72,202.0,0.0,10.0,1012.4,0.05
1969-12-31 17:46:17,1569243600,0.0,0.0,57.74,57.74,0.57,3.73,4.78,180.0,0.0,10.0,1012.5,0.09
1969-12-31 17:46:18,1569247200,0.0005,0.01,57.43,57.43,0.57,3.28,4.57,58.0,0.0,10.0,1013.4,0.14
1969-12-31 17:46:19,1569250800,0.0,0.0,60.34,60.34,0.55,2.97,4.69,147.0,0.0,10.0,1014.1,0.14
1969-12-31 17:46:20,1569254400,0.0018,0.01,65.07,65.07,0.48,3.38,5.04,125.0,2.0,10.0,1014.8,0.14
1969-12-31 17:46:21,1569258000,0.0,0.0,70.21,70.21,0.4,4.23,5.92,98.0,4.0,10.0,1014.5,0.0
1969-12-31 17:46:22,1569261600,0.0,0.0,74.77,74.77,0.36,4.5,6.34,80.0,6.0,10.0,1014.2,0.0
1969-12-31 17:46:23,1569265200,0.0,0.0,77.8,77.8,0.31,4.8,6.77,62.0,7.0,10.0,1013.6,0.0
1969-12-31 17:46:24,1569268800,0.0,0.0,80.17,80.17,0.28,5.88,8.08,3.0,8.0,10.0,1012.9,0.0
1969-12-31 17:46:25,1569272400,0.0018,0.01,81.86,81.86,0.28,6.53,8.93,337.0,7.0,10.0,1012.8,0.0
1969-12-31 17:46:26,1569276000,0.0,0.0,82.98,82.98,0.26,7.35,9.77,344.0,5.0,10.0,1011.9,0.0
1969-12-31 17:46:27,1569279600,0.0,0.0,81.36,81.36,0.28,7.83,9.89,359.0,3.0,10.0,1011.7,0.01
1969-12-31 17:46:28,1569283200,0.0,0.0,81.07,81.07,0.28,7.99,9.47,9.0,1.0,10.0,1011.6,0.03
1969-12-31 17:46:29,1569286800,0.0,0.0,77.97,77.97,0.33,7.45,9.66,0.0,0.0,10.0,1012.2,0.02
1969-12-31 17:46:30,1569290400,0.0015,0.01,73.85,73.85,0.38,5.99,9.59,2.0,0.0,10.0,1013.2,0.01
1969-12-31 17:46:31,1569294000,0.0,0.0,70.08,70.08,0.43,4.87,8.55,352.0,0.0,10.0,1014.3,0.0
1969-12-31 17:46:32,1569297600,0.0,0.0,67.56,67.56,0.48,4.81,8.91,342.0,0.0,10.0,1014.7,0.05
1969-12-31 17:46:33,1569301200,0.0,0.0,66.01,66.01,0.51,4.69,9.33,343.0,0.0,10.0,1014.9,0.0
1969-12-31 17:46:34,1569304800,0.0,0.0,64.67,64.67,0.54,4.12,8.66,349.0,0.0,10.0,1014.6,0.0
1969-12-31 17:46:35,1569308400,0.0018,0.01,63.79,63.79,0.56,4.29,9.28,20.0,0.0,10.0,1014.9,0.07
1969-12-31 17:46:36,1569312000,0.0,0.0,62.71,62.71,0.59,4.35,9.83,52.0,0.0,10.0,1014.0,0.07
1969-12-31 17:46:37,1569315600,0.0,0.0,61.26,61.26,0.61,4.85,10.7,54.0,0.0,10.0,1014.5,0.07
1969-12-31 17:46:38,1569319200,0.0007,0.01,60.11,60.11,0.63,5.26,10.9,69.0,0.0,10.0,1015.1,0.07
1969-12-31 17:46:39,1569322800,0.0007,0.01,60.09,60.09,0.62,5.34,10.52,85.0,0.0,10.0,1014.9,0.0
1969-12-31 17:46:40,1569326400,0.0007,0.01,59.72,59.72,0.63,5.9,7.77,99.0,0.0,10.0,1014.9,0.0
1969-12-31 17:46:41,1569330000,0.0005,0.01,60.25,60.25,0.62,5.6,8.2,102.0,0.0,10.0,1015.1,0.0
1969-12-31 17:46:42,1569333600,0.0,0.0,60.75,60.75,0.6,5.32,8.48,91.0,0.0,10.0,1015.5,0.0
1969-12-31 17:46:43,1569337200,0.0,0.0,63.98,63.98,0.56,5.73,8.79,74.0,0.0,10.0,1016.1,0.0
1969-12-31 17:46:44,1569340800,0.0013,0.01,68.75,68.75,0.48,6.14,11.22,64.0,2.0,10.0,1016.5,0.0
1969-12-31 17:46:45,1569344400,0.0,0.0,74.34,74.34,0.37,7.57,12.98,60.0,4.0,10.0,1015.7,0.0
1969-12-31 17:46:46,1569348000,0.0,0.0,78.53,78.53,0.31,8.49,13.75,55.0,6.0,10.0,1015.2,0.01
1969-12-31 17:46:47,1569351600,0.0,0.0,81.76,81.76,0.27,8.69,13.32,47.0,8.0,10.0,1014.4,0.01
1969-12-31 17:46:48,1569355200,0.0,0.0,84.7,84.7,0.22,8.14,11.96,38.0,8.0,10.0,1013.5,0.0
1969-12-31 17:46:49,1569358800,0.0,0.0,87.23,87.23,0.19,8.72,12.02,31.0,7.0,10.0,1012.8,0.0
1969-12-31 17:46:50,1569362400,0.0,0.0,89.28,89.28,0.17,8.56,11.82,24.0,6.0,10.0,1012.4,0.0
1969-12-31 17:46:51,1569366000,0.0,0.0,88.74,88.74,0.16,8.52,12.03,22.0,3.0,10.0,1011.3,0.0
1969-12-31 17:46:52,1569369600,0.0,0.0,88.05,88.05,0.17,7.05,10.23,32.0,1.0,10.0,1011.2,0.0
1969-12-31 17:46:53,1569373200,0.0,0.0,85.24,85.24,0.2,6.95,9.34,38.0,0.0,10.0,1011.0,0.0
1969-12-31 17:46:54,1569376800,0.0,0.0,80.48,80.48,0.25,5.11,7.79,53.0,0.0,10.0,1011.5,0.0
1969-12-31 17:46:55,1569380400,0.0,0.0,75.96,75.96,0.28,3.62,5.91,87.0,0.0,10.0,1012.2,0.0
1969-12-31 17:46:56,1569384000,0.0,0.0,72.7,72.7,0.33,3.28,5.52,106.0,0.0,10.0,1012.5,0.0
1969-12-31 17:46:57,1569387600,0.0,0.0,70.88,70.88,0.35,3.1,5.44,130.0,0.0,10.0,1012.3,0.0
1969-12-31 17:46:58,1569391200,0.0,0.0,69.64,69.64,0.36,3.67,5.22,165.0,0.0,10.0,1011.9,0.0
1969-12-31 17:46:59,1569394800,0.0,0.0,68.6,68.6,0.37,3.94,5.47,154.0,0.0,10.0,1011.4,0.0
1969-12-31 17:47:00,1569398400,0.0,0.0,66.9,66.9,0.39,4.15,6.15,144.0,0.0,10.0,1010.8,0.0
1969-12-31 17:47:01,1569402000,0.0,0.0,65.36,65.36,0.41,4.28,6.18,142.0,0.0,10.0,1010.9,0.0
1969-12-31 17:47:02,1569405600,0.0018,0.01,64.91,64.91,0.41,4.77,6.76,139.0,0.0,10.0,1010.3,0.0
1969-12-31 17:47:03,1569409200,0.0,0.0,64.82,64.82,0.4,5.11,7.48,131.0,0.0,10.0,1009.2,0.0
1969-12-31 17:47:04,1569412800,0.0,0.0,64.92,64.92,0.4,5.16,7.91,127.0,0.0,10.0,1008.9,0.0
1969-12-31 17:47:05,1569416400,0.0,0.0,64.35,64.35,0.39,5.01,7.66,128.0,0.0,10.0,1009.1,0.01
1969-12-31 17:47:06,1569420000,0.0012,0.01,65.25,65.25,0.36,4.82,7.47,132.0,0.0,10.0,1009.7,0.03
1969-12-31 17:47:07,1569423600,0.0013,0.01,67.78,67.78,0.34,4.76,7.42,135.0,0.0,10.0,1010.3,0.04
1969-12-31 17:47:08,1569427200,0.0,0.0,74.77,74.77,0.25,5.04,7.76,121.0,2.0,10.0,1010.0,0.03
1969-12-31 17:47:09,1569430800,0.0,0.0,82.09,82.09,0.18,5.52,8.0,105.0,4.0,10.0,1009.5,0.01
1969-12-31 17:47:10,1569434400,0.0,0.0,87.63,87.63,0.16,6.02,8.07,85.0,6.0,10.0,1009.1,0.0
1969-12-31 17:47:11,1569438000,0.0,0.0,91.22,91.22,0.13,5.88,8.3,69.0,8.0,10.0,1009.1,0.0
1969-12-31 17:47:12,1569441600,0.0,0.0,93.72,93.72,0.13,4.81,8.06,46.0,8.0,10.0,1007.7,0.0
1969-12-31 17:47:13,1569445200,0.0,0.0,94.62,94.62,0.13,4.17,8.17,349.0,7.0,10.0,1007.8,0.0
1969-12-31 17:47:14,1569448800,0.0014,0.01,94.57,94.57,0.14,5.65,9.66,335.0,5.0,10.0,1007.4,0.0
1969-12-31 17:47:15,1569452400,0.0021,0.01,92.67,92.67,0.18,7.52,10.65,243.0,3.0,10.0,1006.9,0.0
1969-12-31 17:47:16,1569456000,0.0,0.0,91.15,91.15,0.22,7.59,9.51,275.0,1.0,10.0,1006.9,0.0
1969-12-31 17:47:17,1569459600,0.0,0.0,86.78,86.78,0.28,7.79,9.95,318.0,0.0,10.0,1007.1,0.0
1969-12-31 17:47:18,1569463200,0.0022,0.01,80.44,80.44,0.39,6.39,9.87,210.0,0.0,10.0,1007.9,0.0
1969-12-31 17:47:19,1569466800,0.0014,0.01,75.7,75.7,0.45,5.9,11.12,243.0,0.0,10.0,1008.8,0.07
1969-12-31 17:47:20,1569470400,0.0013,0.01,72.0,72.0,0.5,6.24,8.62,243.0,0.0,10.0,1009.2,0.2
1969-12-31 17:47:21,1569474000,0.0007,0.01,69.84,69.84,0.54,6.63,7.79,228.0,0.0,10.0,1009.6,0.05
1969-12-31 17:47:22,1569477600,0.0013,0.01,68.3,68.3,0.57,6.86,7.45,219.0,0.0,10.0,1009.9,0.07
1969-12-31 17:47:23,1569481200,0.0,0.0,66.37,66.37,0.6,7.19,7.73,210.0,0.0,10.0,1009.7,0.08
1969-12-31 17:47:24,1569484800,0.0009,0.01,64.98,64.98,0.61,6.98,7.67,209.0,0.0,10.0,1010.0,0.1
1969-12-31 17:47:25,1569488400,0.0006,0.01,63.13,63.13,0.63,6.32,7.4,215.0,0.0,10.0,1010.2,0.11
1969-12-31 17:47:26,1569492000,0.0,0.0,60.84,60.84,0.7,6.83,7.66,216.0,0.0,10.0,1010.0,0.15
1969-12-31 17:47:27,1569495600,0.0,0.0,59.53,59.53,0.73,7.21,7.97,218.0,0.0,10.0,1010.0,0.24
1969-12-31 17:47:28,1569499200,0.0003,0.01,59.33,59.33,0.71,7.61,7.78,220.0,0.0,10.0,1010.1,0.25
1969-12-31 17:47:29,1569502800,0.0,0.0,59.04,59.04,0.74,7.54,8.05,226.0,0.0,10.0,1010.7,0.25
1969-12-31 17:47:30,1569506400,0.0,0.0,58.83,58.83,0.76,7.81,8.37,225.0,0.0,10.0,1011.3,0.24
1969-12-31 17:47:31,1569510000,0.0,0.0,61.99,61.99,0.72,7.26,8.6,227.0,0.0,10.0,1012.3,0.16
1969-12-31 17:47:32,1569513600,0.001,0.01,66.95,66.95,0.67,7.12,8.65,228.0,2.0,10.0,1012.9,0.16
1969-12-31 17:47:33,1569517200,0.0017,0.01,72.07,72.07,0.58,8.4,10.06,255.0,4.0,10.0,1013.2,0.17
1969-12-31 17:47:34,1569520800,0.0,0.0,76.52,76.52,0.5,9.48,11.16,252.0,6.0,10.0,1013.4,0.17
1969-12-31 17:47:35,1569524400,0.0,0.0,79.7,79.7,0.46,10.77,12.83,252.0,7.0,10.0,1013.2,0.16
1969-12-31 17:47:36,1569528000,0.0,0.0,81.76,81.76,0.43,11.99,14.42,262.0,8.0,10.0,1012.5,0.13
1969-12-31 17:47:37,1569531600,0.0,0.0,80.72,80.88,0.44,13.31,15.87,257.0,7.0,10.0,1012.2,0.11
1969-12-31 17:47:38,1569535200,0.0,0.0,81.71,81.79,0.45,13.58,17.49,254.0,5.0,10.0,1011.4,0.1
1969-12-31 17:47:39,1569538800,0.0,0.0,78.75,78.75,0.5,14.39,17.75,238.0,3.0,10.0,1011.3,0.09
1969-12-31 17:47:40,1569542400,0.0006,0.01,77.51,77.51,0.53,14.02,17.42,244.0,1.0,10.0,1011.4,0.08
1969-12-31 17:47:41,1569546000,0.0009,0.01,73.67,73.7,0.63,13.19,16.52,248.0,0.0,10.0,1011.9,0.08
1969-12-31 17:47:42,1569549600,0.0002,0.01,69.26,69.44,0.76,11.51,15.25,255.0,0.0,10.0,1012.6,0.14
1969-12-31 17:47:43,1569553200,0.0011,0.01,65.77,65.94,0.83,10.73,15.0,255.0,0.0,10.0,1013.7,0.19
1969-12-31 17:47:44,1569556800,0.0013,0.01,63.48,63.66,0.88,10.19,14.37,252.0,0.0,10.0,1014.1,0.26
1969-12-31 17:47:45,1569560400,0.0003,0.01,62.39,62.54,0.9,9.83,13.51,244.0,0.0,6.272,1014.1,0.35
1969-12-31 17:47:46,1569564000,0.0025,0.01,61.81,61.92,0.9,9.74,12.57,246.0,0.0,5.164,1014.0,0.41
1969-12-31 17:47:47,1569567600,0.0017,0.01,61.36,61.49,0.91,8.83,12.37,238.0,0.0,2.445,1014.0,0.53
1969-12-31 17:47:48,1569571200,0.0023,0.01,61.18,61.34,0.92,8.12,11.61,232.0,0.0,3.291,1013.9,0.63
1969-12-31 17:47:49,1569574800,0.0007,0.01,60.52,60.67,0.94,7.43,10.87,236.0,0.0,6.214,1014.2,0.63
1969-12-31 17:47:50,1569578400,0.0003,0.01,59.7,59.91,0.97,6.71,9.49,235.0,0.0,5.198,1013.6,0.69
1969-12-31 17:47:51,1569582000,0.0009,0.01,59.56,59.66,0.95,6.47,8.62,238.0,0.0,5.677,1013.7,0.64
1969-12-31 17:47:52,1569585600,0.0,0.0,59.53,59.61,0.94,6.16,7.43,243.0,0.0,5.913,1013.4,0.63
1969-12-31 17:47:53,1569589200,0.0024,0.01,59.37,59.43,0.94,6.01,7.3,260.0,0.0,5.673,1013.9,0.6
1969-12-31 17:47:54,1569592800,0.0,0.0,58.54,58.61,0.96,5.3,6.5,230.0,0.0,8.025,1013.8,0.52
1969-12-31 17:47:55,1569596400,0.0011,0.01,59.04,59.13,0.95,3.93,5.09,232.0,0.0,8.6,1014.4,0.51
1969-12-31 17:47:56,1569600000,0.0,0.0,62.25,62.37,0.89,2.83,5.14,231.0,2.0,10.0,1014.0,0.39
1969-12-31 17:47:57,1569603600,0.0,0.0,65.84,65.91,0.81,3.27,4.86,296.0,3.0,10.0,1014.2,0.26
1969-12-31 17:47:58,1569607200,0.0021,0.01,69.56,69.56,0.7,3.17,4.08,308.0,6.0,10.0,1013.3,0.09
1969-12-31 17:47:59,1569610800,0.0,0.0,73.0,73.0,0.61,4.1,5.19,292.0,7.0,10.0,1012.4,0.06
1969-12-31 17:48:00,1569614400,0.0,0.0,76.35,76.35,0.53,5.34,6.77,283.0,8.0,10.0,1011.3,0.03
1969-12-31 17:48:01,1569618000,0.0,0.0,77.8,77.8,0.51,7.89,9.48,269.0,7.0,10.0,1010.8,0.02
1969-12-31 17:48:02,1569621600,0.0,0.0,78.05,78.05,0.51,9.99,12.21,275.0,5.0,10.0,1010.1,0.02
1969-12-31 17:48:03,1569625200,0.0,0.0,75.59,75.59,0.57,11.48,13.26,246.0,3.0,10.0,1009.5,0.03
1969-12-31 17:48:04,1569628800,0.002,0.01,74.68,74.68,0.59,12.22,13.7,254.0,1.0,10.0,1009.1,0.03
1969-12-31 17:48:05,1569632400,0.0,0.0,70.67,70.67,0.68,11.86,13.67,262.0,0.0,10.0,1009.2,0.04
1969-12-31 17:48:06,1569636000,0.0017,0.01,66.34,66.4,0.79,10.66,13.41,245.0,0.0,10.0,1009.3,0.1
1969-12-31 17:48:07,1569639600,0.002,0.01,63.23,63.26,0.85,8.47,12.58,246.0,0.0,10.0,1009.5,0.13
1969-12-31 17:48:08,1569643200,0.0019,0.01,61.29,61.3,0.89,8.4,12.41,248.0,0.0,10.0,1009.5,0.2
1969-12-31 17:48:09,1569646800,0.0022,0.01,59.96,59.96,0.91,8.64,13.02,243.0,0.0,10.0,1009.5,0.3
1969-12-31 17:48:10,1569650400,0.0034,0.01,59.01,59.01,0.91,8.68,12.08,239.0,0.0,10.0,1009.4,0.39
1969-12-31 17:48:11,1569654000,0.0036,0.01,58.91,58.91,0.91,9.0,12.7,233.0,0.0,10.0,1009.4,0.5
1969-12-31 17:48:12,1569657600,0.0023,0.01,58.43,58.43,0.91,9.5,12.61,235.0,0.0,8.612,1009.4,0.6
1969-12-31 17:48:13,1569661200,0.002,0.02,57.93,57.93,0.92,9.22,14.34,236.0,0.0,10.0,1009.3,0.46
