,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,windSpeed,windGust,windBearing,uvIndex,visibility,pressure,cloudCover
1969-12-31 16:00:00,1546243200,0.0,0.0,40.98,40.98,0.62,1.57,6.61,7.0,0.0,9.997,,
1969-12-31 16:00:01,1546246800,0.0,0.0,40.19,40.19,0.64,1.82,7.63,186.0,0.0,9.997,,
1969-12-31 16:00:02,1546250400,0.0,0.0,39.95,39.95,0.68,1.88,8.16,237.0,0.0,9.997,,
1969-12-31 16:00:03,1546254000,0.0,0.0,33.14,29.8,0.89,3.64,9.13,292.0,0.0,9.997,,
1969-12-31 16:00:04,1546257600,0.0,0.0,33.82,30.58,0.9,3.64,8.64,330.0,0.0,9.997,,
1969-12-31 16:00:05,1546261200,0.0,0.0,34.28,34.28,0.96,1.39,10.17,292.0,0.0,9.997,,
1969-12-31 16:00:06,1546264800,0.0,0.0,35.29,35.29,0.95,1.79,9.24,56.0,0.0,9.997,,
1969-12-31 16:00:07,1546268400,0.0,0.0,36.27,36.27,0.94,2.09,9.33,358.0,0.0,9.997,,
1969-12-31 16:00:08,1546272000,0.0,0.0,37.25,37.25,0.97,2.34,9.77,94.0,0.0,9.997,,
1969-12-31 16:00:09,1546275600,0.0,0.0,38.65,38.65,0.94,2.99,10.08,99.0,0.0,9.997,,
1969-12-31 16:00:10,1546279200,0.0,0.0,40.81,38.38,0.92,3.87,14.45,93.0,0.0,9.997,,
1969-12-31 16:00:11,1546282800,0.0,0.0,42.29,38.29,0.74,6.31,15.49,66.0,0.0,9.997,,
1969-12-31 16:00:12,1546286400,0.0,0.0,43.9,38.87,0.63,9.03,16.29,40.0,0.0,0.998,,
1969-12-31 16:00:13,1546290000,0.0,0.0,45.67,39.73,0.59,12.78,15.74,40.0,0.0,0.998,,
1969-12-31 16:00:14,1546293600,0.0,0.0,46.6,40.89,0.5,12.84,16.56,28.0,0.0,0.998,,
1969-12-31 16:00:15,1546297200,0.0,0.0,47.14,41.45,0.46,13.25,17.57,35.0,0.0,0.5,,
1969-12-31 16:00:16,1546300800,0.0,0.0,46.04,39.94,0.46,13.65,19.37,36.0,0.0,0.5,,
1969-12-31 16:00:17,1546304400,0.0,0.0,42.75,36.72,0.51,10.84,17.45,36.0,0.0,5.0,,
1969-12-31 16:00:18,1546308000,0.0,0.0,40.25,33.53,0.6,11.02,17.17,31.0,0.0,9.997,,
1969-12-31 16:00:19,1546311600,0.0,0.0,36.59,29.69,0.72,9.42,14.01,28.0,0.0,9.997,,
1969-12-31 16:00:20,1546315200,0.0,0.0,34.58,28.88,0.8,6.58,8.72,43.0,0.0,9.997,,
1969-12-31 16:00:21,1546318800,0.0,0.0,34.26,34.26,0.83,2.97,8.89,111.0,0.0,9.997,,
1969-12-31 16:00:22,1546322400,0.0,0.0,33.61,33.61,0.86,1.88,8.72,324.0,0.0,9.997,,
1969-12-31 16:00:23,1546326000,0.0,0.0,33.03,29.95,0.88,3.41,9.03,344.0,0.0,7.002,,
1969-12-31 16:00:24,1546329600,0.0,0.0,35.65,35.65,0.77,2.67,9.53,54.0,0.0,7.002,,
1969-12-31 16:00:25,1546333200,0.0,0.0,35.14,31.67,0.73,4.04,7.46,92.0,0.0,7.002,,
1969-12-31 16:00:26,1546336800,0.0,0.0,34.19,31.63,0.7,3.12,6.69,131.0,0.0,7.002,,
1969-12-31 16:00:27,1546340400,0.0,0.0,34.59,34.59,0.61,1.93,6.34,149.0,0.0,9.997,,
1969-12-31 16:00:28,1546344000,0.0,0.0,34.01,34.01,0.63,1.43,6.54,132.0,0.0,9.997,,
1969-12-31 16:00:29,1546347600,0.0,0.0,34.12,34.12,0.61,1.62,7.09,50.0,0.0,9.997,,
1969-12-31 16:00:30,1546351200,0.0,0.0,32.89,32.89,0.62,1.91,6.2,333.0,0.0,9.997,,
1969-12-31 16:00:31,1546354800,0.0,0.0,33.37,33.37,0.61,1.65,5.97,322.0,0.0,9.997,,
1969-12-31 16:00:32,1546358400,0.0,0.0,26.53,26.53,0.82,1.06,6.45,87.0,0.0,9.997,,
1969-12-31 16:00:33,1546362000,0.0,0.0,32.01,32.01,0.81,1.51,6.78,97.0,0.0,9.997,,
1969-12-31 16:00:34,1546365600,0.0,0.0,37.98,37.98,0.74,1.97,8.14,119.0,0.0,9.997,,
1969-12-31 16:00:35,1546369200,0.0,0.0,41.84,40.17,0.61,3.25,10.09,108.0,0.0,9.997,,
1969-12-31 16:00:36,1546372800,0.0,0.0,45.43,44.18,0.48,3.33,11.14,103.0,0.0,9.997,,
1969-12-31 16:00:37,1546376400,0.0,0.0,46.6,45.6,0.4,3.24,13.34,108.0,0.0,9.997,,
1969-12-31 16:00:38,1546380000,0.0,0.0,47.54,46.69,0.38,3.2,11.25,82.0,0.0,9.997,,
1969-12-31 16:00:39,1546383600,0.0,0.0,48.13,46.88,0.37,3.79,12.04,77.0,0.0,9.997,,
1969-12-31 16:00:40,1546387200,0.0,0.0,47.44,45.91,0.35,4.0,11.56,103.0,0.0,9.997,,
1969-12-31 16:00:41,1546390800,0.0,0.0,42.01,39.15,0.43,4.58,11.54,81.0,0.0,9.997,,
1969-12-31 16:00:42,1546394400,0.0,0.0,37.78,33.66,0.52,5.26,12.06,72.0,0.0,9.997,,
1969-12-31 16:00:43,1546398000,0.0,0.0,35.41,32.0,0.55,4.02,8.2,65.0,0.0,9.997,,
1969-12-31 16:00:44,1546401600,0.0,0.0,37.58,37.58,0.48,1.46,7.52,74.0,0.0,9.997,,
1969-12-31 16:00:45,1546405200,0.0,0.0,36.74,36.74,0.51,1.76,7.42,28.0,0.0,9.997,,
1969-12-31 16:00:46,1546408800,0.0,0.0,35.92,35.92,0.51,2.15,6.57,95.0,0.0,9.997,,
1969-12-31 16:00:47,1546412400,0.0,0.0,35.47,35.47,0.52,2.04,6.47,138.0,0.0,9.997,,
1969-12-31 16:00:48,1546416000,0.0,0.0,34.93,32.35,0.52,3.22,6.83,89.0,0.0,9.997,,
1969-12-31 16:00:49,1546419600,0.0,0.0,35.38,35.38,0.49,1.54,7.39,94.0,0.0,9.997,,
1969-12-31 16:00:50,1546423200,0.0,0.0,34.54,34.54,0.53,1.67,7.01,149.0,0.0,9.997,,
1969-12-31 16:00:51,1546426800,0.0,0.0,35.49,35.49,0.51,1.86,6.5,173.0,0.0,9.997,,
1969-12-31 16:00:52,1546430400,0.0,0.0,35.22,35.22,0.55,2.17,6.13,13.0,0.0,9.997,,
1969-12-31 16:00:53,1546434000,0.0,0.0,34.63,34.63,0.53,1.62,6.32,303.0,0.0,9.997,,
1969-12-31 16:00:54,1546437600,0.0,0.0,34.08,34.08,0.52,2.3,4.99,294.0,0.0,9.997,,
1969-12-31 16:00:55,1546441200,0.0,0.0,33.88,33.88,0.53,1.85,5.64,25.0,0.0,9.997,,
1969-12-31 16:00:56,1546444800,0.0,0.0,27.79,27.79,0.69,1.8,6.77,140.0,0.0,9.997,,
1969-12-31 16:00:57,1546448400,0.0,0.0,34.77,34.77,0.55,1.71,5.84,127.0,0.0,9.997,,
1969-12-31 16:00:58,1546452000,0.0,0.0,40.87,40.87,0.58,1.04,5.6,146.0,0.0,9.997,,
1969-12-31 16:00:59,1546455600,0.0,0.0,45.3,45.3,0.45,0.94,5.1,121.0,0.0,9.997,,
1969-12-31 16:01:00,1546459200,0.0,0.0,46.9,46.9,0.37,1.82,6.14,154.0,0.0,9.997,,
1969-12-31 16:01:01,1546462800,0.0,0.0,51.06,51.06,0.37,1.99,7.62,147.0,0.0,9.997,,
1969-12-31 16:01:02,1546466400,0.0,0.0,51.62,51.62,0.38,2.36,9.11,150.0,0.0,9.997,,
1969-12-31 16:01:03,1546470000,0.0,0.0,51.04,51.04,0.38,4.09,8.92,318.0,0.0,9.997,,
1969-12-31 16:01:04,1546473600,0.0,0.0,50.59,50.59,0.4,6.58,8.25,333.0,0.0,9.997,,
1969-12-31 16:01:05,1546477200,0.0,0.0,46.03,43.53,0.47,5.04,7.14,339.0,0.0,9.997,,
1969-12-31 16:01:06,1546480800,0.0,0.0,40.43,37.27,0.55,4.63,5.5,342.0,0.0,9.997,,
1969-12-31 16:01:07,1546484400,0.0,0.0,42.64,39.69,0.48,4.83,5.69,291.0,0.0,9.997,,
1969-12-31 16:01:08,1546488000,0.0,0.0,41.17,41.17,0.5,2.49,5.06,308.0,0.0,9.997,,
1969-12-31 16:01:09,1546491600,0.0,0.0,40.23,40.23,0.52,1.26,4.65,152.0,0.0,9.997,,
1969-12-31 16:01:10,1546495200,0.0,0.0,40.47,40.47,0.5,1.39,4.66,107.0,0.0,9.997,,
1969-12-31 16:01:11,1546498800,0.0,0.0,40.3,40.3,0.48,1.04,4.7,160.0,0.0,9.997,,
1969-12-31 16:01:12,1546502400,0.0,0.0,40.5,40.5,0.45,1.03,5.56,170.0,0.0,9.997,,
1969-12-31 16:01:13,1546506000,0.0,0.0,40.51,40.51,0.42,2.7,4.72,305.0,0.0,9.997,,
1969-12-31 16:01:14,1546509600,0.0,0.0,32.43,32.43,0.57,1.62,7.36,149.0,0.0,9.997,,
1969-12-31 16:01:15,1546513200,0.0,0.0,42.3,42.3,0.37,1.15,6.09,184.0,0.0,9.997,,
1969-12-31 16:01:16,1546516800,0.0,0.0,30.86,30.86,0.6,2.37,5.59,156.0,0.0,9.997,,
1969-12-31 16:01:17,1546520400,0.0,0.0,38.78,38.78,0.45,1.21,5.95,154.0,0.0,9.997,,
1969-12-31 16:01:18,1546524000,0.0,0.0,39.46,39.46,0.44,0.82,4.95,122.0,0.0,9.997,,
1969-12-31 16:01:19,1546527600,0.0,0.0,39.61,39.61,0.43,1.51,4.46,113.0,0.0,9.997,,
1969-12-31 16:01:20,1546531200,0.0,0.0,39.75,39.75,0.45,0.79,4.09,84.0,0.0,7.002,,
1969-12-31 16:01:21,1546534800,0.0,0.0,38.84,38.84,0.56,2.03,2.38,147.0,0.0,9.997,,
1969-12-31 16:01:22,1546538400,0.0,0.0,45.75,45.75,0.46,2.92,4.94,130.0,0.0,9.997,,
1969-12-31 16:01:23,1546542000,0.0,0.0,49.75,49.75,0.4,2.79,5.96,118.0,0.0,9.997,,
1969-12-31 16:01:24,1546545600,0.0,0.0,54.94,54.94,0.3,3.06,5.93,115.0,0.0,9.997,,
1969-12-31 16:01:25,1546549200,0.0,0.0,55.88,55.88,0.29,2.27,7.02,188.0,0.0,9.997,,
1969-12-31 16:01:26,1546552800,0.0,0.0,58.27,58.27,0.28,3.86,8.46,306.0,0.0,9.997,,
1969-12-31 16:01:27,1546556400,0.0,0.0,57.79,57.79,0.3,5.34,10.09,322.0,0.0,9.997,,
1969-12-31 16:01:28,1546560000,0.0,0.0,56.09,56.09,0.33,5.24,8.74,339.0,0.0,9.997,,
1969-12-31 16:01:29,1546563600,0.0,0.0,50.86,50.86,0.42,6.49,7.5,4.0,0.0,9.997,,
1969-12-31 16:01:30,1546567200,0.0,0.0,48.65,46.86,0.45,4.65,6.14,352.0,0.0,9.997,,
1969-12-31 16:01:31,1546570800,0.0,0.0,47.22,44.66,0.47,5.46,5.5,286.0,0.0,9.997,,
1969-12-31 16:01:32,1546574400,0.0,0.0,46.23,46.23,0.44,2.69,5.63,327.0,0.0,9.997,,
1969-12-31 16:01:33,1546578000,0.0,0.0,45.33,45.33,0.44,1.29,4.75,152.0,0.0,9.997,,
1969-12-31 16:01:34,1546581600,0.0,0.0,44.65,44.65,0.45,1.18,4.23,127.0,0.0,9.997,,
1969-12-31 16:01:35,1546585200,0.0,0.0,44.12,44.12,0.47,1.92,4.87,156.0,0.0,9.997,,
1969-12-31 16:01:36,1546588800,0.0,0.0,43.75,43.75,0.47,2.11,5.72,138.0,0.0,9.997,,
1969-12-31 16:01:37,1546592400,0.0,0.0,44.94,44.94,0.44,2.47,5.5,153.0,0.0,9.997,,
1969-12-31 16:01:38,1546596000,0.0,0.0,43.29,43.29,0.45,1.25,6.13,199.0,0.0,9.997,,
1969-12-31 16:01:39,1546599600,0.0,0.0,44.77,44.77,0.43,0.87,5.48,170.0,0.0,9.997,,
1969-12-31 16:01:40,1546603200,0.0,0.0,40.14,40.14,0.49,2.34,3.94,295.0,0.0,9.997,,
1969-12-31 16:01:41,1546606800,0.0,0.0,43.45,43.45,0.43,1.81,3.96,22.0,0.0,9.997,,
1969-12-31 16:01:42,1546610400,0.0,0.0,42.14,42.14,0.45,1.31,4.69,166.0,0.0,9.997,,
1969-12-31 16:01:43,1546614000,0.0,0.0,42.86,42.86,0.44,1.1,4.55,343.0,0.0,9.997,,
1969-12-31 16:01:44,1546617600,0.0,0.0,31.03,31.03,0.72,1.86,4.27,111.0,0.0,9.997,,
1969-12-31 16:01:45,1546621200,0.0,0.0,40.18,40.18,0.59,1.76,4.62,152.0,0.0,9.997,,
1969-12-31 16:01:46,1546624800,0.0,0.0,46.62,46.62,0.48,1.76,4.62,152.0,0.0,9.997,,
1969-12-31 16:01:47,1546628400,0.0,0.0,52.3,52.3,0.4,2.74,8.3,183.0,0.0,9.997,,
1969-12-31 16:01:48,1546632000,0.0,0.0,53.39,53.39,0.35,3.48,12.97,188.0,0.0,9.997,,
1969-12-31 16:01:49,1546635600,0.0,0.0,59.32,59.32,0.29,3.34,13.8,208.0,0.0,9.997,,
1969-12-31 16:01:50,1546639200,0.0,0.0,57.52,57.52,0.32,6.23,12.57,214.0,0.0,9.997,,
1969-12-31 16:01:51,1546642800,0.0,0.0,57.12,57.12,0.35,6.08,12.06,214.0,0.0,9.997,,
1969-12-31 16:01:52,1546646400,0.0,0.0,58.49,58.49,0.35,7.83,10.37,223.0,0.0,9.997,,
1969-12-31 16:01:53,1546650000,0.0,0.0,53.7,53.7,0.46,8.38,10.18,214.0,0.0,9.997,,
1969-12-31 16:01:54,1546653600,0.0,0.0,47.92,45.37,0.54,5.68,11.81,227.0,0.0,9.997,,
1969-12-31 16:01:55,1546657200,0.0,0.0,47.39,45.37,0.54,4.67,7.08,226.0,0.0,9.997,,
1969-12-31 16:01:56,1546660800,0.0,0.0,46.31,46.31,0.53,2.6,6.39,239.0,0.0,9.997,,
1969-12-31 16:01:57,1546664400,0.0,0.0,42.06,39.95,0.65,3.72,7.09,319.0,0.0,9.997,,
1969-12-31 16:01:58,1546668000,0.0,0.0,40.72,38.99,0.67,3.16,7.06,269.0,0.0,9.997,,
1969-12-31 16:01:59,1546671600,0.0,0.0,41.93,40.54,0.65,3.01,6.92,298.0,0.0,9.997,,
1969-12-31 16:02:00,1546675200,0.0,0.0,43.12,43.12,0.64,2.88,7.75,280.0,0.0,9.997,,
1969-12-31 16:02:01,1546678800,0.0,0.0,42.8,42.8,0.63,2.02,8.13,279.0,0.0,9.997,,
1969-12-31 16:02:02,1546682400,0.0,0.0,43.95,43.95,0.56,1.45,9.78,183.0,0.0,9.997,,
1969-12-31 16:02:03,1546686000,0.0,0.0,41.53,41.53,0.66,0.92,8.97,239.0,0.0,9.997,,
1969-12-31 16:02:04,1546689600,0.0,0.0,36.75,36.75,0.74,1.77,10.16,143.0,0.0,9.997,,
1969-12-31 16:02:05,1546693200,0.0,0.0,37.55,37.55,0.79,2.21,9.79,231.0,0.0,9.997,,
1969-12-31 16:02:06,1546696800,0.0,0.0,43.22,41.66,0.57,3.33,17.73,251.0,0.0,9.997,,
1969-12-31 16:02:07,1546700400,0.0,0.0,41.46,36.99,0.64,6.84,20.28,228.0,0.0,9.997,,
1969-12-31 16:02:08,1546704000,0.0,0.0,44.02,42.9,0.62,3.01,18.93,195.0,0.0,9.997,,
1969-12-31 16:02:09,1546707600,0.0,0.0,45.51,41.7,0.59,7.15,15.5,186.0,0.0,9.997,,
1969-12-31 16:02:10,1546711200,0.0,0.0,47.65,46.32,0.58,3.79,22.29,165.0,0.0,9.997,,
1969-12-31 16:02:11,1546714800,0.0,0.0,49.66,45.64,0.56,9.94,23.64,207.0,0.0,9.997,,
1969-12-31 16:02:12,1546718400,0.0,0.0,51.84,51.84,0.53,17.18,24.15,206.0,0.0,9.997,,
1969-12-31 16:02:13,1546722000,0.0011,0.05,52.32,52.32,0.57,13.87,24.96,200.0,0.0,9.997,,
1969-12-31 16:02:14,1546725600,0.0329,0.81,49.29,45.08,0.77,10.22,19.41,191.0,0.0,3.002,,
1969-12-31 16:02:15,1546729200,0.0692,0.85,46.15,41.31,0.8,9.87,21.99,209.0,0.0,3.002,,
1969-12-31 16:02:16,1546732800,0.0684,0.85,44.88,40.07,0.87,9.04,16.68,243.0,0.0,3.002,,
1969-12-31 16:02:17,1546736400,0.0739,0.85,44.0,37.4,0.92,13.49,21.53,224.0,0.0,9.997,,
1969-12-31 16:02:18,1546740000,0.0293,0.85,43.87,39.36,0.9,7.88,23.98,194.0,0.0,9.997,,
1969-12-31 16:02:19,1546743600,0.0055,0.1,44.39,41.37,0.89,5.38,19.02,152.0,0.0,9.997,,
1969-12-31 16:02:20,1546747200,0.0055,0.1,44.39,41.45,0.9,5.26,15.37,150.0,0.0,1.498,,
1969-12-31 16:02:21,1546750800,0.0151,0.81,43.72,41.96,0.93,3.62,14.3,146.0,0.0,5.0,,
1969-12-31 16:02:22,1546754400,0.0026,0.21,42.93,42.93,0.98,2.43,6.69,176.0,0.0,9.997,,
1969-12-31 16:02:23,1546758000,0.0257,0.81,42.78,41.27,1.0,3.23,9.6,152.0,0.0,9.997,,
1969-12-31 16:02:24,1546761600,0.0266,0.81,42.52,40.69,0.99,3.51,10.01,166.0,0.0,9.997,,
1969-12-31 16:02:25,1546765200,0.0016,0.15,42.28,42.28,0.99,1.77,10.36,202.0,0.0,9.997,,
1969-12-31 16:02:26,1546768800,0.0016,0.15,40.72,34.06,0.99,11.16,11.16,241.0,0.0,9.997,,
1969-12-31 16:02:27,1546772400,0.0,0.0,40.27,40.27,0.97,1.97,10.39,249.0,0.0,9.997,,
1969-12-31 16:02:28,1546776000,0.0,0.0,41.62,41.62,0.88,2.74,15.48,154.0,0.0,9.997,,
1969-12-31 16:02:29,1546779600,0.0,0.0,40.69,40.69,0.94,2.32,8.19,147.0,0.0,9.997,,
1969-12-31 16:02:30,1546783200,0.0,0.0,40.47,40.47,0.94,2.04,9.69,129.0,0.0,9.997,,
1969-12-31 16:02:31,1546786800,0.0,0.0,40.07,40.07,0.98,2.0,9.23,124.0,0.0,9.997,,
1969-12-31 16:02:32,1546790400,0.0,0.0,40.2,40.2,0.92,2.2,8.99,127.0,0.0,9.997,,
1969-12-31 16:02:33,1546794000,0.0,0.0,40.1,40.1,0.96,2.72,10.11,156.0,0.0,9.997,,
1969-12-31 16:02:34,1546797600,0.0005,0.05,45.08,43.43,0.95,3.71,12.17,149.0,0.0,9.997,,
1969-12-31 16:02:35,1546801200,0.0,0.0,48.47,46.51,0.74,4.86,15.8,157.0,0.0,9.997,,
1969-12-31 16:02:36,1546804800,0.0,0.0,48.95,46.26,0.75,6.31,14.31,192.0,0.0,9.997,,
1969-12-31 16:02:37,1546808400,0.0,0.0,49.56,46.16,0.72,8.18,17.85,199.0,0.0,9.997,,
1969-12-31 16:02:38,1546812000,0.0119,0.6,48.21,44.26,0.83,8.79,18.69,202.0,0.0,9.997,,
1969-12-31 16:02:39,1546815600,0.0195,0.75,49.63,45.59,0.73,9.95,22.79,209.0,0.0,9.997,,
1969-12-31 16:02:40,1546819200,0.0011,0.05,48.36,43.8,0.75,10.6,24.93,204.0,0.0,9.997,,
1969-12-31 16:02:41,1546822800,0.0011,0.05,47.7,42.53,0.83,11.99,25.61,202.0,0.0,9.997,,
1969-12-31 16:02:42,1546826400,0.0139,0.81,47.53,41.87,0.86,13.51,29.96,205.0,0.0,9.997,,
1969-12-31 16:02:43,1546830000,0.0139,0.81,47.28,41.57,0.9,13.47,32.01,201.0,0.0,9.997,,
1969-12-31 16:02:44,1546833600,0.0295,0.81,48.23,41.47,0.91,19.0,28.85,206.0,0.0,9.997,,
1969-12-31 16:02:45,1546837200,0.0305,0.81,49.03,42.63,0.9,18.44,32.42,205.0,0.0,9.997,,
1969-12-31 16:02:46,1546840800,0.0304,0.81,50.07,50.07,0.91,17.86,32.33,207.0,0.0,1.249,,
1969-12-31 16:02:47,1546844400,0.0331,0.81,50.43,50.43,0.93,14.72,29.12,202.0,0.0,1.498,,
1969-12-31 16:02:48,1546848000,0.0533,0.85,50.86,50.86,0.91,14.81,28.13,204.0,0.0,9.997,,
1969-12-31 16:02:49,1546851600,0.0702,0.85,51.35,51.35,0.94,14.44,28.06,206.0,0.0,9.997,,
1969-12-31 16:02:50,1546855200,0.0429,0.85,51.48,51.48,0.95,14.84,21.68,212.0,0.0,3.5,,
1969-12-31 16:02:51,1546858800,0.0187,0.21,51.1,51.1,0.97,10.48,15.87,217.0,0.0,9.997,,
1969-12-31 16:02:52,1546862400,0.0199,0.81,51.05,51.05,0.97,8.02,17.03,221.0,0.0,9.997,,
1969-12-31 16:02:53,1546866000,0.0087,0.21,51.4,51.4,0.92,8.56,24.0,230.0,0.0,7.002,,
1969-12-31 16:02:54,1546869600,0.0057,0.21,50.6,50.6,0.94,7.0,22.19,247.0,0.0,9.997,,
1969-12-31 16:02:55,1546873200,0.0123,0.15,50.55,50.55,0.93,2.93,15.04,231.0,0.0,9.997,,
1969-12-31 16:02:56,1546876800,0.0046,0.15,50.0,48.22,0.92,4.99,11.37,246.0,0.0,9.997,,
1969-12-31 16:02:57,1546880400,0.0031,0.15,51.84,51.84,0.86,3.13,10.51,240.0,0.0,9.997,,
1969-12-31 16:02:58,1546884000,0.0,0.0,52.88,52.88,0.89,3.06,10.79,215.0,0.0,9.997,,
1969-12-31 16:02:59,1546887600,0.0,0.0,54.84,54.84,0.8,4.93,14.06,196.0,0.0,5.0,,
1969-12-31 16:03:00,1546891200,0.0,0.0,57.0,57.0,0.71,6.18,15.07,207.0,0.0,5.0,,
1969-12-31 16:03:01,1546894800,0.0,0.0,57.41,57.41,0.68,4.76,12.44,192.0,0.0,1.498,,
1969-12-31 16:03:02,1546898400,0.0,0.0,59.24,59.24,0.65,5.63,12.94,206.0,0.0,0.998,,
1969-12-31 16:03:03,1546902000,0.0,0.0,58.95,58.95,0.63,4.69,13.79,211.0,0.0,9.997,,
1969-12-31 16:03:04,1546905600,0.0,0.0,57.82,57.82,0.68,6.65,13.13,240.0,0.0,9.997,,
1969-12-31 16:03:05,1546909200,0.0,0.0,54.91,54.91,0.76,6.84,9.22,235.0,0.0,5.0,,
1969-12-31 16:03:06,1546912800,0.0,0.0,50.85,50.85,0.86,4.14,5.13,235.0,0.0,9.997,,
1969-12-31 16:03:07,1546916400,0.0,0.0,48.37,48.37,0.9,2.48,5.85,239.0,0.0,9.997,,
1969-12-31 16:03:08,1546920000,0.0,0.0,47.49,46.6,0.92,3.25,4.73,67.0,0.0,9.997,,
1969-12-31 16:03:09,1546923600,0.0,0.0,48.65,48.65,0.92,2.4,4.7,298.0,0.0,9.997,,
1969-12-31 16:03:10,1546927200,0.0,0.0,48.67,48.67,0.94,2.19,5.83,308.0,0.0,9.997,,
1969-12-31 16:03:11,1546930800,0.0,0.0,47.92,47.92,0.95,1.49,5.91,148.0,0.0,9.997,,
1969-12-31 16:03:12,1546934400,0.0,0.0,47.35,47.35,0.95,1.47,5.98,115.0,0.0,9.997,,
1969-12-31 16:03:13,1546938000,0.0,0.0,47.48,47.48,0.94,1.62,7.44,153.0,0.0,9.997,,
1969-12-31 16:03:14,1546941600,0.0,0.0,48.44,48.44,0.93,2.62,9.15,132.0,0.0,9.997,,
1969-12-31 16:03:15,1546945200,0.0,0.0,48.16,46.89,0.91,3.81,9.93,143.0,0.0,9.997,,
1969-12-31 16:03:16,1546948800,0.0,0.0,46.52,46.52,0.88,2.69,10.53,147.0,0.0,9.997,,
1969-12-31 16:03:17,1546952400,0.0,0.0,45.08,43.52,0.96,3.61,8.1,318.0,0.0,9.997,,
1969-12-31 16:03:18,1546956000,0.0,0.0,44.5,43.13,0.94,3.32,8.67,358.0,0.0,9.997,,
1969-12-31 16:03:19,1546959600,0.0,0.0,44.58,44.58,0.95,2.16,9.3,292.0,0.0,9.997,,
1969-12-31 16:03:20,1546963200,0.0,0.0,45.25,44.12,0.98,3.18,9.68,355.0,0.0,9.997,,
1969-12-31 16:03:21,1546966800,0.0,0.0,46.77,46.77,0.98,1.83,8.0,127.0,0.0,9.997,,
1969-12-31 16:03:22,1546970400,0.0,0.0,51.94,51.94,0.88,1.66,10.99,97.0,0.0,9.997,,
1969-12-31 16:03:23,1546974000,0.0,0.0,55.05,55.05,0.73,3.0,10.87,135.0,0.0,9.997,,
1969-12-31 16:03:24,1546977600,0.0,0.0,57.95,57.95,0.68,3.22,8.02,139.0,0.0,9.997,,
1969-12-31 16:03:25,1546981200,0.0,0.0,58.84,58.84,0.65,5.94,9.08,225.0,0.0,9.997,,
1969-12-31 16:03:26,1546984800,0.0,0.0,59.61,59.61,0.58,6.76,14.55,206.0,0.0,9.997,,
1969-12-31 16:03:27,1546988400,0.0,0.0,59.63,59.63,0.59,3.78,14.48,194.0,0.0,9.997,,
1969-12-31 16:03:28,1546992000,0.0,0.0,58.17,58.17,0.61,4.03,14.56,155.0,0.0,9.997,,
1969-12-31 16:03:29,1546995600,0.0,0.0,55.09,55.09,0.71,2.3,15.85,174.0,0.0,9.997,,
1969-12-31 16:03:30,1546999200,0.0,0.0,52.57,52.57,0.76,7.0,10.46,223.0,0.0,9.997,,
1969-12-31 16:03:31,1547002800,0.0,0.0,49.3,49.3,0.84,2.89,9.5,256.0,0.0,9.997,,
1969-12-31 16:03:32,1547006400,0.0,0.0,50.37,50.37,0.81,2.33,14.97,236.0,0.0,9.997,,
1969-12-31 16:03:33,1547010000,0.0,0.0,49.85,47.52,0.84,5.93,12.11,203.0,0.0,9.997,,
1969-12-31 16:03:34,1547013600,0.0,0.0,49.71,47.52,0.83,5.62,16.35,192.0,0.0,9.997,,
1969-12-31 16:03:35,1547017200,0.0,0.0,49.82,48.25,0.82,4.61,15.68,194.0,0.0,9.997,,
1969-12-31 16:03:36,1547020800,0.0,0.0,49.46,49.46,0.83,2.49,11.56,196.0,0.0,9.997,,
1969-12-31 16:03:37,1547024400,0.0,0.0,49.54,47.76,0.81,4.86,14.66,203.0,0.0,9.997,,
1969-12-31 16:03:38,1547028000,0.0,0.0,50.77,50.77,0.79,3.92,16.05,195.0,0.0,9.997,,
1969-12-31 16:03:39,1547031600,0.0,0.0,50.12,50.12,0.79,3.3,13.18,183.0,0.0,3.5,,
1969-12-31 16:03:40,1547035200,0.0,0.0,50.25,50.25,0.8,3.8,16.82,155.0,0.0,9.997,,
1969-12-31 16:03:41,1547038800,0.0,0.0,50.36,50.36,0.8,4.2,17.07,172.0,0.0,7.002,,
1969-12-31 16:03:42,1547042400,0.0,0.0,50.47,50.47,0.8,5.38,16.2,144.0,0.0,9.997,,
1969-12-31 16:03:43,1547046000,0.0,0.0,51.52,51.52,0.74,4.35,13.03,149.0,0.0,9.997,,
1969-12-31 16:03:44,1547049600,0.0032,0.05,49.09,48.23,0.79,3.47,11.99,117.0,0.0,9.997,,
1969-12-31 16:03:45,1547053200,0.0063,0.21,50.44,50.44,0.84,1.48,15.7,170.0,0.0,5.0,,
1969-12-31 16:03:46,1547056800,0.0011,0.05,52.11,52.11,0.84,3.0,12.47,161.0,0.0,9.997,,
1969-12-31 16:03:47,1547060400,0.0021,0.21,53.04,53.04,0.78,2.39,14.25,197.0,0.0,9.997,,
1969-12-31 16:03:48,1547064000,0.0021,0.21,52.79,52.79,0.8,4.41,16.7,197.0,0.0,3.002,,
1969-12-31 16:03:49,1547067600,0.0022,0.2,53.13,53.13,0.85,5.89,12.96,197.0,0.0,9.997,,
1969-12-31 16:03:50,1547071200,0.0096,0.7,52.55,52.55,0.87,3.99,13.9,164.0,0.0,9.997,,
