,windBearing
1969-12-31 16:01:12,274.0
1969-12-31 16:01:13,269.0
1969-12-31 16:01:14,276.0
1969-12-31 16:01:15,273.0
1969-12-31 16:01:16,265.0
1969-12-31 16:01:17,263.0
1969-12-31 16:01:18,272.0
1969-12-31 16:01:19,276.0
1969-12-31 16:01:20,279.0
1969-12-31 16:01:21,293.0
1969-12-31 16:01:22,297.0
1969-12-31 16:01:23,288.0
1969-12-31 16:01:24,289.0
1969-12-31 16:01:25,271.0
1969-12-31 16:01:26,269.0
1969-12-31 16:01:27,277.0
1969-12-31 16:01:28,267.0
1969-12-31 16:01:29,265.0
1969-12-31 16:01:30,281.0
1969-12-31 16:01:31,283.0
1969-12-31 16:01:32,288.0
1969-12-31 16:01:33,289.0
1969-12-31 16:01:34,288.0
1969-12-31 16:01:35,282.0
1969-12-31 16:01:36,289.0
1969-12-31 16:01:37,284.0
1969-12-31 16:01:38,287.0
1969-12-31 16:01:39,289.0
1969-12-31 16:01:40,272.0
1969-12-31 16:01:41,250.0
1969-12-31 16:01:42,225.0
1969-12-31 16:01:43,230.0
1969-12-31 16:01:44,242.0
1969-12-31 16:01:45,56.0
1969-12-31 16:01:46,67.0
1969-12-31 16:01:47,66.0
1969-12-31 16:01:48,85.0
1969-12-31 16:01:49,96.0
1969-12-31 16:01:50,89.0
1969-12-31 16:01:51,80.0
1969-12-31 16:01:52,54.0
1969-12-31 16:01:53,51.0
1969-12-31 16:01:54,329.0
1969-12-31 16:01:55,257.0
1969-12-31 16:01:56,246.0
1969-12-31 16:01:57,243.0
1969-12-31 16:01:58,226.0
1969-12-31 16:01:59,224.0
1969-12-31 16:02:00,291.0
1969-12-31 16:02:01,263.0
1969-12-31 16:02:02,277.0
1969-12-31 16:02:03,229.0
1969-12-31 16:02:04,253.0
1969-12-31 16:02:05,241.0
1969-12-31 16:02:06,261.0
1969-12-31 16:02:07,255.0
1969-12-31 16:02:08,235.0
1969-12-31 16:02:09,200.0
1969-12-31 16:02:10,94.0
1969-12-31 16:02:11,85.0
1969-12-31 16:02:12,98.0
1969-12-31 16:02:13,121.0
1969-12-31 16:02:14,102.0
1969-12-31 16:02:15,228.0
1969-12-31 16:02:16,231.0
1969-12-31 16:02:17,251.0
1969-12-31 16:02:18,263.0
1969-12-31 16:02:19,262.0
1969-12-31 16:02:20,245.0
1969-12-31 16:02:21,244.0
1969-12-31 16:02:22,251.0
1969-12-31 16:02:23,244.0
1969-12-31 16:02:24,257.0
1969-12-31 16:02:25,258.0
1969-12-31 16:02:26,255.0
1969-12-31 16:02:27,246.0
1969-12-31 16:02:28,223.0
1969-12-31 16:02:29,219.0
1969-12-31 16:02:30,231.0
1969-12-31 16:02:31,239.0
1969-12-31 16:02:32,240.0
1969-12-31 16:02:33,248.0
1969-12-31 16:02:34,259.0
1969-12-31 16:02:35,254.0
1969-12-31 16:02:36,269.0
1969-12-31 16:02:37,259.0
1969-12-31 16:02:38,266.0
1969-12-31 16:02:39,263.0
1969-12-31 16:02:40,278.0
1969-12-31 16:02:41,243.0
1969-12-31 16:02:42,253.0
1969-12-31 16:02:43,239.0
1969-12-31 16:02:44,231.0
1969-12-31 16:02:45,254.0
1969-12-31 16:02:46,258.0
1969-12-31 16:02:47,257.0
1969-12-31 16:02:48,252.0
1969-12-31 16:02:49,248.0
1969-12-31 16:02:50,256.0
1969-12-31 16:02:51,259.0
1969-12-31 16:02:52,258.0
1969-12-31 16:02:53,260.0
1969-12-31 16:02:54,258.0
1969-12-31 16:02:55,252.0
1969-12-31 16:02:56,272.0
1969-12-31 16:02:57,269.0
1969-12-31 16:02:58,264.0
1969-12-31 16:02:59,281.0
1969-12-31 16:03:00,264.0
1969-12-31 16:03:01,265.0
1969-12-31 16:03:02,274.0
1969-12-31 16:03:03,267.0
1969-12-31 16:03:04,263.0
1969-12-31 16:03:05,267.0
1969-12-31 16:03:06,269.0
1969-12-31 16:03:07,271.0
1969-12-31 16:03:08,261.0
1969-12-31 16:03:09,259.0
1969-12-31 16:03:10,258.0
1969-12-31 16:03:11,248.0
1969-12-31 16:03:12,262.0
1969-12-31 16:03:13,256.0
1969-12-31 16:03:14,256.0
1969-12-31 16:03:15,254.0
1969-12-31 16:03:16,262.0
1969-12-31 16:03:17,276.0
1969-12-31 16:03:18,277.0
1969-12-31 16:03:19,280.0
1969-12-31 16:03:20,263.0
1969-12-31 16:03:21,246.0
1969-12-31 16:03:22,304.0
1969-12-31 16:03:23,321.0
1969-12-31 16:03:24,24.0
1969-12-31 16:03:25,36.0
1969-12-31 16:03:26,58.0
1969-12-31 16:03:27,47.0
1969-12-31 16:03:28,3.0
1969-12-31 16:03:29,285.0
1969-12-31 16:03:30,269.0
1969-12-31 16:03:31,266.0
1969-12-31 16:03:32,247.0
1969-12-31 16:03:33,261.0
1969-12-31 16:03:34,239.0
1969-12-31 16:03:35,224.0
1969-12-31 16:03:36,228.0
1969-12-31 16:03:37,228.0
1969-12-31 16:03:38,238.0
1969-12-31 16:03:39,233.0
1969-12-31 16:03:40,254.0
1969-12-31 16:03:41,258.0
1969-12-31 16:03:42,258.0
1969-12-31 16:03:43,248.0
1969-12-31 16:03:44,244.0
1969-12-31 16:03:45,83.0
1969-12-31 16:03:46,73.0
1969-12-31 16:03:47,72.0
1969-12-31 16:03:48,220.0
1969-12-31 16:03:49,214.0
1969-12-31 16:03:50,224.0
1969-12-31 16:03:51,225.0
1969-12-31 16:03:52,228.0
1969-12-31 16:03:53,226.0
1969-12-31 16:03:54,236.0
1969-12-31 16:03:55,244.0
1969-12-31 16:03:56,263.0
1969-12-31 16:03:57,253.0
1969-12-31 16:03:58,237.0
1969-12-31 16:03:59,252.0
1969-12-31 16:04:00,256.0
1969-12-31 16:04:01,283.0
1969-12-31 16:04:02,252.0
1969-12-31 16:04:03,251.0
1969-12-31 16:04:04,250.0
1969-12-31 16:04:05,257.0
1969-12-31 16:04:06,261.0
1969-12-31 16:04:07,294.0
1969-12-31 16:04:08,268.0
1969-12-31 16:04:09,269.0
1969-12-31 16:04:10,271.0
1969-12-31 16:04:11,282.0
1969-12-31 16:04:12,272.0
1969-12-31 16:04:13,262.0
1969-12-31 16:04:14,280.0
1969-12-31 16:04:15,285.0
1969-12-31 16:04:16,278.0
1969-12-31 16:04:17,280.0
1969-12-31 16:04:18,289.0
1969-12-31 16:04:19,277.0
1969-12-31 16:04:20,277.0
1969-12-31 16:04:21,277.0
1969-12-31 16:04:22,277.0
1969-12-31 16:04:23,281.0
1969-12-31 16:04:24,286.0
1969-12-31 16:04:25,278.0
1969-12-31 16:04:26,279.0
1969-12-31 16:04:27,282.0
1969-12-31 16:04:28,285.0
1969-12-31 16:04:29,273.0
1969-12-31 16:04:30,280.0
1969-12-31 16:04:31,285.0
1969-12-31 16:04:32,278.0
1969-12-31 16:04:33,269.0
1969-12-31 16:04:34,255.0
1969-12-31 16:04:35,259.0
1969-12-31 16:04:36,249.0
1969-12-31 16:04:37,269.0
1969-12-31 16:04:38,268.0
1969-12-31 16:04:39,265.0
1969-12-31 16:04:40,266.0
1969-12-31 16:04:41,265.0
1969-12-31 16:04:42,275.0
1969-12-31 16:04:43,281.0
1969-12-31 16:04:44,273.0
1969-12-31 16:04:45,282.0
1969-12-31 16:04:46,272.0
1969-12-31 16:04:47,253.0
1969-12-31 16:04:48,235.0
1969-12-31 16:04:49,222.0
1969-12-31 16:04:50,227.0
1969-12-31 16:04:51,225.0
1969-12-31 16:04:52,219.0
1969-12-31 16:04:53,237.0
1969-12-31 16:04:54,257.0
1969-12-31 16:04:55,267.0
1969-12-31 16:04:56,204.0
1969-12-31 16:04:57,195.0
1969-12-31 16:04:58,90.0
1969-12-31 16:04:59,96.0
1969-12-31 16:05:00,75.0
1969-12-31 16:05:01,95.0
1969-12-31 16:05:02,111.0
1969-12-31 16:05:03,314.0
1969-12-31 16:05:04,280.0
1969-12-31 16:05:05,287.0
1969-12-31 16:05:06,272.0
1969-12-31 16:05:07,287.0
1969-12-31 16:05:08,272.0
1969-12-31 16:05:09,259.0
1969-12-31 16:05:10,272.0
1969-12-31 16:05:11,264.0
1969-12-31 16:05:12,271.0
1969-12-31 16:05:13,270.0
1969-12-31 16:05:14,257.0
1969-12-31 16:05:15,260.0
1969-12-31 16:05:16,238.0
1969-12-31 16:05:17,237.0
1969-12-31 16:05:18,223.0
1969-12-31 16:05:19,219.0
1969-12-31 16:05:20,219.0
1969-12-31 16:05:21,228.0
1969-12-31 16:05:22,232.0
1969-12-31 16:05:23,237.0
1969-12-31 16:05:24,253.0
1969-12-31 16:05:25,253.0
1969-12-31 16:05:26,252.0
1969-12-31 16:05:27,268.0
1969-12-31 16:05:28,260.0
1969-12-31 16:05:29,274.0
1969-12-31 16:05:30,273.0
1969-12-31 16:05:31,269.0
1969-12-31 16:05:32,255.0
1969-12-31 16:05:33,256.0
1969-12-31 16:05:34,262.0
1969-12-31 16:05:35,270.0
1969-12-31 16:05:36,258.0
1969-12-31 16:05:37,264.0
1969-12-31 16:05:38,250.0
1969-12-31 16:05:39,255.0
1969-12-31 16:05:40,261.0
1969-12-31 16:05:41,258.0
1969-12-31 16:05:42,248.0
1969-12-31 16:05:43,253.0
1969-12-31 16:05:44,252.0
1969-12-31 16:05:45,246.0
1969-12-31 16:05:46,257.0
1969-12-31 16:05:47,262.0
1969-12-31 16:05:48,249.0
1969-12-31 16:05:49,276.0
1969-12-31 16:05:50,273.0
1969-12-31 16:05:51,275.0
1969-12-31 16:05:52,271.0
1969-12-31 16:05:53,270.0
1969-12-31 16:05:54,272.0
1969-12-31 16:05:55,267.0
1969-12-31 16:05:56,265.0
1969-12-31 16:05:57,260.0
1969-12-31 16:05:58,258.0
1969-12-31 16:05:59,252.0
1969-12-31 16:06:00,255.0
1969-12-31 16:06:01,263.0
1969-12-31 16:06:02,264.0
1969-12-31 16:06:03,253.0
1969-12-31 16:06:04,264.0
1969-12-31 16:06:05,266.0
1969-12-31 16:06:06,232.0
1969-12-31 16:06:07,267.0
1969-12-31 16:06:08,214.0
1969-12-31 16:06:09,196.0
1969-12-31 16:06:10,70.0
1969-12-31 16:06:11,98.0
1969-12-31 16:06:12,70.0
1969-12-31 16:06:13,60.0
1969-12-31 16:06:14,339.0
1969-12-31 16:06:15,294.0
1969-12-31 16:06:16,239.0
1969-12-31 16:06:17,249.0
1969-12-31 16:06:18,265.0
1969-12-31 16:06:19,263.0
1969-12-31 16:06:20,268.0
1969-12-31 16:06:21,267.0
1969-12-31 16:06:22,257.0
1969-12-31 16:06:23,260.0
1969-12-31 16:06:24,235.0
1969-12-31 16:06:25,230.0
1969-12-31 16:06:26,242.0
1969-12-31 16:06:27,234.0
1969-12-31 16:06:28,228.0
1969-12-31 16:06:29,236.0
1969-12-31 16:06:30,215.0
1969-12-31 16:06:31,216.0
1969-12-31 16:06:32,63.0
1969-12-31 16:06:33,85.0
1969-12-31 16:06:34,241.0
1969-12-31 16:06:35,96.0
1969-12-31 16:06:36,97.0
1969-12-31 16:06:37,359.0
1969-12-31 16:06:38,1.0
1969-12-31 16:06:39,152.0
1969-12-31 16:06:40,209.0
1969-12-31 16:06:41,228.0
1969-12-31 16:06:42,277.0
1969-12-31 16:06:43,253.0
1969-12-31 16:06:44,262.0
1969-12-31 16:06:45,265.0
1969-12-31 16:06:46,263.0
1969-12-31 16:06:47,258.0
1969-12-31 16:06:48,251.0
1969-12-31 16:06:49,243.0
1969-12-31 16:06:50,261.0
1969-12-31 16:06:51,228.0
1969-12-31 16:06:52,226.0
1969-12-31 16:06:53,221.0
1969-12-31 16:06:54,217.0
1969-12-31 16:06:55,227.0
1969-12-31 16:06:56,235.0
1969-12-31 16:06:57,233.0
1969-12-31 16:06:58,243.0
1969-12-31 16:06:59,112.0
1969-12-31 16:07:00,144.0
1969-12-31 16:07:01,186.0
1969-12-31 16:07:02,211.0
1969-12-31 16:07:03,198.0
1969-12-31 16:07:04,264.0
1969-12-31 16:07:05,255.0
1969-12-31 16:07:06,248.0
1969-12-31 16:07:07,253.0
1969-12-31 16:07:08,259.0
1969-12-31 16:07:09,264.0
1969-12-31 16:07:10,243.0
1969-12-31 16:07:11,254.0
1969-12-31 16:07:12,250.0
1969-12-31 16:07:13,254.0
1969-12-31 16:07:14,243.0
1969-12-31 16:07:15,259.0
1969-12-31 16:07:16,259.0
1969-12-31 16:07:17,276.0
1969-12-31 16:07:18,275.0
1969-12-31 16:07:19,272.0
1969-12-31 16:07:20,272.0
1969-12-31 16:07:21,253.0
1969-12-31 16:07:22,265.0
1969-12-31 16:07:23,256.0
1969-12-31 16:07:24,252.0
1969-12-31 16:07:25,261.0
1969-12-31 16:07:26,270.0
1969-12-31 16:07:27,280.0
1969-12-31 16:07:28,271.0
1969-12-31 16:07:29,275.0
1969-12-31 16:07:30,270.0
1969-12-31 16:07:31,265.0
1969-12-31 16:07:32,269.0
1969-12-31 16:07:33,282.0
1969-12-31 16:07:34,292.0
1969-12-31 16:07:35,278.0
1969-12-31 16:07:36,296.0
1969-12-31 16:07:37,273.0
1969-12-31 16:07:38,283.0
1969-12-31 16:07:39,279.0
1969-12-31 16:07:40,263.0
1969-12-31 16:07:41,277.0
1969-12-31 16:07:42,307.0
1969-12-31 16:07:43,282.0
1969-12-31 16:07:44,273.0
1969-12-31 16:07:45,294.0
1969-12-31 16:07:46,274.0
1969-12-31 16:07:47,276.0
1969-12-31 16:07:48,259.0
1969-12-31 16:07:49,257.0
1969-12-31 16:07:50,272.0
1969-12-31 16:07:51,290.0
1969-12-31 16:07:52,278.0
1969-12-31 16:07:53,273.0
1969-12-31 16:07:54,277.0
1969-12-31 16:07:55,280.0
1969-12-31 16:07:56,284.0
1969-12-31 16:07:57,269.0
1969-12-31 16:07:58,275.0
1969-12-31 16:07:59,268.0
1969-12-31 16:08:00,271.0
1969-12-31 16:08:01,282.0
1969-12-31 16:08:02,267.0
1969-12-31 16:08:03,269.0
1969-12-31 16:08:04,258.0
1969-12-31 16:08:05,269.0
1969-12-31 16:08:06,249.0
1969-12-31 16:08:07,255.0
1969-12-31 16:08:08,259.0
1969-12-31 16:08:09,255.0
1969-12-31 16:08:10,270.0
1969-12-31 16:08:11,278.0
1969-12-31 16:08:12,261.0
1969-12-31 16:08:13,266.0
1969-12-31 16:08:14,265.0
1969-12-31 16:08:15,279.0
1969-12-31 16:08:16,274.0
1969-12-31 16:08:17,296.0
1969-12-31 16:08:18,274.0
1969-12-31 16:08:19,279.0
1969-12-31 16:08:20,264.0
1969-12-31 16:08:21,268.0
1969-12-31 16:08:22,259.0
1969-12-31 16:08:23,296.0
1969-12-31 16:08:24,289.0
1969-12-31 16:08:25,284.0
1969-12-31 16:08:26,284.0
1969-12-31 16:08:27,281.0
1969-12-31 16:08:28,289.0
1969-12-31 16:08:29,285.0
1969-12-31 16:08:30,273.0
1969-12-31 16:08:31,257.0
1969-12-31 16:08:32,282.0
1969-12-31 16:08:33,258.0
1969-12-31 16:08:34,294.0
1969-12-31 16:08:35,258.0
1969-12-31 16:08:36,256.0
1969-12-31 16:08:37,263.0
1969-12-31 16:08:38,260.0
1969-12-31 16:08:39,260.0
1969-12-31 16:08:40,262.0
1969-12-31 16:08:41,273.0
1969-12-31 16:08:42,268.0
1969-12-31 16:08:43,271.0
1969-12-31 16:08:44,267.0
1969-12-31 16:08:45,255.0
1969-12-31 16:08:46,247.0
1969-12-31 16:08:47,251.0
1969-12-31 16:08:48,258.0
1969-12-31 16:08:49,257.0
1969-12-31 16:08:50,265.0
1969-12-31 16:08:51,278.0
1969-12-31 16:08:52,266.0
1969-12-31 16:08:53,273.0
1969-12-31 16:08:54,267.0
1969-12-31 16:08:55,278.0
1969-12-31 16:08:56,268.0
1969-12-31 16:08:57,271.0
1969-12-31 16:08:58,284.0
1969-12-31 16:08:59,273.0
1969-12-31 16:09:00,294.0
1969-12-31 16:09:01,274.0
1969-12-31 16:09:02,261.0
1969-12-31 16:09:03,271.0
1969-12-31 16:09:04,267.0
1969-12-31 16:09:05,278.0
1969-12-31 16:09:06,276.0
1969-12-31 16:09:07,271.0
1969-12-31 16:09:08,262.0
1969-12-31 16:09:09,264.0
1969-12-31 16:09:10,263.0
1969-12-31 16:09:11,264.0
1969-12-31 16:09:12,256.0
1969-12-31 16:09:13,272.0
1969-12-31 16:09:14,261.0
1969-12-31 16:09:15,261.0
1969-12-31 16:09:16,268.0
1969-12-31 16:09:17,283.0
1969-12-31 16:09:18,279.0
1969-12-31 16:09:19,281.0
1969-12-31 16:09:20,276.0
1969-12-31 16:09:21,272.0
1969-12-31 16:09:22,270.0
1969-12-31 16:09:23,256.0
1969-12-31 16:09:24,255.0
1969-12-31 16:09:25,260.0
1969-12-31 16:09:26,268.0
1969-12-31 16:09:27,260.0
1969-12-31 16:09:28,287.0
1969-12-31 16:09:29,271.0
1969-12-31 16:09:30,269.0
1969-12-31 16:09:31,277.0
1969-12-31 16:09:32,266.0
1969-12-31 16:09:33,262.0
1969-12-31 16:09:34,283.0
1969-12-31 16:09:35,276.0
1969-12-31 16:09:36,273.0
1969-12-31 16:09:37,277.0
1969-12-31 16:09:38,271.0
1969-12-31 16:09:39,271.0
1969-12-31 16:09:40,282.0
1969-12-31 16:09:41,283.0
1969-12-31 16:09:42,267.0
1969-12-31 16:09:43,238.0
1969-12-31 16:09:44,224.0
1969-12-31 16:09:45,241.0
1969-12-31 16:09:46,303.0
1969-12-31 16:09:47,36.0
1969-12-31 16:09:48,66.0
1969-12-31 16:09:49,58.0
1969-12-31 16:09:50,0.0
1969-12-31 16:09:51,69.0
1969-12-31 16:09:52,268.0
1969-12-31 16:09:53,257.0
1969-12-31 16:09:54,269.0
1969-12-31 16:09:55,271.0
1969-12-31 16:09:56,266.0
1969-12-31 16:09:57,282.0
1969-12-31 16:09:58,273.0
1969-12-31 16:09:59,270.0
1969-12-31 16:10:00,271.0
1969-12-31 16:10:01,276.0
1969-12-31 16:10:02,271.0
1969-12-31 16:10:03,274.0
1969-12-31 16:10:04,237.0
1969-12-31 16:10:05,237.0
1969-12-31 16:10:06,227.0
1969-12-31 16:10:07,225.0
1969-12-31 16:10:08,219.0
1969-12-31 16:10:09,209.0
1969-12-31 16:10:10,101.0
1969-12-31 16:10:11,65.0
1969-12-31 16:10:12,73.0
1969-12-31 16:10:13,67.0
1969-12-31 16:10:14,73.0
1969-12-31 16:10:15,65.0
1969-12-31 16:10:16,87.0
1969-12-31 16:10:17,23.0
1969-12-31 16:10:18,63.0
1969-12-31 16:10:19,257.0
1969-12-31 16:10:20,246.0
1969-12-31 16:10:21,261.0
1969-12-31 16:10:22,256.0
1969-12-31 16:10:23,239.0
1969-12-31 16:10:24,228.0
1969-12-31 16:10:25,208.0
1969-12-31 16:10:26,206.0
1969-12-31 16:10:27,221.0
1969-12-31 16:10:28,226.0
1969-12-31 16:10:29,217.0
1969-12-31 16:10:30,267.0
1969-12-31 16:10:31,230.0
1969-12-31 16:10:32,219.0
1969-12-31 16:10:33,233.0
1969-12-31 16:10:34,60.0
1969-12-31 16:10:35,95.0
1969-12-31 16:10:36,65.0
1969-12-31 16:10:37,140.0
1969-12-31 16:10:38,96.0
1969-12-31 16:10:39,118.0
1969-12-31 16:10:40,188.0
1969-12-31 16:10:41,139.0
1969-12-31 16:10:42,127.0
1969-12-31 16:10:43,248.0
1969-12-31 16:10:44,246.0
1969-12-31 16:10:45,238.0
1969-12-31 16:10:46,247.0
1969-12-31 16:10:47,231.0
1969-12-31 16:10:48,222.0
1969-12-31 16:10:49,239.0
1969-12-31 16:10:50,227.0
1969-12-31 16:10:51,220.0
1969-12-31 16:10:52,224.0
1969-12-31 16:10:53,218.0
1969-12-31 16:10:54,231.0
1969-12-31 16:10:55,232.0
1969-12-31 16:10:56,227.0
1969-12-31 16:10:57,213.0
1969-12-31 16:10:58,215.0
1969-12-31 16:10:59,217.0
1969-12-31 16:11:00,235.0
1969-12-31 16:11:01,218.0
1969-12-31 16:11:02,213.0
1969-12-31 16:11:03,228.0
1969-12-31 16:11:04,274.0
1969-12-31 16:11:05,248.0
1969-12-31 16:11:06,259.0
1969-12-31 16:11:07,278.0
1969-12-31 16:11:08,265.0
1969-12-31 16:11:09,269.0
1969-12-31 16:11:10,256.0
1969-12-31 16:11:11,241.0
1969-12-31 16:11:12,260.0
1969-12-31 16:11:13,259.0
1969-12-31 16:11:14,268.0
1969-12-31 16:11:15,268.0
1969-12-31 16:11:16,254.0
1969-12-31 16:11:17,268.0
1969-12-31 16:11:18,270.0
1969-12-31 16:11:19,285.0
1969-12-31 16:11:20,311.0
1969-12-31 16:11:21,241.0
1969-12-31 16:11:22,242.0
1969-12-31 16:11:23,245.0
1969-12-31 16:11:24,259.0
1969-12-31 16:11:25,262.0
1969-12-31 16:11:26,245.0
1969-12-31 16:11:27,260.0
1969-12-31 16:11:28,265.0
1969-12-31 16:11:29,269.0
1969-12-31 16:11:30,266.0
1969-12-31 16:11:31,278.0
1969-12-31 16:11:32,276.0
1969-12-31 16:11:33,279.0
1969-12-31 16:11:34,258.0
1969-12-31 16:11:35,258.0
1969-12-31 16:11:36,252.0
1969-12-31 16:11:37,228.0
1969-12-31 16:11:38,254.0
1969-12-31 16:11:39,248.0
1969-12-31 16:11:40,277.0
1969-12-31 16:11:41,232.0
1969-12-31 16:11:42,229.0
1969-12-31 16:11:43,225.0
1969-12-31 16:11:44,213.0
1969-12-31 16:11:45,242.0
1969-12-31 16:11:46,267.0
1969-12-31 16:11:47,222.0
1969-12-31 16:11:48,247.0
1969-12-31 16:11:49,268.0
1969-12-31 16:11:50,293.0
1969-12-31 16:11:51,251.0
1969-12-31 16:11:52,258.0
1969-12-31 16:11:53,274.0
1969-12-31 16:11:54,265.0
1969-12-31 16:11:55,265.0
1969-12-31 16:11:56,281.0
1969-12-31 16:11:57,273.0
1969-12-31 16:11:58,279.0
1969-12-31 16:11:59,274.0
1969-12-31 16:12:00,276.0
1969-12-31 16:12:01,284.0
1969-12-31 16:12:02,290.0
1969-12-31 16:12:03,277.0
1969-12-31 16:12:04,281.0
1969-12-31 16:12:05,272.0
1969-12-31 16:12:06,266.0
1969-12-31 16:12:07,275.0
1969-12-31 16:12:08,279.0
1969-12-31 16:12:09,288.0
1969-12-31 16:12:10,288.0
1969-12-31 16:12:11,270.0
1969-12-31 16:12:12,265.0
1969-12-31 16:12:13,270.0
1969-12-31 16:12:14,272.0
1969-12-31 16:12:15,275.0
1969-12-31 16:12:16,266.0
1969-12-31 16:12:17,280.0
1969-12-31 16:12:18,283.0
1969-12-31 16:12:19,273.0
1969-12-31 16:12:20,276.0
1969-12-31 16:12:21,277.0
1969-12-31 16:12:22,264.0
1969-12-31 16:12:23,276.0
1969-12-31 16:12:24,267.0
1969-12-31 16:12:25,269.0
1969-12-31 16:12:26,260.0
1969-12-31 16:12:27,273.0
1969-12-31 16:12:28,253.0
1969-12-31 16:12:29,246.0
1969-12-31 16:12:30,280.0
1969-12-31 16:12:31,263.0
1969-12-31 16:12:32,278.0
1969-12-31 16:12:33,277.0
1969-12-31 16:12:34,271.0
1969-12-31 16:12:35,273.0
1969-12-31 16:12:36,273.0
1969-12-31 16:12:37,274.0
1969-12-31 16:12:38,262.0
1969-12-31 16:12:39,273.0
1969-12-31 16:12:40,268.0
1969-12-31 16:12:41,272.0
1969-12-31 16:12:42,267.0
1969-12-31 16:12:43,270.0
1969-12-31 16:12:44,279.0
1969-12-31 16:12:45,263.0
1969-12-31 16:12:46,269.0
1969-12-31 16:12:47,262.0
1969-12-31 16:12:48,280.0
1969-12-31 16:12:49,281.0
1969-12-31 16:12:50,266.0
1969-12-31 16:12:51,284.0
1969-12-31 16:12:52,259.0
1969-12-31 16:12:53,269.0
1969-12-31 16:12:54,276.0
1969-12-31 16:12:55,257.0
1969-12-31 16:12:56,267.0
1969-12-31 16:12:57,274.0
1969-12-31 16:12:58,263.0
1969-12-31 16:12:59,258.0
1969-12-31 16:13:00,252.0
1969-12-31 16:13:01,255.0
1969-12-31 16:13:02,270.0
1969-12-31 16:13:03,267.0
1969-12-31 16:13:04,275.0
1969-12-31 16:13:05,284.0
1969-12-31 16:13:06,277.0
1969-12-31 16:13:07,255.0
1969-12-31 16:13:08,246.0
1969-12-31 16:13:09,231.0
1969-12-31 16:13:10,226.0
1969-12-31 16:13:11,245.0
1969-12-31 16:13:12,246.0
1969-12-31 16:13:13,253.0
1969-12-31 16:13:14,260.0
1969-12-31 16:13:15,253.0
1969-12-31 16:13:16,250.0
1969-12-31 16:13:17,261.0
1969-12-31 16:13:18,248.0
1969-12-31 16:13:19,229.0
1969-12-31 16:13:20,249.0
1969-12-31 16:13:21,248.0
1969-12-31 16:13:22,249.0
1969-12-31 16:13:23,262.0
1969-12-31 16:13:24,251.0
1969-12-31 16:13:25,249.0
1969-12-31 16:13:26,232.0
1969-12-31 16:13:27,254.0
1969-12-31 16:13:28,268.0
1969-12-31 16:13:29,280.0
1969-12-31 16:13:30,278.0
1969-12-31 16:13:31,280.0
1969-12-31 16:13:32,261.0
1969-12-31 16:13:33,261.0
1969-12-31 16:13:34,285.0
1969-12-31 16:13:35,264.0
1969-12-31 16:13:36,263.0
1969-12-31 16:13:37,260.0
1969-12-31 16:13:38,258.0
1969-12-31 16:13:39,265.0
1969-12-31 16:13:40,272.0
1969-12-31 16:13:41,274.0
