Supply 01/26/2019,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,
Renewables,2111,2107,2110,2102,2112,2130,2153,2165,2196,2203,2205,2188,2167,2158,2155,2187,2227,2267,2300,2320,2334,2342,2347,2345,2456,2453,2458,2467,2485,2505,2520,2554,2572,2564,2561,2559,2547,2551,2535,2511,2514,2512,2520,2527,2527,2527,2531,2552,2569,2568,2571,2574,2575,2594,2600,2594,2603,2605,2596,2588,2585,2580,2576,2564,2563,2577,2595,2610,2625,2628,2625,2625,2669,2680,2690,2699,2691,2692,2692,2712,2711,2719,2635,2683,2762,2877,2996,3163,3354,3642,3914,4206,4601,4962,5280,5724,6122,6604,6846,7263,7675,8072,8431,8853,9183,9479,9634,9690,9809,10248,10456,10605,10667,10759,10790,10780,10842,10983,11054,11124,11188,11293,11322,11356,11429,11417,11440,11432,11405,11398,11424,11475,11447,11456,11499,11522,11484,11446,11453,11462,11506,11434,11388,11328,11352,11358,11362,11319,11284,11349,11377,11370,11456,11443,11405,11359,11338,11320,11248,11182,11063,11040,11054,10924,10844,10820,10784,10779,10762,10774,10747,10655,10507,10444,10430,10317,10132,9966,9861,9622,9480,9379,9231,8840,8476,8462,8197,7816,7535,7206,6833,6469,6081,5672,5365,4971,4602,4115,3768,3523,3293,3043,2822,2697,2682,2589,2523,2487,2480,2475,2479,2482,2485,2504,2517,2512,2514,2534,2541,2540,2528,2532,2523,2509,2505,2508,2505,2493,2476,2459,2455,2457,2444,2421,2397,2386,2397,2422,2436,2435,2420,2398,2351,2325,2312,2315,2314,2300,2313,2327,2331,2340,2353,2354,2352,2342,2336,2346,2326,2302,2298,2292,2278,2245,2223,2210,2192,2146,2120,2118,2115,2111,2115,2116,2102,2113,2129,2118,2106,2109,2110,2113,2121,2123,2116,2119,2116,2111,
Natural gas,8079,8012,7863,7671,7564,7487,7435,7323,7212,7201,7151,7133,7184,7096,7059,7030,7060,7069,7019,6964,6934,6914,6850,6841,6838,6844,6854,6854,6838,6812,6821,6811,6804,6830,6808,6819,6801,6800,6879,6882,6885,6895,6885,6894,6883,6880,6882,6829,6844,6883,6805,6701,6666,6630,6542,6528,6491,6814,7085,7200,7170,7149,7096,7099,7089,7095,7109,7153,7161,7187,7208,7194,7222,7318,7278,7291,7268,7293,7347,7348,7375,7379,7357,7365,7331,7129,6925,7001,7013,7009,7049,6993,6920,6827,6740,6525,6317,6183,5805,5528,5189,5085,5081,5091,5091,4938,4888,4869,4759,4469,4236,4036,3884,3724,3674,3639,3596,3593,3575,3827,3833,3823,3827,3816,3983,4110,4074,4134,4111,4085,4042,4072,4061,3967,3844,3820,3863,3816,3796,3813,3816,3847,3853,3861,3879,3882,3887,3908,3869,3894,3894,3899,3902,3916,3910,3909,3895,3914,3910,3912,3924,3905,3854,3873,3874,3855,3837,3853,3894,3882,3895,3954,3768,3563,3551,3625,3703,3858,3957,4197,4448,4664,4781,4961,4799,4639,4767,4885,5097,5218,5312,5474,5637,5750,5819,5920,6036,6367,6577,6767,6904,7107,7421,7463,7559,7543,7387,7346,7464,7448,7543,7618,7692,7765,7916,7939,8000,8020,8108,8111,7897,7901,8008,8156,8187,8194,8187,8188,8210,8184,8201,8201,8202,8193,8212,8225,8262,8189,8126,8096,8099,8163,8186,8218,8181,8202,8134,8117,8058,8029,7937,7847,7859,7742,7687,7588,7562,7557,7539,7525,7487,7491,7408,7431,7540,7648,7739,7825,7834,7809,7796,7791,7778,7800,7734,7693,7732,7666,7648,7647,7613,7590,7548,7549,7547,7560,7492,7391
Large hydro,1704,1700,1736,1732,1722,1716,1707,1721,1718,1702,1709,1725,1731,1741,1753,1752,1739,1728,1724,1726,1725,1728,1729,1724,1705,1659,1619,1604,1610,1609,1601,1601,1596,1596,1602,1603,1603,1542,1529,1515,1513,1536,1537,1540,1534,1521,1524,1528,1542,1605,1638,1630,1620,1646,1658,1693,1666,1418,1395,1376,1367,1418,1434,1430,1441,1442,1438,1453,1461,1463,1470,1475,1494,1581,1631,1649,1657,1655,1657,1660,1658,1663,1671,1692,1728,1881,1939,1937,1917,1879,1879,1842,1811,1782,1799,1747,1704,1707,1647,1614,1606,1625,1595,1515,1425,1387,1368,1361,1359,1335,1371,1384,1390,1380,1389,1417,1403,1395,1188,1030,1004,971,965,909,646,658,616,624,657,654,647,611,649,625,600,577,597,618,616,607,590,594,617,617,605,632,625,597,586,574,573,569,556,564,576,574,582,600,615,617,616,604,603,603,616,635,622,626,650,707,685,739,1067,1083,1067,1068,1069,1069,1032,1046,1083,1135,1126,1205,1573,1547,1562,1584,1589,1642,1722,1794,1808,1990,2034,2043,2064,2074,2101,2200,2221,2258,2400,2477,2555,2884,3129,3157,3178,3100,3126,3128,3172,3188,3190,3182,3180,3060,2955,2925,2959,2916,2839,2731,2711,2708,2711,2727,2730,2709,2696,2681,2674,2684,2668,2658,2645,2644,2647,2647,2630,2603,2582,2539,2515,2513,2472,2430,2416,2413,2329,2335,2306,2269,2262,2189,2007,1993,1988,1996,1979,1975,1988,1966,1937,1823,1792,1786,1789,1778,1765,1756,1749,1740,1751,1744,1718,1597,1545,1532,1530,1530,1520,1521,1517,1513,1523,1524
Imports,7139,7119,7135,7216,7251,7172,7168,7127,7181,7212,7059,6962,6903,6917,6863,6815,6785,6698,6635,6564,6512,6486,6492,6474,6408,6402,6411,6395,6319,6295,6261,6192,6164,6162,6139,6111,6118,6146,6087,6108,6100,6059,6041,6032,6036,6025,5999,6017,6038,6123,6149,6275,6300,6280,6353,6351,6403,6598,6584,6584,6681,6684,6834,6980,6979,7023,7071,7086,7104,7151,7196,7240,7335,7346,7416,7461,7552,7609,7670,7715,7758,7760,7751,7717,7607,7526,7433,7333,7163,7014,6758,6529,6293,6182,5958,5850,5633,5485,5307,5247,5167,4907,4528,4198,3888,3600,3443,3302,3231,3170,3122,3095,3042,3022,2951,2888,2842,2697,2903,2973,2870,2818,2751,2763,2882,2812,2856,2785,2716,2701,2680,2677,2615,2637,2722,2756,2722,2693,2672,2657,2636,2611,2606,2605,2567,2538,2489,2517,2574,2518,2490,2523,2448,2444,2436,2453,2453,2465,2487,2542,2653,2777,2782,2902,2995,3050,3144,3212,3186,3177,3269,3205,3019,3129,3250,3369,3502,3595,3740,3854,3789,3697,3747,3879,3909,4013,4293,4631,4889,5136,5404,5599,5869,6105,6390,6710,7018,7222,7349,7492,7692,7850,7874,7998,8199,8211,8367,8595,8698,8922,9080,9184,9297,9328,9277,9335,9353,9407,9358,9419,9541,9571,9567,9510,9490,9452,9406,9351,9247,9283,9242,9214,9185,9148,9131,9160,9115,9124,9125,9055,9004,8967,8971,8965,8975,8931,8948,8994,8980,8954,9041,9060,9008,9038,9031,9008,9118,9121,9120,9021,8970,8954,8918,8861,8670,8559,8456,8366,8277,8193,8147,8088,8027,7963,7905,7775,7634,7610,7544,7445,7415,7358,7295,7254,7152,7108,6991,6981
Batteries,13,43,6,-14,-2,3,8,18,-21,-35,48,26,31,27,26,-19,-57,-51,-37,-4,-2,-2,-2,0,2,-6,-5,-3,-3,-3,-16,-5,-18,-12,-3,-8,-2,-3,-3,-2,-2,-2,-3,-4,-3,-3,-3,-3,-5,-44,-62,-26,-35,3,-2,52,72,49,-38,-48,-39,44,-4,-16,-2,-2,-11,-6,-3,-3,-5,-11,-57,-31,-21,-9,-6,-3,2,3,-7,-4,5,29,62,36,-21,-38,-47,-63,-68,-79,-86,-89,-78,-80,-70,-55,-85,-70,-72,-68,-74,-68,-60,-60,-58,-19,-13,-40,-39,9,39,39,39,65,52,24,-45,-35,-43,-35,-20,-17,-8,-6,-11,-21,-12,-6,-2,-38,5,-10,-7,-46,-22,-1,-1,-21,-12,-20,0,-7,-6,-23,-22,6,19,20,18,19,12,10,30,32,33,18,21,18,19,19,-18,11,35,47,29,14,16,-25,-46,16,64,29,1,-5,1,1,-57,-55,-67,-51,-55,24,68,47,-25,-18,-25,1,19,3,-30,-51,-79,-47,-20,-19,10,10,-16,-10,-55,-49,-50,-58,-57,-56,-6,75,98,92,71,71,24,21,0,8,31,42,92,33,27,6,8,29,43,49,59,72,88,89,94,92,40,41,-6,8,38,6,30,9,23,37,32,13,-1,5,5,-4,-1,12,5,5,17,57,63,32,14,49,17,16,37,24,41,69,52,43,43,27,32,-1,-1,-34,-1,4,-15,62,77,57,28,31,-7,22,-27,4,42,48
Nuclear,2256,2256,2256,2257,2256,2256,2256,2257,2256,2256,2256,2256,2255,2255,2255,2255,2255,2255,2255,2255,2256,2254,2255,2256,2256,2256,2256,2256,2256,2256,2256,2256,2256,2256,2256,2256,2257,2257,2257,2257,2256,2257,2257,2256,2257,2256,2255,2256,2256,2254,2253,2254,2254,2255,2255,2255,2256,2256,2256,2255,2256,2256,2256,2256,2256,2256,2256,2256,2256,2255,2256,2256,2258,2255,2255,2256,2256,2255,2255,2255,2254,2255,2255,2255,2256,2254,2254,2254,2254,2254,2255,2255,2256,2255,2255,2256,2255,2254,2255,2255,2255,2255,2255,2255,2255,2255,2255,2254,2255,2253,2254,2252,2253,2253,2255,2255,2255,2254,2254,2256,2255,2256,2256,2256,2254,2257,2257,2257,2257,2256,2256,2256,2256,2257,2256,2256,2257,2256,2256,2256,2255,2256,2256,2255,2255,2255,2255,2255,2256,2256,2256,2256,2256,2256,2256,2256,2254,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2256,2257,2256,2256,2256,2257,2257,2257,2257,2257,2257,2256,2257,2256,2255,2254,2256,2257,2256,2257,2255,2257,2255,2256,2255,2255,2256,2256,2256,2256,2255,2255,2255,2256,2255,2254,2254,2254,2254,2255,2255,2255,2255,2254,2255,2255,2255,2255,2253,2253,2253,2255,2255,2257,2254,2254,2254,2254,2254,2254,2254,2253,2254,2254,2254,2254,2254,2254,2253,2254,2254,2254,2254,2254,2255,2255,2255,2255,2256,2256,2257,2256,2256,2256,2256,2257,2254,2257,2256,2257,2255,2256,2256,2256,2256,2256,2256,2255,2256,2256,2256,2256,2256,2257,2256,2255,2256,2257,2258,2256,2257,2257,2256,2257,2257,2257,2256
Coal,14,14,14,14,14,14,14,14,14,14,14,14,14,15,14,15,15,14,14,14,14,14,14,14,14,14,15,16,15,14,13,13,12,12,12,12,12,12,12,13,14,14,12,12,12,12,12,12,12,12,11,12,12,12,13,13,13,13,12,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,11,12,12,11,12,12,12,13,14,13,13,13,12,12,12,12,12,12,12,12,13,13,13,14,13,13,13,12,12,13,13,13,13,13,14,13,13,14,14,14,14,13,14,14,14,14,14,14,14,14,14,13,14,14,14,14,14,13,13,14,14,14,14,14,14,14,13,14,14,14,14,15,15,15,14,13,12,12,12,13,13,14,15,14,15,14,13,13,13,12,12,12,13,12,12,13,13,13,13,13,14,13,12,12,12,12,12,12,13,13,13,14,13,13,13,13,14,13,13,13,13,14,14,14,14,14,13,13,13,12,13,13,13,13,13,13,13,13,12,12,13,12,12,12,13,12,13,12,12,12,11,12,13,12,12,12,12,13,13,13,14,13,13,12,12,12,12,12,13,13,13,13,13,13,13,12,12,12,11,12,12,12,12,12,13,13,13,13,13,13,13,13,12,12,12,12,12,12,13,12,12,12,12,13,13,13,13,13,13,13,13,14
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
