,carbon_intensity
1081,0.333108707
1082,0.331653476
1083,0.330476224
1084,0.330189353
1085,0.329451272
1086,0.330210605
1087,0.33082626
1088,0.332114564
1089,0.331849512
1090,0.331069426
1091,0.33125697600000004
1092,0.331433313
1093,0.33257395
1094,0.333043068
1095,0.334048199
1096,0.335823615
1097,0.33755197299999995
1098,0.33811160700000004
1099,0.337804655
1100,0.336783761
1101,0.33764034600000004
1102,0.33735785
1103,0.338257071
1104,0.33707572799999996
1105,0.338548863
1106,0.33942822899999997
1107,0.33797425600000003
1108,0.338010108
1109,0.338014875
1110,0.339153159
1111,0.3396406
1112,0.337801711
1113,0.338348173
1114,0.33820017
1115,0.33914157100000003
1116,0.338859416
1117,0.33929202799999997
1118,0.33882149
1119,0.33850661200000004
1120,0.337387351
1121,0.33745646700000004
1122,0.337866656
1123,0.337458546
1124,0.33589524600000004
1125,0.332487517
1126,0.331591937
1127,0.33147206
1128,0.33122055
1129,0.328796382
1130,0.327281896
1131,0.325480078
1132,0.323916656
1133,0.32339734
1134,0.324630076
1135,0.324524221
1136,0.32416913199999997
1137,0.324071238
1138,0.32368873
1139,0.323460501
1140,0.32486517800000003
1141,0.322717149
1142,0.323509742
1143,0.323778765
1144,0.32438508899999996
1145,0.32716690000000004
1146,0.32736989899999996
1147,0.327783843
1148,0.32803798
1149,0.327962172
1150,0.327095912
1151,0.326529668
1152,0.32772875100000004
1153,0.327757009
1154,0.326922179
1155,0.327300009
1156,0.32592104
1157,0.326147591
1158,0.325909393
1159,0.32584162699999997
1160,0.326620216
1161,0.32720412600000004
1162,0.327384085
1163,0.327613554
1164,0.32754043
1165,0.324373446
1166,0.332072617
1167,0.33696734100000003
1168,0.337293855
1169,0.336744407
1170,0.335905864
1171,0.33759150299999996
1172,0.336302255
1173,0.33526982899999996
1174,0.333765548
1175,0.332996536
1176,0.334391382
1177,0.335908081
1178,0.336694813
1179,0.337214921
1180,0.337054219
1181,0.33739483600000003
1182,0.33679934200000006
1183,0.337007493
1184,0.33771143299999995
1185,0.336578043
1186,0.33671193
1187,0.336711439
1188,0.336449956
1189,0.334670016
1190,0.332802394
1191,0.330758461
1192,0.329344207
1193,0.32952188
1194,0.32961891
1195,0.328951803
1196,0.32845138100000004
1197,0.328472056
1198,0.328923401
1199,0.330174683
1200,0.330342655
1201,0.330355021
1202,0.33172759
1203,0.332799019
1204,0.33140790800000003
1205,0.333223946
1206,0.333130186
1207,0.331715286
1208,0.33223301899999996
1209,0.33344166399999997
1210,0.332932303
1211,0.33396418
1212,0.332415565
1213,0.33114114699999997
1214,0.33158868399999997
1215,0.33209273100000003
1216,0.332810891
1217,0.33218703899999996
1218,0.33253098
1219,0.331424767
1220,0.330843682
1221,0.33066044
1222,0.33072768
1223,0.331215494
1224,0.33585516200000004
1225,0.336407134
1226,0.336468039
1227,0.33460076
1228,0.333361976
1229,0.338482058
1230,0.336090647
1231,0.334020088
1232,0.33430257399999996
1233,0.336536819
1234,0.335858049
1235,0.333474792
1236,0.328440289
1237,0.325019977
1238,0.324174911
1239,0.324887178
1240,0.324375723
1241,0.323855442
1242,0.324788083
1243,0.323056136
1244,0.32242112100000003
1245,0.320411328
1246,0.321047052
1247,0.32106074100000004
1248,0.31966848600000003
1249,0.317793037
1250,0.315818916
1251,0.31171164
1252,0.308847613
1253,0.30802058
1254,0.308614919
1255,0.30882996100000004
1256,0.308534698
1257,0.307140593
1258,0.305381876
1259,0.307896404
1260,0.31107594899999996
1261,0.31502603
1262,0.309445733
1263,0.30598802399999997
1264,0.305942451
1265,0.305493542
1266,0.304751284
1267,0.304821151
1268,0.301608205
1269,0.29980850600000003
1270,0.29890828
1271,0.299207266
1272,0.298742138
1273,0.298850575
1274,0.296095618
1275,0.293657134
1276,0.292565755
1277,0.293222849
1278,0.29531162899999996
1279,0.300518548
1280,0.297339281
1281,0.29557945
1282,0.294194935
1283,0.295543487
1284,0.29786128300000003
1285,0.299563703
1286,0.29663425
1287,0.293806798
1288,0.296318672
1289,0.297113957
1290,0.298836276
1291,0.298079633
1292,0.30046287
1293,0.303063237
1294,0.304750403
1295,0.303827558
1296,0.305148395
1297,0.305393822
1298,0.306696862
1299,0.306671522
1300,0.305346903
1301,0.3069587
1302,0.306895161
1303,0.307410391
1304,0.307388288
1305,0.307493853
1306,0.30943746
1307,0.312045336
1308,0.315300459
1309,0.316173212
1310,0.31734243300000003
1311,0.317290338
1312,0.315121678
1313,0.315669402
1314,0.315229988
1315,0.316014548
1316,0.316664668
1317,0.315007608
1318,0.31647393100000004
1319,0.31843062
1320,0.319568334
1321,0.31782853
1322,0.314146769
1323,0.31433121
1324,0.31675163300000003
1325,0.316312734
1326,0.31912781
1327,0.31985702899999996
1328,0.32003648
1329,0.322041285
1330,0.32201646100000003
1331,0.32193889600000003
1332,0.322941269
1333,0.322162205
1334,0.31965630100000003
1335,0.317783455
1336,0.316861148
1337,0.318149883
1338,0.31906131
1339,0.320879376
1340,0.320070598
1341,0.321167327
1342,0.32104228100000004
1343,0.32030373300000003
1344,0.320911816
1345,0.3188043
1346,0.31109150399999996
1347,0.30888652899999997
1348,0.310976054
1349,0.314284678
1350,0.314421232
1351,0.31644470199999997
1352,0.318388728
1353,0.318490185
1354,0.31880758800000003
1355,0.31925492699999997
1356,0.32008957600000004
1357,0.320752669
1358,0.322558484
1359,0.321476389
1360,0.32074788
1361,0.321182694
1362,0.321498513
1363,0.322553686
1364,0.323106598
1365,0.324283944
1366,0.32491159
1367,0.324920675
1368,0.32336886800000003
1369,0.324235087
1370,0.326973177
1371,0.32745703
1372,0.328760069
1373,0.328820187
1374,0.32936082
1375,0.32884117
1376,0.32867469899999996
1377,0.328551786
1378,0.32874521
1379,0.329619555
1380,0.329702822
1381,0.32787192600000004
1382,0.32796607
1383,0.329486309
1384,0.329165565
1385,0.32993674
1386,0.32920951800000003
1387,0.327839525
1388,0.327663145
1389,0.328138131
1390,0.328865229
1391,0.328084796
1392,0.328424948
1393,0.329245174
1394,0.33057755
1395,0.33225718600000004
1396,0.333411526
1397,0.332590159
1398,0.333712984
1399,0.333096591
1400,0.332317194
1401,0.331981068
1402,0.331785428
1403,0.33064224600000003
1404,0.330975383
1405,0.330121168
1406,0.332068853
1407,0.334483183
1408,0.333333333
1409,0.33206217600000004
1410,0.332193637
1411,0.330849416
1412,0.330822004
1413,0.330148396
1414,0.329448792
1415,0.328685685
1416,0.328207779
1417,0.325928167
1418,0.324158889
1419,0.32216878
1420,0.320594573
1421,0.319115115
1422,0.319150826
1423,0.319445682
1424,0.320441493
1425,0.319731568
1426,0.320356706
1427,0.32266606800000003
1428,0.327922225
1429,0.32572802300000003
1430,0.327723043
1431,0.329819758
1432,0.33046227100000003
1433,0.329919162
1434,0.330017958
1435,0.328493227
1436,0.328192704
1437,0.329594841
1438,0.32963015
1439,0.329236131
1440,0.328195915
1441,0.327309808
1442,0.326870069
1443,0.3259118
1444,0.325144855
1445,0.324944876
1446,0.32604937100000003
1447,0.325375433
1448,0.323678739
1449,0.322791871
1450,0.32155185
1451,0.32195122
1452,0.32189806
1453,0.321428571
1454,0.319978396
1455,0.319062131
1456,0.318034238
1457,0.31758387899999996
1458,0.318213194
1459,0.31814587899999996
1460,0.317425743
1461,0.317667494
1462,0.316214197
1463,0.314702066
1464,0.31492403
1465,0.314983485
1466,0.315810534
1467,0.31607902
1468,0.31242497
1469,0.309764647
1470,0.307815712
1471,0.308950431
1472,0.308392417
1473,0.30742954699999997
1474,0.307989755
1475,0.307541675
1476,0.307028112
1477,0.307052695
1478,0.307114605
1479,0.307126782
1480,0.307896052
1481,0.307526774
1482,0.30592056
1483,0.304972321
1484,0.305308851
1485,0.30428927699999997
1486,0.30367746100000004
1487,0.30214395899999996
1488,0.301936445
1489,0.30002472199999997
1490,0.303297031
1491,0.295601261
1492,0.294617422
1493,0.29476625300000003
1494,0.29575643
1495,0.29508278
1496,0.295697329
1497,0.296461052
1498,0.295795427
1499,0.297761378
1500,0.297590421
1501,0.294555902
1502,0.29344770800000003
1503,0.292061955
1504,0.29164251199999996
1505,0.291523952
1506,0.291229421
1507,0.29050064800000003
1508,0.289354176
1509,0.290058145
1510,0.290023312
1511,0.29132251
1512,0.292347133
1513,0.291324071
1514,0.293109133
1515,0.293235557
1516,0.292500705
1517,0.29191962
1518,0.28959276
1519,0.286124177
1520,0.28202358
1521,0.277866541
1522,0.27355566
1523,0.271983832
1524,0.26991961600000003
1525,0.267853787
1526,0.266286035
1527,0.263415316
1528,0.259693711
1529,0.255844216
1530,0.250184434
1531,0.24203292899999998
1532,0.236333441
1533,0.230872297
1534,0.225147147
1535,0.221402385
1536,0.221430567
1537,0.22202056899999997
1538,0.22852497100000002
1539,0.232450668
1540,0.232342868
1541,0.23483357
1542,0.23719457
1543,0.23358986
1544,0.230351322
1545,0.223036223
1546,0.22110689100000003
