,carbon_intensity
13463,0.299707715
13464,0.303163242
13465,0.30335907300000003
13466,0.305212355
13467,0.304791739
13468,0.302567285
13469,0.3035223
13470,0.30570109100000004
13471,0.30561379
13472,0.304997864
13473,0.305353269
13474,0.304600597
13475,0.305961755
13476,0.304619323
13477,0.304312354
13478,0.302622337
13479,0.298825999
13480,0.3026423
13481,0.29587854199999997
13482,0.290010951
13483,0.288019426
13484,0.286162535
13485,0.287723434
13486,0.28680063
13487,0.28318968899999997
13488,0.280203005
13489,0.279545996
13490,0.278251895
13491,0.278608155
13492,0.276035834
13493,0.27460994
13494,0.274738585
13495,0.274261433
13496,0.273919753
13497,0.274728405
13498,0.274970431
13499,0.274373259
13500,0.27783350100000004
13501,0.267723068
13502,0.26458616
13503,0.26997543399999996
13504,0.269562278
13505,0.268364929
13506,0.26992822899999996
13507,0.270310697
13508,0.26900258
13509,0.26877265699999997
13510,0.269829568
13511,0.269006357
13512,0.26957018
13513,0.269382159
13514,0.268906438
13515,0.266735278
13516,0.265883513
13517,0.268784555
13518,0.26578695
13519,0.264992709
13520,0.265685195
13521,0.263925302
13522,0.263040963
13523,0.257737708
13524,0.257476091
13525,0.253575588
13526,0.25228284300000003
13527,0.264228964
13528,0.26134335399999997
13529,0.263570624
13530,0.268378722
13531,0.27119045399999997
13532,0.271283173
13533,0.274669088
13534,0.277027674
13535,0.277743187
13536,0.281445783
13537,0.279710843
13538,0.281046383
13539,0.282321004
13540,0.283017032
13541,0.281212003
13542,0.282324337
13543,0.28325844899999997
13544,0.283019792
13545,0.285264762
13546,0.284475111
13547,0.284162181
13548,0.28654999800000003
13549,0.288866799
13550,0.291776398
13551,0.29383084600000003
13552,0.29393305399999997
13553,0.292268143
13554,0.294582839
13555,0.29470509699999997
13556,0.294391367
13557,0.292466399
13558,0.291769955
13559,0.29129591899999996
13560,0.288867896
13561,0.288349948
13562,0.288756219
13563,0.287274713
13564,0.288260114
13565,0.28905007899999996
13566,0.289241798
13567,0.28831698899999997
13568,0.28906366699999997
13569,0.289634906
13570,0.288758339
13571,0.28922033199999997
13572,0.285913668
13573,0.28515955600000004
13574,0.282636816
13575,0.28328104
13576,0.283330012
13577,0.282752778
13578,0.280542535
13579,0.278821308
13580,0.27989885
13581,0.278910552
13582,0.280587765
13583,0.270656274
13584,0.267795422
13585,0.267555865
13586,0.268550884
13587,0.266295154
13588,0.267093381
13589,0.267574257
13590,0.268654502
13591,0.269747235
13592,0.27025297800000003
13593,0.270458788
13594,0.270586507
13595,0.271121089
13596,0.270628827
13597,0.270206518
13598,0.27019138800000003
13599,0.27135006
13600,0.27168264
13601,0.272614858
13602,0.27372679699999997
13603,0.27401036
13604,0.27459074699999997
13605,0.273115828
13606,0.271017384
13607,0.268071574
13608,0.266177515
13609,0.26211662199999997
13610,0.254736242
13611,0.24886169600000002
13612,0.24462480399999997
13613,0.23892502699999998
13614,0.23224186100000002
13615,0.227945698
13616,0.221024131
13617,0.214973668
13618,0.21350710899999997
13619,0.206728032
13620,0.19974312600000002
13621,0.19508165800000002
13622,0.198498358
13623,0.193398441
13624,0.187042597
13625,0.180647292
13626,0.175205985
13627,0.176375788
13628,0.177013024
13629,0.175954198
13630,0.171485638
13631,0.17306410100000003
13632,0.168457754
13633,0.162334855
13634,0.159279245
13635,0.159003277
13636,0.15781846300000002
13637,0.159909148
13638,0.158556641
13639,0.159335858
13640,0.157653484
13641,0.15374063
13642,0.149283145
13643,0.143737673
13644,0.14321024300000001
13645,0.140269278
13646,0.147883559
13647,0.147644795
13648,0.145411903
13649,0.146568172
13650,0.14837598400000002
13651,0.14573161699999998
13652,0.14715752099999999
13653,0.150659134
13654,0.153043478
13655,0.153255176
13656,0.153490913
13657,0.152983401
13658,0.151901254
13659,0.153560496
13660,0.151588017
13661,0.150029976
13662,0.149266436
13663,0.15018849
13664,0.155824508
13665,0.157937351
13666,0.16069164800000002
13667,0.159300091
13668,0.163083616
13669,0.160596864
13670,0.15888038699999998
13671,0.15781799900000001
13672,0.153622753
13673,0.153884838
13674,0.14883371
13675,0.150351053
13676,0.152031258
13677,0.14896933099999998
13678,0.146305963
13679,0.1461689
13680,0.143641677
13681,0.13891125
13682,0.141589816
13683,0.14345439
13684,0.149856199
13685,0.154429612
13686,0.155091542
13687,0.156824147
13688,0.15373389699999998
13689,0.147962004
13690,0.153892516
13691,0.15787884900000002
13692,0.160946267
13693,0.15686373
13694,0.161575563
13695,0.158215311
13696,0.157998618
13697,0.154793576
13698,0.15683679
13699,0.15407305400000001
13700,0.154362088
13701,0.158594399
13702,0.151585685
13703,0.157996332
13704,0.154050915
13705,0.158149337
13706,0.161463737
13707,0.17598550899999998
13708,0.169296642
13709,0.166848161
13710,0.174229877
13711,0.180723461
13712,0.187891048
13713,0.18526483100000002
13714,0.18332011
13715,0.19448179899999998
13716,0.20828145899999997
13717,0.216228698
13718,0.21212969399999998
13719,0.21214371899999998
13720,0.22110391100000001
13721,0.229263148
13722,0.232846048
13723,0.242645062
13724,0.25635517399999996
13725,0.266873752
13726,0.278179254
13727,0.291501157
13728,0.297573491
13729,0.301032977
13730,0.301178673
13731,0.296674433
13732,0.296761373
13733,0.30221850100000003
13734,0.307286255
13735,0.307431328
13736,0.313803979
13737,0.318020071
13738,0.32034888300000003
13739,0.32131134699999997
13740,0.322499614
13741,0.325596588
13742,0.332010077
13743,0.331634981
13744,0.331287646
13745,0.33231199899999997
13746,0.33361058600000004
13747,0.33344669899999996
13748,0.334151592
13749,0.33422591
13750,0.33202639
13751,0.327787838
13752,0.324443606
13753,0.322485876
13754,0.319732517
13755,0.316395485
13756,0.31683991699999997
13757,0.315220268
13758,0.315711631
13759,0.314587128
13760,0.315405375
13761,0.314085739
13762,0.313232385
13763,0.312086408
13764,0.311151695
13765,0.311969407
13766,0.309649931
13767,0.304828433
13768,0.304560135
13769,0.303091035
13770,0.30040074
13771,0.298012989
13772,0.292225821
13773,0.291671516
13774,0.28843542699999997
13775,0.287179886
13776,0.28546942
13777,0.283474112
13778,0.281046009
13779,0.279766368
13780,0.28043021
13781,0.280920346
13782,0.28311978600000004
13783,0.283282602
13784,0.282085346
13785,0.282144443
13786,0.28242448800000003
13787,0.28075748300000003
13788,0.280351666
13789,0.280554753
13790,0.27946391800000003
13791,0.27993540899999997
13792,0.281567127
13793,0.28257962
13794,0.282539282
13795,0.28223731399999996
13796,0.281313559
13797,0.28391274699999997
13798,0.282768967
13799,0.28023776699999997
13800,0.278987232
13801,0.277736735
13802,0.27745988
13803,0.286615943
13804,0.28711704600000004
13805,0.284416952
13806,0.282730357
13807,0.280929204
13808,0.28007828100000004
13809,0.27857811899999996
13810,0.277991932
13811,0.278541488
13812,0.277498528
13813,0.276412499
13814,0.276343746
13815,0.276539855
13816,0.275652095
13817,0.275239398
13818,0.273873378
13819,0.271665133
13820,0.27146750399999997
13821,0.27179606
13822,0.27216514
13823,0.27078573100000003
13824,0.270539303
13825,0.270206987
13826,0.270501433
13827,0.268694669
13828,0.267859672
13829,0.267073401
13830,0.267143737
13831,0.266362903
13832,0.266619048
13833,0.266014787
13834,0.26603314100000003
13835,0.265445677
13836,0.26619394399999996
13837,0.265020537
13838,0.26596754300000003
13839,0.266638164
13840,0.26566582699999997
13841,0.26651459
13842,0.269463668
13843,0.265325763
13844,0.26598404
13845,0.266608855
13846,0.268417003
13847,0.268668909
13848,0.26793178
13849,0.268755113
13850,0.268479307
13851,0.267919812
13852,0.268269231
13853,0.268291513
13854,0.268843015
13855,0.26772709899999997
13856,0.267339037
13857,0.268151618
13858,0.26736028300000003
13859,0.266374297
13860,0.265772195
13861,0.266489639
13862,0.26825007100000003
13863,0.268729718
13864,0.26978922699999996
13865,0.27012060600000004
13866,0.269142724
13867,0.270461639
13868,0.270671116
13869,0.272012579
13870,0.273136754
13871,0.265506137
13872,0.262384726
13873,0.261012462
13874,0.26035126
13875,0.25898271300000003
13876,0.260172126
13877,0.26112281
13878,0.26272776
13879,0.261739015
13880,0.26344086
13881,0.265465386
13882,0.267154939
13883,0.267696715
13884,0.268073584
13885,0.266423976
13886,0.266940452
13887,0.26743992699999997
13888,0.268544212
13889,0.269544008
13890,0.268510149
13891,0.270738415
13892,0.26979436
13893,0.267436149
13894,0.26609073
13895,0.265489619
13896,0.263916684
13897,0.26242577100000003
13898,0.263531032
13899,0.260941739
13900,0.25706065899999997
13901,0.253281478
13902,0.247727915
13903,0.245024272
13904,0.238706802
13905,0.231218326
13906,0.22366124
13907,0.215285122
13908,0.206344682
13909,0.201266081
13910,0.196600752
13911,0.188741044
13912,0.18026916899999998
13913,0.17117265899999998
13914,0.16631474400000001
13915,0.16263956
13916,0.159182992
13917,0.156610879
13918,0.154604987
13919,0.14979774099999998
13920,0.1456286
13921,0.140163099
13922,0.139314431
13923,0.140203205
13924,0.13731990300000002
13925,0.138865511
13926,0.141185911
13927,0.138589141
13928,0.135988777
13929,0.133265036
13930,0.131169276
13931,0.130868746
13932,0.131153169
13933,0.13090036800000002
13934,0.139405284
13935,0.14136148
13936,0.141109824
13937,0.141213344
13938,0.142270625
13939,0.142484796
13940,0.142931755
13941,0.144268001
13942,0.144071491
13943,0.14416225900000001
13944,0.144516016
13945,0.143959096
13946,0.144970414
13947,0.14658038199999998
13948,0.145901639
13949,0.14594498
13950,0.143855875
13951,0.14765852599999998
13952,0.150767298
13953,0.15263063400000002
13954,0.15268546800000002
13955,0.150455653
13956,0.151157533
13957,0.149936869
13958,0.15090397
13959,0.153615688
13960,0.153712984
13961,0.152786017
13962,0.153905929
13963,0.152536182
13964,0.15272827
13965,0.149377025
13966,0.14908057
13967,0.149766205
13968,0.15009424
13969,0.14881991
13970,0.151243507
13971,0.15379319800000002
13972,0.155669914
13973,0.15570014699999998
13974,0.15638142300000002
13975,0.158077485
13976,0.159127147
13977,0.157790035
13978,0.158061308
13979,0.15981241
13980,0.163209977
13981,0.15930798300000001
13982,0.15715378
13983,0.157960588
13984,0.160350503
13985,0.159836066
13986,0.156162184
13987,0.157920484
13988,0.15896479800000002
13989,0.161714564
13990,0.165761949
13991,0.168975558
13992,0.172525785
13993,0.172579437
13994,0.163331124
13995,0.163174379
13996,0.16760489
13997,0.172389598
13998,0.174506033
13999,0.17700729899999998
14000,0.17996707399999998
14001,0.18424117
14002,0.190140542
14003,0.19075540300000002
14004,0.194017785
14005,0.200034121
14006,0.19742268
14007,0.19943568
14008,0.208085612
14009,0.21511235
14010,0.22342259
14011,0.226961888
14012,0.233583295
14013,0.242509055
14014,0.249479571
14015,0.256416484
14016,0.262585744
14017,0.26553829100000004
14018,0.269619055
14019,0.269583268
14020,0.273058582
14021,0.278702993
14022,0.283346008
14023,0.284885473
14024,0.288445677
14025,0.28971892899999996
14026,0.292979996
14027,0.29715620800000003
14028,0.30127834800000003
14029,0.303181557
14030,0.305142735
14031,0.306599417
14032,0.306051587
14033,0.30758908100000004
14034,0.307410151
14035,0.305556534
14036,0.305327652
14037,0.304733415
14038,0.304600331
14039,0.303412332
14040,0.30078084
14041,0.302584701
14042,0.30296239199999997
14043,0.300301036
14044,0.298886788
14045,0.297855969
14046,0.298830389
14047,0.296980748
14048,0.29628719800000003
14049,0.29508771899999997
14050,0.295197394
14051,0.298775567
14052,0.300949701
14053,0.301714125
14054,0.301396431
14055,0.29856395
14056,0.29749345
14057,0.298099343
14058,0.30067747300000003
14059,0.30096431
14060,0.300709018
14061,0.301428061
14062,0.30216162
14063,0.302708731
14064,0.30332098
14065,0.302921971
14066,0.306044601
14067,0.30485786800000003
14068,0.305688523
14069,0.302418756
14070,0.303415143
14071,0.30283534100000004
14072,0.302569304
14073,0.302045137
14074,0.30213446
14075,0.30130753899999996
14076,0.302192712
14077,0.30208130699999997
14078,0.301236403
14079,0.29958637
14080,0.299309743
14081,0.29889549
14082,0.298539795
14083,0.298836176
14084,0.297846404
14085,0.298464805
14086,0.29935886899999997
14087,0.298845342
14088,0.298263918
14089,0.298633457
14090,0.29909811199999997
14091,0.295737649
14092,0.294380397
14093,0.29548856100000004
14094,0.29564208399999997
14095,0.295828831
14096,0.29716469100000004
14097,0.29547533
14098,0.293370698
14099,0.293207298
14100,0.293288561
14101,0.291982785
14102,0.291783442
14103,0.291331228
14104,0.293821102
14105,0.29546065
14106,0.295505618
14107,0.296246226
14108,0.295499729
14109,0.29521782399999996
14110,0.29525061199999997
14111,0.295668035
14112,0.294227869
14113,0.292753225
14114,0.29219443
14115,0.292077166
14116,0.29279735100000004
14117,0.293678928
14118,0.295626499
14119,0.296272315
14120,0.296232877
14121,0.296778679
14122,0.297234488
14123,0.297523739
14124,0.297088283
14125,0.297846612
14126,0.29979064899999996
14127,0.301395436
14128,0.302659823
14129,0.304386416
14130,0.304605755
14131,0.30542585
14132,0.304998363
14133,0.305133124
14134,0.306062307
14135,0.307064069
14136,0.306401725
14137,0.307372259
14138,0.306329349
14139,0.30809278100000004
14140,0.308682718
14141,0.309073153
14142,0.307728054
14143,0.308131705
14144,0.307606731
14145,0.30860767699999997
14146,0.30961993600000004
14147,0.307565337
14148,0.30998762399999996
14149,0.308185539
14150,0.30784207199999997
14151,0.30936651600000004
14152,0.311089037
14153,0.313981203
14154,0.31503419899999996
14155,0.314926238
14156,0.315974228
14157,0.316521277
14158,0.31779941
14159,0.319431072
14160,0.322469609
14161,0.317811159
14162,0.315834147
14163,0.315514334
14164,0.315100025
14165,0.31687911399999996
14166,0.316688731
14167,0.316426608
14168,0.318683557
14169,0.320409153
14170,0.32438091399999996
14171,0.328318302
14172,0.333148822
14173,0.333076152
14174,0.34439516700000006
14175,0.33970187700000004
14176,0.33742882799999996
14177,0.34098409799999996
14178,0.340275445
14179,0.34218125299999996
14180,0.34633877799999996
14181,0.348029539
14182,0.346567894
14183,0.343740881
14184,0.34048043
14185,0.33570089399999997
14186,0.335172315
14187,0.330126364
14188,0.322041763
14189,0.31558854
14190,0.307426659
14191,0.30076601199999997
14192,0.294303797
14193,0.28731529699999997
14194,0.28103708
14195,0.272924266
14196,0.263827776
14197,0.25748723
14198,0.24986231
14199,0.24363703399999997
14200,0.24084549
14201,0.23341440600000002
14202,0.22923036300000002
14203,0.224689671
14204,0.218591334
14205,0.214272027
14206,0.211708593
14207,0.20610096
14208,0.201299712
14209,0.197748447
14210,0.205399334
14211,0.209515665
14212,0.20841785
14213,0.207141735
14214,0.204439345
14215,0.202408394
14216,0.197953985
14217,0.19417242899999998
14218,0.191982953
14219,0.187763542
14220,0.18402961399999998
14221,0.18425899399999998
14222,0.187789008
14223,0.18869397300000001
14224,0.18726282800000002
14225,0.18726130300000002
14226,0.19267791
14227,0.191644672
14228,0.191282793
14229,0.190745202
14230,0.18891067600000003
14231,0.191071877
14232,0.19022562699999998
14233,0.188809122
14234,0.191793004
14235,0.19087436300000002
14236,0.19108851699999999
14237,0.189188031
14238,0.18806471
14239,0.187569892
14240,0.188189655
14241,0.188129512
14242,0.18882089999999999
14243,0.18814937199999998
14244,0.187088332
14245,0.187246301
14246,0.18840007
14247,0.186438446
14248,0.18790971899999998
14249,0.187353837
14250,0.187231593
14251,0.18624376
14252,0.18659020699999998
14253,0.18574208399999997
14254,0.186402923
14255,0.18304328399999997
14256,0.181850613
14257,0.181667932
14258,0.17931065100000002
14259,0.17755473600000002
14260,0.176603573
14261,0.18172133699999998
14262,0.183203733
14263,0.180487156
14264,0.180217641
14265,0.178377183
14266,0.17743355
14267,0.17736732800000002
14268,0.178767487
14269,0.181415537
14270,0.172886452
14271,0.170260916
14272,0.166674051
14273,0.172830222
14274,0.17444587
14275,0.17190887
14276,0.173170087
14277,0.17727812699999998
14278,0.17794606899999998
14279,0.17699540800000002
14280,0.178210457
14281,0.18683921899999997
14282,0.186628546
14283,0.182233748
14284,0.181986428
14285,0.181272193
14286,0.188245055
14287,0.18527037600000001
14288,0.185015357
14289,0.18897128600000002
14290,0.195189033
14291,0.192797334
14292,0.206742813
14293,0.21393498100000002
14294,0.222502523
14295,0.22616276600000002
14296,0.22489724
14297,0.23236532
14298,0.23895733800000002
14299,0.24519090300000002
14300,0.25282956100000004
14301,0.25886229
14302,0.251094181
14303,0.275928297
14304,0.28515096
14305,0.287772025
14306,0.300562447
14307,0.305911816
14308,0.312916414
14309,0.314760398
14310,0.323744829
14311,0.322206592
14312,0.321003017
14313,0.323793155
14314,0.32304116899999996
14315,0.322287294
14316,0.324510932
14317,0.326645007
14318,0.328309859
14319,0.328455228
14320,0.327754678
14321,0.329868426
14322,0.33235477
14323,0.331735908
14324,0.332988482
14325,0.332119421
14326,0.332645977
14327,0.328660062
14328,0.329051925
14329,0.32786493899999997
14330,0.324475716
14331,0.322559749
14332,0.32344628
14333,0.322771195
14334,0.320721889
14335,0.32306275
14336,0.32240624100000004
14337,0.319189078
14338,0.319062147
14339,0.318902774
14340,0.318912237
14341,0.32011712
14342,0.321467991
14343,0.31997651
14344,0.31838255600000004
14345,0.31942809699999997
14346,0.317524199
14347,0.317010399
14348,0.3174946
14349,0.317179846
14350,0.316398284
14351,0.315017413
14352,0.315564202
14353,0.313883371
14354,0.313290801
14355,0.312309622
14356,0.312702644
14357,0.312703819
14358,0.313257383
14359,0.312911004
14360,0.311974443
14361,0.312238938
14362,0.31191567
14363,0.311153572
14364,0.311423923
14365,0.310703364
14366,0.310796747
14367,0.304322521
14368,0.30209511899999997
14369,0.301580471
14370,0.302130838
14371,0.301636234
14372,0.302638922
14373,0.300728408
14374,0.299617167
14375,0.299463284
14376,0.298730549
14377,0.297507404
14378,0.29854389
14379,0.29496253100000003
14380,0.294102875
14381,0.294866409
14382,0.295377725
14383,0.294117647
14384,0.292581831
14385,0.290870853
14386,0.289101983
14387,0.290107772
14388,0.287118241
14389,0.28558909899999996
14390,0.28726559100000004
14391,0.28987069
14392,0.294841355
14393,0.293652861
14394,0.29196382
14395,0.293263571
14396,0.29616709399999996
14397,0.293286377
14398,0.291022087
14399,0.291526789
14400,0.293305233
14401,0.29358416
14402,0.29532701899999997
14403,0.293735038
14404,0.293022202
14405,0.29231747199999997
14406,0.293174155
14407,0.293014555
14408,0.29442437
14409,0.293596511
14410,0.292492299
14411,0.29210695600000003
14412,0.292826577
14413,0.291986929
14414,0.293884511
14415,0.291760905
14416,0.289237875
14417,0.28768136
14418,0.28667252600000004
14419,0.284999073
14420,0.28406348600000003
14421,0.282082268
14422,0.280215443
14423,0.281325301
14424,0.282633898
14425,0.280473701
14426,0.28033105199999997
14427,0.27825643899999997
14428,0.278598897
14429,0.278967575
14430,0.280275696
14431,0.280371672
14432,0.28174475
14433,0.28293427
14434,0.283531801
14435,0.284998621
14436,0.286197905
14437,0.28758498
14438,0.287119735
14439,0.289184421
14440,0.290726478
14441,0.29164609199999997
14442,0.293002197
14443,0.293805468
14444,0.29706852
14445,0.298568507
14446,0.299483193
14447,0.29877594
14448,0.298660054
14449,0.300925525
14450,0.294994813
14451,0.295058763
14452,0.297923051
14453,0.29865786
14454,0.30051377100000004
14455,0.299840577
14456,0.299621417
14457,0.298709864
14458,0.300302881
14459,0.30157442
14460,0.30183504699999997
14461,0.29684052899999996
14462,0.295404984
14463,0.29288751399999996
14464,0.291618785
14465,0.291941071
14466,0.293157135
14467,0.291164507
14468,0.291655748
14469,0.292054938
14470,0.289400305
14471,0.28835812
14472,0.285386183
14473,0.283343169
14474,0.28157015399999996
14475,0.277304444
14476,0.273343098
14477,0.270803588
14478,0.267364415
14479,0.263422511
14480,0.256064393
14481,0.251151819
14482,0.244956132
14483,0.239033291
14484,0.232348542
14485,0.228869436
14486,0.226062049
14487,0.221165279
14488,0.220362362
14489,0.215631307
14490,0.21146031399999998
14491,0.213858797
14492,0.209156464
14493,0.208091615
14494,0.20840723
14495,0.207936929
14496,0.206641221
14497,0.205823678
14498,0.205694252
14499,0.21388404100000002
14500,0.20651166399999998
14501,0.204672933
14502,0.208165323
14503,0.21161712600000002
14504,0.206981279
14505,0.19988281300000002
14506,0.19385352100000003
14507,0.192997538
14508,0.192014618
14509,0.19044441
14510,0.20061147699999998
14511,0.209805932
14512,0.19314079399999998
14513,0.19274922100000003
14514,0.188288823
14515,0.188975444
14516,0.18827233399999999
14517,0.18844171699999998
14518,0.190796236
14519,0.186494923
14520,0.189203167
14521,0.186118867
14522,0.18103961
14523,0.18245279999999997
14524,0.182853978
14525,0.183581971
14526,0.181056293
14527,0.184701859
14528,0.184969506
14529,0.185760695
14530,0.18504878
14531,0.187130818
14532,0.184920198
14533,0.185768262
14534,0.184314189
14535,0.184197004
14536,0.182960672
14537,0.18679780899999998
14538,0.18642098899999998
14539,0.18643188
14540,0.188762801
14541,0.194934954
14542,0.19862903899999998
14543,0.206371582
14544,0.207734718
14545,0.211828994
14546,0.213321478
14547,0.215701189
14548,0.22089061699999998
14549,0.221467883
14550,0.220789653
14551,0.225663895
14552,0.226783851
14553,0.230936644
14554,0.231892805
14555,0.23709560899999998
14556,0.23897707199999998
14557,0.242908944
14558,0.24589899
14559,0.24825330199999998
14560,0.24782503600000003
14561,0.251396424
14562,0.255151953
14563,0.258809332
14564,0.26042841
14565,0.259925781
14566,0.26368536600000003
14567,0.265626247
14568,0.26773198800000003
14569,0.268636965
14570,0.264925071
14571,0.260411603
14572,0.258788513
14573,0.261080777
14574,0.26464313
14575,0.264239554
14576,0.268413683
14577,0.27131690199999997
14578,0.268146204
14579,0.265683976
14580,0.270089552
14581,0.271612775
14582,0.277267012
14583,0.279846659
14584,0.281823472
14585,0.28513340800000003
14586,0.289340494
14587,0.295133016
14588,0.299124049
14589,0.301536005
14590,0.303839607
14591,0.306432176
14592,0.30867432899999997
14593,0.31192284800000003
14594,0.31323693
14595,0.314480308
14596,0.31266757300000003
14597,0.314697827
14598,0.313608823
14599,0.312645656
14600,0.318720589
14601,0.31883142
14602,0.318602547
14603,0.318918546
14604,0.320458288
14605,0.32282817199999997
14606,0.322909562
14607,0.32100547
14608,0.32734477300000003
14609,0.32403842899999996
14610,0.324581062
14611,0.324600147
14612,0.323614868
14613,0.322865915
14614,0.321903243
14615,0.323290499
14616,0.32271023
14617,0.322013504
14618,0.324057661
14619,0.321793626
14620,0.3222211
14621,0.321633868
14622,0.320327504
14623,0.322296773
14624,0.323556216
14625,0.32284634100000004
14626,0.322490204
14627,0.322210953
14628,0.32244385600000003
14629,0.323288044
14630,0.32692373399999997
14631,0.325858828
14632,0.323822479
14633,0.325835388
14634,0.324445971
14635,0.32456473
14636,0.32421727
14637,0.325845803
14638,0.325903552
14639,0.326542004
14640,0.325619604
14641,0.325666327
14642,0.323744308
14643,0.324079684
14644,0.321111429
14645,0.323230874
14646,0.323688645
14647,0.322532081
14648,0.32426657
14649,0.323189043
14650,0.321929436
14651,0.320948205
14652,0.32064953
14653,0.321974014
14654,0.321390045
14655,0.314707009
14656,0.318706697
14657,0.319566559
14658,0.318463731
14659,0.32106594
14660,0.32206468899999996
14661,0.314664966
14662,0.31193286800000003
14663,0.311432379
14664,0.31157414899999997
14665,0.31263261
14666,0.31433018
14667,0.313552992
14668,0.31024561100000003
14669,0.30948788899999996
14670,0.309179556
14671,0.30960342
14672,0.30957465
14673,0.308460483
14674,0.308769819
14675,0.299621505
14676,0.316086815
14677,0.32146986
14678,0.326728352
14679,0.304708048
14680,0.303647644
14681,0.30199178600000004
14682,0.302876931
14683,0.302545357
14684,0.3012296
14685,0.299995523
14686,0.299160268
14687,0.300324237
14688,0.29951232699999997
14689,0.297415543
14690,0.304343932
14691,0.306077497
14692,0.306882372
14693,0.306362567
14694,0.30732924899999997
14695,0.307590789
14696,0.308110082
14697,0.307590246
14698,0.306359971
14699,0.30553638
14700,0.304929642
14701,0.30679826600000004
14702,0.30684742600000003
14703,0.30841853199999997
14704,0.308674999
14705,0.30890294
14706,0.30924548399999996
14707,0.308462995
14708,0.30894610100000003
14709,0.308677954
14710,0.309542568
14711,0.309754627
14712,0.310754384
14713,0.311229451
14714,0.31132425199999997
14715,0.310617993
14716,0.30994720800000003
14717,0.310416474
14718,0.311608961
14719,0.31072453
14720,0.310319297
14721,0.308952469
14722,0.31009715
14723,0.310075382
14724,0.31015625
14725,0.309521628
14726,0.301024647
14727,0.29753822
14728,0.296588653
14729,0.296229803
14730,0.296750207
14731,0.29615104
14732,0.297052154
14733,0.29825828
14734,0.299464036
14735,0.298601775
14736,0.29691802100000003
14737,0.297616435
14738,0.29959619600000004
14739,0.301619346
14740,0.305883864
14741,0.305420193
14742,0.304538115
14743,0.303370787
14744,0.302961847
14745,0.301781276
14746,0.302232658
14747,0.30233128800000003
14748,0.302222942
14749,0.300909922
14750,0.301556802
14751,0.302067203
14752,0.30297689699999997
14753,0.303785393
14754,0.303478624
14755,0.304758665
14756,0.304176221
14757,0.30486523
14758,0.30442749199999997
14759,0.306134626
14760,0.306054311
14761,0.304800207
14762,0.306500641
14763,0.308407096
14764,0.306134429
14765,0.304347826
14766,0.302888483
14767,0.30199941399999997
14768,0.300578246
14769,0.299390647
14770,0.296533451
14771,0.29381861
14772,0.290771781
14773,0.28864259800000003
14774,0.28884440000000006
14775,0.289314254
14776,0.28546364
14777,0.28283281
14778,0.281665854
14779,0.277924032
14780,0.276231425
14781,0.27423266399999996
14782,0.271077664
14783,0.268819676
14784,0.27130654600000004
14785,0.271715265
14786,0.267575016
14787,0.26385937800000003
14788,0.265319553
14789,0.258924765
14790,0.25315568
14791,0.25205286600000004
14792,0.24375538300000002
14793,0.240023497
14794,0.237011965
14795,0.236695569
14796,0.231932168
14797,0.225714058
14798,0.223515855
14799,0.22146793399999998
14800,0.22359550600000003
14801,0.219583735
14802,0.22460992600000002
14803,0.227338827
14804,0.233423792
14805,0.23388147199999998
14806,0.23297052699999998
14807,0.23375137899999998
14808,0.234222058
14809,0.23136341300000002
14810,0.23584523
14811,0.242127901
14812,0.24332912399999998
14813,0.239511202
14814,0.237286064
14815,0.238609944
14816,0.237841821
14817,0.237891445
14818,0.236638073
14819,0.236854063
14820,0.237018356
14821,0.236306077
14822,0.23207735899999998
14823,0.231944387
14824,0.229288215
14825,0.225134157
14826,0.22597056
14827,0.221791667
14828,0.219494945
14829,0.22249002699999998
14830,0.22397974
14831,0.225628141
14832,0.22048553399999998
14833,0.222568061
14834,0.221793755
14835,0.219521285
14836,0.218095238
14837,0.217488882
14838,0.21460048199999998
14839,0.214850908
14840,0.214476095
14841,0.21866933100000002
14842,0.21908215600000003
14843,0.21883404399999998
14844,0.224628994
14845,0.223637797
14846,0.222073467
14847,0.219635043
14848,0.222240582
14849,0.220689085
14850,0.21900792300000002
14851,0.219082146
14852,0.22001556
14853,0.225404783
14854,0.22442729399999997
14855,0.230631292
14856,0.23685709600000002
14857,0.23750407
14858,0.238164603
14859,0.241113265
14860,0.243521218
14861,0.24181005
14862,0.24518494600000001
14863,0.24589178399999997
14864,0.24881933899999997
14865,0.24975036899999997
14866,0.24978103399999999
14867,0.252738095
14868,0.254937517
14869,0.259942844
14870,0.25221292100000003
14871,0.252316011
14872,0.254727036
14873,0.25795512800000003
14874,0.259315978
14875,0.262538143
14876,0.26693118600000004
14877,0.270961501
14878,0.27263299399999996
14879,0.275498107
14880,0.277349827
14881,0.279938144
14882,0.28190347
14883,0.282101022
14884,0.287937743
14885,0.288523747
14886,0.290832148
14887,0.290819648
14888,0.295874108
14889,0.296859998
14890,0.296421289
14891,0.297758098
14892,0.29918244899999996
14893,0.300842812
14894,0.300416866
14895,0.301908578
14896,0.304156512
14897,0.307422402
14898,0.308785878
14899,0.310204493
14900,0.312405472
14901,0.312504199
14902,0.312825335
14903,0.312979915
14904,0.313302413
14905,0.311383068
14906,0.311501866
14907,0.309208531
14908,0.308732508
14909,0.308789878
14910,0.307409779
14911,0.30742252
14912,0.307882273
14913,0.307577808
14914,0.30784606
14915,0.306202076
14916,0.305028994
14917,0.307013359
14918,0.305168952
